id	ja	zh-TW	en	ko
14	日陰に移動しようかな	我們去樹陰底下吧。	Let's move to the shade...	그늘로 이동할까
15	スイカ冷えてるよー	西瓜冰涼了喔──	Watermelon is so refreshing!	수박 차갑게 해뒀어~
16	"流しそうめん
やってみたいなー"	"我想試試看
流水麵線耶──"	"I want to try catching flowing
noodles!"	"나가시소멘
하고 싶다~"
17	"クーラーボックスに
アイスが入ってるよー
みんなで食べよう！！"	"保冷箱裡面
有放冰淇淋喔──
大家一起吃吧！！"	"There's ice cream in the
cooler for everyone!"	"아이스 박스에
아이스크림이 들어있어~
다 같이 먹자!!"
18	"カヌー体験かー
おもしろそう！"	"體驗划獨木舟啊──
好像很好玩耶！"	"Canoeing?
Sounds fun!"	"카누 체험이라~
재밌을 거 같아!"
19	"お待ちかねの晩ごはんは…
焼肉です！！"	"讓大家久等的晚餐呢……
是烤肉喔！！"	"The dinner that you've all been
waiting for... Grilled meat!"	"고대하던 저녁밥은…
야키니쿠입니다!!"
20	日が傾くと涼しくなるね	太陽一下山就開始變冷了呢。	"It's much cooler when the sun
goes down."	날이 저물면 선선해지네~
21	"温泉でさっぱりしたのに
また　汗かいてきちゃったよー"	"才在溫泉泡得舒舒爽爽而已
現在又流汗了啦──"	"I just refreshed myself in the
hot springs, but now I'm sweaty
again..."	"온천에서 개운하게 씻었는데
또 땀이 나버렸어~"
22	"あきちゃんの
シュワシュワモクテル
暑い夜にぴったりだねぃ"	"小明調的
氣泡無酒精調酒
在悶熱的晚上喝最適合了。"	"Aki-chan's Fresh Bubbly Mocktail
is perfect for hot evenings!"	"아키의 톡톡 쏘는
무알콜 칵테일은
더운 밤에 딱이네~"
23	星が綺麗に見えるね	星星看起來好漂亮喔。	You can see the stars so clearly.	별이 깨끗하게 잘 보여
24	あっ　ホタルだー	啊，有螢火蟲耶──	Hey look, fireflies!	앗, 반딧불이다~
25	"炊き立てのご飯って
いいにおいだよねえ"	"剛煮好的飯
聞起來好香喔。"	"The freshly-made rice smells
so good, right?"	"모닥불로 지은 밥에선
좋은 냄새가 나"
26	"コーンスープ
作っちゃおうかな"	"要不要來做
玉米濃湯呢。"	"Shall I make some cream of
corn soup?"	"콘 수프를
만들어볼까"
27	落ち葉　ふみふみ…	落葉堆，我踩我踩……	"The leaves are fluttering down
one after the other..."	낙엽을 꾹꾹…
28	"このきのこ
食べられるのかな？"	"這個香菇
能不能吃啊？"	"Can you eat this mushroom,
I wonder?"	"이 버섯
먹을 수 있을까?"
29	"オリジナルのランタン
つくってみようかなぁ"	"我來做看看
原創的燈好了。"	I'll try making my own lantern!	"오리지널 랜턴을
만들어 볼까?"
30	薪準備　よーし！！	柴火準備，完了──！！	Firewood is all ready!	땔감 준비 완료!!
31	"秋って
おいしいものが
いっぱいあるよねー"	"秋天啊
會友很多很多
好吃的東西唷──"	"There are so many delicious
things to eat during autumn!"	"가을엔
맛있는 음식이
잔뜩 있지~"
32	"黄金色のススキが
ゆらゆら　揺れてるよー"	"黃金色的芒草
被風吹得搖啊搖啊的──"	"Isn't it strange how it's called
silver grass, but looks gold?"	"황금빛 억새가
하늘하늘 흔들거려~"
33	"アウトドア実験料理…
スタート！"	"戶外活動的實驗料理……
開始！"	"Experimental outdoor cooking
commence!"	"아웃도어 실험 요리…
스타트!"
34	"見て見て
大きいお月さまだー"	"快看快看
月亮好大喔──"	"Look at that!
The moon is huge!"	"저것 봐
커다란 달님이야~"
35	"ああっ！
もしかしてガス缶　空かも…"	"糟了！
瓦斯罐好像是空的……"	"Oh no!
I think the gas can is empty..."	"앗!
혹시 가스를 다 썼나…"
36	リーンリーン…	鈴──鈴──……	Chirp, chirp...	린~ 린…
37	"おはよー
朝ごはん　できてるよー"	"早安──
早餐做好了喔──"	"Good morning!
Breakfast is ready!"	"좋은 아침~
아침밥 다 됐어~"
38	あっ　しもばしら！	啊，是霜柱耶！	Whoa, it's frost!	앗, 서릿발이야!
39	"ハンディカイロ
借りてよかったー"	"還好有借
暖暖包──"	"Glad I brought this portable
heater!"	"휴대용 손난로
빌리길 잘했어~"
40	"ビーフ100％のハンバーグを
じっくりあっためて…"	"把這個100％牛肉做的漢堡排
好好地熱一下……"	"Heat up this 100% beef hamburg
slowly..."	"소고기 100%의 햄버그를
천천히 데워서…"
41	"ブランケットは
ぬくいのう…ほれ
みんなも包まるのじゃ"	"毛毯實在
太暖和了……來，
大家也一起包起來吧。"	"Blankets are warm...
Here, it wraps everyone up."	"블랭킷은 따뜻하구나…
자, 얘들아
너희도 감아보거라~"
42	"あぶったマシュマロで…
スモア！"	"把棉花糖烤一下後……
就能吃棉花糖餅乾了！"	"Toasted marshmallows
makes s'mores!"	"구운 마시멜로로…
스모어!"
43	"お鍋を作るコツ？
切って　ぶちこんで
煮るだけだよ"	"煮火鍋的技巧？
就只是切一切丟進去
然後煮而已唷。"	"Is there a trick to making
hotpot? Just cut 'em up and
boil!"	"전골 만드는 요령?
자른 뒤 다 넣어서
끓이기만 하면 돼"
44	"暗くなってきたから
ランタンつけようか"	"開始暗下來了，
點個燈吧。"	"It's getting pretty dark.
Shall we light the lantern?"	"어두워졌으니
랜턴을 켤까?"
45	もう　真っ暗だー	吼～～四周全黑了──	It's already pitch black.	벌써 새까매졌어
46	"ランプの灯り
ずっと見ていられるねぃ"	"可以這樣盯著露營燈看
都不會看膩喔。"	"The light of the lantern is
so mesmerizing."	"램프 불빛은
계속 바라보게 되네"
47	"お鍋って
お野菜もたっぷり摂れて
栄養満点だね"	"吃火鍋可以吃到
很多蔬菜，營養滿分喔。"	"There are tons of veggies in the
hotpot. It's super healthy!"	"전골은 채소까지 잔뜩
먹을 수 있으니 영양 만점이지"
48	星がきれいだなー	星星好漂亮喔──	The stars are so pretty.	별이 예쁘다~
49	"まったりキャンプ
たのしいねぃ"	"悠閒的露營
讓人好開心喔。"	Relaxing camp is so lovely.	"느긋한 캠핑
재밌네~"
50	"ご当地食材って
なんでこんなに
おいしいのかなー"	"這些當地食材啊，
為什麼會
這麼好吃啊──"	"Local ingredients always
taste the best!"	"지역 식자재는
왜 이렇게
맛있는 걸까~"
51	"炭火でじっくり焼くと
なんでも　おいしくなるねー"	"用炭火慢慢地烤過後，
不管是什麼都會變得很好吃呢──"	"Grilling anything over charcoal
makes it instantly delicious!"	"숯불로 천천히 구우면
뭐든지 맛있어지지~"
52	"あっちの方
散策してくるねー"	"那我就去那邊
散一下步喔──"	"I'll take a little stroll over
there."	"저쪽에서
산책 좀 하고 올게~"
53	"なんか　おもしろい
動画あるかなー？"	"有沒有什麼
有趣的影片呢──？"	What's good to watch nowadays?	"뭐 재밌는
영상 없을까~?"
54	"お出かけすると
ついついお土産
買っちゃうよねえ"	"每次出門啊，
都會忍不住
買一些土產呢。"	"Whenever I go out, I end up
buying souvenirs."	"외출하면
나도 모르게 기념품을
사버리게 돼"
55	"これから作るごはん
さらにアレンジしたいな"	"以後做料理啊，
還想再多試一些翻新食譜呢。"	"I'm going to upgrade this
meal!"	"이제부터 만들 요리를
더 어레인지 해보고 싶어"
56	いま　何時かな？	現在幾點了？	What time is it now?	지금 몇 시지?
57	"もぐもぐ…　はっ！
最後のいっこになっちゃった！"	"咀嚼咀嚼……啊！
剩下最後一個了！"	"Nom nom nom...
Aaah! I'm down to the last one!"	"우물우물… 헉!
하나 밖에 안 남았어!"
58	-			
59	"リンちゃん
おたんじょうび　おめでとう！
プレゼントは　何がいいかな"	"小凜
祝妳生日快樂！
妳想要什麼禮物呢？"	"Rin-chan, happiest birthday
to you! What do you want for
a present?"	"린
생일 축하해!
선물은 뭐가 좋을까?"
60	"あきちゃん
おたんじょうび　おめでとう！
ケーキ　後で食べてね"	"小明
祝妳生日快樂！
蛋糕妳待會吃吧。"	"Aki-chan, happy happy birthday!
I prepared a cake for later!"	"아키
생일 축하해!
이따가 케이크 먹어"
61	"あおいちゃん
おたんじょうび　おめでとう！
これからも　よろしくね"	"小葵
祝妳生日快樂！
今後也請妳多指教喔。"	"Aoi-chan, happy birthday!
Best wishes for the year to come!"	"아오이
생일 축하해!
앞으로도 잘 부탁해"
62	"恵那ちゃん
おたんじょうび　おめでとう！
これからも　なかよくしてね"	"小惠那
祝妳生日快樂！
我們之後也是好朋友喔。"	"Ena-chan, happy birthday!
Hope we can hang out lots
this coming year!"	"에나
생일 축하해!
앞으로도 사이좋게 지내자"
63	"ハッピーバースデートゥーユー
おめでとー！"	"Happy Birthday to you
恭喜妳──！"	"Happy birthday to you!
Congrats!"	"해피 버스데이 투 유~
축하해~!"
64	"あけましておめでとう
いい年になりますように
さあ　今年の抱負をどうぞ！"	"新年快樂
希望今年也是個好年
來，說說妳今年的抱負吧！"	"Happy new year! Wishing for
a great year ahead. Any new
year's resolutions?"	"새해 복 많이 받아
좋은 한 해가 되기를 바라
자, 올해의 포부는 뭔가요!"
65	"ハッピーバレンタイン
今日のキャンプごはんは…
チョコレートスペシャルです！"	"情人節快樂
今天的露營餐是……
特製巧克力哦！"	"Happy Valentine's Day! Today's
camping meal is...the Chocolate
Special!"	"해피 발렌타인
오늘의 캠핑 요리는…
초콜릿 스페셜입니다!"
66	"ふじさん
これからも　ずっと
だいすきだよ…！"	"富士山
從今以後我也是
最喜歡你了唷……！"	"I love you forever and always,
Mount Fuji!"	"후지산…
앞으로도 계속
좋아할 거야…!"
67	"ホワイトデーといえば
マシュマロ！
スモア…また　食べたいな"	"說到白色情人節
就是要吃棉花糖！
我還想再吃一次棉花糖餅乾呢。"	"Speaking of White Day... Marshmallows.
I'd love to have some right now."	"화이트데이하면
마시멜로지!
스모어… 또 먹고 싶다"
68	"ハッピーハロウィン！
今日のごはんは
ホラーな盛り付けだよ"	"萬聖節快樂！
今天的料理
我裝飾得很嚇人喔。"	"Happy Halloween! Today's dish will
be horror-themed!"	"해피 할로윈!
오늘의 식사는
호러 느낌으로 담아봤어"
69	"明日はクリスマス！
スペシャルメニューの仕込み
がんばるぞー！"	"明天是聖誕節！
現在在準備特別菜色呢
我要大展身手囉──！"	"Tomorrow is Christmas Day! I'll
have to give it my all to make a
special meal!"	"내일은 크리스마스!
스페셜 메뉴 준비
힘내야지~!"
70	"みんなと一緒に
キャンプしながらの
クリスマス　たのしいね"	"跟大家一起
出來露營
一邊慶祝聖誕節，好開心喔。"	"I can't wait to spend Christmas
camping with everyone!"	"모두와 함께
캠핑하며 보내는
크리스마스, 즐거워"
71	"今年も一年
お世話になりました
来年も　よろしくね"	"今年也受妳照顧
一整年了
明年也請多指教喔。"	"Thank you for the past year. Looking
forward to spending the next year
with you again!"	"올 한 해도
신세 많이 졌습니다
내년도 잘 부탁해"
72	"あっちのほうから
楽しそうな声がする！"	"我聽到那邊傳來
很開心的聲音喔！"	"Sounds like someone's having
a ton of fun!"	"저쪽에서
재밌을 것 같은 소리가 나!"
73	"一周年　おめでとう！
ぐんぐん　キャンプレベルが
上がってる気がするよー"	"一周年快樂！
感覺露營等級
成長了很多唷──"	"Happy one-year anniversary! I feel
like I'm getting better and better
at camping!"	"1주년 축하해!
캠핑 레벨이 쑥쑥
오르는 느낌이야~"
74	……	……	...	……
75	むにゃむにゃ…うふふー…	姆拿姆拿……唔呼呼──……	Mmm nom nom... Hahahah...	음냐음냐… 으흐흐~
76	ふー 落ち着くなー	呼──好放鬆喔──	Ahh, so comfy...	흐아~ 여유롭다~
77	ちょっと ひと息…	稍微、休息一下……	I'll just take a tiny rest.	잠시 한숨 돌리고…
78	よいしょ	嘿唷。	Hup!	영차
79	うん いい感じだねぃ	嗯，感覺不錯唷。	Alright, looks good!	응, 느낌이 좋네
80	おいしくなあれー	變好吃吧──	I hope this is yummy!	맛있어져라~
81	よーし！	好──！	Let's do this!	좋~아!
82	お茶の時間が楽しみだな	好期待下午茶時間喔。	I love tea time!	티타임이 기다려져
83	準備おっけー！	準備好了──！	Ready!	준비 오케이~!
84	お湯を沸かすよ	我來燒開水喔。	I'll boil some water.	물을 끓일게
85	はー　おいしい！	哈──好好吃喔！	Fwah! This tea is so good!	하아~ 맛있다!
86	落ち着くねぃ	好悠閒喔──	It makes me so relaxed...	노곤하네~
87	ん～　かわいいなぁ	嗯～～好可愛喔。	Oooh, so cute!	음~ 귀엽다~
88	雰囲気出るねぃ	有那個氣氛了耶。	It's glowing.	분위기 나네~
89	明るいねー	好亮喔──	It's so bright.	밝네~
90	ばっちり！使いやすいねぃ	完美！這好好用喔。	Perfect! This is so easy to use.	완벽해! 쓰기 편하네~
91	気をつけて使おう	小心點使用吧。	I need to be careful with this.	조심히 쓰자
92	点火！	點火！	Light it up!	점화!
93	ずっと見ていたくなるね	好想要一直盯著看喔。	Makes me want to stare at it forever.	계속 보고 있고 싶어
94	うんうん　いい調子	嗯嗯，狀況不錯呢。	Pretty nice lookin' fire.	응 응, 순조로워
95	あったかいねぃ	好暖和喔。	So warm!	따뜻하네~
96	ぐっすり眠れそうだよー	看來可以睡得很沉呢──	I think I'll sleep well tonight.	푹 잘 수 있을 거 같아~
97	シュラフむしだよ	是睡袋蟲喔。	I'm a burrito.	침낭 애벌레야
98	ごろごろ…	滾啊滾……	Mmm...	데굴데굴…
99	ん～ しあわせだー	嗯～～好幸福喔──	Mmm... I'm so happy...	음~ 행복해~
100	おいしいね	很好吃呢。	So yummy!	맛있네
101	混ぜ混ぜ…	攪啊攪……	Mix it up, mix it up...	휘릭휘릭…
102	さいっこうにかわいいねぃ！	真是超級可愛的耶！	Who's the goodest boy?	최~고로 귀엽다~!
103	"よーし
一緒に走るよー！"	"好──
那一起跑吧──！"	"Follow me!
Let's run!"	"좋아~
함께 달리자~!"
104	おいでー！	快過來──！	This way!	이리 와~!
105	"ローテーブルにぴったりで
いいチェアだよねぃ"	"是能剛好配這張矮桌
的好椅子唷。"	"This chair is perfect for
a low table."	"로우 테이블에 딱 맞는
좋은 의자네~"
106	"リンちゃんのを見てたら
私も欲しくなっちゃったんだよー"	"看了小凜妳的後
我自己也想要了──"	"When I saw the one Rin-chan had,
I wanted one too."	"린 걸 보니까
나도 갖고 싶어졌어~"
107	"ゆーらゆーら
きもちいいねぃ"	"搖──來──搖──去──
好舒服喔。"	"Swaying this way and that...
Feels nice."	"흔들~ 흔들~
기분 좋아~"
108	この形がかわいいんだよねぃ	這個形狀很可愛對不對。	This is pretty cute.	이 모양이 귀엽단 말이지~
109	"これに入れて煮たら
なんでもおいしくできるんだよ"	"加這個進去煮的話
不管是什麼都會變很好吃喔。"	"If you add this in to any pot,
it'll be delicious."	"여기에 넣어서 끓이면
뭐든지 맛있어져"
110	"肉まんみたいに
あんまんを挟んで焼いたら
どうかなぁ？"	"那就像夾肉包一樣
試著夾豆沙包
來烤看看怎麼樣？"	"How would it taste if I use red
bean with meat bun buns?"	"고기만두처럼
찐빵을 끼워서 구우면
어떨까?"
111	"アメリカンワッフルと
ベルギーワッフルがあるんだ
今度　食べ比べしよう！"	"有美式鬆餅
跟比利時鬆餅喔。
改天一起吃來比較看看吧！"	"Let's eat both American waffles
and Belgian waffles to compare
them!"	"아메리칸 와플과
벨기에 와플이 있어
다음에 먹으면서 비교해보자!"
112	"リンちゃんと
初めて会った時に
持ってたランタンだね！"	"這是第一次
遇到小凜妳的時候
帶的那個燈對不對！"	"Rin-chan, this is the lantern
you had when we first met, right?"	"린과
처음 만났을 때
갖고 있었던 랜턴이야!"
113	"夜道を歩くときの
心強い味方だよ"	"走夜路的時候
有這個就會放心許多喔。"	"This is my best friend when I
have to walk through the dark."	"밤길을 걸을 때
든든한 친구야"
114	"眺めてると
心がぽかぽかあったかくなるんだよね"	"像這樣子盯著看
心靈就會變得暖呼呼的唷。"	"Staring at this makes my heart
feel warm."	"바라보고 있으면
마음이 훈훈하고 따뜻해져"
115	"土鍋をのせても大丈夫！
安定感ばつぐんだよー"	"把陶鍋放上去也沒問題！
穩定感十足的喔──"	"You can put earthenware pots
on top too! It's really stable."	"질냄비를 올려도 괜찮아!
안정감이 뛰어나거든~"
116	"このグリルで食べた焼肉
おいしかったねぃ"	"用這個烤肉架烤出來的肉啊，
會非常好吃呢。"	"The meat you grill with this
tastes really good."	"이 그릴로 구워 먹은 야키니쿠
맛있었지~"
117	"自転車で走りながらの焼肉…
夢が膨らむねぃ"	"邊騎腳踏車邊吃烤肉……
這畫面好有夢想喔。"	"Having yakiniku while biking...
Dreams are endless."	"자전거 타고 달리며 먹는 야키니쿠…
꿈이 부풀어 오르는걸"
118	"いつか　この上にお鍋を置いて
料理をしてみたいなー"	"之後有一天，想把火鍋
也放在這上面做料理呢──"	"I want to make hotpot with
this someday."	"언젠가 이 위에 냄비를 올려두고
요리해 보고 싶어~"
119	"あきちゃんの焚き火台
いつも　お世話になってます！"	"真的一直以來
都受到小明搭的篝火台的關照呢！"	"Thanks as always for your
campfire stand, Aki-chan."	"아키의 모닥불 화로대
언제나 신세 많이 지고 있어요!"
120	"刃の部分が大きいから
気をつけて扱わないとだね"	"刀刃的範圍很大
要小心用喔。"	"The blade is really big, so you
need to be careful."	"칼날 부분이 크니까
조심히 사용해야 해"
121	"リンちゃんのお団子に
こっそり装着…できるかなぁ"	"能不能在小凜做的糰子上……
偷偷弄點裝飾呢？"	"Can I secretly put this on Rin-chan's
dango?"	"린의 경단에
몰래 장착… 할 수 있을까?"
122	"こ　これで
テントの外の様子を知れるなら
…じゅ…いや　150回払いで！"	"這、這樣子
知道帳篷外面的狀況的話
……分十次……不對，分150次分期！"	"I-If you can find out what's going on
outside the tent, I'll... I'll give you
ten—no, fifteen dollars!"	"이걸로
텐트 밖의 상황을 알 수 있다면
…10…아니, 150개월 할부로!"
123	"ふはぁ… 硬くて
割れにくい薪もあるなぁ"	"呼啊……有些木柴
又硬又難劈呢。"	"Phew... Sometimes it can be
hard to split firewood."	"흐아… 딱딱해서
쪼개기 힘든 장작도 있어"
124	何を燻製しようかなー	要來煙燻什麼好呢──	"Should I make some smoked
bacon?"	뭘 훈제해 볼까~
125	カボチャランタン　かわいいねえ	南瓜燈好可愛呢。	This pumpkin lantern is so cute!	호박 랜턴 귀여워~
126	雪だるま　光ってるー	雪人在發光耶──	This little snowman lights up!	눈사람이 빛나고 있어~
127	"高級なお肉なだけあって
口の中でさっと溶けてくよー！"	"真不愧是高級肉
一放到嘴裡就融化掉了耶──！"	"High-grade beef just melts
in your mouth!"	"고급 고기라서 그런지
입 속에서 사르르 녹아~!"
128	"やっぱり
タコ様ウインナーって
呼んでもいいくらいですっ！"	"果然哪
這好吃到
都可以叫它章魚香腸大人了！"	I like to call them octopus wieners.	"역시
문어 님 비엔나라고
불러도 괜찮을 정도예요!"
129	"具だくさんって
嬉しくなる響きだねぃ"	"滿滿的都是料
這話聽起來讓人好開心喔。"	"Having a lot of ingredients
makes me happy!"	"건더기가 많다니
듣기 좋은 말이네~"
130	"んん～　身がぷりっぷりで
香ばしさもあって
口の中がしあわせだー！"	"嗯嗯～～這肉好有彈性
而且充滿香氣
滿嘴都是幸福呢──！"	"Mmm, it's so plump and juicy!
I'm so happy!"	"으음~ 통통하고
향긋해서
입 안이 행복해~"
131	"金目鯛のエキスが
たーっぷり出てて　おいしいよ"	"紅金眼鯛的精華
全都煮出來了，很好吃喔。"	"The flavors of the red bream is
completely seeped in. So yummy!"	"금눈돔의 육즙이
잔뜩 배어 나와서 맛있어"
132	"お頭をじっくり炭火焼にすると
まるごと食べられるんだって！"	"用炭火連頭都仔細烤過的話
就整隻都可以吃了喔！"	"If you grill the head over charcoal,
you can eat it!"	"머리를 천천히 숯불에 구우면
통째로 먹을 수 있대!"
133	"器にもこだわった
見た目もおいしいサラダだね"	"容器也是特別選的
光看就很好吃的沙拉呢。"	It's a delicious salad in a fancy bowl!	"그릇에도 신경 써서 그런가
보기만 해도 맛있는 샐러드네"
134	"あつあつでカリっとジューシー
…もういっこ　ください！"	"一口咬下這熱騰騰又滿滿肉汁的
……我還要再一份！"	"It's hot, crispy, and juicy inside...
I'll take one more!"	"따끈따끈하고 바삭하고 육즙이 듬뿍
…하나 더 주세요!"
135	"素揚げした野菜を煮込んだ
とびっきりおいしいカレーだよ"	"這是加了裸炸蔬菜下去熬煮出來的
特級好吃咖哩喔。"	"Adding deep-fried vegetables
to curry is delicious!"	"튀겨낸 채소를 졸인
스페셜하게 맛있는 카레야"
136	"エクストラエビソースで
口の中がエビ天国だよ～"	"加了這個特製蝦子醬
嘴巴裡就是蝦子天國哦。"	"With extra lobster sauce, the flavors
are heaven!"	"엑스트라 새우 소스로
입안이 새우 천국이야~"
137	"やわらかーいお肉…
すっごくおいしいよ～！"	"煮得軟嫩的肉……
真的非常好吃喔～～！"	This tender meat...is too delicious!	"부드러운 고기…
진짜 맛있다~!"
138	"はわ～…
トマトとバジルが入ると
また違ったおいしさだね！"	"哈哇……
加了番茄跟羅勒進去
美味就又多一層變化了呢！"	"Mmm...
Adding tomato and basil
gives it another dimension of flavor!"	"흐아~
토마토와 바질을 넣으니
또 색다르게 맛있네!"
139	"見た目ほどは辛くないんだよ
どんどん　食べてね！"	"吃起來沒有看起來那麼辣喔
多吃一點吧！"	"It's not as spicy as it looks.
Have some more!"	"이래 봬도 많이 맵진 않으니까
많이 먹어!"
140	"さっぱりした味のお鍋だから
ぽん酢を足して食べても
おいしいんだよ～"	"這次的火鍋湯底比較清爽
加點柚子醋進去
也很好吃喔～～"	"It's hotpot with a refreshing soup
base, so it tastes good with ponzu
sauce too."	"담백한 전골이니까
폰즈랑 곁들여 먹어도
맛있어~"
141	"本栖湖でリンちゃんと食べた
カレーめん…あの時も
すっごくおいしかったなぁ"	"跟小凜一起在本栖湖
吃的咖哩泡麵……那個時候
也覺得超級好吃的呢。"	"The curry noodles I ate at Motosuko
with Rin-chan were really yummy."	"모토스호에서 린과 먹었던
카레면… 그때도
엄청 맛있었지~"
142	"手軽にできて
とってもおいしいし
栄養も満点だね！"	"作法很簡單
而且很好吃
營養也很豐富呢！"	"It's easy to make, delicious,
and full of nutrition!"	"만들기도 쉽고
굉장히 맛있는 데다가
영양까지 만점이야!"
143	"あきちゃんの作ってくれた
本場のほうとう…
また食べたいなー"	"小明做的
道地餺飥麵……
好想再吃一次喔──"	"I want to have more of that authentic
hoto made by Aki-chan."	"아키가 만들어줬던
본고장 호토…
또 먹고 싶다~"
144	"シメのチーズパスタ
濃厚とろーり　おいしすぎる～"	"收尾的起司義大利麵
味道香醇濃厚，實在太好吃了～～"	"The cheese pasta at the end was
so melty and delicious."	"마무리 치즈 파스타
진하고 걸쭉하고~ 너무 맛있어~"
145	"しっかりお出汁に
贅沢トッピング…
おなかがしあわせだ～！"	"有濃郁高湯
加上奢侈配料……
肚子實在太幸福了～～！"	"All these delicious toppings and a
great soup base...
My stomach is happy!"	"제대로 낸 국물에
토핑도 잔뜩…
뱃속이 행복해~!"
146	"ほっとひと息
落ち着くねー"	"可以鬆一口氣了
好悠閒喔──"	"I'll just take a breather.
So relaxing..."	"살짝 한숨 돌리자
차분해지네~"
147	"あったまるねぇ…
ん～　いい香りだー！"	"身子都暖起來了……
嗯～～味道好香喔──！"	"It looks nice and warm...
Mmm, so aromatic!"	"따뜻하네…
음~ 향도 좋아~!"
148	"この甘さとあったかさ
冬キャンプはもちろん
夏キャンプにもぴったりだね"	"這個溫熱的甜味
冬天露營就不用說了
也很適合夏天露營的時候呢。"	"This sweetness and warmth is perfect
for both winter and summer camping."	"이 달콤함과 따뜻함
겨울 캠핑은 물론이고
여름 캠핑에도 제격이네"
149	"はー　ほうじ茶
あったまるのぅ…"	"哈──喝焙茶
身子都暖起來了……"	Ahh, roasted tea warms me up...	"하~ 호지차
따뜻하구먼…"
150	"遠火でじっくり焼いたら…
はふはふっ…
ん～　とろりしてて甘いねぇ"	"用遠火慢慢地烤一下……
呼～～呼～～……
嗯～～軟軟黏黏的又好甜喔。"	"Toast it slowly...
Fwoo fwoo...
Mmm, gooey and sweet."	"먼 불에서 천천히 구우면…
하흐하흐…
음~ 부드럽고 달콤해"
151	"リンちゃんが作ってくれた
スモア　おいしかったなぁ…
ん～これもうま～っ！"	"小凜做的
棉花糖餅乾好好吃喔……
嗯～～這個也很好吃～～！"	"The s'mores that Rin-chan makes
are so good...
Mmm, this one is good too!"	"린이 만들어 줬던
스모어, 맛있었어…
음~ 이것도 맛있어~!"
152	"フルーツとクリームの
デコレーション
とってもかわいいね"	"水果跟奶油的
裝飾
看起來好可愛喔。"	"The fruit and cream decorations
are so cute."	"과일과 크림으로
데코레이션
정말 예쁘다"
153	デザート　おいし～い！！	甜點好好吃喔～～！！	The dessert is delicious!	디저트 맛있어~!!
154	スモークの香りがするー	聞得到煙薰的香味呢──	This smoked aroma smells really good.	스모크 향이 나~
155	カレーめん鍋　最強だねぃ	咖哩泡麵火鍋，這就是最強組合。	Curry noodle stew is amazing.	카레면 전골은 최강이야~
156	"チーズがとろけて
おいし～い！！"	"起司都融化了
好好吃喔！！"	"The cheese is all melty.
Yum!"	"치즈가 녹아서
맛있어~!!"
157	"ぷはぁ～！！
おかわりしちゃおうかな"	"呼哈～～！！
我還想要再來一碗。"	"Phew!
I'll think I'll have another cup."	"푸하~!!
한 그릇 더 먹을까?"
158	"かまぼことチーズ
相性ばつぐんだよー！！"	"魚板配起司
真的是絕配呢──！！"	"Fish cake and cheese is the ultimate
combination!"	"어묵과 치즈는
최고의 궁합이지~!!"
159	"ジェラート　甘くて冷たくて
うまーだね"	"義式冰淇淋，又冰又甜
很好吃唷。"	Cold and sweet gelato is so good.	"젤라토는 달콤하고 차가워서
맛있지~"
160	お城の形　かわいいなあ	城堡的形狀好可愛喔。	This castle is so cute.	성의 모양이 귀여워
