id	ja	zh-TW	en	ko
61	素材ボックスから獲得したアイテムです。	素材ボックスから獲得したアイテムです。(TW)	素材ボックスから獲得したアイテムです。(EN)	素材ボックスから獲得したアイテムです。(KO)
62	食材ボックスから獲得したアイテムです。	食材ボックスから獲得したアイテムです。(TW)	食材ボックスから獲得したアイテムです。(EN)	食材ボックスから獲得したアイテムです。(KO)
63	つなキャン初心者応援ボックスから獲得したアイテムです。	素材ボックスから獲得したアイテムです。(TW)	素材ボックスから獲得したアイテムです。(EN)	素材ボックスから獲得したアイテムです。(KO)
64	サプライズ訪問の○○ガチャチケ	サプライズ訪問の彼女ガチャチケ（無印）(TW)	サプライズ訪問の彼女ガチャチケ（無印）(EN)	サプライズ訪問の彼女ガチャチケ（無印）(KO)
65	AP上限倍増パスの購入特典です。	AP上限倍増パスの購入特典です。(TW)	AP上限倍増パスの購入特典です。(EN)	AP上限倍増パスの購入特典です。(KO)
66	シルバー会員の購入特典です。	シルバー会員の購入特典です。(TW)	シルバー会員の購入特典です。(EN)	シルバー会員の購入特典です。(KO)
67	ゴールド会員の購入特典です。	ゴールド会員の購入特典です。(TW)	ゴールド会員の購入特典です。(EN)	ゴールド会員の購入特典です。(KO)
68	プラチナ会員の購入特典です。	プラチナ会員の購入特典です。(TW)	プラチナ会員の購入特典です。(EN)	プラチナ会員の購入特典です。(KO)
69	○○パスの購入特典です。	○○パスの購入特典です。(TW)	○○パスの購入特典です。(EN)	○○パスの購入特典です。(KO)
70	○○パス限定ログインボーナス1日目のプレゼントです。	○○パス限定ログインボーナス1日目のプレゼントです。(TW)	○○パス限定ログインボーナス1日目のプレゼントです。(EN)	○○パス限定ログインボーナス1日目のプレゼントです。(KO)
71	○○パス限定ログインボーナス2日目のプレゼントです。	○○パス限定ログインボーナス2日目のプレゼントです。(TW)	○○パス限定ログインボーナス2日目のプレゼントです。(EN)	○○パス限定ログインボーナス2日目のプレゼントです。(KO)
72	○○パス限定ログインボーナス3日目のプレゼントです。	○○パス限定ログインボーナス3日目のプレゼントです。(TW)	○○パス限定ログインボーナス3日目のプレゼントです。(EN)	○○パス限定ログインボーナス3日目のプレゼントです。(KO)
73	○○パス限定ログインボーナス4日目のプレゼントです。	○○パス限定ログインボーナス4日目のプレゼントです。(TW)	○○パス限定ログインボーナス4日目のプレゼントです。(EN)	○○パス限定ログインボーナス4日目のプレゼントです。(KO)
74	○○パス限定ログインボーナス5日目のプレゼントです。	○○パス限定ログインボーナス5日目のプレゼントです。(TW)	○○パス限定ログインボーナス5日目のプレゼントです。(EN)	○○パス限定ログインボーナス5日目のプレゼントです。(KO)
75	○○パス限定ログインボーナス6日目のプレゼントです。	○○パス限定ログインボーナス6日目のプレゼントです。(TW)	○○パス限定ログインボーナス6日目のプレゼントです。(EN)	○○パス限定ログインボーナス6日目のプレゼントです。(KO)
76	○○パス限定ログインボーナス7日目のプレゼントです。	○○パス限定ログインボーナス7日目のプレゼントです。(TW)	○○パス限定ログインボーナス7日目のプレゼントです。(EN)	○○パス限定ログインボーナス7日目のプレゼントです。(KO)
77	○○パス限定ログインボーナス8日目のプレゼントです。	○○パス限定ログインボーナス8日目のプレゼントです。(TW)	○○パス限定ログインボーナス8日目のプレゼントです。(EN)	○○パス限定ログインボーナス8日目のプレゼントです。(KO)
78	○○パス限定ログインボーナス9日目のプレゼントです。	○○パス限定ログインボーナス9日目のプレゼントです。(TW)	○○パス限定ログインボーナス9日目のプレゼントです。(EN)	○○パス限定ログインボーナス9日目のプレゼントです。(KO)
79	○○パス限定ログインボーナス10日目のプレゼントです。	○○パス限定ログインボーナス10日目のプレゼントです。(TW)	○○パス限定ログインボーナス10日目のプレゼントです。(EN)	○○パス限定ログインボーナス10日目のプレゼントです。(KO)
80	○○パス限定ログインボーナス11日目のプレゼントです。	○○パス限定ログインボーナス11日目のプレゼントです。(TW)	○○パス限定ログインボーナス11日目のプレゼントです。(EN)	○○パス限定ログインボーナス11日目のプレゼントです。(KO)
81	○○パス限定ログインボーナス12日目のプレゼントです。	○○パス限定ログインボーナス12日目のプレゼントです。(TW)	○○パス限定ログインボーナス12日目のプレゼントです。(EN)	○○パス限定ログインボーナス12日目のプレゼントです。(KO)
82	○○パス限定ログインボーナス13日目のプレゼントです。	○○パス限定ログインボーナス13日目のプレゼントです。(TW)	○○パス限定ログインボーナス13日目のプレゼントです。(EN)	○○パス限定ログインボーナス13日目のプレゼントです。(KO)
83	○○パス限定ログインボーナス14日目のプレゼントです。	○○パス限定ログインボーナス14日目のプレゼントです。(TW)	○○パス限定ログインボーナス14日目のプレゼントです。(EN)	○○パス限定ログインボーナス14日目のプレゼントです。(KO)
84	○○パス限定ログインボーナス15日目のプレゼントです。	○○パス限定ログインボーナス15日目のプレゼントです。(TW)	○○パス限定ログインボーナス15日目のプレゼントです。(EN)	○○パス限定ログインボーナス15日目のプレゼントです。(KO)
85	○○パス限定ログインボーナス16日目のプレゼントです。	○○パス限定ログインボーナス16日目のプレゼントです。(TW)	○○パス限定ログインボーナス16日目のプレゼントです。(EN)	○○パス限定ログインボーナス16日目のプレゼントです。(KO)
86	○○パス限定ログインボーナス17日目のプレゼントです。	○○パス限定ログインボーナス17日目のプレゼントです。(TW)	○○パス限定ログインボーナス17日目のプレゼントです。(EN)	○○パス限定ログインボーナス17日目のプレゼントです。(KO)
87	○○パス限定ログインボーナス18日目のプレゼントです。	○○パス限定ログインボーナス18日目のプレゼントです。(TW)	○○パス限定ログインボーナス18日目のプレゼントです。(EN)	○○パス限定ログインボーナス18日目のプレゼントです。(KO)
88	○○パス限定ログインボーナス19日目のプレゼントです。	○○パス限定ログインボーナス19日目のプレゼントです。(TW)	○○パス限定ログインボーナス19日目のプレゼントです。(EN)	○○パス限定ログインボーナス19日目のプレゼントです。(KO)
89	○○パス限定ログインボーナス20日目のプレゼントです。	○○パス限定ログインボーナス20日目のプレゼントです。(TW)	○○パス限定ログインボーナス20日目のプレゼントです。(EN)	○○パス限定ログインボーナス20日目のプレゼントです。(KO)
90	○○パス限定ログインボーナス21日目のプレゼントです。	○○パス限定ログインボーナス21日目のプレゼントです。(TW)	○○パス限定ログインボーナス21日目のプレゼントです。(EN)	○○パス限定ログインボーナス21日目のプレゼントです。(KO)
91	○○パス限定ログインボーナス22日目のプレゼントです。	○○パス限定ログインボーナス22日目のプレゼントです。(TW)	○○パス限定ログインボーナス22日目のプレゼントです。(EN)	○○パス限定ログインボーナス22日目のプレゼントです。(KO)
92	○○パス限定ログインボーナス23日目のプレゼントです。	○○パス限定ログインボーナス23日目のプレゼントです。(TW)	○○パス限定ログインボーナス23日目のプレゼントです。(EN)	○○パス限定ログインボーナス23日目のプレゼントです。(KO)
93	○○パス限定ログインボーナス24日目のプレゼントです。	○○パス限定ログインボーナス24日目のプレゼントです。(TW)	○○パス限定ログインボーナス24日目のプレゼントです。(EN)	○○パス限定ログインボーナス24日目のプレゼントです。(KO)
94	○○パス限定ログインボーナス25日目のプレゼントです。	○○パス限定ログインボーナス25日目のプレゼントです。(TW)	○○パス限定ログインボーナス25日目のプレゼントです。(EN)	○○パス限定ログインボーナス25日目のプレゼントです。(KO)
95	○○パス限定ログインボーナス26日目のプレゼントです。	○○パス限定ログインボーナス26日目のプレゼントです。(TW)	○○パス限定ログインボーナス26日目のプレゼントです。(EN)	○○パス限定ログインボーナス26日目のプレゼントです。(KO)
96	○○パス限定ログインボーナス27日目のプレゼントです。	○○パス限定ログインボーナス27日目のプレゼントです。(TW)	○○パス限定ログインボーナス27日目のプレゼントです。(EN)	○○パス限定ログインボーナス27日目のプレゼントです。(KO)
97	○○パス限定ログインボーナス28日目のプレゼントです。	○○パス限定ログインボーナス28日目のプレゼントです。(TW)	○○パス限定ログインボーナス28日目のプレゼントです。(EN)	○○パス限定ログインボーナス28日目のプレゼントです。(KO)
98	○○パス限定ログインボーナス29日目のプレゼントです。	○○パス限定ログインボーナス29日目のプレゼントです。(TW)	○○パス限定ログインボーナス29日目のプレゼントです。(EN)	○○パス限定ログインボーナス29日目のプレゼントです。(KO)
99	○○パス限定ログインボーナス30日目のプレゼントです。	○○パス限定ログインボーナス30日目のプレゼントです。(TW)	○○パス限定ログインボーナス30日目のプレゼントです。(EN)	○○パス限定ログインボーナス30日目のプレゼントです。(KO)
100	○○マイレージランク0毎日報酬	○○マイレージランク0毎日報酬(TW)	○○マイレージランク0毎日報酬(EN)	○○マイレージランク0毎日報酬(KO)
101	○○マイレージランク1毎日報酬	○○マイレージランク1毎日報酬(TW)	○○マイレージランク1毎日報酬(EN)	○○マイレージランク1毎日報酬(KO)
102	○○マイレージランク2毎日報酬	○○マイレージランク2毎日報酬(TW)	○○マイレージランク2毎日報酬(EN)	○○マイレージランク2毎日報酬(KO)
103	○○マイレージランク3毎日報酬	○○マイレージランク3毎日報酬(TW)	○○マイレージランク3毎日報酬(EN)	○○マイレージランク3毎日報酬(KO)
104	○○マイレージランク4毎日報酬	○○マイレージランク4毎日報酬(TW)	○○マイレージランク4毎日報酬(EN)	○○マイレージランク4毎日報酬(KO)
105	○○マイレージランク5毎日報酬	○○マイレージランク5毎日報酬(TW)	○○マイレージランク5毎日報酬(EN)	○○マイレージランク5毎日報酬(KO)
106	○○マイレージランク6毎日報酬	○○マイレージランク6毎日報酬(TW)	○○マイレージランク6毎日報酬(EN)	○○マイレージランク6毎日報酬(KO)
107	○○マイレージランク7毎日報酬	○○マイレージランク7毎日報酬(TW)	○○マイレージランク7毎日報酬(EN)	○○マイレージランク7毎日報酬(KO)
108	○○マイレージランク8毎日報酬	○○マイレージランク8毎日報酬(TW)	○○マイレージランク8毎日報酬(EN)	○○マイレージランク8毎日報酬(KO)
109	○○マイレージランク9毎日報酬	○○マイレージランク9毎日報酬(TW)	○○マイレージランク9毎日報酬(EN)	○○マイレージランク9毎日報酬(KO)
110	○○マイレージランク10毎日報酬	○○マイレージランク10毎日報酬(TW)	○○マイレージランク10毎日報酬(EN)	○○マイレージランク10毎日報酬(KO)
111	○○マイレージランク11毎日報酬	○○マイレージランク11毎日報酬(TW)	○○マイレージランク11毎日報酬(EN)	○○マイレージランク11毎日報酬(KO)
112	○○マイレージランク12毎日報酬	○○マイレージランク12毎日報酬(TW)	○○マイレージランク12毎日報酬(EN)	○○マイレージランク12毎日報酬(KO)
113	フレンドボックス小から獲得したアイテムです。	フレンドボックス小から獲得したアイテムです。(TW)	フレンドボックス小から獲得したアイテムです。(EN)	フレンドボックス小から獲得したアイテムです。(KO)
114	フレンドボックス大から獲得したアイテムです。	フレンドボックス大から獲得したアイテムです。(TW)	フレンドボックス大から獲得したアイテムです。(EN)	フレンドボックス大から獲得したアイテムです。(KO)
115	マイレージBOX(銅)から獲得したアイテムです。	マイレージBOX(銅)から獲得したアイテムです。(TW)	マイレージBOX(銅)から獲得したアイテムです。(EN)	マイレージBOX(銅)から獲得したアイテムです。(KO)
116	マイレージBOX(銀)から獲得したアイテムです。	マイレージBOX(銀)から獲得したアイテムです。(TW)	マイレージBOX(銀)から獲得したアイテムです。(EN)	マイレージBOX(銀)から獲得したアイテムです。(KO)
117	マイレージBOX(金)から獲得したアイテムです。	マイレージBOX(金)から獲得したアイテムです。(TW)	マイレージBOX(金)から獲得したアイテムです。(EN)	マイレージBOX(金)から獲得したアイテムです。(KO)
118	初心者応援ボックスから獲得したアイテムです。	初心者応援ボックスから獲得したアイテムです。(TW)	初心者応援ボックスから獲得したアイテムです。(EN)	初心者応援ボックスから獲得したアイテムです。(KO)
119	カード育成パックから獲得したアイテムです。	カード育成パックから獲得したアイテムです。(TW)	カード育成パックから獲得したアイテムです。(EN)	カード育成パックから獲得したアイテムです。(KO)
120	ゆるコイン購入のおまけです。	ゆるコイン購入のおまけです。(TW)	ゆるコイン購入のおまけです。(EN)	ゆるコイン購入のおまけです。(KO)
121	称号「2020年9月期 入賞」	称号「2020年9月期 入賞」(TW)	称号「2020年9月期 入賞」(EN)	称号「2020年9月期 入賞」(KO)
122	称号「2020年9月期 3位」	称号「2020年9月期 3位」(TW)	称号「2020年9月期 3位」(EN)	称号「2020年9月期 3位」(KO)
123	称号「2020年9月期 準優勝」	称号「2020年9月期 準優勝」(TW)	称号「2020年9月期 準優勝」(EN)	称号「2020年9月期 準優勝」(KO)
124	称号「2020年9月期 優勝」	称号「2020年9月期 優勝」(TW)	称号「2020年9月期 優勝」(EN)	称号「2020年9月期 優勝」(KO)
125	称号「シーズン1」(入賞)	称号「シーズン1」(入賞)(TW)	称号「シーズン1」(入賞)(EN)	称号「シーズン1」(入賞)(KO)
126	称号「シーズン1」(第3位)	称号「シーズン1」(第3位)(TW)	称号「シーズン1」(第3位)(EN)	称号「シーズン1」(第3位)(KO)
127	称号「シーズン1」(準優勝)	称号「シーズン1」(準優勝)(TW)	称号「シーズン1」(準優勝)(EN)	称号「シーズン1」(準優勝)(KO)
128	称号「シーズン1」(優勝)	称号「シーズン1」(優勝)(TW)	称号「シーズン1」(優勝)(EN)	称号「シーズン1」(優勝)(KO)
129	○○リアクション	一花 頭タッチリアクション(TW)	一花 頭タッチリアクション(EN)	一花 頭タッチリアクション(KO)
130	アイテム付与テスト	アイテム付与テスト(TW)	アイテム付与テスト(EN)	アイテム付与テスト(KO)
131	カード付与テスト	カード付与テスト(TW)	カード付与テスト(EN)	カード付与テスト(KO)
132	課金通貨付与テスト	課金通貨付与テスト(TW)	課金通貨付与テスト(EN)	課金通貨付与テスト(KO)
133	○○ポイント付与テスト	キズナポイント付与テスト(TW)	キズナポイント付与テスト(EN)	キズナポイント付与テスト(KO)
134	ホーム背景付与テスト	ホーム背景付与テスト(TW)	ホーム背景付与テスト(EN)	ホーム背景付与テスト(KO)
135	フォトブース（ハイチーズ）付与テスト	フォトブース（ハイチーズ）付与テスト(TW)	フォトブース（ハイチーズ）付与テスト(EN)	フォトブース（ハイチーズ）付与テスト(KO)
136	ホーム衣装付与テスト	ホーム衣装付与テスト(TW)	ホーム衣装付与テスト(EN)	ホーム衣装付与テスト(KO)
137	タップモーション付与テスト	タップモーション付与テスト(TW)	タップモーション付与テスト(EN)	タップモーション付与テスト(KO)
138	スチル写真付与テスト	スチル写真付与テスト(TW)	スチル写真付与テスト(EN)	スチル写真付与テスト(KO)
139	購入宿題テスト	購入宿題テスト(TW)	購入宿題テスト(EN)	購入宿題テスト(KO)
140	メインストーリー第1章 全ステージクリア報酬	メインストーリー第1章 全ステージクリア報酬(TW)	メインストーリー第1章 全ステージクリア報酬(EN)	メインストーリー第1章 全ステージクリア報酬(KO)
141	メインストーリー第2章 全ステージクリア報酬	メインストーリー第2章 全ステージクリア報酬(TW)	メインストーリー第2章 全ステージクリア報酬(EN)	メインストーリー第2章 全ステージクリア報酬(KO)
142	メインストーリー第3章 全ステージクリア報酬	メインストーリー第3章 全ステージクリア報酬(TW)	メインストーリー第3章 全ステージクリア報酬(EN)	メインストーリー第3章 全ステージクリア報酬(KO)
143	メインストーリー第4章 全ステージクリア報酬	メインストーリー第4章 全ステージクリア報酬(TW)	メインストーリー第4章 全ステージクリア報酬(EN)	メインストーリー第4章 全ステージクリア報酬(KO)
144	メインストーリー第5章 全ステージクリア報酬	メインストーリー第5章 全ステージクリア報酬(TW)	メインストーリー第5章 全ステージクリア報酬(EN)	メインストーリー第5章 全ステージクリア報酬(KO)
145	メインストーリー第6章 全ステージクリア報酬	メインストーリー第6章 全ステージクリア報酬(TW)	メインストーリー第6章 全ステージクリア報酬(EN)	メインストーリー第6章 全ステージクリア報酬(KO)
146	メインストーリー第7章 全ステージクリア報酬	メインストーリー第7章 全ステージクリア報酬(TW)	メインストーリー第7章 全ステージクリア報酬(EN)	メインストーリー第7章 全ステージクリア報酬(KO)
147	メインストーリー第8章 全ステージクリア報酬	メインストーリー第8章 全ステージクリア報酬(TW)	メインストーリー第8章 全ステージクリア報酬(EN)	メインストーリー第8章 全ステージクリア報酬(KO)
148	メインストーリー第9章 全ステージクリア報酬	メインストーリー第9章 全ステージクリア報酬(TW)	メインストーリー第9章 全ステージクリア報酬(EN)	メインストーリー第9章 全ステージクリア報酬(KO)
149	メインストーリー第10章 全ステージクリア報酬	メインストーリー第10章 全ステージクリア報酬(TW)	メインストーリー第10章 全ステージクリア報酬(EN)	メインストーリー第10章 全ステージクリア報酬(KO)
150	メインストーリー第11章 全ステージクリア報酬	メインストーリー第11章 全ステージクリア報酬(TW)	メインストーリー第11章 全ステージクリア報酬(EN)	メインストーリー第11章 全ステージクリア報酬(KO)
151	メインストーリー第12章 全ステージクリア報酬	メインストーリー第12章 全ステージクリア報酬(TW)	メインストーリー第12章 全ステージクリア報酬(EN)	メインストーリー第12章 全ステージクリア報酬(KO)
152	○○ 全ステージクリア報酬	日替わりデート[赤] 全ステージクリア報酬(TW)	日替わりデート[赤] 全ステージクリア報酬(EN)	日替わりデート[赤] 全ステージクリア報酬(KO)
153	メインストーリー第1章 全Sランク達成報酬	メインストーリー第1章 全Sランク達成報酬(TW)	メインストーリー第1章 全Sランク達成報酬(EN)	メインストーリー第1章 全Sランク達成報酬(KO)
154	メインストーリー第2章 全Sランク達成報酬	メインストーリー第2章 全Sランク達成報酬(TW)	メインストーリー第2章 全Sランク達成報酬(EN)	メインストーリー第2章 全Sランク達成報酬(KO)
155	メインストーリー第3章 全Sランク達成報酬	メインストーリー第3章 全Sランク達成報酬(TW)	メインストーリー第3章 全Sランク達成報酬(EN)	メインストーリー第3章 全Sランク達成報酬(KO)
156	メインストーリー第4章 全Sランク達成報酬	メインストーリー第4章 全Sランク達成報酬(TW)	メインストーリー第4章 全Sランク達成報酬(EN)	メインストーリー第4章 全Sランク達成報酬(KO)
157	メインストーリー第5章 全Sランク達成報酬	メインストーリー第5章 全Sランク達成報酬(TW)	メインストーリー第5章 全Sランク達成報酬(EN)	メインストーリー第5章 全Sランク達成報酬(KO)
158	メインストーリー第6章 全Sランク達成報酬	メインストーリー第6章 全Sランク達成報酬(TW)	メインストーリー第6章 全Sランク達成報酬(EN)	メインストーリー第6章 全Sランク達成報酬(KO)
159	メインストーリー第7章 全Sランク達成報酬	メインストーリー第7章 全Sランク達成報酬(TW)	メインストーリー第7章 全Sランク達成報酬(EN)	メインストーリー第7章 全Sランク達成報酬(KO)
160	メインストーリー第8章 全Sランク達成報酬	メインストーリー第8章 全Sランク達成報酬(TW)	メインストーリー第8章 全Sランク達成報酬(EN)	メインストーリー第8章 全Sランク達成報酬(KO)
161	メインストーリー第9章 全Sランク達成報酬	メインストーリー第9章 全Sランク達成報酬(TW)	メインストーリー第9章 全Sランク達成報酬(EN)	メインストーリー第9章 全Sランク達成報酬(KO)
162	メインストーリー第10章 全Sランク達成報酬	メインストーリー第10章 全Sランク達成報酬(TW)	メインストーリー第10章 全Sランク達成報酬(EN)	メインストーリー第10章 全Sランク達成報酬(KO)
163	メインストーリー第11章 全Sランク達成報酬	メインストーリー第11章 全Sランク達成報酬(TW)	メインストーリー第11章 全Sランク達成報酬(EN)	メインストーリー第11章 全Sランク達成報酬(KO)
164	メインストーリー第12章 全Sランク達成報酬	メインストーリー第12章 全Sランク達成報酬(TW)	メインストーリー第12章 全Sランク達成報酬(EN)	メインストーリー第12章 全Sランク達成報酬(KO)
165	○○ 全Sランククリア報酬	日替わりデート[赤] 全Sランク達成報酬(TW)	日替わりデート[赤] 全Sランク達成報酬(EN)	日替わりデート[赤] 全Sランク達成報酬(KO)
166	アルバイト★1「もう一息」報酬です。	アルバイト★1「もう一息」報酬です。(TW)	アルバイト★1「もう一息」報酬です。(EN)	アルバイト★1「もう一息」報酬です。(KO)
167	アルバイト★2「もう一息」報酬です。	アルバイト★2「もう一息」報酬です。(TW)	アルバイト★2「もう一息」報酬です。(EN)	アルバイト★2「もう一息」報酬です。(KO)
168	アルバイト★3「もう一息」報酬です。	アルバイト★3「もう一息」報酬です。(TW)	アルバイト★3「もう一息」報酬です。(EN)	アルバイト★3「もう一息」報酬です。(KO)
169	アルバイト★4「もう一息」報酬です。	アルバイト★4「もう一息」報酬です。(TW)	アルバイト★4「もう一息」報酬です。(EN)	アルバイト★4「もう一息」報酬です。(KO)
170	アルバイト★5「もう一息」報酬です。	アルバイト★5「もう一息」報酬です。(TW)	アルバイト★5「もう一息」報酬です。(EN)	アルバイト★5「もう一息」報酬です。(KO)
171	アルバイト★1「成功」報酬です。	アルバイト★1「成功」報酬です。(TW)	アルバイト★1「成功」報酬です。(EN)	アルバイト★1「成功」報酬です。(KO)
172	アルバイト★2「成功」報酬です。	アルバイト★2「成功」報酬です。(TW)	アルバイト★2「成功」報酬です。(EN)	アルバイト★2「成功」報酬です。(KO)
