id	ja	zh-TW	en	ko
52	ブロック→赤	ブロック→赤	ブロック→赤	ブロック→赤
53	ブロック→黄	ブロック→黄	ブロック→黄	ブロック→黄
54	ブロック→青	ブロック→青	ブロック→青	ブロック→青
55	ブロック→紫	ブロック→紫	ブロック→紫	ブロック→紫
56	ブロック→緑	ブロック→緑	ブロック→緑	ブロック→緑
57	ギミックをパズル玉にチェンジ	ギミックをパズル玉にチェンジ	ギミックをパズル玉にチェンジ	ギミックをパズル玉にチェンジ
58	赤色スキルチャージ	赤色スキルチャージ	赤色スキルチャージ	赤色スキルチャージ
59	黄色スキルチャージ	黄色スキルチャージ	黄色スキルチャージ	黄色スキルチャージ
60	青色スキルチャージ	青色スキルチャージ	青色スキルチャージ	青色スキルチャージ
61	紫色スキルチャージ	紫色スキルチャージ	紫色スキルチャージ	紫色スキルチャージ
62	緑色スキルチャージ	緑色スキルチャージ	緑色スキルチャージ	緑色スキルチャージ
63	赤属性のスキルをチャージ	赤属性のスキルをチャージ	赤属性のスキルをチャージ	赤属性のスキルをチャージ
64	黄属性のスキルをチャージ	黄属性のスキルをチャージ	黄属性のスキルをチャージ	黄属性のスキルをチャージ
65	青属性のスキルをチャージ	青属性のスキルをチャージ	青属性のスキルをチャージ	青属性のスキルをチャージ
66	紫属性のスキルをチャージ	紫属性のスキルをチャージ	紫属性のスキルをチャージ	紫属性のスキルをチャージ
67	緑属性のスキルをチャージ	緑属性のスキルをチャージ	緑属性のスキルをチャージ	緑属性のスキルをチャージ
68	しゃぼん玉破壊	しゃぼん玉破壊	しゃぼん玉破壊	しゃぼん玉破壊
69	赤玉まとめ・Ⅰ	赤玉まとめ・Ⅰ	赤玉まとめ・Ⅰ	赤玉まとめ・Ⅰ
70	黄玉まとめ・Ⅰ	黄玉まとめ・Ⅰ	黄玉まとめ・Ⅰ	黄玉まとめ・Ⅰ
71	青玉まとめ・Ⅰ	青玉まとめ・Ⅰ	青玉まとめ・Ⅰ	青玉まとめ・Ⅰ
72	紫玉まとめ・Ⅰ	紫玉まとめ・Ⅰ	紫玉まとめ・Ⅰ	紫玉まとめ・Ⅰ
73	緑玉まとめ・Ⅰ	緑玉まとめ・Ⅰ	緑玉まとめ・Ⅰ	緑玉まとめ・Ⅰ
74	アメーバ停止	アメーバ停止	アメーバ停止	アメーバ停止
75	アメーバ消去	アメーバ消去	アメーバ消去	アメーバ消去
76	フィーバーモード	フィーバーモード	フィーバーモード	フィーバーモード
77	？？？？	？？？？	？？？？	？？？？
78	範囲塗り替え	範囲塗り替え	範囲塗り替え	範囲塗り替え
79	指定仕掛けレベルダウン	指定仕掛けレベルダウン	指定仕掛けレベルダウン	指定仕掛けレベルダウン
80	？？？？？？	？？？？？？	？？？？？？	？？？？？？
81	パズル玉Lv3集合	パズル玉Lv3集合	パズル玉Lv3集合	パズル玉Lv3集合
82	パズル玉整列	パズル玉整列	パズル玉整列	パズル玉整列
83	移動床停止	移動床停止	移動床停止	移動床停止
84	赤玉まとめ・Ⅱ	赤玉まとめ・Ⅱ	赤玉まとめ・Ⅱ	赤玉まとめ・Ⅱ
85	黄玉まとめ・Ⅱ	黄玉まとめ・Ⅱ	黄玉まとめ・Ⅱ	黄玉まとめ・Ⅱ
86	青玉まとめ・Ⅱ	青玉まとめ・Ⅱ	青玉まとめ・Ⅱ	青玉まとめ・Ⅱ
87	紫玉まとめ・Ⅱ	紫玉まとめ・Ⅱ	紫玉まとめ・Ⅱ	紫玉まとめ・Ⅱ
88	緑玉まとめ・Ⅱ	緑玉まとめ・Ⅱ	緑玉まとめ・Ⅱ	緑玉まとめ・Ⅱ
89	クリアボーナス玉（列）	クリアボーナス玉（列）	クリアボーナス玉（列）	クリアボーナス玉（列）
90	クリアボーナス玉（範囲）	クリアボーナス玉（範囲）	クリアボーナス玉（範囲）	クリアボーナス玉（範囲）
91	（準備中）	（準備中）	（準備中）	（準備中）
92	0	0	0	0
93	スキル玉を起点に縦{ap2}列消去する	スキル玉を起点に縦{ap2}列消去する	スキル玉を起点に縦{ap2}列消去する	スキル玉を起点に縦{ap2}列消去する
94	黄色のパズル玉を{ap2}個消去する	黄色のパズル玉を{ap2}個消去する	黄色のパズル玉を{ap2}個消去する	黄色のパズル玉を{ap2}個消去する
95	ランダムのパズル玉{sp3}個を青のパズル玉に変化させる	ランダムのパズル玉{sp3}個を青のパズル玉に変化させる	ランダムのパズル玉{sp3}個を青のパズル玉に変化させる	ランダムのパズル玉{sp3}個を青のパズル玉に変化させる
96	紫のパズル玉{sp2}個を{sp1}レベルアップさせる	紫のパズル玉{sp2}個を{sp1}レベルアップさせる	紫のパズル玉{sp2}個を{sp1}レベルアップさせる	紫のパズル玉{sp2}個を{sp1}レベルアップさせる
97	スキル玉が万能玉に変化する	スキル玉が万能玉に変化する	スキル玉が万能玉に変化する	スキル玉が万能玉に変化する
98	スキル玉を起点に横{ap2}列消去する	スキル玉を起点に横{ap2}列消去する	スキル玉を起点に横{ap2}列消去する	スキル玉を起点に横{ap2}列消去する
99	スキル玉を起点に縦横1列ずつ消去する	スキル玉を起点に縦横1列ずつ消去する	スキル玉を起点に縦横1列ずつ消去する	スキル玉を起点に縦横1列ずつ消去する
100	スキル玉を起点にＸ状に消去する	スキル玉を起点にＸ状に消去する	スキル玉を起点にＸ状に消去する	スキル玉を起点にＸ状に消去する
101	スキル玉を中心に周囲{ap1}マス消去する	スキル玉を中心に周囲{ap1}マス消去する	スキル玉を中心に周囲{ap1}マス消去する	スキル玉を中心に周囲{ap1}マス消去する
102	赤色のパズル玉を{ap2}個消去する	赤色のパズル玉を{ap2}個消去する	赤色のパズル玉を{ap2}個消去する	赤色のパズル玉を{ap2}個消去する
103	青色のパズル玉を{ap2}個消去する	青色のパズル玉を{ap2}個消去する	青色のパズル玉を{ap2}個消去する	青色のパズル玉を{ap2}個消去する
104	紫色のパズル玉を{ap2}個消去する	紫色のパズル玉を{ap2}個消去する	紫色のパズル玉を{ap2}個消去する	紫色のパズル玉を{ap2}個消去する
105	緑色のパズル玉を{ap2}個消去する	緑色のパズル玉を{ap2}個消去する	緑色のパズル玉を{ap2}個消去する	緑色のパズル玉を{ap2}個消去する
106	パズル玉をランダムに{ap1}個消去する	パズル玉をランダムに{ap1}個消去する	パズル玉をランダムに{ap1}個消去する	パズル玉をランダムに{ap1}個消去する
107	スコアを{sp1}点獲得する	スコアを{sp1}点獲得する	スコアを{sp1}点獲得する	スコアを{sp1}点獲得する
108	手数を{sp1}手({sp2}秒)獲得する	手数を{sp1}手({sp2}秒)獲得する	手数を{sp1}手({sp2}秒)獲得する	手数を{sp1}手({sp2}秒)獲得する
109	スキル玉が+{sp1}の赤チェイン玉に変化する	スキル玉が+{sp1}の赤チェイン玉に変化する	スキル玉が+{sp1}の赤チェイン玉に変化する	スキル玉が+{sp1}の赤チェイン玉に変化する
110	スキル玉が+{sp1}の黄チェイン玉に変化する	スキル玉が+{sp1}の黄チェイン玉に変化する	スキル玉が+{sp1}の黄チェイン玉に変化する	スキル玉が+{sp1}の黄チェイン玉に変化する
111	スキル玉が+{sp1}の青チェイン玉に変化する	スキル玉が+{sp1}の青チェイン玉に変化する	スキル玉が+{sp1}の青チェイン玉に変化する	スキル玉が+{sp1}の青チェイン玉に変化する
112	スキル玉が+{sp1}の紫チェイン玉に変化する	スキル玉が+{sp1}の紫チェイン玉に変化する	スキル玉が+{sp1}の紫チェイン玉に変化する	スキル玉が+{sp1}の紫チェイン玉に変化する
113	スキル玉が+{sp1}の緑チェイン玉に変化する	スキル玉が+{sp1}の緑チェイン玉に変化する	スキル玉が+{sp1}の緑チェイン玉に変化する	スキル玉が+{sp1}の緑チェイン玉に変化する
114	黄のパズル玉{sp3}個を赤のパズル玉に変化させる	黄のパズル玉{sp3}個を赤のパズル玉に変化させる	黄のパズル玉{sp3}個を赤のパズル玉に変化させる	黄のパズル玉{sp3}個を赤のパズル玉に変化させる
115	青のパズル玉{sp3}個を赤のパズル玉に変化させる	青のパズル玉{sp3}個を赤のパズル玉に変化させる	青のパズル玉{sp3}個を赤のパズル玉に変化させる	青のパズル玉{sp3}個を赤のパズル玉に変化させる
116	紫のパズル玉{sp3}個を赤のパズル玉に変化させる	紫のパズル玉{sp3}個を赤のパズル玉に変化させる	紫のパズル玉{sp3}個を赤のパズル玉に変化させる	紫のパズル玉{sp3}個を赤のパズル玉に変化させる
117	緑のパズル玉{sp3}個を赤のパズル玉に変化させる	緑のパズル玉{sp3}個を赤のパズル玉に変化させる	緑のパズル玉{sp3}個を赤のパズル玉に変化させる	緑のパズル玉{sp3}個を赤のパズル玉に変化させる
118	赤のパズル玉{sp3}個を黄のパズル玉に変化させる	赤のパズル玉{sp3}個を黄のパズル玉に変化させる	赤のパズル玉{sp3}個を黄のパズル玉に変化させる	赤のパズル玉{sp3}個を黄のパズル玉に変化させる
119	青のパズル玉{sp3}個を黄のパズル玉に変化させる	青のパズル玉{sp3}個を黄のパズル玉に変化させる	青のパズル玉{sp3}個を黄のパズル玉に変化させる	青のパズル玉{sp3}個を黄のパズル玉に変化させる
120	紫のパズル玉{sp3}個を黄のパズル玉に変化させる	紫のパズル玉{sp3}個を黄のパズル玉に変化させる	紫のパズル玉{sp3}個を黄のパズル玉に変化させる	紫のパズル玉{sp3}個を黄のパズル玉に変化させる
121	緑のパズル玉{sp3}個を黄のパズル玉に変化させる	緑のパズル玉{sp3}個を黄のパズル玉に変化させる	緑のパズル玉{sp3}個を黄のパズル玉に変化させる	緑のパズル玉{sp3}個を黄のパズル玉に変化させる
122	赤のパズル玉{sp3}個を青のパズル玉に変化させる	赤のパズル玉{sp3}個を青のパズル玉に変化させる	赤のパズル玉{sp3}個を青のパズル玉に変化させる	赤のパズル玉{sp3}個を青のパズル玉に変化させる
123	黄のパズル玉{sp3}個を青のパズル玉に変化させる	黄のパズル玉{sp3}個を青のパズル玉に変化させる	黄のパズル玉{sp3}個を青のパズル玉に変化させる	黄のパズル玉{sp3}個を青のパズル玉に変化させる
124	紫のパズル玉{sp3}個を青のパズル玉に変化させる	紫のパズル玉{sp3}個を青のパズル玉に変化させる	紫のパズル玉{sp3}個を青のパズル玉に変化させる	紫のパズル玉{sp3}個を青のパズル玉に変化させる
125	緑のパズル玉{sp3}個を青のパズル玉に変化させる	緑のパズル玉{sp3}個を青のパズル玉に変化させる	緑のパズル玉{sp3}個を青のパズル玉に変化させる	緑のパズル玉{sp3}個を青のパズル玉に変化させる
126	赤のパズル玉{sp3}個を紫のパズル玉に変化させる	赤のパズル玉{sp3}個を紫のパズル玉に変化させる	赤のパズル玉{sp3}個を紫のパズル玉に変化させる	赤のパズル玉{sp3}個を紫のパズル玉に変化させる
127	黄のパズル玉{sp3}個を紫のパズル玉に変化させる	黄のパズル玉{sp3}個を紫のパズル玉に変化させる	黄のパズル玉{sp3}個を紫のパズル玉に変化させる	黄のパズル玉{sp3}個を紫のパズル玉に変化させる
128	青のパズル玉{sp3}個を紫のパズル玉に変化させる	青のパズル玉{sp3}個を紫のパズル玉に変化させる	青のパズル玉{sp3}個を紫のパズル玉に変化させる	青のパズル玉{sp3}個を紫のパズル玉に変化させる
129	緑のパズル玉{sp3}個を紫のパズル玉に変化させる	緑のパズル玉{sp3}個を紫のパズル玉に変化させる	緑のパズル玉{sp3}個を紫のパズル玉に変化させる	緑のパズル玉{sp3}個を紫のパズル玉に変化させる
130	赤のパズル玉{sp3}個を緑のパズル玉に変化させる	赤のパズル玉{sp3}個を緑のパズル玉に変化させる	赤のパズル玉{sp3}個を緑のパズル玉に変化させる	赤のパズル玉{sp3}個を緑のパズル玉に変化させる
131	黄のパズル玉{sp3}個を緑のパズル玉に変化させる	黄のパズル玉{sp3}個を緑のパズル玉に変化させる	黄のパズル玉{sp3}個を緑のパズル玉に変化させる	黄のパズル玉{sp3}個を緑のパズル玉に変化させる
132	青のパズル玉{sp3}個を緑のパズル玉に変化させる	青のパズル玉{sp3}個を緑のパズル玉に変化させる	青のパズル玉{sp3}個を緑のパズル玉に変化させる	青のパズル玉{sp3}個を緑のパズル玉に変化させる
133	紫のパズル玉{sp3}個を緑のパズル玉に変化させる	紫のパズル玉{sp3}個を緑のパズル玉に変化させる	紫のパズル玉{sp3}個を緑のパズル玉に変化させる	紫のパズル玉{sp3}個を緑のパズル玉に変化させる
134	黄と青のパズル玉{sp3}個を赤のパズル玉に変化させる	黄と青のパズル玉{sp3}個を赤のパズル玉に変化させる	黄と青のパズル玉{sp3}個を赤のパズル玉に変化させる	黄と青のパズル玉{sp3}個を赤のパズル玉に変化させる
135	青と紫のパズル玉{sp3}個を黄のパズル玉に変化させる	青と紫のパズル玉{sp3}個を黄のパズル玉に変化させる	青と紫のパズル玉{sp3}個を黄のパズル玉に変化させる	青と紫のパズル玉{sp3}個を黄のパズル玉に変化させる
136	紫と緑のパズル玉{sp3}個を青のパズル玉に変化させる	紫と緑のパズル玉{sp3}個を青のパズル玉に変化させる	紫と緑のパズル玉{sp3}個を青のパズル玉に変化させる	紫と緑のパズル玉{sp3}個を青のパズル玉に変化させる
137	緑と赤のパズル玉{sp3}個を紫のパズル玉に変化させる	緑と赤のパズル玉{sp3}個を紫のパズル玉に変化させる	緑と赤のパズル玉{sp3}個を紫のパズル玉に変化させる	緑と赤のパズル玉{sp3}個を紫のパズル玉に変化させる
138	赤と黄のパズル玉{sp3}個を緑のパズル玉に変化させる	赤と黄のパズル玉{sp3}個を緑のパズル玉に変化させる	赤と黄のパズル玉{sp3}個を緑のパズル玉に変化させる	赤と黄のパズル玉{sp3}個を緑のパズル玉に変化させる
139	赤のパズル玉{sp2}個を{sp1}レベルアップさせる	赤のパズル玉{sp2}個を{sp1}レベルアップさせる	赤のパズル玉{sp2}個を{sp1}レベルアップさせる	赤のパズル玉{sp2}個を{sp1}レベルアップさせる
140	黄のパズル玉{sp2}個を{sp1}レベルアップさせる	黄のパズル玉{sp2}個を{sp1}レベルアップさせる	黄のパズル玉{sp2}個を{sp1}レベルアップさせる	黄のパズル玉{sp2}個を{sp1}レベルアップさせる
141	青のパズル玉{sp2}個を{sp1}レベルアップさせる	青のパズル玉{sp2}個を{sp1}レベルアップさせる	青のパズル玉{sp2}個を{sp1}レベルアップさせる	青のパズル玉{sp2}個を{sp1}レベルアップさせる
142	緑のパズル玉{sp2}個を{sp1}レベルアップさせる	緑のパズル玉{sp2}個を{sp1}レベルアップさせる	緑のパズル玉{sp2}個を{sp1}レベルアップさせる	緑のパズル玉{sp2}個を{sp1}レベルアップさせる
143	ステージをシャッフルさせる	ステージをシャッフルさせる	ステージをシャッフルさせる	ステージをシャッフルさせる
144	おじゃま玉{sp2}個を{sp1}レベル下げる	おじゃま玉{sp2}個を{sp1}レベル下げる	おじゃま玉{sp2}個を{sp1}レベル下げる	おじゃま玉{sp2}個を{sp1}レベル下げる
145	ロック{sp2}個を{sp1}レベル下げる	ロック{sp2}個を{sp1}レベル下げる	ロック{sp2}個を{sp1}レベル下げる	ロック{sp2}個を{sp1}レベル下げる
146	シャボン玉を{sp1}手停止させる	シャボン玉を{sp1}手停止させる	シャボン玉を{sp1}手停止させる	シャボン玉を{sp1}手停止させる
147	ブロック{sp2}個を{sp1}レベル下げる	ブロック{sp2}個を{sp1}レベル下げる	ブロック{sp2}個を{sp1}レベル下げる	ブロック{sp2}個を{sp1}レベル下げる
148	バリアを{sp1}個破壊する	バリアを{sp1}個破壊する	バリアを{sp1}個破壊する	バリアを{sp1}個破壊する
149	スキル玉を使用したあと{sp1}手({sp2}秒)の間コンボを+{sp3}する	スキル玉を使用したあと{sp1}手({sp2}秒)の間コンボを+{sp3}する	スキル玉を使用したあと{sp1}手({sp2}秒)の間コンボを+{sp3}する	スキル玉を使用したあと{sp1}手({sp2}秒)の間コンボを+{sp3}する
150	コンボのクリア条件を{sp1}コンボ分下げる	コンボのクリア条件を{sp1}コンボ分下げる	コンボのクリア条件を{sp1}コンボ分下げる	コンボのクリア条件を{sp1}コンボ分下げる
151	スキル玉を使用したあと{sp1}手({sp2}秒)の間チェインを+{sp3}する	スキル玉を使用したあと{sp1}手({sp2}秒)の間チェインを+{sp3}する	スキル玉を使用したあと{sp1}手({sp2}秒)の間チェインを+{sp3}する	スキル玉を使用したあと{sp1}手({sp2}秒)の間チェインを+{sp3}する
152	ベル{sp2}個を{sp1}回ずつ鳴らす	ベル{sp2}個を{sp1}回ずつ鳴らす	ベル{sp2}個を{sp1}回ずつ鳴らす	ベル{sp2}個を{sp1}回ずつ鳴らす
153	{sp1}秒間(指を離すまで)パズル玉を自由に操作できる	{sp1}秒間(指を離すまで)パズル玉を自由に操作できる	{sp1}秒間(指を離すまで)パズル玉を自由に操作できる	{sp1}秒間(指を離すまで)パズル玉を自由に操作できる
154	画面内のパズル玉をリフレッシュさせる	画面内のパズル玉をリフレッシュさせる	画面内のパズル玉をリフレッシュさせる	画面内のパズル玉をリフレッシュさせる
155	{sp2}手({sp3}秒)の間補充されるパズル玉が赤1色になる	{sp2}手({sp3}秒)の間補充されるパズル玉が赤1色になる	{sp2}手({sp3}秒)の間補充されるパズル玉が赤1色になる	{sp2}手({sp3}秒)の間補充されるパズル玉が赤1色になる
156	{sp2}手({sp3}秒)の間補充されるパズル玉が黄1色になる	{sp2}手({sp3}秒)の間補充されるパズル玉が黄1色になる	{sp2}手({sp3}秒)の間補充されるパズル玉が黄1色になる	{sp2}手({sp3}秒)の間補充されるパズル玉が黄1色になる
157	{sp2}手({sp3}秒)の間補充されるパズル玉が青1色になる	{sp2}手({sp3}秒)の間補充されるパズル玉が青1色になる	{sp2}手({sp3}秒)の間補充されるパズル玉が青1色になる	{sp2}手({sp3}秒)の間補充されるパズル玉が青1色になる
158	{sp2}手({sp3}秒)の間補充されるパズル玉が紫1色になる	{sp2}手({sp3}秒)の間補充されるパズル玉が紫1色になる	{sp2}手({sp3}秒)の間補充されるパズル玉が紫1色になる	{sp2}手({sp3}秒)の間補充されるパズル玉が紫1色になる
159	{sp2}手({sp3}秒)の間補充されるパズル玉が緑1色になる	{sp2}手({sp3}秒)の間補充されるパズル玉が緑1色になる	{sp2}手({sp3}秒)の間補充されるパズル玉が緑1色になる	{sp2}手({sp3}秒)の間補充されるパズル玉が緑1色になる
160	スキル玉を中心に周囲{ap1}マスのパズル玉を{sp1}レベルアップさせる	スキル玉を中心に周囲{ap1}マスのパズル玉を{sp1}レベルアップさせる	スキル玉を中心に周囲{ap1}マスのパズル玉を{sp1}レベルアップさせる	スキル玉を中心に周囲{ap1}マスのパズル玉を{sp1}レベルアップさせる
161	カラーボックス{sp2}個を{sp1}レベル下げる	カラーボックス{sp2}個を{sp1}レベル下げる	カラーボックス{sp2}個を{sp1}レベル下げる	カラーボックス{sp2}個を{sp1}レベル下げる
162	おじゃま玉{sp1}個を赤のパズル玉レベル{sp2}に変化させる	おじゃま玉{sp1}個を赤のパズル玉レベル{sp2}に変化させる	おじゃま玉{sp1}個を赤のパズル玉レベル{sp2}に変化させる	おじゃま玉{sp1}個を赤のパズル玉レベル{sp2}に変化させる
163	おじゃま玉{sp1}個を黄のパズル玉レベル{sp2}に変化させる	おじゃま玉{sp1}個を黄のパズル玉レベル{sp2}に変化させる	おじゃま玉{sp1}個を黄のパズル玉レベル{sp2}に変化させる	おじゃま玉{sp1}個を黄のパズル玉レベル{sp2}に変化させる
164	おじゃま玉{sp1}個を青のパズル玉レベル{sp2}に変化させる	おじゃま玉{sp1}個を青のパズル玉レベル{sp2}に変化させる	おじゃま玉{sp1}個を青のパズル玉レベル{sp2}に変化させる	おじゃま玉{sp1}個を青のパズル玉レベル{sp2}に変化させる
165	おじゃま玉{sp1}個を紫のパズル玉レベル{sp2}に変化させる	おじゃま玉{sp1}個を紫のパズル玉レベル{sp2}に変化させる	おじゃま玉{sp1}個を紫のパズル玉レベル{sp2}に変化させる	おじゃま玉{sp1}個を紫のパズル玉レベル{sp2}に変化させる
166	おじゃま玉{sp1}個を緑のパズル玉レベル{sp2}に変化させる	おじゃま玉{sp1}個を緑のパズル玉レベル{sp2}に変化させる	おじゃま玉{sp1}個を緑のパズル玉レベル{sp2}に変化させる	おじゃま玉{sp1}個を緑のパズル玉レベル{sp2}に変化させる
167	ロック玉{sp1}個を赤のパズル玉レベル{sp2}に変化させる	ロック玉{sp1}個を赤のパズル玉レベル{sp2}に変化させる	ロック玉{sp1}個を赤のパズル玉レベル{sp2}に変化させる	ロック玉{sp1}個を赤のパズル玉レベル{sp2}に変化させる
168	ロック玉{sp1}個を黄のパズル玉レベル{sp2}に変化させる	ロック玉{sp1}個を黄のパズル玉レベル{sp2}に変化させる	ロック玉{sp1}個を黄のパズル玉レベル{sp2}に変化させる	ロック玉{sp1}個を黄のパズル玉レベル{sp2}に変化させる
169	ロック玉{sp1}個を青のパズル玉レベル{sp2}に変化させる	ロック玉{sp1}個を青のパズル玉レベル{sp2}に変化させる	ロック玉{sp1}個を青のパズル玉レベル{sp2}に変化させる	ロック玉{sp1}個を青のパズル玉レベル{sp2}に変化させる
170	ロック玉{sp1}個を紫のパズル玉レベル{sp2}に変化させる	ロック玉{sp1}個を紫のパズル玉レベル{sp2}に変化させる	ロック玉{sp1}個を紫のパズル玉レベル{sp2}に変化させる	ロック玉{sp1}個を紫のパズル玉レベル{sp2}に変化させる
171	ロック玉{sp1}個を緑のパズル玉レベル{sp2}に変化させる	ロック玉{sp1}個を緑のパズル玉レベル{sp2}に変化させる	ロック玉{sp1}個を緑のパズル玉レベル{sp2}に変化させる	ロック玉{sp1}個を緑のパズル玉レベル{sp2}に変化させる
172	ブロック{sp1}個を赤のパズル玉レベル{sp2}に変化させる	ブロック{sp1}個を赤のパズル玉レベル{sp2}に変化させる	ブロック{sp1}個を赤のパズル玉レベル{sp2}に変化させる	ブロック{sp1}個を赤のパズル玉レベル{sp2}に変化させる
173	ブロック{sp1}個を黄のパズル玉レベル{sp2}に変化させる	ブロック{sp1}個を黄のパズル玉レベル{sp2}に変化させる	ブロック{sp1}個を黄のパズル玉レベル{sp2}に変化させる	ブロック{sp1}個を黄のパズル玉レベル{sp2}に変化させる
174	ブロック{sp1}個を青のパズル玉レベル{sp2}に変化させる	ブロック{sp1}個を青のパズル玉レベル{sp2}に変化させる	ブロック{sp1}個を青のパズル玉レベル{sp2}に変化させる	ブロック{sp1}個を青のパズル玉レベル{sp2}に変化させる
175	ブロック{sp1}個を紫のパズル玉レベル{sp2}に変化させる	ブロック{sp1}個を紫のパズル玉レベル{sp2}に変化させる	ブロック{sp1}個を紫のパズル玉レベル{sp2}に変化させる	ブロック{sp1}個を紫のパズル玉レベル{sp2}に変化させる
176	ブロック{sp1}個を緑のパズル玉レベル{sp2}に変化させる	ブロック{sp1}個を緑のパズル玉レベル{sp2}に変化させる	ブロック{sp1}個を緑のパズル玉レベル{sp2}に変化させる	ブロック{sp1}個を緑のパズル玉レベル{sp2}に変化させる
177	バリア以外のギミック{sp1}個を赤のパズル玉レベル{sp2}に変化させる	バリア以外のギミック{sp1}個を赤のパズル玉レベル{sp2}に変化させる	バリア以外のギミック{sp1}個を赤のパズル玉レベル{sp2}に変化させる	バリア以外のギミック{sp1}個を赤のパズル玉レベル{sp2}に変化させる
178	バリア以外のギミック{sp1}個を黄のパズル玉レベル{sp2}に変化させる	バリア以外のギミック{sp1}個を黄のパズル玉レベル{sp2}に変化させる	バリア以外のギミック{sp1}個を黄のパズル玉レベル{sp2}に変化させる	バリア以外のギミック{sp1}個を黄のパズル玉レベル{sp2}に変化させる
179	バリア以外のギミック{sp1}個を青のパズル玉レベル{sp2}に変化させる	バリア以外のギミック{sp1}個を青のパズル玉レベル{sp2}に変化させる	バリア以外のギミック{sp1}個を青のパズル玉レベル{sp2}に変化させる	バリア以外のギミック{sp1}個を青のパズル玉レベル{sp2}に変化させる
