id	ja	zh-TW	en	ko
52	『ゆるキャン△②服』	『搖曳露營△②服裝』	『Laid-Back Camp ② Clothes』	『유루캠△ 2권 복장』
53	『ゆるキャン△①服』	『搖曳露營△①服裝』	『Laid-Back Camp ① Clothes』	『유루캠△ 1권 복장』
54	『パジャマ（仮）』	『パジャマ（仮）』(TW)	『パジャマ（仮）』(EN)	『パジャマ（仮）』(KO)
55	『森パーティ（仮）』	『森パーティ（仮）』(TW)	『森パーティ（仮）』(EN)	『森パーティ（仮）』(KO)
56	『海キャン水着』	『海邊露營泳裝』	『Seaside Camp Swimsuit』	『바다 캠핑 수영복』
57	『バレンタイン（仮）』	『バレンタイン（仮）』(TW)	『バレンタイン（仮）』(EN)	『バレンタイン（仮）』(KO)
58	松ぼっくり	松果	Pinecone	솔방울
59	じゅうごかいばらい	分十五期付款	15 Instalments	15개월 할부
60	おぉおぉぉお…	喔喔喔喔喔喔……	Whoa...	오오오오오오…
61	なんだこれ	這是什麼？	What the Heck?	뭐야 이게
62	めがちかちかしてきた…	我頭暈眼花了……	These Numbers Hurt My Eyes	눈이 따끔따끔해…
63	クマヘアー	小熊頭──	Bear Hair	곰 머리
64	"あ""っ！！"	啊！！	AHH!	앗!!
65	遠くから見ているだけで	光是遠遠地看著	Distant Admirer	멀리서 보는 것만으로도
66	FUJIKO！？	FUJIKO！？	Fujiko?!	FUJIKO!?
67	月面着陸ごっこ	登陸月球遊戲	Moon Landing Game	달 착륙 놀이
68	実際にやってみた	實際嘗試過了	Gave It a Go	실제로 해봤다
69	何やってんだあいつら	她們幾個在做什麼啊？	What Are They Doing?	이 녀석들 뭐하는 거야?
70	あたしが背負ってやんよ	我來幫妳背吧。	I'll Carry It.	내가 네 짐도 들어줄 테니까
71	食べ物の方が喜びそうだな	如果是食物的話，應該會比較開心吧。	Prefer Something Edible	음식을 더 좋아할 것 같아
72	――寒っ！	──好冷！	So Cold!	으~ 추워!
73	買っちった	不小心就買下去了。	I Bought It	사버렸다
74	キャンプでYAKINIKU…	露營時要烤肉……	Yakiniku While Camping	캠핑에서 YAKINIKU…
75	管理棟のテラスには…	管理站的露台上……	Management Building Terrace	관리동의 테라스에는…
76	わかりました隊長っ！！	我知道了，隊長！！	Yes, Captain!	알겠습니다 대장님!!
77	絶対ヤバいぞこれは	這絕對超猛的。	This'll Be Great	이건 무조건 끝내줄 거다!
78	ノンアルコールビールならもしや	無酒精啤酒或許可以哦。	Maybe Non-Alcoholic Beer	무알콜 맥주라면 혹시
79	ブヒィ	噗咿──	Oink	꿀꿀
80	シーズニング	開鍋	Seasoning	시즈닝
81	くっさ！！	好臭！！	That Stinks!	냄새!!
82	風邪引いだぁぁあ！！	感冒了啦～～！！	Caught a Cold!	감기 걸렸어어어!!
83	梨っ子あきちゃんの３０分クッキング	山梨人小明的30分鐘料理教室	Yamanashi-Born Aki's 30-Minute Cooking	나시코 아키의 30분 쿠킹
84	負けたぜこの犬どもめ	我認輸了，你們這些狗狗	A Doggy Defeat	내가 졌다, 이 멍멍이들아
85	おいしいっ！！	好吃！！	Yummy!	맛있다!!
86	ふぉっふぉっふぉっ	呵、呵、呵！	Fwoo Fwoo Fwoo	홋 홋 홋~
87	うしろの斉藤さん	後面的齊藤同學。	Right Behind You	등 뒤의 사이토
88	むぅっ！！	唔！！	HRM!!	으윽!!
89	起きてますよ！！	我醒著哦！！	I'm Awake!	안 자고 있어요!!
90	ソーセージ奪われとる	香腸被搶走了。	Stolen Sausage	소시지 뺏겼데이
91	ありがとう牛…	謝謝你，牛牛……	Thank Goodness For Cows	고맙다, 소야…
92	山梨銘菓しまりんだんご	山梨名產志摩凜糰子	Yamanashi Specialty Shimarin-Shaped Dango	야마나시 명과 시마린 경단
93	いいかげんにしろ	給我適可而止！	Enough Already	그만 좀 해
94	間違えちった！！	弄錯了！！	I've Made a Mistake!	실수했다!!
95	浜名湖自転車ぐーるぐる	濱名湖自行車騎啊騎。	Lake Hamana Bicycle Tour	하마나호 자전거 빙글빙글
96	スタンド役は木となでしこで。	負責當腳架的就是樹和撫子了。	Nadeshiko and a Branch Stand	스탠드는 나무랑 나데시코로 대체
97	すげぇ…	好厲害……	Wow...	대단한데…
98	記念に一枚だ	拍一張做記念。	Commemorative Photo	기념으로 한장
99	おおおおおーっ！？	喔喔喔喔喔──！？	WHOOOA!	오오오오오~!?
100	鍋の妖精鍋しこちゃん	鍋之妖精小鍋子	Hotpot Fairy Nabeshiko	나베의 요정 나베시코
101	ぐわぁ	唔哇～～	Gah!	끄악
102	しまりん様…	志摩凜大人……	Lady Shimarin...	시마린 님…
103	もうすぐで出来るでね	馬上就好囉。	Soon	금방 완성될 거야
104	いい景色ー…はっ！	景色真美──……啊！	Beautiful View... Gasp!	경치 좋다~ …헉!
105	ソウダネ	就是說啊。	Yes Indeed	그러게
106	何で知ってんの！？	為什麼知道！？	How'd you know?!	어떻게 알았어!?
107	同じ誕生日	同一天生日	Same Birthday	같은 생일
108	雑技団か	妳是馬戲團喔？	Circus Troupe?	잡기단이냐
109	ネテナイヨー（◎ｖ◎）	我還沒睡哦（◎ｖ◎）	Wake Up (*v*)	아직 안 자요~ (◎v◎)
110	ホラ吹き姉妹の騙し合い	說謊成性姊妹互相欺騙	Lying Sisters' Lying Match	허풍쟁이 자매의 속이기 배틀
111	禁酒２５日目	禁酒第25天	Alcohol Absention Day 25	금주 25일째
112	コードネームは「エビ作戦」	行動代號「蝦子作戰」	Codename: Operation Lobster	"코드네임은 ""새우 작전"""
113	温泉にのまれとる…	被溫泉吞噬了……	Swallowed By Hot Springs	온천에 잡아먹혔데이…
114	リンが家出しちまったっ！！	凜離家出走了！！	Rin Ran Away From Home!	린이 가출해버렸어!!
115	ヴっ！？	嗚！？	Oof?!	으윽!?
116	海老ィ！！！！	蝦子！！！！	LOBSTERRR!	새우우!!!!
117	三角点	三角點	Triangulation	삼각점
118	ゆるキャン△はじまり！（なでしこ）	搖曳露營△開始！（撫子）	Laid-Back Camp Begins! (Nadeshiko)	유루캠△ 시작!(나데시코)
119	ゆるキャン△はじまり！（リン）	搖曳露營△開始！（凜）	Laid-Back Camp Begins! (Rin)	유루캠△ 시작!(린)
120	ゆるキャン△はじまり！（千明）	搖曳露營△開始！（千明）	Laid-Back Camp Begins! (Chiaki)	유루캠△ 시작!(치아키)
121	ゆるキャン△はじまり！（あおい）	搖曳露營△開始！（葵）	Laid-Back Camp Begins! (Aoi)	유루캠△ 시작!(아오이)
122	ゆるキャン△はじまり！（恵那）	搖曳露營△開始！（惠那）	Laid-Back Camp Begins! (Ena)	유루캠△ 시작!(에나)
123	何だあれ	那是什麼？	What Was That?	쟤는 뭐지
124	刀の錆にしてやるぜ…	就拿妳來祭刀吧……	Rust On My Sword...	칼로 썰어주마…
125	くちの中ヤケドした！！	嘴裡燙傷了啦！！	Burnt the Inside of My Mouth!	입천장 데었어!!
126	また見に来たいな	好想再來看啊	I Wanna See It Again	또 보러 오고 싶다
127	キャンプがしたい！	想去露營！	I Want to Go Camping!	캠핑하고 싶다!
128	ちがうちがう	不是不是。	Not At All	그런 건 아니야
129	お主もそこがよかですか	你也想待在被窩裡啊？	You Prefer That Spot Too?	그대도 이불 속이 좋으시옵니까
130	まぶしい…	好耀眼……	So Bright...	눈부셔…
131	まったく誰に似たのかしら	真是的，到底是像到誰呢？	I Wonder Who She Takes After?	정말 누굴 닮아서 저러는지
132	いざイーストウッド！（千明）	衝啊！EASTWOOD！（千明）	To Eastwood We Go! (Chiaki)	가자, 이스트우드로!(치아키)
133	いざイーストウッド！（あおい）	衝啊！EASTWOOD！（葵）	To Eastwood We Go! (Aoi)	가자, 이스트우드로!(아오이)
134	いざイーストウッド！（なでしこ）	衝啊！EASTWOOD！（撫子）	To Eastwood We Go! (Nadeshiko)	가자, 이스트우드로!(나데시코)
135	すげー寒そう	好像超冷的	Looks Really Cold	되게 추울 거 같아
136	ほっとけや温泉（千明）	別管我溫泉（千明）	Hottokeya Hot Spring (Chiaki)	냅둬라 온천(치아키)
137	ほっとけや温泉（あおい）	別管我溫泉（葵）	Hottokeya Hot Spring (Aoi)	냅둬라 온천(아오이)
138	ほっとけや温泉（なでしこ）	別管我溫泉（撫子）	Hottokeya Hot Spring (Nadeshiko)	냅둬라 온천(나데시코)
139	ここで焼き肉やろうね	在這裡烤肉吧。	Let's Grill Meat Here	여기서 야키니쿠 하자
140	ZZZ	ZZZ	ZZZ	ZZZ
141	なでしこのお姉さん	撫子的姊姊	Nadeshiko's Older Sister	나데시코의 언니
142	いらっしゃいませー	歡迎光臨──	Welcome!	어서오세요~
143	渋い爺さんだった…	是個很酷的老爺爺哦……	Somber Old Man	중후한 영감님이었어…
144	耳キンキンする…	耳鳴了……	My Ears Hurt	귀가 꽝꽝 울려…
145	これを見ろ！！	看這個！！	Look At This!	이것을 봐라!!
146	カリブーでお買い物（あおい）	在Caribou買東西（葵）	Shopping at Caribou (Aoi)	카리부에서 쇼핑(아오이)
147	カリブーでお買い物（なでしこ）	在Caribou買東西（撫子）	Shopping at Caribou (Nadeshiko)	카리부에서 쇼핑(나데시코)
148	カリブーでお買い物（千明）	在Caribou買東西（千明）	Shopping at Caribou (Chiaki)	카리부에서 쇼핑(치아키)
149	私にも買えるかなぁ	我也能買嗎～～？	Can I Afford It?	나도 살 수 있을까
150	鳥羽先生の事	關於鳥羽老師	About Ms. Toba	토바 선생님의 비밀
151	千明のお見舞い	千明來探病	Chiaki's Visit	치아키의 병문안
152	か…かわええ…	好……好可愛……	So Cuuute...	귀… 귀엽다…
153	素直じゃねーなー	真不坦率啊──	So Obstinate	솔직하지 못하네~
154	たいちょう！！	隊長！！	Cap'n!	대장님!!
155	クリスマスっぽいと言えば	說到聖誕氣氛	Something Christmas-y	크리스마스 느낌이라고 하면
156	オールインワンだよ！	All In One 哦！	All For One!	올인원이야!
157	なでしことスモア	撫子和棉花糖餅乾	Nadeshiko and S'mores	나데시코와 스모어
158	CHIKUWAだーっ！！	是竹輪耶──！！	CHIKUWA!!	CHIKUWA다~!!
159	ウサギ犬の飼い主	兔兔狗的主人	Rabbit-Dog Owner	토끼 멍멍이의 주인
160	反則だろこれ	這太犯規了吧	This Should Be Illegal	이건 반칙이지
161	Can you feel？	Can you feel？	Can You Feel?	Can you feel?
162	Brand-new world	Brand-new world	Brand-New World	Brand-new world
163	みんなで撮ろう！	大家一起拍吧！	Group Photo!	다 같이 사진 찍자!
164	みえた…ふじさん	看到了……富士山	I See It... Mount Fuji...	보인다… 후지산
165	麓キャンプ場の夕景	山麓露營場的夕陽美景	Twilight at Fumoto Campsite	후모토 캠핑장의 노을
166	夜のふじさんやっぱりいいねぇ	晚上的富士山真的很漂亮呢。	Mount Fuji's So Nice at Night	한밤의 후지산, 역시 경치가 좋아
167	温まるキャンプごはん作るぞ―っ！	來做暖呼呼的露營料理──！	Making Warm Camping Food	따끈해지는 캠핑 요리를 만들겠어~!
168	きっと、そらでつながってる	千里共嬋娟	Connected by the Sky	분명, 하늘로 이어져 있어
169	ここが四尾連湖かー	這裡就是四尾連湖啊──	Here's Lake Shibire	여기가 시비레호구나~
170	四尾連湖の夜	四尾連湖的夜晚	Lake Shibire At Night	시비레호의 밤
171	四尾連湖の朝	四尾連湖的早晨	Lake Shibire In the Morning	시비레호의 아침
172	赤富士！	紅色富士！	Red Mount Fuji!	붉은 후지산!
173	勢力を拡大する秘密結社ブランケット	勢力擴大的秘密結社毛毯	Secret Society BLANKET Keeps Growing	세력을 확대하는 비밀결사 블랭킷
174	年末戦士サンタクレンジャー！	年末戰士聖誕戰隊──！	Year-End Warriors, Santa Claus Rangers!	연말 전사 산타크레인저!
175	みんなで動画鑑賞	大家一起觀賞影片	Watching Videos Together	다 함께 영상 감상
176	まぶしいねぃ	好耀眼～～	It's So Bright	눈부시네~
177	ふゆびより	晴朗的冬天	On a Frosty Day	온화한 겨울날
178	みんなでティータイム	大家一起享受午茶時光	Teatime For All	모두 함께 티타임
179	景色を見ながら…	一邊欣賞風景……	With This Scenery	경치를 보면서…
180	ぷはーーーっ！	噗哈────！	Pah!	푸하앗~~~!
181	旅キャンの楽しみ方	旅遊露營的樂趣	How To Enjoy a Camping Trip	여행 캠핑을 즐기는 방법
182	少しぬるめね	稍微降溫一點	Kinda Lukewarm	살짝 미지근하네
183	風呂上りはコレ	泡完澡就是要喝這個	Post-Bath Drink	목욕 후에는 이것
184	海キャンの楽しみ方	海邊露營的樂趣	Seaside Camping Fun	바다 캠핑을 즐기는 방법
185	めちゃうまバーベキュー	超級好吃的烤肉	Delish BBQ	완전 맛있는 바비큐
186	カリブーくん	卡利布	Caribou	카리부 군
187	夏の思い出	夏天的回憶	Summer Memories	여름의 추억
188	キャンプで使うのが楽しみ	太期待下次去露營的時候用這個了。	Can't Wait to Use This	캠핑에서 쓰는 게 기대돼
189	キンキンしまりんだんごアイス	冰冰涼涼志摩凜糰子冰淇淋	Icy Cold Shimarin	꽁꽁 시마린 경단 아이스
190	サポートカード20133（仮）	サポートカード20133（仮）(TW)	サポートカード20133（仮）(EN)	サポートカード20133（仮）(KO)
191	サポートカード20134（仮）	サポートカード20134（仮）(TW)	サポートカード20134（仮）(EN)	サポートカード20134（仮）(KO)
192	サポートカード20135（仮）	サポートカード20135（仮）(TW)	サポートカード20135（仮）(EN)	サポートカード20135（仮）(KO)
193	サポートカード20136（仮）	サポートカード20136（仮）(TW)	サポートカード20136（仮）(EN)	サポートカード20136（仮）(KO)
194	サポートカード20137（仮）	サポートカード20137（仮）(TW)	サポートカード20137（仮）(EN)	サポートカード20137（仮）(KO)
195	サポートカード20138（仮）	サポートカード20138（仮）(TW)	サポートカード20138（仮）(EN)	サポートカード20138（仮）(KO)
196	サポートカード20139（仮）	サポートカード20139（仮）(TW)	サポートカード20139（仮）(EN)	サポートカード20139（仮）(KO)
197	サポートカード20140（仮）	サポートカード20140（仮）(TW)	サポートカード20140（仮）(EN)	サポートカード20140（仮）(KO)
198	サポートカード20141（仮）	サポートカード20141（仮）(TW)	サポートカード20141（仮）(EN)	サポートカード20141（仮）(KO)
199	サポートカード20142（仮）	サポートカード20142（仮）(TW)	サポートカード20142（仮）(EN)	サポートカード20142（仮）(KO)
200	サポートカード20143（仮）	サポートカード20143（仮）(TW)	サポートカード20143（仮）(EN)	サポートカード20143（仮）(KO)
201	サポートカード20144（仮）	サポートカード20144（仮）(TW)	サポートカード20144（仮）(EN)	サポートカード20144（仮）(KO)
202	サポートカード20145（仮）	サポートカード20145（仮）(TW)	サポートカード20145（仮）(EN)	サポートカード20145（仮）(KO)
203	サポートカード20146（仮）	サポートカード20146（仮）(TW)	サポートカード20146（仮）(EN)	サポートカード20146（仮）(KO)
204	サポートカード20147（仮）	サポートカード20147（仮）(TW)	サポートカード20147（仮）(EN)	サポートカード20147（仮）(KO)
205	サポートカード20148（仮）	サポートカード20148（仮）(TW)	サポートカード20148（仮）(EN)	サポートカード20148（仮）(KO)
206	サポートカード20149（仮）	サポートカード20149（仮）(TW)	サポートカード20149（仮）(EN)	サポートカード20149（仮）(KO)
207	サポートカード20150（仮）	サポートカード20150（仮）(TW)	サポートカード20150（仮）(EN)	サポートカード20150（仮）(KO)
208	サポートカード20151（仮）	サポートカード20151（仮）(TW)	サポートカード20151（仮）(EN)	サポートカード20151（仮）(KO)
209	サポートカード20152（仮）	サポートカード20152（仮）(TW)	サポートカード20152（仮）(EN)	サポートカード20152（仮）(KO)
210	サポートカード20153（仮）	サポートカード20153（仮）(TW)	サポートカード20153（仮）(EN)	サポートカード20153（仮）(KO)
211	サポートカード20154（仮）	サポートカード20154（仮）(TW)	サポートカード20154（仮）(EN)	サポートカード20154（仮）(KO)
212	サポートカード20155（仮）	サポートカード20155（仮）(TW)	サポートカード20155（仮）(EN)	サポートカード20155（仮）(KO)
213	サポートカード20156（仮）	サポートカード20156（仮）(TW)	サポートカード20156（仮）(EN)	サポートカード20156（仮）(KO)
214	サポートカード20157（仮）	サポートカード20157（仮）(TW)	サポートカード20157（仮）(EN)	サポートカード20157（仮）(KO)
215	サポートカード20158（仮）	サポートカード20158（仮）(TW)	サポートカード20158（仮）(EN)	サポートカード20158（仮）(KO)
216	サポートカード20159（仮）	サポートカード20159（仮）(TW)	サポートカード20159（仮）(EN)	サポートカード20159（仮）(KO)
217	サポートカード20160（仮）	サポートカード20160（仮）(TW)	サポートカード20160（仮）(EN)	サポートカード20160（仮）(KO)
218	サポートカード20161（仮）	サポートカード20161（仮）(TW)	サポートカード20161（仮）(EN)	サポートカード20161（仮）(KO)
219	サポートカード20162（仮）	サポートカード20162（仮）(TW)	サポートカード20162（仮）(EN)	サポートカード20162（仮）(KO)
220	サポートカード20163（仮）	サポートカード20163（仮）(TW)	サポートカード20163（仮）(EN)	サポートカード20163（仮）(KO)
221	サポートカード20164（仮）	サポートカード20164（仮）(TW)	サポートカード20164（仮）(EN)	サポートカード20164（仮）(KO)
222	サポートカード20165（仮）	サポートカード20165（仮）(TW)	サポートカード20165（仮）(EN)	サポートカード20165（仮）(KO)
223	サポートカード20166（仮）	サポートカード20166（仮）(TW)	サポートカード20166（仮）(EN)	サポートカード20166（仮）(KO)
224	サポートカード20167（仮）	サポートカード20167（仮）(TW)	サポートカード20167（仮）(EN)	サポートカード20167（仮）(KO)
225	サポートカード20168（仮）	サポートカード20168（仮）(TW)	サポートカード20168（仮）(EN)	サポートカード20168（仮）(KO)
226	サポートカード20169（仮）	サポートカード20169（仮）(TW)	サポートカード20169（仮）(EN)	サポートカード20169（仮）(KO)
227	サポートカード20170（仮）	サポートカード20170（仮）(TW)	サポートカード20170（仮）(EN)	サポートカード20170（仮）(KO)
228	サポートカード20171（仮）	サポートカード20171（仮）(TW)	サポートカード20171（仮）(EN)	サポートカード20171（仮）(KO)
229	サポートカード20172（仮）	サポートカード20172（仮）(TW)	サポートカード20172（仮）(EN)	サポートカード20172（仮）(KO)
230	サポートカード20173（仮）	サポートカード20173（仮）(TW)	サポートカード20173（仮）(EN)	サポートカード20173（仮）(KO)
231	サポートカード20174（仮）	サポートカード20174（仮）(TW)	サポートカード20174（仮）(EN)	サポートカード20174（仮）(KO)
232	サポートカード20175（仮）	サポートカード20175（仮）(TW)	サポートカード20175（仮）(EN)	サポートカード20175（仮）(KO)
233	サポートカード20176（仮）	サポートカード20176（仮）(TW)	サポートカード20176（仮）(EN)	サポートカード20176（仮）(KO)
234	サポートカード20177（仮）	サポートカード20177（仮）(TW)	サポートカード20177（仮）(EN)	サポートカード20177（仮）(KO)
235	サポートカード20178（仮）	サポートカード20178（仮）(TW)	サポートカード20178（仮）(EN)	サポートカード20178（仮）(KO)
236	サポートカード20179（仮）	サポートカード20179（仮）(TW)	サポートカード20179（仮）(EN)	サポートカード20179（仮）(KO)
237	サポートカード20180（仮）	サポートカード20180（仮）(TW)	サポートカード20180（仮）(EN)	サポートカード20180（仮）(KO)
238	サポートカード20181（仮）	サポートカード20181（仮）(TW)	サポートカード20181（仮）(EN)	サポートカード20181（仮）(KO)
239	サポートカード20182（仮）	サポートカード20182（仮）(TW)	サポートカード20182（仮）(EN)	サポートカード20182（仮）(KO)
240	サポートカード20183（仮）	サポートカード20183（仮）(TW)	サポートカード20183（仮）(EN)	サポートカード20183（仮）(KO)
241	サポートカード20184（仮）	サポートカード20184（仮）(TW)	サポートカード20184（仮）(EN)	サポートカード20184（仮）(KO)
242	サポートカード20185（仮）	サポートカード20185（仮）(TW)	サポートカード20185（仮）(EN)	サポートカード20185（仮）(KO)
243	サポートカード20186（仮）	サポートカード20186（仮）(TW)	サポートカード20186（仮）(EN)	サポートカード20186（仮）(KO)
244	サポートカード20187（仮）	サポートカード20187（仮）(TW)	サポートカード20187（仮）(EN)	サポートカード20187（仮）(KO)
245	サポートカード20188（仮）	サポートカード20188（仮）(TW)	サポートカード20188（仮）(EN)	サポートカード20188（仮）(KO)
246	サポートカード20189（仮）	サポートカード20189（仮）(TW)	サポートカード20189（仮）(EN)	サポートカード20189（仮）(KO)
247	サポートカード20190（仮）	サポートカード20190（仮）(TW)	サポートカード20190（仮）(EN)	サポートカード20190（仮）(KO)
248	サポートカード20191（仮）	サポートカード20191（仮）(TW)	サポートカード20191（仮）(EN)	サポートカード20191（仮）(KO)
249	サポートカード20192（仮）	サポートカード20192（仮）(TW)	サポートカード20192（仮）(EN)	サポートカード20192（仮）(KO)
250	サポートカード20193（仮）	サポートカード20193（仮）(TW)	サポートカード20193（仮）(EN)	サポートカード20193（仮）(KO)
251	サポートカード20194（仮）	サポートカード20194（仮）(TW)	サポートカード20194（仮）(EN)	サポートカード20194（仮）(KO)
252	サポートカード20195（仮）	サポートカード20195（仮）(TW)	サポートカード20195（仮）(EN)	サポートカード20195（仮）(KO)
253	サポートカード20196（仮）	サポートカード20196（仮）(TW)	サポートカード20196（仮）(EN)	サポートカード20196（仮）(KO)
254	サポートカード20197（仮）	サポートカード20197（仮）(TW)	サポートカード20197（仮）(EN)	サポートカード20197（仮）(KO)
255	サポートカード20198（仮）	サポートカード20198（仮）(TW)	サポートカード20198（仮）(EN)	サポートカード20198（仮）(KO)
256	サポートカード20199（仮）	サポートカード20199（仮）(TW)	サポートカード20199（仮）(EN)	サポートカード20199（仮）(KO)
257	サポートカード20200（仮）	サポートカード20200（仮）(TW)	サポートカード20200（仮）(EN)	サポートカード20200（仮）(KO)
258	衣装テーマなし	無服裝主題	No Costume Theme	의상 테마 없음
259	サバキャン服	夏季露營服	Summer Camping Clothes	여름 캠핑복
260	夏服(オレンジ)	夏季服裝（橘色）	Orange Summer Clothes	하복(오렌지)
261	夏服(ブルー)	夏季服裝（藍色）	Blue Summer Clothes	하복(블루)
262	夏服(ベージュ)	夏季服裝（米色）	Beige Summer Clothes	하복(베이지)
263	夏服(カーキ)	夏季服裝（卡其色）	Khaki Summer Clothes	하복(카키)
264	夏服(ブラウン)	夏季服裝（褐色）	Brown Summer Clothes	하복(브라운)
265	夏服(ウッドランド)	夏季服裝（林地迷彩）	Woodland Summer Clothes	하복(우드랜드)
266	夏服(マルチカム)	夏季服裝（多地形迷彩）	MultiCam Summer Clothes	하복(멀티캠)
267	夏服(ホワイト)	夏季服裝（白色）	White Summer Clothes	하복(화이트)
