id	ja	zh-TW	en	ko
150028	ステッカー「ゴールド会員★5」	貼紙「金牌會員★5」	"Sticker""Gold MBR ★5"""	"스티커 ""골드 회원 ★5"""
150029	ステッカー「ブラック会員」	貼紙「黑牌會員」	"Sticker""Black MBR"""	"스티커 ""블랙 회원"""
200701	旅キャンはじまり！RECAMPおだわら	櫻花貼紙	Sakura Sticker	벚꽃 스티커
270201	ステッカー「夏だ！ビーチだ！海キャンだ！ 1位」	貼紙「夏天！沙灘！海邊露營！ 1位」	"""Sun, Sand, and Seaside Camp! 1st place"""	"스티커 ""여름이다! 해변이다! 바다 캠핑이다! 1위"""
270202	ステッカー「夏だ！ビーチだ！海キャンだ！ 2位」	貼紙「夏天！沙灘！海邊露營！ 2位」	"""Sun, Sand, and Seaside Camp! 2nd place"""	"스티커 ""여름이다! 해변이다! 바다 캠핑이다! 2위"""
270203	ステッカー「夏だ！ビーチだ！海キャンだ！ 3位」	貼紙「夏天！沙灘！海邊露營！ 3位」	"""Sun, Sand, and Seaside Camp! 3rd place"""	"스티커 ""여름이다! 해변이다! 바다 캠핑이다! 3위"""
270204	ステッカー「夏だ！ビーチだ！海キャンだ！ TOP5」	貼紙「夏天！沙灘！海邊露營！ TOP5」	"""Sun, Sand, and Seaside Camp! TOP5"""	"스티커 ""여름이다! 해변이다! 바다 캠핑이다! TOP5"""
270205	ステッカー「夏だ！ビーチだ！海キャンだ！ TOP10」	貼紙「夏天！沙灘！海邊露營！ TOP10」	"""Sun, Sand, and Seaside Camp! TOP10"""	"스티커 ""여름이다! 해변이다! 바다 캠핑이다! TOP10"""
270206	ステッカー「夏だ！ビーチだ！海キャンだ！ TOP50」	貼紙「夏天！沙灘！海邊露營！ TOP50」	"""Sun, Sand, and Seaside Camp! TOP50"""	"스티커 ""여름이다! 해변이다! 바다 캠핑이다! TOP50"""
270207	ステッカー「夏だ！ビーチだ！海キャンだ！ TOP100」	貼紙「夏天！沙灘！海邊露營！ TOP100」	"""Sun, Sand, and Seaside Camp! TOP100"""	"스티커 ""여름이다! 해변이다! 바다 캠핑이다! TOP100"""
270208	ステッカー「夏だ！ビーチだ！海キャンだ！ TOP500」	貼紙「夏天！沙灘！海邊露營！ TOP500」	"""Sun, Sand, and Seaside Camp! TOP500"""	"스티커 ""여름이다! 해변이다! 바다 캠핑이다! TOP500"""
270209	ステッカー「夏だ！ビーチだ！海キャンだ！ TOP1000」	貼紙「夏天！沙灘！海邊露營！ TOP1000」	"""Sun, Sand, and Seaside Camp! TOP1000"""	"스티커 ""여름이다! 해변이다! 바다 캠핑이다! TOP1000"""
270210	ステッカー「夏だ！ビーチだ！海キャンだ！ TOP5000」	貼紙「夏天！沙灘！海邊露營！ TOP5000」	"""Sun, Sand, and Seaside Camp! TOP5000"""	"스티커 ""여름이다! 해변이다! 바다 캠핑이다! TOP5000"""
270211	ステッカー「夏だ！ビーチだ！海キャンだ！ TOP10000」	貼紙「夏天！沙灘！海邊露營！ TOP10000」	"""Sun, Sand, and Seaside Camp! TOP10000"""	"스티커 ""여름이다! 해변이다! 바다 캠핑이다! TOP10000"""
270301	ステッカー「ﾚｯﾂｸﾗﾌﾄ！at海キャン 1位」	貼紙「讓我們來製作吧！在海邊露營 1位」	"""Let's Craft! at Seaside Camp 1st place"""	"스티커 ""레츠 제작! at바다 캠핑 1위"""
270302	ステッカー「ﾚｯﾂｸﾗﾌﾄ！at海キャン 2位」	貼紙「讓我們來製作吧！在海邊露營 2位」	"""Let's Craft! at Seaside Camp 2nd place"""	"스티커 ""레츠 제작! at바다 캠핑 2위"""
270303	ステッカー「ﾚｯﾂｸﾗﾌﾄ！at海キャン 3位」	貼紙「讓我們來製作吧！在海邊露營 3位」	"""Let's Craft! at Seaside Camp 3rd place"""	"스티커 ""레츠 제작! at바다 캠핑 3위"""
270304	ステッカー「ﾚｯﾂｸﾗﾌﾄ！at海キャン TOP5」	貼紙「讓我們來製作吧！在海邊露營 TOP5」	"""Let's Craft! at Seaside Camp TOP5"""	"스티커 ""레츠 제작! at바다 캠핑 TOP5"""
270305	ステッカー「ﾚｯﾂｸﾗﾌﾄ！at海キャン TOP10」	貼紙「讓我們來製作吧！在海邊露營 TOP10」	"""Let's Craft! at Seaside Camp TOP10"""	"스티커 ""레츠 제작! at바다 캠핑 TOP10"""
270306	ステッカー「ﾚｯﾂｸﾗﾌﾄ！at海キャン TOP50」	貼紙「讓我們來製作吧！在海邊露營 TOP50」	"""Let's Craft! at Seaside Camp TOP50"""	"스티커 ""레츠 제작! at바다 캠핑 TOP50"""
270307	ステッカー「ﾚｯﾂｸﾗﾌﾄ！at海キャン TOP100」	貼紙「讓我們來製作吧！在海邊露營 TOP100」	"""Let's Craft! at Seaside Camp TOP100"""	"스티커 ""레츠 제작! at바다 캠핑 TOP100"""
270308	ステッカー「ﾚｯﾂｸﾗﾌﾄ！at海キャン TOP500」	貼紙「讓我們來製作吧！在海邊露營 TOP500」	"""Let's Craft! at Seaside Camp TOP500"""	"스티커 ""레츠 제작! at바다 캠핑 TOP500"""
270309	ステッカー「ﾚｯﾂｸﾗﾌﾄ！at海キャン TOP1000」	貼紙「讓我們來製作吧！在海邊露營 TOP1000」	"""Let's Craft! at Seaside Camp TOP1000"""	"스티커 ""레츠 제작! at바다 캠핑 TOP1000"""
270310	ステッカー「ﾚｯﾂｸﾗﾌﾄ！at海キャン TOP5000」	貼紙「讓我們來製作吧！在海邊露營 TOP5000」	"""Let's Craft! at Seaside Camp TOP5000"""	"스티커 ""레츠 제작! at바다 캠핑 TOP5000"""
270311	ステッカー「ﾚｯﾂｸﾗﾌﾄ！at海キャン TOP10000」	貼紙「讓我們來製作吧！在海邊露營 TOP10000」	"""Let's Craft! at Seaside Camp TOP10000"""	"스티커 ""레츠 제작! at바다 캠핑 TOP10000"""
270401	ステッカー「浴衣キャンプと夏花火 1位」	貼紙「浴衣露營與夏日煙火 1位」	"""Yukata Camp And Fireworks 1st place"""	"스티커 ""유카타 캠핑과 여름 불꽃놀이 1위"""
270402	ステッカー「浴衣キャンプと夏花火 2位」	貼紙「浴衣露營與夏日煙火 2位」	"""Yukata Camp And Fireworks 2nd place"""	"스티커 ""유카타 캠핑과 여름 불꽃놀이 2위"""
270403	ステッカー「浴衣キャンプと夏花火 3位」	貼紙「浴衣露營與夏日煙火 3位」	"""Yukata Camp And Fireworks 3rd place"""	"스티커 ""유카타 캠핑과 여름 불꽃놀이 3위"""
270404	ステッカー「浴衣キャンプと夏花火 TOP5」	貼紙「浴衣露營與夏日煙火 TOP5」	"""Yukata Camp And Fireworks TOP5"""	"스티커 ""유카타 캠핑과 여름 불꽃놀이 TOP5"""
270405	ステッカー「浴衣キャンプと夏花火 TOP10」	貼紙「浴衣露營與夏日煙火 TOP10」	"""Yukata Camp And Fireworks TOP10"""	"스티커 ""유카타 캠핑과 여름 불꽃놀이 TOP10"""
270406	ステッカー「浴衣キャンプと夏花火 TOP50」	貼紙「浴衣露營與夏日煙火 TOP50」	"""Yukata Camp And Fireworks TOP50"""	"스티커 ""유카타 캠핑과 여름 불꽃놀이 TOP50"""
270407	ステッカー「浴衣キャンプと夏花火 TOP100」	貼紙「浴衣露營與夏日煙火 TOP100」	"""Yukata Camp And Fireworks TOP100"""	"스티커 ""유카타 캠핑과 여름 불꽃놀이 TOP100"""
270408	ステッカー「浴衣キャンプと夏花火 TOP500」	貼紙「浴衣露營與夏日煙火 TOP500」	"""Yukata Camp And Fireworks TOP500"""	"스티커 ""유카타 캠핑과 여름 불꽃놀이 TOP500"""
270409	ステッカー「浴衣キャンプと夏花火 TOP1000」	貼紙「浴衣露營與夏日煙火 TOP1000」	"""Yukata Camp And Fireworks TOP1000"""	"스티커 ""유카타 캠핑과 여름 불꽃놀이 TOP1000"""
270410	ステッカー「浴衣キャンプと夏花火 TOP5000」	貼紙「浴衣露營與夏日煙火 TOP5000」	"""Yukata Camp And Fireworks TOP5000"""	"스티커 ""유카타 캠핑과 여름 불꽃놀이 TOP5000"""
270411	ステッカー「浴衣キャンプと夏花火 TOP10000」	貼紙「浴衣露營與夏日煙火 TOP10000」	"""Yukata Camp And Fireworks TOP10000"""	"스티커 ""유카타 캠핑과 여름 불꽃놀이 TOP10000"""
270501	ステッカー「ﾚｯﾂｸﾗﾌﾄ！atお祭りキャンプ 1位」	貼紙「讓我們來製作吧！在祭典露營 1位」	"""Let's Craft! at Festival Camp 1st"""	"스티커 ""레츠 제작! at축제 캠프 1위"""
270502	ステッカー「ﾚｯﾂｸﾗﾌﾄ！atお祭りキャンプ 2位」	貼紙「讓我們來製作吧！在祭典露營 2位」	"""Let's Craft! at Festival Camp 2nd"""	"스티커 ""레츠 제작! at축제 캠프 2위"""
270503	ステッカー「ﾚｯﾂｸﾗﾌﾄ！atお祭りキャンプ 3位」	貼紙「讓我們來製作吧！在祭典露營 3位」	"""Let's Craft! at Festival Camp 3rd"""	"스티커 ""레츠 제작! at축제 캠프 3위"""
270504	ステッカー「ﾚｯﾂｸﾗﾌﾄ！atお祭りキャンプ TOP5」	貼紙「讓我們來製作吧！在祭典露營 TOP5」	"""Let's Craft! at Festival Camp TOP5"""	"스티커 ""레츠 제작! at축제 캠프 TOP5"""
270505	ステッカー「ﾚｯﾂｸﾗﾌﾄ！atお祭りキャンプ TOP10」	貼紙「讓我們來製作吧！在祭典露營 TOP10」	"""Let's Craft! at Festival Camp TOP10"""	"스티커 ""레츠 제작! at축제 캠프 TOP10"""
270506	ステッカー「ﾚｯﾂｸﾗﾌﾄ！atお祭りキャンプ TOP50」	貼紙「讓我們來製作吧！在祭典露營 TOP50」	"""Let's Craft! at Festival Camp TOP50"""	"스티커 ""레츠 제작! at축제 캠프 TOP50"""
270507	ステッカー「ﾚｯﾂｸﾗﾌﾄ！atお祭りキャンプ TOP100」	貼紙「讓我們來製作吧！在祭典露營 TOP100」	"""Let's Craft! at Festival Camp TOP100"""	"스티커 ""레츠 제작! at축제 캠프 TOP100"""
270508	ステッカー「ﾚｯﾂｸﾗﾌﾄ！atお祭りキャンプ TOP500」	貼紙「讓我們來製作吧！在祭典露營 TOP500」	"""Let's Craft! at Festival Camp TOP500"""	"스티커 ""레츠 제작! at축제 캠프 TOP500"""
270509	ステッカー「ﾚｯﾂｸﾗﾌﾄ！atお祭りキャンプ TOP1000」	貼紙「讓我們來製作吧！在祭典露營 TOP1000」	"""Let's Craft! at Festival Camp TOP1000"""	"스티커 ""레츠 제작! at축제 캠프 TOP1000"""
270510	ステッカー「ﾚｯﾂｸﾗﾌﾄ！atお祭りキャンプ TOP5000」	貼紙「讓我們來製作吧！在祭典露營 TOP5000」	"""Let's Craft! at Festival Camp TOP5000"""	"스티커 ""레츠 제작! at축제 캠프 TOP5000"""
270511	ステッカー「ﾚｯﾂｸﾗﾌﾄ！atお祭りキャンプ TOP10000」	貼紙「讓我們來製作吧！在祭典露營 TOP10000」	"""Let's Craft! at Festival Camp TOP10000"""	"스티커 ""레츠 제작! at축제 캠프 TOP10000"""
1000002	チャイナイベントで獲得できるステッカーです	在中國活動中可獲得的貼紙	Stickers obtainable in China Event	중국 이벤트에서 획득 가능한 스티커입니다
1100702	"イベント「夏だ！ビーチだ！海キャンだ！」で
獲得できるステッカーです"	"這是在活動「夏天！沙灘！海邊露營！」中
可以獲得的貼紙。"	"""Sun, Sand, and Seaside Camp!"""	이벤트 '여름이다! 해변이다! 바다 캠핑이다!'
1100703	"イベント「ﾚｯﾂｸﾗﾌﾄ！at海キャン」で
獲得できるステッカーです"	"這是在活動「讓我們來製作吧！在海邊露營」中
可以獲得的貼紙。"	"""Let's Craft! at Seaside Camp"""	"이벤트 '레츠 제작! at바다 캠핑'
에서 획득할 수 있는 스티커"
1100704	"イベント「浴衣キャンプと夏花火」で
獲得できるステッカーです"	"這是在活動「浴衣露營與夏日煙火」中
可以獲得的貼紙。"	"""Yukata Camp And Fireworks"""	이벤트 '유카타 캠핑과 여름 불꽃놀이'
1100705	"イベント「ﾚｯﾂｸﾗﾌﾄ！atお祭りキャンプ」で
獲得できるステッカーです"	"這是在活動「讓我們來製作吧！在祭典露營」中
可以獲得的貼紙。"	"""Let's Craft! at Festival Camp"""	"이벤트 '레츠 제작! at축제 캠프'
에서 획득할 수 있는 스티커"
1150018	クラブポイントランク1で獲得できるステッカー	在俱樂部點數階級1中可以獲得的貼紙	Sticker obtainable at Club Points	클럽 포인트 랭크 1에서 획득할 수 있는 스티커
1150019	クラブポイントランク2で獲得できるステッカー	在俱樂部點數階級2中可以獲得的貼紙	Sticker obtainable at Club Points	클럽 포인트 랭크 2에서 획득할 수 있는 스티커
1150020	クラブポイントランク3で獲得できるステッカー	在俱樂部點數階級3中可以獲得的貼紙	Sticker obtainable at Club Points	클럽 포인트 랭크 3에서 획득할 수 있는 스티커
1150021	クラブポイントランク4で獲得できるステッカー	在俱樂部點數階級4中可以獲得的貼紙	Sticker obtainable at Club Points	클럽 포인트 랭크 4에서 획득할 수 있는 스티커
1150022	クラブポイントランク5で獲得できるステッカー	在俱樂部點數階級5中可以獲得的貼紙	Sticker obtainable at Club Points	클럽 포인트 랭크 5에서 획득할 수 있는 스티커
1150023	クラブポイントランク6で獲得できるステッカー	在俱樂部點數階級6中可以獲得的貼紙	Sticker obtainable at Club Points	클럽 포인트 랭크 6에서 획득할 수 있는 스티커
1150024	クラブポイントランク7で獲得できるステッカー	在俱樂部點數階級7中可以獲得的貼紙	Sticker obtainable at Club Points	클럽 포인트 랭크 7에서 획득할 수 있는 스티커
1150025	クラブポイントランク8で獲得できるステッカー	在俱樂部點數階級8中可以獲得的貼紙	Sticker obtainable at Club Points	클럽 포인트 랭크 8에서 획득할 수 있는 스티커
1150026	クラブポイントランク9で獲得できるステッカー	在俱樂部點數階級9中可以獲得的貼紙	Sticker obtainable at Club Points	클럽 포인트 랭크 9에서 획득할 수 있는 스티커
1150027	クラブポイントランク10で獲得できるステッカー	在俱樂部點數階級10中可以獲得的貼紙	Sticker obtainable at Club Points	클럽 포인트 랭크 10에서 획득할 수 있는 스티커
1150028	クラブポイントランク11で獲得できるステッカー	在俱樂部點數階級11中可以獲得的貼紙	Sticker obtainable at Club Points	클럽 포인트 랭크 11에서 획득할 수 있는 스티커
1150029	クラブポイントランク12で獲得できるステッカー	在俱樂部點數階級12中可以獲得的貼紙	Sticker obtainable at Club Points	클럽 포인트 랭크 12에서 획득할 수 있는 스티커
1200701	『旅キャンはじまり！RECAMPおだわら』で獲得できるステッカーです	在小田原活動中可獲得的貼紙	Stickers obtainable in Odawara event.	오다와라 이벤트에서 획득 가능한 스티커입니다
