id	ja	zh-TW	en	ko
16	悩みますなぁ	傷腦筋耶。	This is puzzling...	고민되네요~
17	何が入ってるかなー？	裡面裝了什麼呢──？	I wonder what it is?	뭐가 들어있을까~?
18	受け取っておくか	東西領一領吧。	Shall we receive them?	받아둘까
19	どれを受け取るんだ？	要領哪個啊？	Which one will you receive?	뭘 받을 수 있을까?
20	何がもらえるんやろ	可以拿到什麼呢。	There are gifts to collect.	뭐 받을 수 있나?
21	受け取っておこうっと	領東西吧。	Let's collect the gifts.	잘 받아둬야지
22	"そろそろ
受け取れなくなるものがあるよ"	"有些東西
快要不能領取了喔。"	Some gifts are about to expire soon.	"수령 기간이 곧 끝나는
물건이 있어"
23	期限近いやつあるみたいだ	好像有些東西快過期了喔。	Seems like something is going to expire.	기한이 얼마 안 남은 게 있다는데
24	受け取り期限に気をつけろよー	要注意領取期限喔──	Watch out for expiry dates.	수령 기한을 조심하라고~
25	"逃さんように
早めに　受け取ってなー"	"快點領出來吧
不然會被逃掉喔──"	"You should collect it so
you don't miss it."	"안 놓치게
빨리 받으래이~"
26	"もうすぐ受け取れなくなる
ものがあるみたい"	"好像有東西
快要過期了耶。"	"There are gifts that are about
to expire."	"수령 기간이 끝나가는
물건이 있는 모양이야"
27	"プロフィールに
追加したい項目を選んでね"	"選擇想要追加進
個人資料裡的項目吧。"	Add some stuff to your profile!	"프로필에
추가하고 싶은 항목을 골라줘"
28	"プロフィールに追加したい
項目を選択っと"	"來選想要追加進
個人資料裡的項目吧。"	"Choose what you want
to add to your profile."	"프로필에 추가하고 싶은
항목을 선택해야지"
29	"プロフィールに入れる項目を
選んでくれ"	"把想要追加進個人資料
裡的項目選一選吧。"	"Your profile could do with a bit of
spicing up!"	"프로필에 넣을 항목을
선택해 줘"
30	"プロフィールに追加する項目を
選ぼうかー"	"來選想要追加進
個人資料裡的項目吧──"	"What would you like to put on
your profile?"	"프로필에 추가할 항목을
선택해보까"
31	"プロフィールに追加したい項目を
選ぶんだよね"	"要來選想要追加進
個人資料裡的項目喔。"	"It's your profile, so add whatever
you like to it!"	"프로필에 추가하고 싶은 항목을
고르는 거지?"
32	どれがいいかな？	哪個比較好呢？	Which one should we pick?	뭐가 좋을까?
33	どれにしよっかな	要選哪個呢。	Which one should we choose?	어떤 걸로 할까
34	どれにするか迷っちまうなー	要選哪一個呢，好猶豫啊──	What to choose? Too many choices...	어떤 걸로 할지 고민되네~
35	どれがええんやろ	哪個比較好啊。	What would be good?	뭐가 좋을꼬
36	"プロフィールとかフレンドの
サポート設定を変更できるよ"	"可以變更像是個人資料
或好友的輔助設定喔。"	"Change your profile and 
friend support settings here!"	"프로필이나 친구의
서포트 설정을 변경할 수 있어"
37	"プロフィールやフレンドの
サポート設定が変更できるのか"	"可以變更個人資料
或好友的輔助設定喔。"	"It's possible to change profile and 
friend support settings?"	"프로필이나 친구의
서포트 설정도 바꿀 수 있나 본데"
38	"プロフィールやフレンドの
サポート設定を変更できるみたいだ"	"好像可以變更個人資料
或好友的輔助設定喔。"	"Looks like you can change profile and 
friend support settings."	"프로필이나 친구의
서포트 설정을 변경할 수 있는 모양인데"
39	"プロフィールとかフレンドの
サポート設定を変更できるんやって"	"聽說是可以變更個人資料
或好友的輔助設定喔。"	"I heard you can change your profile and 
friend support settings."	"프로필이나 친구의
서포트 설정을 변경할 수 있데이"
40	"ここではプロフィールやフレンドの
サポート設定を変更できるんだって"	"這裡好像可以變更個人資料
或好友的輔助設定耶。"	"I think you can change your profile and 
friend support settings!"	"여기선 프로필이나 친구의
서포트 설정을 변경할 수 있대"
41	"まずはアイコンにする
カードを選ぼう！"	"首先來選擇
要當作頭像的卡片吧！"	"First, choose a card for your
icon!"	"먼저 아이콘으로 만들
카드를 선택해 보자!"
42	"アイコンにするカード…
迷うな"	"要當作頭像的卡片……
好猶豫喔。"	"We need a card for the icon...
Which should it be?"	"아이콘으로 만들 카드…
고민되네"
43	"まずアイコンにする
カードを選ぶぞ"	"一開始先選
要當作頭像的卡片。"	"First, we should take care of the icon.
Choose a card for it."	"먼저 아이콘으로 만들
카드를 선택해"
44	アイコンにするカードを選んで…	先選要當作頭像的卡片……	Choose a card to put as your icon...	아이콘으로 맹글 카드를 선택해가…
45	"まずはアイコンにする
カードを選んで！"	"一開始先選
要當作頭像的卡片！"	"First, choose a card to put in
the icon!"	"먼저 아이콘으로 만들
카드를 선택해!"
46	アイコンにする範囲を決めて…	選好要當作頭像的範圍……	Decide the icon area...	아이콘으로 만들 범위를 정해서…
47	どの範囲をアイコンにしよう？	當頭像的範圍要多大？	Where do you want to crop the icon?	어느 범위까지 아이콘으로 만들까?
48	"アイコンにする範囲を
決めるのか"	"選好要當頭像
的範圍了嗎。"	"Decide where you want to crop
the icon."	"아이콘으로 만들 범위를
정해볼까"
49	アイコンにする範囲を決めるんやね	決定要當頭像的範圍喔。	Decide where you want to crop the icon.	아이콘으로 맹글 범위를 정해보까
50	アイコンにする範囲を決めよう	決定要當作頭像的範圍。	Choose where to crop it.	아이콘으로 만들 범위를 정하자
51	うん　ばっちりだよ！	嗯，太完美了！	Perfect!	응, 잘했어!
52	うし　できた	好，完成啦。	'Kay, it's done.	좋아, 됐어
53	いい感じじゃね！？	這樣不錯耶！？	It's lookin' good!	꽤나 괜찮은데!?
54	上出来やわぁ	做得很好唷。	It came out great.	완성이래이
55	うん　上出来	嗯，漂亮。	Great. Turned out nicely.	응, 잘했어
56	自己紹介　どうしようかなー	自我介紹要寫什麼好呢──	What should we write?	자기소개, 어떻게 할까~
57	"自己紹介
何書けばいいんだ…"	"自我介紹
要寫什麼啊……"	Write something for the profile…	"자기소개
뭐라고 써야 하지…"
58	"自己紹介かー
何を書こうかなぁ…"	"自我介紹嗎──
要寫什麼好呢……"	Add a little self-introduction…	"자기소개라~
뭐라고 쓰지…"
59	自己紹介　考えよかー	來想一下自我介紹吧──	You need to think of an introduction.	자기소개 생각해보까~
60	自己紹介　何を書こうかな？	自我介紹要寫什麼啊？	What should we write in the profile?	자기소개에 뭘 쓸까?
61	これでオッケーだね	這樣子就可以了喔。	This should be okay.	이걸로 오케이구나
62	…これでいいか	……這樣就可以了吧。	Like this?	…이거면 되겠지?
63	よーし　これで決まりだー！	好──就決定是這樣了──！	Okay, let's go with that!	좋아~ 이걸로 결정~!
64	これでええかな？	這樣就好了嗎？	Is this okay?	이래 하모 됐나?
65	これで決まりだね	就決定是這樣了唷。	That should do.	이걸로 결정했구나
66	おしゃれして　行かなきゃだね	おしゃれして　行かなきゃだね	おしゃれして　行かなきゃだね	おしゃれして　行かなきゃだね
67	"ゲストで登場する時の
コスチューム…何がいいかな"	"ゲストで登場する時の
コスチューム…何がいいかな"	"ゲストで登場する時の
コスチューム…何がいいかな"	"ゲストで登場する時の
コスチューム…何がいいかな"
68	"ゲストで登場させるときの
コスチュームを決めるみたいだな"	"ゲストで登場させるときの
コスチュームを決めるみたいだな"	"ゲストで登場させるときの
コスチュームを決めるみたいだな"	"ゲストで登場させるときの
コスチュームを決めるみたいだな"
69	どれを着ていこか　迷うなぁ	どれを着ていこか　迷うなぁ	どれを着ていこか　迷うなぁ	どれを着ていこか　迷うなぁ
70	"ゲストで登場させる時の
コスチュームを設定っと"	"ゲストで登場させる時の
コスチュームを設定っと"	"ゲストで登場させる時の
コスチュームを設定っと"	"ゲストで登場させる時の
コスチュームを設定っと"
71	ぱずるをうんと盛り上げてね！	ぱずるをうんと盛り上げてね！	ぱずるをうんと盛り上げてね！	ぱずるをうんと盛り上げてね！
72	活躍できるといいな	活躍できるといいな	活躍できるといいな	活躍できるといいな
73	"これならぱずるで
活躍間違いなしだな！"	"これならぱずるで
活躍間違いなしだな！"	"これならぱずるで
活躍間違いなしだな！"	"これならぱずるで
活躍間違いなしだな！"
74	"これにしよ！
さっ　よろしくなぁ"	"これにしよ！
さっ　よろしくなぁ"	"これにしよ！
さっ　よろしくなぁ"	"これにしよ！
さっ　よろしくなぁ"
75	このコスチュームで決まり！	このコスチュームで決まり！	このコスチュームで決まり！	このコスチュームで決まり！
76	"フレンドのキャンプを
お手伝いするカードは…"	"能幫忙好友露營
的卡片有……"	"The best card 
that will help your friend's camp is..."	"친구의 캠핑을
도와줄 카드는…"
77	"フレンドのキャンプを
手伝うサポートカードは…"	"能幫忙好友露營
的輔助卡就選……"	"Which support card 
will best help a friend?"	"친구의 캠핑을 도와줄
서포트 카드는…"
78	"フレンドのキャンプの手伝いか
どのサポートカードが
いいかなぁ…"	"用來幫忙好友露營
的輔助卡片
要選哪張好呢……"	"Sending help to a friend? 
Which support card is the best…"	"친구의 캠핑을 도와주려면
어느 서포트 카드가
좋을까…"
79	"フレンドのキャンプを手伝う
サポートカードを選ぼかー"	"來選能幫忙好友露營
的輔助卡吧──"	"Let's choose a support card 
that will help your friend's camp."	"친구의 캠핑을 도울
서포트 카드를 골라보까~"
80	"フレンドのキャンプを手伝う
サポートカード…何にしようかな"	"要拿來幫忙好友露營
的輔助卡……選哪張好呢。"	"A support card that will help your friend out... 
What do you think?"	"친구의 캠핑을 도울
서포트 카드는… 어떤 걸로 할까?"
81	"決まったね！
みんな喜んでくれるかな？"	"完成了呢！
不知道大家會不會喜歡？"	"All done!
I wonder if everyone will like it?"	"정했구나!
다들 좋아해 주겠지?"
82	これで大丈夫かな	這樣就沒問題了吧。	This one should be fine.	이거면 괜찮겠지?
83	みんなの喜ぶ顔が目に浮かぶぜ！	我可以想像大家開心的表情耶！	I can already see their happy faces!	다들 웃는 모습이 눈에 선하네!
84	"決まりやね
みんなの役に立つとええなぁ"	"選好了呢。
能幫上大家的忙就好了。"	"I choose this one.
I hope it's helpful."	"결정했네~
모두에게 도움이 되면 좋겠데이"
85	これならみんな喜んでくれるはず	這樣子大家一定都會很高興的。	I hope it helps!	이거라면 모두 좋아할 거야
86	さて　どれからやろうかな？	好啦，要先從哪邊開始呢？	Now, where should we start?	그럼, 뭐부터 해볼까?
87	よっしゃ　がんばろ	好耶，加油吧。	Yeah, let's do this!	좋아, 힘내자
88	えっと　次にやること…	那個，接下來要做的事……	Alright, next is...	그럼 다음에 할 건…
89	私も手伝うよ　リンちゃん	我也來幫忙喔，小凜。	I'll help you, Rin!	나도 도와줄게, 린
90	さーて　いっちょやってみるか！	好啦──那不然就來試試看吧！	Alright, shall we try it?	그럼~ 한번 해볼까!
91	あきちゃん　一緒にがんばろうね！	小明，我們一起加油吧！	Aki-chan, let's give it our all!	아키, 같이 힘내자!
92	さっ　はじめよかー	好，那就開始吧──	All right, let's begin.	자, 시작해보까~
93	がんばってね	加油喔。	Keep it up!	힘내!
94	さて　始めますか	好了，那就開始吧。	Okay, let's begin.	그럼 시작해 볼까요~
95	よっしゃ　やるか	好啦，來做吧。	Alright! Let's do this!	좋아, 한번 해보자고
96	お疲れさまー　がんばったね！	辛苦了──妳很努力呢！	Well done! Keep it up!	고생했어~ 열심히 했네!
97	おつかれー	辛苦啦──	Good work.	수고했어~
98	これで終わりっと	這樣子就完成囉。	Everything is done.	이걸로 정리됐군
99	おつかれー　よくやったな	辛苦啦──做得很好喔。	Good job. You did well.	수고했어~ 잘 해냈구나
100	はぁ～　疲れたぜ！	呼～～好累喔！	Ahh... I'm beat!	하아~ 피곤하네!
101	"今日も大変やったなー
帰りにどっか寄っていかへん？"	"今天也好累喔──
回家路上要不要去哪裡晃晃？"	"Today was another day of hard work. How
about we stop somewhere on the way home?"	"오늘도 힘들었데이~
집 가는 길에 어디 들러보까?"
102	うまくいってよかったわぁ	事情很順利呢，太好了。	I hope everything goes well.	잘 돼가 다행이데이~
103	お疲れ様でしたー	辛苦妳啦──	Job well done!	수고하셨습니다~
104	ふう　これでおしまい	呼，這樣就結束啦。	Phew, that's all done.	후우, 이걸로 끝이야
105	"おつかれさま！！
いっぱい働いたねー"	"辛苦了！！
妳做了好多事喔──"	"Good job!
We worked a lot!"	"수고했어!!
일을 잔뜩 했네~"
106	受け取れるものがあるって！	聽說有東西可以領取耶！	You have gifts!	받을 수 있는 물건이 있대!
107	ほんとだー　よかったね	真的耶──太好了。	It's true. That's great.	진짜네~ 좋겠다
108	"受け取れる報酬があるぞ
何だろ？"	"有可以領的報酬耶
會是什麼啊？"	"You received a reward.
I wonder what it is."	"받을 수 있는 보상이 있어
뭘까?"
109	見に行ってみようよ	那過去看看吧。	Let's go check it out.	확인하러 가보자
110	受け取れるものがあるみたいだな	好像有東西可以領取耶。	Seems like you have some gifts.	받을 수 있는 물건이 있나 본데
111	忘れないうちに確認しておこっか	趁還記得的時候確認一下吧。	Let's check before we forget.	잊기 전에 확인해 두자
112	受け取れるものが　あるんやって	好像有東西可以領取喔。	You have gifts!	수령 가능한 게 있다카네
113	なんだろうな	會是什麼啊。	What was it, again...	뭘까?
114	"受け取れるものがあるみたい
…なんだろ？"	"好像有東西可以領取耶。
……是什麼啊？"	"Seems like there's a gift for us.
I wonder what it is?"	"받을 수 있는 물건이 있대
…뭘까?"
115	確認してみれば？	不然確認看看吧？	Why don't you check?	확인해보는 게 어때?
116	がんばるぞー　えいえいおー！	がんばるぞー　えいえいおー！	がんばるぞー　えいえいおー！	がんばるぞー　えいえいおー！
117	…よろしく	…よろしく	…よろしく	…よろしく
118	よっしゃ　頑張ろうぜ！	よっしゃ　頑張ろうぜ！	よっしゃ　頑張ろうぜ！	よっしゃ　頑張ろうぜ！
119	いっちょ　気合いれていこかー	いっちょ　気合いれていこかー	いっちょ　気合いれていこかー	いっちょ　気合いれていこかー
120	がんばろうね　みんな	がんばろうね　みんな	がんばろうね　みんな	がんばろうね　みんな
121	やり忘れてることがあるみたい	やり忘れてることがあるみたい	やり忘れてることがあるみたい	やり忘れてることがあるみたい
122	"まだやってないのが
あるみたいだ"	"まだやってないのが
あるみたいだ"	"まだやってないのが
あるみたいだ"	"まだやってないのが
あるみたいだ"
123	"今日の分
まだ終わらせてなかったじゃん！"	"今日の分
まだ終わらせてなかったじゃん！"	"今日の分
まだ終わらせてなかったじゃん！"	"今日の分
まだ終わらせてなかったじゃん！"
124	"今日やること…
まだなんか　あったような…"	"今日やること…
まだなんか　あったような…"	"今日やること…
まだなんか　あったような…"	"今日やること…
まだなんか　あったような…"
125	"なんか
やることがあったような…"	"なんか
やることがあったような…"	"なんか
やることがあったような…"	"なんか
やることがあったような…"
126	時限クエスト　やっておこう！	時限クエスト　やっておこう！	時限クエスト　やっておこう！	時限クエスト　やっておこう！
127	"お　今しかできないやつ
あるな"	"お　今しかできないやつ
あるな"	"お　今しかできないやつ
あるな"	"お　今しかできないやつ
あるな"
128	"時限クエストが開いてる！
ラッキー！"	"時限クエストが開いてる！
ラッキー！"	"時限クエストが開いてる！
ラッキー！"	"時限クエストが開いてる！
ラッキー！"
129	時限クエストが開いてんでー	時限クエストが開いてんでー	時限クエストが開いてんでー	時限クエストが開いてんでー
130	お　時限クエストが開いてるー	お　時限クエストが開いてるー	お　時限クエストが開いてるー	お　時限クエストが開いてるー
131	一緒にがんばろうね！	一緒にがんばろうね！	一緒にがんばろうね！	一緒にがんばろうね！
132	うし　やるぞー	うし　やるぞー	うし　やるぞー	うし　やるぞー
133	それじゃ　気合いいれていくか！	それじゃ　気合いいれていくか！	それじゃ　気合いいれていくか！	それじゃ　気合いいれていくか！
134	どんどん　進めてなー	どんどん　進めてなー	どんどん　進めてなー	どんどん　進めてなー
135	今日もがんばりますかー	今日もがんばりますかー	今日もがんばりますかー	今日もがんばりますかー
136	できる時間が決まってるんだね	できる時間が決まってるんだね	できる時間が決まってるんだね	できる時間が決まってるんだね
137	どれから片付けるか…	どれから片付けるか…	どれから片付けるか…	どれから片付けるか…
138	できるうちにやっておかないとな	できるうちにやっておかないとな	できるうちにやっておかないとな	できるうちにやっておかないとな
139	よーし　がんばるで	よーし　がんばるで	よーし　がんばるで	よーし　がんばるで
140	早めに済ませないとね	早めに済ませないとね	早めに済ませないとね	早めに済ませないとね
141	今日やることは　これです！	今日やることは　これです！	今日やることは　これです！	今日やることは　これです！
142	今日はこれやればいいんだな	今日はこれやればいいんだな	今日はこれやればいいんだな	今日はこれやればいいんだな
143	"なるほど　今日はこれを
やればいいんだな"	"なるほど　今日はこれを
やればいいんだな"	"なるほど　今日はこれを
やればいいんだな"	"なるほど　今日はこれを
やればいいんだな"
144	"ふむふむ
今日中に終わりそうやね"	"ふむふむ
今日中に終わりそうやね"	"ふむふむ
今日中に終わりそうやね"	"ふむふむ
今日中に終わりそうやね"
145	今日はこれかあ	今日はこれかあ	今日はこれかあ	今日はこれかあ
146	バイト　いってきまーす！	バイト　いってきまーす！	バイト　いってきまーす！	バイト　いってきまーす！
147	バイト行くかあ	バイト行くかあ	バイト行くかあ	バイト行くかあ
148	ふー　そろそろバイトの時間か	ふー　そろそろバイトの時間か	ふー　そろそろバイトの時間か	ふー　そろそろバイトの時間か
149	バイト　行こかー	バイト　行こかー	バイト　行こかー	バイト　行こかー
150	バイトの時間だー	バイトの時間だー	バイトの時間だー	バイトの時間だー
151	"わぁー
ずいぶん高い所まできたねぃ"	"わぁー
ずいぶん高い所まできたねぃ"	"わぁー
ずいぶん高い所まできたねぃ"	"わぁー
ずいぶん高い所まできたねぃ"
152	"こんなとこまで来たのか
…案外高いな"	"こんなとこまで来たのか
…案外高いな"	"こんなとこまで来たのか
…案外高いな"	"こんなとこまで来たのか
…案外高いな"
153	見晴らしすげーなぁ！	見晴らしすげーなぁ！	見晴らしすげーなぁ！	見晴らしすげーなぁ！
154	えらい高いところやねぇ	えらい高いところやねぇ	えらい高いところやねぇ	えらい高いところやねぇ
155	結構上まで来れた…かな？	結構上まで来れた…かな？	結構上まで来れた…かな？	結構上まで来れた…かな？
156	"ドキドキするけど…
がんばろう！"	"ドキドキするけど…
がんばろう！"	"ドキドキするけど…
がんばろう！"	"ドキドキするけど…
がんばろう！"
157	よし　行くか	よし　行くか	よし　行くか	よし　行くか
158	よーし　いっちょやってみるか！	よーし　いっちょやってみるか！	よーし　いっちょやってみるか！	よーし　いっちょやってみるか！
159	"当たって砕け…んように
がんばろな"	"当たって砕け…んように
がんばろな"	"当たって砕け…んように
がんばろな"	"当たって砕け…んように
がんばろな"
160	よーし　挑戦してみよう	よーし　挑戦してみよう	よーし　挑戦してみよう	よーし　挑戦してみよう
161	どのステージをやろうかねぃ	どのステージをやろうかねぃ	どのステージをやろうかねぃ	どのステージをやろうかねぃ
162	どこに行こうかな	どこに行こうかな	どこに行こうかな	どこに行こうかな
163	どれにするかなー	どれにするかなー	どれにするかなー	どれにするかなー
164	どないする？	どないする？	どないする？	どないする？
165	どれにしようかな	どれにしようかな	どれにしようかな	どれにしようかな
166	どの服にする？	要穿哪件衣服呢？	What kind of clothing will you choose?	어떤 옷을 입을래?
167	"いろんなサポートカードが
あるんだねぃ"	"有很多輔助卡
的樣子呢。"	"There are a lot of different
support cards, right?"	"다양한 서포트 카드가
있구나~"
168	わくわくするものばかりだねぃ	每件事都讓人好興奮喔。	Everything's all so exciting, right?	두근거리는 일들 뿐이야~
169	いっぱいあるな	有好多東西喔。	There's a lot.	잔뜩 있네
170	おお　こんなに…	喔喔，還真多呢……	Oh, wow...	오오, 이렇게나…
171	ギアはここか	用品在這裡啊。	Gear can be found here.	기어는 여기인가
172	色んな服があるぞ	有好多種衣服喔。	There are a lot of clothes.	다양한 옷이 있어
173	懐かしいのが沢山あるな	有好多讓人懷念的東西喔。	There's a lot of nostalgia here.	그리운 것들이 잔뜩 있네
174	"いろんなギアがあるなー
ワクワクするぜ"	"有好多種用品耶──
真讓人興奮。"	"There's so much gear!
My heart is moved."	"다양한 기어가 있네~
가슴 뛰는구만"
175	どれも　ええ感じやなぁ	每個好像都不錯耶。	All of them are so thoughtful.	전부 다 좋아보인데이
176	思い出って　ええもんやね	回憶真的是好東西呢。	Those are some good memories.	추억이란 좋은 기라
177	いろんなギアがあるんやなぁ	有好多種用品耶。	There's a lot of different gear.	기어가 이거저거 많데이~
178	色々あるねー	有好多種東西耶──	There's so many.	여러 가지가 있네~
179	なんか　懐かしいなー	感覺好令人懷念哦──	This takes me back.	왠지 그립다~
180	たくさんあるねー	有不少東西耶──	There's everything!	잔뜩 있네~
181	どんどん強くなってるよ！	變得越來越厲害了喔！	Let's get stronger!	점점 강해지고 있어!
182	これで強くなれそうだ	這樣子好像能變很強呢。	We can get stronger this way.	이걸로 강해질 수 있겠는데
183	強くなったんじゃねーか？	是不是變強了一點啊？	You just got stronger.	강해지지 않았을까~?
184	強なったなぁ	變強了呢。	I got stronger.	강해졌네~
185	これで強くなれるかな？	這樣子就能變很強嗎？	Am I stronger now?	이걸로 더 강해지려나?
186	ランクアップ　おめでとう！	恭喜提升階級！	Congrats on ranking up!	랭크 업 축하해!
187	ランクアップしたぞ	階級提升囉。	The rank went up.	랭크 업 했어
188	"コスチュームのランクが
あがったな！"	"服裝的階級
提升了呢！"	The costume's rank increased!	"코스튬 랭크가
올랐구나!"
189	おぉー　ランクが上がったな	哦哦，階級提升了喔。	Ooh, the rank increased.	오오~ 랭크가 올라갔데이
190	ランクアップしたよー	階級提升囉──	Costume's rank increased!	랭크 업 했어~
191	サポートカード　強くなったね	輔助卡變得更厲害了呢。	The support card became stronger.	서포트 카드, 강해졌네
192	強化は基本だな	強化可是基本呢。	You should always enhance.	강화는 기본이지
193	よし　強化完了だな	很好，強化完成啦。	Alright, done enhancing.	좋아, 강화 완료군
194	"サポートカードが
また強くなったで"	"輔助卡
變得更強了呢。"	The support card became stronger again.	"서포트 카드가
더 강해졌데이"
195	じゃーん！　どうかな	鏘──！怎麼樣啊？	Ta-da! How is it?	짠~! 어때?
196	"サポートカードが
ランクアップしたよ！"	"輔助卡
提升階級了喔！"	The support card ranked up!	"서포트 카드가
랭크 업 됐어!"
197	ランクアップだ	階級提升啦。	Card rank went up.	랭크 업이야
198	"サポートカードのランクが
あがったぞ"	"輔助卡的階級
提升了呢。"	The support card rank increased.	"서포트 카드의 랭크가
올라갔어"
199	"サポートカード
ランクアップやで"	"輔助卡
提升階級啦。"	The support card ranked up!	"서포트 카드가
랭크 업 됐데이!"
200	"ランクアップだー
まだいけそうだね"	"階級提升啦──
還能繼續的樣子呢。"	"The rank increased.
Seems good to me."	"랭크 업이야~
아직 더 할 수 있겠네"
201	"思い出を振り返ると
幸せな気持ちになるなぁ"	"每當回想起這些事情
心中都會充滿著幸福呢。"	"Looking back at all the memories
makes me happy."	"추억을 되짚어보면
행복에 빠지게 돼~"
202	"こんなのあったっけ
…懐かしい"	"以前有用過這個嗎
……好懷念啊。"	"Something like this happened?
How nostalgic."	"이런 게 있었나
…그립네"
203	"アルバムだな
懐かしいのがいっぱいだ"	"是相簿耶。
好多懷念的照片喔。"	"This is the album.
Brings back so many memories."	"앨범이네
그리운 순간들이 잔뜩 있어"
204	いろんなことがあったなぁ	發生過好多事耶。	So many things happened...	많은 일이 있었제~
205	"わぁー
どれから見ようかな"	"哇──
要先從哪個開始呢？"	"Wow.
Where should I start?"	"와아~
뭐부터 볼까?"
206	たくさん貯めると　いいことが…？	たくさん貯めると　いいことが…？	たくさん貯めると　いいことが…？	たくさん貯めると　いいことが…？
207	次もがんばらないと	次もがんばらないと	次もがんばらないと	次もがんばらないと
208	どんどん上を目指すぞー！	どんどん上を目指すぞー！	どんどん上を目指すぞー！	どんどん上を目指すぞー！
209	次まで　あと何個やろ	次まで　あと何個やろ	次まで　あと何個やろ	次まで　あと何個やろ
210	次を目指してやってみよう	次を目指してやってみよう	次を目指してやってみよう	次を目指してやってみよう
211	コレクションをたしかめよう！	來看看收藏品吧！	Let's check out the collection!	컬렉션을 확인해 보자!
212	"なんか役に立ちそうなの
あるかな"	"有沒有什麼
派得上用場的東西呢。"	I wonder if there's anything useful.	"뭔가 도움이 될만한 게
있을까"
213	"アイテム一覧かー
あれ　こんなの持ってたっけ"	"是道具清單啊──
奇怪，有拿過這東西嗎？"	"This is the item list...
Were there so many in here?"	"아이템 목록이라~
어라, 이런 것도 있었던가?"
214	便利なもんばっかやで	都是很方便的東西喔。	This is pretty convenient.	편리한 물건들이 잔뜩하데이~
215	何を使おうかな？	要用什麼呢？	What should I use?	뭘 써볼까?
216	ねえねえ　この服どうかな？	我問妳喔，這件衣服怎麼樣啊？	Hey, what do you think of these clothes?	있잖아, 이 옷 어때?
217	似合ってるよ	很搭喔。	Looks good.	잘 어울려
218	…どうかな　これ	……這個怎麼樣啊。	How's this?	…어때, 이거
219	おお　似合ってるじゃん	喔喔，挺好看的嘛。	Oh, these are fitting.	오오, 잘 어울리는데~
220	この服なんていいんじゃねーか？	這件衣服挺好看的耶。	These clothes are fine, right?	이 옷 괜찮지 않아~?
221	あきちゃん　かわいい！	小明好可愛喔！	That's so cute, Aki-chan!	아키, 귀여워!
222	おしゃれするの　楽しいなぁ	穿搭換裝很有趣呢。	It's fun to dress up.	몸단장 하니께 재미난다
223	似合ってるよー	很搭喔──	It looks good!	잘 어울려~
224	この服　似合うかなー	這件衣服不知道好不好看耶──	Do these look good on me?	이 옷, 어울리려나~?
225	へえ　いいじゃん	哦──不錯啊。	Hey, looks good.	오~ 괜찮은걸
226	見てみて　この写真！	妳看妳看這張照片！	Look at this photo!	이거 봐, 이 사진!
227	みんな　ええ顔しとるわぁ	大家的表情都好開心喔。	Everyone looks like they're having fun.	다들 표정들이 좋다 아이가
228	"楽しそうな顔してるなー
これとか"	"妳的表情看起來很開心呢──
像是這個。"	Looks like you're having fun here.	"즐거워 보이는 표정이네…
이것도 그렇고"
229	いい思い出やね	真是美好的回憶耶。	Those are some good memories.	좋은 추억이었제~
230	みんないい思い出だな	每個都是美好的回憶哦。	These are some good memories.	전부 좋은 추억이지
