id	ja	zh-TW	en	ko
1007	チャプター7	第七章	Chapter 7	제7장
1008	チャプター8	第八章	Chapter 8	제8장
1009	チャプター9	第九章	Chapter 9	제9장
1010	チャプター10	第十章	Chapter 10	제10장
1011	チャプター11	第十一章	Chapter 11	제11장
1012	チャプター12	第十二章	Chapter 12	제12장
1013	チャプター13	第十三章	Chapter 13	제13장
1014	チャプター14	第十四章	Chapter 14	제14장
1015	チャプター15	第十五章	Chapter 15	제15장
1016	チャプター16	第十六章	Chapter 16	제16장
1017	チャプター17	第十七章	Chapter 17	제17장
1018	チャプター18	第十八章	Chapter 18	제18장
1019	チャプター19	第十九章	Chapter 19	제19장
1020	チャプター20	第二十章	Chapter 20	제20장
1021	チャプター21	第二十一章	Chapter 21	제21장
1022	チャプター22	第二十二章	Chapter 22	제22장
1023	チャプター23	第二十三章	Chapter 23	제23장
1024	チャプター24	第二十四章	Chapter 24	제24장
1025	チャプター25	第二十五章	Chapter 25	제25장
1026	チャプター26	第二十六章	Chapter 26	제26장
1027	チャプター27	第二十七章	Chapter 27	제27장
1028	チャプター28	第二十八章	Chapter 28	제28장
1029	チャプター29	第二十九章	Chapter 29	제29장
1030	チャプター30	第三十章	Chapter 30	제30장
1031	チャプター31	第三十一章	Chapter 31	제31장
1032	チャプター32	第三十二章	Chapter 32	제32장
1033	チャプター33	第三十三章	Chapter 33	제33장
1034	チャプター34	第三十四章	Chapter 34	제34장
1035	チャプター35	第三十五章	Chapter 35	제35장
1036	チャプター36	第三十六章	Chapter 36	제36장
1037	チャプター37	第三十七章	Chapter 37	제37장
1038	チャプター38	第三十八章	Chapter 38	제38장
1039	チャプター39	第三十九章	Chapter 39	제39장
1040	チャプター40	第四十章	Chapter 40	제40장
1041	チャプター41	第四十一章	Chapter 41	제41장
1042	チャプター42	第四十二章	Chapter 42	제42장
1043	チャプター43	第四十三章	Chapter 43	제43장
1044	チャプター44	第四十四章	Chapter 44	제44장
1045	チャプター45	第四十五章	Chapter 45	제45장
1046	チャプター46	第四十六章	Chapter 46	제46장
1047	チャプター47	第四十七章	Chapter 47	제47장
1048	チャプター48	第四十八章	Chapter 48	제48장
1049	チャプター49	第四十九章	Chapter 49	제49장
1050	チャプター50	第五十章	Chapter 50	제50장
1051	チャプター51	第五十一章	Chapter 51	제51장
1052	チャプター52	第五十二章	Chapter 52	제52장
1053	チャプター53	第五十三章	Chapter 53	제53장
1054	チャプター54	第五十四章	Chapter 54	제54장
1055	チャプター55	第五十五章	Chapter 55	제55장
2000	ガイド機能のテストチャプターです	ガイド機能のテストチャプターです	ガイド機能のテストチャプターです	ガイド機能のテストチャプターです
2001	チャプター1：ふじさんとカレーめん①	第一章：富士山與咖哩泡麵①	Chapter 1 : Mount Fuji and Curry Noodles ①	제1장：후지산과 카레면①
2002	チャプター2：ふじさんとカレーめん②	第二章：富士山與咖哩泡麵②	Chapter 2 : Mount Fuji and Curry Noodles ②	제2장：후지산과 카레면②
2003	チャプター3：ふじさんとカレーめん③	第三章：富士山與咖哩泡麵③	Chapter 3 : Mount Fuji and Curry Noodles ③	제3장：후지산과 카레면③
2004	チャプター4：ふじさんとカレーめん④	第四章：富士山與咖哩泡麵④	Chapter 4 : Mount Fuji and Curry Noodles ④	제4장：후지산과 카레면④
2005	チャプター5：ふじさんとカレーめん⑤	第五章：富士山與咖哩泡麵⑤	Chapter 5 : Mount Fuji and Curry Noodles ⑤	제5장：후지산과 카레면⑤
2006	チャプター6：ふじさんとカレーめん⑥	第六章：富士山與咖哩泡麵⑥	Chapter 6 : Mount Fuji and Curry Noodles ⑥	제6장：후지산과 카레면⑥
2007	チャプター7：ふじさんとカレーめん⑦	第七章：富士山與咖哩泡麵⑦	Chapter 7 : Mount Fuji and Curry Noodles ⑦	제7장：후지산과 카레면⑦
2008	チャプター8：ふじさんとカレーめん⑧	第八章：富士山與咖哩泡麵⑧	Chapter 8 : Mount Fuji and Curry Noodles ⑧	제8장：후지산과 카레면⑧
2009	チャプター9：ふじさんとカレーめん⑨	第九章：富士山與咖哩泡麵⑨	Chapter 9 : Mount Fuji and Curry Noodles ⑨	제9장：후지산과 카레면⑨
2010	チャプター10：ふじさんとカレーめん⑩	第十章：富士山與咖哩泡麵⑩	Chapter 10 : Mount Fuji and Curry Noodles ⑩	제10장：후지산과 카레면⑩
2011	チャプター11：ふじさんとカレーめん⑪	第十一章：富士山與咖哩泡麵⑪	Chapter 11 : Mount Fuji and Curry Noodles ⑪	제11장：후지산과 카레면⑪
2012	チャプター12：ようこそ 野クルへ！①	第十二章：歡迎來到野活組！①	Chapter 12 : Welcome to the Outclub! ①	제12장：야클에 온 걸 환영해!①
2013	チャプター13：ようこそ 野クルへ！②	第十三章：歡迎來到野活組！②	Chapter 13 : Welcome to the Outclub! ②	제13장：야클에 온 걸 환영해!②
2014	チャプター14：ようこそ 野クルへ！③	第十四章：歡迎來到野活組！③	Chapter 14 : Welcome to the Outclub! ③	제14장：야클에 온 걸 환영해!③
2015	チャプター15：ようこそ 野クルへ！④	第十五章：歡迎來到野活組！④	Chapter 15 : Welcome to the Outclub! ④	제15장：야클에 온 걸 환영해!④
2016	チャプター16：ようこそ 野クルへ！⑤	第十六章：歡迎來到野活組！⑤	Chapter 16 : Welcome to the Outclub! ⑤	제16장：야클에 온 걸 환영해!⑤
2017	チャプター17：ようこそ 野クルへ！⑥	第十七章：歡迎來到野活組！⑥	Chapter 17 : Welcome to the Outclub! ⑥	제17장：야클에 온 걸 환영해!⑥
2018	チャプター18：ようこそ 野クルへ！⑦	第十八章：歡迎來到野活組！⑦	Chapter 18 : Welcome to the Outclub! ⑦	제18장：야클에 온 걸 환영해!⑦
2019	チャプター19：ようこそ 野クルへ！⑧	第十九章：歡迎來到野活組！⑧	Chapter 19 : Welcome to the Outclub! ⑧	제19장：야클에 온 걸 환영해!⑧
2020	チャプター20：ようこそ 野クルへ！⑨	第二十章：歡迎來到野活組！⑨	Chapter 20 : Welcome to the Outclub! ⑨	제20장：야클에 온 걸 환영해!⑨
2021	チャプター21：ようこそ 野クルへ！⑩	第二十一章：歡迎來到野活組！⑩	Chapter 21 : Welcome to the Outclub! ⑩	제21장：야클에 온 걸 환영해!⑩
2022	チャプター22：ようこそ 野クルへ！⑪	第二十二章：歡迎來到野活組！⑪	Chapter 22 : Welcome to the Outclub! ⑪	제22장：야클에 온 걸 환영해!⑪
2023	チャプター23：ふじさんとまったりお鍋キャンプ①	第二十三章：富士山與悠閒火鍋露營①	Chapter 23 : Mount Fuji and Easy Hotpot①	제23장：후지산과 느긋한 전골 캠핑①
2024	チャプター24：ふじさんとまったりお鍋キャンプ②	第二十四章：富士山與悠閒火鍋露營②	Chapter 24 : Mount Fuji and Easy Hotpot②	제24장：후지산과 느긋한 전골 캠핑②
2025	チャプター25：ふじさんとまったりお鍋キャンプ③	第二十五章：富士山與悠閒火鍋露營③	Chapter 25 : Mount Fuji and Easy Hotpot③	제25장：후지산과 느긋한 전골 캠핑③
2026	チャプター26：ふじさんとまったりお鍋キャンプ④	第二十六章：富士山與悠閒火鍋露營④	Chapter 26 : Mount Fuji and Easy Hotpot④	제26장：후지산과 느긋한 전골 캠핑④
2027	チャプター27：ふじさんとまったりお鍋キャンプ⑤	第二十七章：富士山與悠閒火鍋露營⑤	Chapter 27 : Mount Fuji and Easy Hotpot⑤	제27장：후지산과 느긋한 전골 캠핑⑤
2028	チャプター28：ふじさんとまったりお鍋キャンプ⑥	第二十八章：富士山與悠閒火鍋露營⑥	Chapter 28 : Mount Fuji and Easy Hotpot⑥	제28장：후지산과 느긋한 전골 캠핑⑥
2029	チャプター29：ふじさんとまったりお鍋キャンプ⑦	第二十九章：富士山與悠閒火鍋露營⑦	Chapter 29 : Mount Fuji and Easy Hotpot⑦	제29장：후지산과 느긋한 전골 캠핑⑦
2030	チャプター30：ふじさんとまったりお鍋キャンプ⑧	第三十章：富士山與悠閒火鍋露營⑧	Chapter 30 : Mount Fuji and Easy Hotpot⑧	제30장：후지산과 느긋한 전골 캠핑⑧
2031	チャプター31：ふじさんとまったりお鍋キャンプ⑨	第三十一章：富士山與悠閒火鍋露營⑨	Chapter 31 : Mount Fuji and Easy Hotpot⑨	제31장：후지산과 느긋한 전골 캠핑⑨
2032	チャプター32：ふじさんとまったりお鍋キャンプ⑩	第三十二章：富士山與悠閒火鍋露營⑩	Chapter 32 : Mount Fuji and Easy Hotpot⑩	제32장：후지산과 느긋한 전골 캠핑⑩
2033	チャプター33：ふじさんとまったりお鍋キャンプ⑪	第三十三章：富士山與悠閒火鍋露營⑪	Chapter 33 : Mount Fuji and Easy Hotpot⑪	제33장：후지산과 느긋한 전골 캠핑⑪
2034	チャプター34：野クルとソロキャンガール①	第三十四章：野活組與單人露營女孩①	Chapter 34 : The Outclub and the Solo Camper①	제34장：야클과 솔로 캠핑 걸①
2035	チャプター35：野クルとソロキャンガール②	第三十五章：野活組與單人露營女孩②	Chapter 35 : The Outclub and the Solo Camper②	제35장：야클과 솔로 캠핑 걸②
2036	チャプター36：野クルとソロキャンガール③	第三十六章：野活組與單人露營女孩③	Chapter 36 : The Outclub and the Solo Camper③	제36장：야클과 솔로 캠핑 걸③
2037	チャプター37：野クルとソロキャンガール④	第三十七章：野活組與單人露營女孩④	Chapter 37 : The Outclub and the Solo Camper④	제37장：야클과 솔로 캠핑 걸④
2038	チャプター38：野クルとソロキャンガール⑤	第三十八章：野活組與單人露營女孩⑤	Chapter 38 : The Outclub and the Solo Camper⑤	제38장：야클과 솔로 캠핑 걸⑤
2039	チャプター39：野クルとソロキャンガール⑥	第三十九章：野活組與單人露營女孩⑥	Chapter 39 : The Outclub and the Solo Camper⑥	제39장：야클과 솔로 캠핑 걸⑥
2040	チャプター40：野クルとソロキャンガール⑦	第四十章：野活組與單人露營女孩⑦	Chapter 40 : The Outclub and the Solo Camper⑦	제40장：야클과 솔로 캠핑 걸⑦
2041	チャプター41：野クルとソロキャンガール⑧	第四十一章：野活組與單人露營女孩⑧	Chapter 41 : The Outclub and the Solo Camper⑧	제41장：야클과 솔로 캠핑 걸⑧
2042	チャプター42：野クルとソロキャンガール⑨	第四十二章：野活組與單人露營女孩⑨	Chapter 42 : The Outclub and the Solo Camper⑨	제42장：야클과 솔로 캠핑 걸⑨
2043	チャプター43：野クルとソロキャンガール⑩	第四十三章：野活組與單人露營女孩⑩	Chapter 43 : The Outclub and the Solo Camper⑩	제43장：야클과 솔로 캠핑 걸⑩
2044	チャプター44：野クルとソロキャンガール⑪	第四十四章：野活組與單人露營女孩⑪	Chapter 44 : The Outclub and the Solo Camper⑪	제44장：야클과 솔로 캠핑 걸⑪
2045	チャプター45：二つのキャンプ、二人の景色①	第四十五章：兩處露營，不同景色①	Chapter 45 : Two Camps, Two Views①	제45장：두 개의 캠핑, 두 사람의 풍경①
2046	チャプター46：二つのキャンプ、二人の景色②	第四十六章：兩處露營，不同景色②	Chapter 46 : Two Camps, Two Views②	제46장：두 개의 캠핑, 두 사람의 풍경②
2047	チャプター47：二つのキャンプ、二人の景色③	第四十七章：兩處露營，不同景色③	Chapter 47 : Two Camps, Two Views③	제47장：두 개의 캠핑, 두 사람의 풍경③
2048	チャプター48：二つのキャンプ、二人の景色④	第四十八章：兩處露營，不同景色④	Chapter 48 : Two Camps, Two Views④	제48장：두 개의 캠핑, 두 사람의 풍경④
2049	チャプター49：二つのキャンプ、二人の景色⑤	第四十九章：兩處露營，不同景色⑤	Chapter 49 : Two Camps, Two Views⑤	제49장：두 개의 캠핑, 두 사람의 풍경⑤
2050	チャプター50：二つのキャンプ、二人の景色⑥	第五十章：兩處露營，不同景色⑥	Chapter 50 : Two Camps, Two Views⑥	제50장：두 개의 캠핑, 두 사람의 풍경⑥
2051	チャプター51：二つのキャンプ、二人の景色⑦	第五十一章：兩處露營，不同景色⑦	Chapter 51 : Two Camps, Two Views⑦	제51장：두 개의 캠핑, 두 사람의 풍경⑦
2052	チャプター52：二つのキャンプ、二人の景色⑧	第五十二章：兩處露營，不同景色⑧	Chapter 52 : Two Camps, Two Views⑧	제52장：두 개의 캠핑, 두 사람의 풍경⑧
2053	チャプター53：二つのキャンプ、二人の景色⑨	第五十三章：兩處露營，不同景色⑨	Chapter 53 : Two Camps, Two Views⑨	제53장：두 개의 캠핑, 두 사람의 풍경⑨
2054	チャプター54：二つのキャンプ、二人の景色⑩	第五十四章：兩處露營，不同景色⑩	Chapter 54 : Two Camps, Two Views⑩	제54장：두 개의 캠핑, 두 사람의 풍경⑩
2055	チャプター55：二つのキャンプ、二人の景色⑪	第五十五章：兩處露營，不同景色⑪	Chapter 55 : Two Camps, Two Views⑪	제55장：두 개의 캠핑, 두 사람의 풍경⑪
3000	テスト用のチャプター0だよ！	テスト用のチャプター0だよ！	テスト用のチャプター0だよ！	テスト用のチャプター0だよ！
3001	これはチャプター1です	これはチャプター１です	これはチャプター１です	これはチャプター１です
3002	これはチャプター2です	これはチャプター2です	これはチャプター2です	これはチャプター2です
3003	これはチャプター3です	これはチャプター3です	これはチャプター3です	これはチャプター3です
3004	これはチャプター4です	これはチャプター4です	これはチャプター4です	これはチャプター4です
3005	これはチャプター5です	これはチャプター5です	これはチャプター5です	これはチャプター5です
3006	これはチャプター6です	これはチャプター6です	これはチャプター6です	これはチャプター6です
3007	これはチャプター7です	これはチャプター7です	これはチャプター7です	これはチャプター7です
3008	これはチャプター8です	これはチャプター8です	これはチャプター8です	これはチャプター8です
3009	これはチャプター9です	これはチャプター9です	これはチャプター9です	これはチャプター9です
3010	これはチャプター10です	これはチャプター10です	これはチャプター10です	これはチャプター10です
3011	これはチャプター11です	これはチャプター11です	これはチャプター11です	これはチャプター11です
3012	これはチャプター12です	これはチャプター12です	これはチャプター12です	これはチャプター12です
3013	これはチャプター13です	これはチャプター13です	これはチャプター13です	これはチャプター13です
3014	これはチャプター14です	これはチャプター14です	これはチャプター14です	これはチャプター14です
3015	これはチャプター15です	これはチャプター15です	これはチャプター15です	これはチャプター15です
3016	これはチャプター16です	これはチャプター16です	これはチャプター16です	これはチャプター16です
3017	これはチャプター17です	これはチャプター17です	これはチャプター17です	これはチャプター17です
3018	これはチャプター18です	これはチャプター18です	これはチャプター18です	これはチャプター18です
3019	これはチャプター19です	これはチャプター19です	これはチャプター19です	これはチャプター19です
3020	これはチャプター20です	これはチャプター20です	これはチャプター20です	これはチャプター20です
3021	これはチャプター21です	これはチャプター21です	これはチャプター21です	これはチャプター21です
3022	これはチャプター22です	これはチャプター22です	これはチャプター22です	これはチャプター22です
3023	これはチャプター23です	これはチャプター23です	これはチャプター23です	これはチャプター23です
3024	これはチャプター24です	これはチャプター24です	これはチャプター24です	これはチャプター24です
3025	これはチャプター25です	これはチャプター25です	これはチャプター25です	これはチャプター25です
3026	これはチャプター26です	これはチャプター26です	これはチャプター26です	これはチャプター26です
3027	これはチャプター27です	これはチャプター27です	これはチャプター27です	これはチャプター27です
3028	これはチャプター28です	これはチャプター28です	これはチャプター28です	これはチャプター28です
3029	これはチャプター29です	これはチャプター29です	これはチャプター29です	これはチャプター29です
3030	これはチャプター30です	これはチャプター30です	これはチャプター30です	これはチャプター30です
3031	これはチャプター31です	これはチャプター31です	これはチャプター31です	これはチャプター31です
3032	これはチャプター32です	これはチャプター32です	これはチャプター32です	これはチャプター32です
3033	これはチャプター33です	これはチャプター33です	これはチャプター33です	これはチャプター33です
3034	これはチャプター34です	これはチャプター34です	これはチャプター34です	これはチャプター34です
3035	これはチャプター35です	これはチャプター35です	これはチャプター35です	これはチャプター35です
3036	これはチャプター36です	これはチャプター36です	これはチャプター36です	これはチャプター36です
3037	これはチャプター37です	これはチャプター37です	これはチャプター37です	これはチャプター37です
3038	これはチャプター38です	これはチャプター38です	これはチャプター38です	これはチャプター38です
3039	これはチャプター39です	これはチャプター39です	これはチャプター39です	これはチャプター39です
3040	これはチャプター40です	これはチャプター40です	これはチャプター40です	これはチャプター40です
3041	これはチャプター41です	これはチャプター41です	これはチャプター41です	これはチャプター41です
3042	これはチャプター42です	これはチャプター42です	これはチャプター42です	これはチャプター42です
3043	これはチャプター43です	これはチャプター43です	これはチャプター43です	これはチャプター43です
3044	これはチャプター44です	これはチャプター44です	これはチャプター44です	これはチャプター44です
3045	これはチャプター45です	これはチャプター45です	これはチャプター45です	これはチャプター45です
3046	これはチャプター46です	これはチャプター46です	これはチャプター46です	これはチャプター46です
3047	これはチャプター47です	これはチャプター47です	これはチャプター47です	これはチャプター47です
3048	これはチャプター48です	これはチャプター48です	これはチャプター48です	これはチャプター48です
3049	これはチャプター49です	これはチャプター49です	これはチャプター49です	これはチャプター49です
3050	これはチャプター50です	これはチャプター50です	これはチャプター50です	これはチャプター50です
3051	これはチャプター51です	これはチャプター51です	これはチャプター51です	これはチャプター51です
3052	これはチャプター52です	これはチャプター52です	これはチャプター52です	これはチャプター52です
3053	これはチャプター53です	これはチャプター53です	これはチャプター53です	これはチャプター53です
3054	これはチャプター54です	これはチャプター54です	これはチャプター54です	これはチャプター54です
3055	これはチャプター55です	これはチャプター55です	これはチャプター55です	これはチャプター55です
10001	その他の遷移への誘導文言1	その他の遷移への誘導文言1	その他の遷移への誘導文言1	その他の遷移への誘導文言1
10002	その他の遷移への誘導文言2	その他の遷移への誘導文言2	その他の遷移への誘導文言2	その他の遷移への誘導文言2
11001	キャンプをプレイしてギアを集めよう！	玩營地遊戲，收集裝備吧！	Play Camp and collect gear!	캠핑을 플레이하여 기어를 수집!
11002	ギアをもっと集めよう2	ギアをもっと集めよう2	ギアをもっと集めよう2	ギアをもっと集めよう2
