id	ja	zh-TW	en	ko
149006	フレーム「オレンジ」	框架「橙色」	"Frame ""Orange"""	"프레임 ""오렌지"""
149007	フレーム「ちくわ」	框架「竹輪」	"Frame ""Chikuwa"""	"프레임 ""치쿠와"""
150001	通常	一般	Normal	일반
150002	にっこり	微笑	Smile	미소지며
150003	笑顔	微笑	Smile	웃는 얼굴
150004	怒り	憤怒	Anger	분노
150005	悲しい	傷心	Sad	슬픈
150006	驚き	驚訝	Surprise	놀람
160001	通常レンズ	一般鏡頭	Normal Lens	일반 렌즈
160002	広角レンズ	廣角鏡頭	Wide-Angle Lens	광각 렌즈
160003	望遠レンズ	望遠鏡頭	Telephoto Lens	망원 렌즈
160004	魚眼レンズ	魚眼鏡頭	Fisheye Lens	어안 렌즈
170001	ARフレーム「ゆるキャン」	AR框架「搖曳露營」	"AR Frame ""Laid-Back Camp"""	AR 프레임「유루캠」
200001	キャラ	角色	Character	캐릭터
200002	イベント	活動	Events	이벤트
200003	クラブポイント	俱樂部點數	Club Points	클럽 포인트
250001	スタンプ「なでしこ」	貼圖「撫子」	"Stamp ""Nadeshiko"""	"스탬프 ""나데시코"""
250002	スタンプ「リン」	貼圖「凜」	"Stamp ""Rin"""	"스탬프 ""린"""
250003	スタンプ「千明」	貼圖「千明」	"Stamp ""Chiaki"""	"스탬프 ""치아키"""
250004	スタンプ「あおい」	貼圖「葵」	"Stamp ""Aoi"""	"스탬프 ""아오이"""
250005	スタンプ「恵那」	貼圖「惠那」	"Stamp ""Ena"""	"스탬프 ""에나"""
250006	スタンプ「謎のキャラ」	貼圖「神秘角色」	"Stamp ""Rin"""	"스탬프 ""린"""
250007	スタンプ「コンニチワ」	貼圖「你好」	"Stamp ""Hello"""	"스탬프 ""안녕하세요"""
250008	スタンプ「つかれた」	貼圖「累了」	"Stamp ""Tired"""	"스탬프 ""피곤한"""
260001	スタンプ「なでしこ」	貼圖「撫子」	"Stamp ""Nadeshiko"""	"스탬프 ""나데시코"""
260002	スタンプ「リン」	貼圖「凜」	"Stamp ""Rin"""	"스탬프 ""린"""
270101	スタンプ「旅キャンはじまり！RECAMPおだわら」	貼圖「出發去旅遊露營！RECAMP小田原」	"Stamp ""Travel Camping Begins! RECAMP Odawara!"""	"스탬프 ""여행캠 시작! RECAMP 오다와라"""
270118	スタンプ「ブロンズ会員」	貼圖「銅牌會員」	"Stamp ""Bronze MBR"""	"스탬프 ""브론즈 회원"""
270119	スタンプ「シルバー会員1」	貼圖「銀牌會員1」	"Stamp ""Silver MBR 1"""	"스탬프 ""실버 회원 1!"
270120	スタンプ「シルバー会員2」	貼圖「銀牌會員2」	"Stamp ""Silver MBR 2"""	"스탬프 ""실버 회원 2"""
270121	スタンプ「シルバー会員3」	貼圖「銀牌會員3」	"Stamp ""Silver MBR 3"""	"스탬프 ""실버 회원 3"""
270122	スタンプ「シルバー会員4」	貼圖「銀牌會員4」	"Stamp ""Silver MBR 4"""	"스탬프 ""실버 회원 4"""
270123	スタンプ「シルバー会員5」	貼圖「銀牌會員5」	"Stamp ""Silver MBR 5"""	"스탬프 ""실버 회원 5"""
270124	スタンプ「ゴールド会員1」	貼圖「金牌會員1」	"Stamp ""Gold MBR 1"""	"스탬프 ""골드 회원 1"""
270125	スタンプ「ゴールド会員2」	貼圖「金牌會員2」	"Stamp ""Gold MBR 2"""	"스탬프 ""골드 회원 2"""
270126	スタンプ「ゴールド会員3」	貼圖「金牌會員3」	"Stamp ""Gold MBR 3"""	"스탬프 ""골드 회원 3"""
270127	スタンプ「ゴールド会員4」	貼圖「金牌會員4」	"Stamp ""Gold MBR 4"""	"스탬프 ""골드 회원 4"""
270128	スタンプ「ゴールド会員5」	貼圖「金牌會員5」	"Stamp ""Gold MBR 5"""	"스탬프 ""골드 회원 5"""
270129	スタンプ「ブラック会員」	貼圖「黑牌會員」	"Stamp ""Black MBR"""	"스탬프 ""블랙 회원"""
270201	スタンプ「夏だ！ビーチだ！海キャンだ！ 1位」	貼圖「出發去旅遊露營！RECAMP小田原」	"Stamp ""Travel Camping Begins! RECAMP Odawara!"""	"스탬프 ""여행캠 시작! RECAMP 오다와라"""
270202	スタンプ「夏だ！ビーチだ！海キャンだ！ 2位」	貼圖「出發去旅遊露營！RECAMP小田原」	"Stamp ""Travel Camping Begins! RECAMP Odawara!"""	"스탬프 ""여행캠 시작! RECAMP 오다와라"""
270203	スタンプ「夏だ！ビーチだ！海キャンだ！ 3位」	貼圖「出發去旅遊露營！RECAMP小田原」	"Stamp ""Travel Camping Begins! RECAMP Odawara!"""	"스탬프 ""여행캠 시작! RECAMP 오다와라"""
270204	スタンプ「夏だ！ビーチだ！海キャンだ！ TOP5」	貼圖「出發去旅遊露營！RECAMP小田原」	"Stamp ""Travel Camping Begins! RECAMP Odawara!"""	"스탬프 ""여행캠 시작! RECAMP 오다와라"""
270205	スタンプ「夏だ！ビーチだ！海キャンだ！ TOP10」	貼圖「出發去旅遊露營！RECAMP小田原」	"Stamp ""Travel Camping Begins! RECAMP Odawara!"""	"스탬프 ""여행캠 시작! RECAMP 오다와라"""
270206	スタンプ「夏だ！ビーチだ！海キャンだ！ TOP50」	貼圖「出發去旅遊露營！RECAMP小田原」	"Stamp ""Travel Camping Begins! RECAMP Odawara!"""	"스탬프 ""여행캠 시작! RECAMP 오다와라"""
270207	スタンプ「夏だ！ビーチだ！海キャンだ！ TOP100」	貼圖「出發去旅遊露營！RECAMP小田原」	"Stamp ""Travel Camping Begins! RECAMP Odawara!"""	"스탬프 ""여행캠 시작! RECAMP 오다와라"""
270208	スタンプ「夏だ！ビーチだ！海キャンだ！ TOP500」	貼圖「出發去旅遊露營！RECAMP小田原」	"Stamp ""Travel Camping Begins! RECAMP Odawara!"""	"스탬프 ""여행캠 시작! RECAMP 오다와라"""
270209	スタンプ「夏だ！ビーチだ！海キャンだ！ TOP1000」	貼圖「出發去旅遊露營！RECAMP小田原」	"Stamp ""Travel Camping Begins! RECAMP Odawara!"""	"스탬프 ""여행캠 시작! RECAMP 오다와라"""
270210	スタンプ「夏だ！ビーチだ！海キャンだ！ TOP5000」	貼圖「出發去旅遊露營！RECAMP小田原」	"Stamp ""Travel Camping Begins! RECAMP Odawara!"""	"스탬프 ""여행캠 시작! RECAMP 오다와라"""
270211	スタンプ「夏だ！ビーチだ！海キャンだ！ TOP10000」	貼圖「出發去旅遊露營！RECAMP小田原」	"Stamp ""Travel Camping Begins! RECAMP Odawara!"""	"스탬프 ""여행캠 시작! RECAMP 오다와라"""
350052	ダミー	虛擬	Dummy	더미
350053	ダミー	虛擬	Dummy	더미
