id	type	member_id	motion	voice	text	text_id	cond_type	cond_type2	cond1	cond2	cond3	cond_start_time	cond_end_time	cond_start_date	cond_end_date	open_date	close_date
2000811		81	39	3030	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2000812	1	81	42	3029	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2000911		91	39	3030	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2000912	1	91	42	3029	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2001011		101	39	3021	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2001012	1	101	42	3048	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2001111		111	39	3002	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2001112	1	111	42	3031	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2001121		112	39	3046	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2001122	1	112	42	3045	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2001211		121	39	3004	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2001212	1	121	42	3040	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2001221		122	39	3040	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2001222	1	122	42	3029	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2001311		131	39	3048	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2001312	1	131	42	3030	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2001611		161	39	3022	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2001612	1	161	42	3032	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2100111		11	38	3021	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2100112	1	11	41	3032	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2100121		12	38	3021	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2100122	1	12	41	3034	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2100131		13	38	3021	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2100132	1	13	41	3029	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2100141		14	38	3006	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2100142	1	14	41	3001	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2100151		15	38	3030	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2100152	1	15	41	3029	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2100161		16	38	3008	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2100162	1	16	41	3021	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2100211		21	38	3003	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2100212	1	21	41	3010	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2100221		22	38	3021	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2100222	1	22	41	3042	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2100231		23	38	3029	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2100232	1	23	41	3032	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2100311		31	38	3012	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2100312	1	31	41	3022	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2100321		32	38	3012	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2100322	1	32	41	3048	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2100331		33	38	3020	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2100332	1	33	41	3031	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2100341		34	38	3019	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2100342	1	34	41	3001	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2100351		35	38	3045	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2100352	1	35	41	3006	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2100411		41	38	3003	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2100412	1	41	41	3049	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2100421		42	38	3012	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2100422	1	42	41	3039	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2100431		43	38	3021	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2100432	1	43	41	3022	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2100511		51	38	3009	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2100512	1	51	41	3004	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2100521		52	38	3021	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2100522	1	52	41	3010	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2100531		53	38	3012	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2100532	1	53	41	3020	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2100611		61	38	3021	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2100612	1	61	41	3004	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2100711		71	38	3030	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2100712	1	71	41	3029	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2100811		81	38	3030	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2100812	1	81	41	3029	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2100911		91	38	3030	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2100912	1	91	41	3029	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2101011		101	38	3045	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2101012	1	101	41	3047	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2101111		111	38	3021	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2101112	1	111	41	3022	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2101121		112	38	3034	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2101122	1	112	41	3010	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2101211		121	38	3036	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2101212	1	121	41	3003	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2101221		122	38	3021	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2101222	1	122	41	3031	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2101311		131	38	3021	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2101312	1	131	41	3009	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2101611		161	38	3013	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2101612	1	161	41	3008	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2200111		11	40	3045	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2200112	1	11	43	3022	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2200121		12	40	3031	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2200122	1	12	43	3022	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2200131		13	40	3030	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2200132	1	13	43	3010	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2200141		14	40	3009	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2200142	1	14	43	3004	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2200151		15	40	3030	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2200152	1	15	43	3029	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2200161		16	40	3009	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2200162	1	16	43	3004	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2200211		21	40	3046	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2200212	1	21	43	3004	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2200221		22	40	3008	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2200222	1	22	43	3011	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2200231		23	40	3033	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2200232	1	23	43	3047	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2200311		31	40	3039	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2200312	1	31	43	3047	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2200321		32	40	3021	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2200322	1	32	43	3002	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2200331		33	40	3046	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2200332	1	33	43	3048	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2200341		34	40	3047	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2200342	1	34	43	3021	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2200351		35	40	3049	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2200352	1	35	43	3021	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2200411		41	40	3029	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2200412	1	41	43	3022	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2200421		42	40	3018	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2200422	1	42	43	3046	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2200431		43	40	3042	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2200432	1	43	43	3003	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2200511		51	40	3032	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2200512	1	51	43	3011	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2200521		52	40	3012	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2200522	1	52	43	3004	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2200531		53	40	3004	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2200532	1	53	43	3042	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2200611		61	40	3025	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2200612	1	61	43	3012	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2200711		71	40	3030	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2200712	1	71	43	3029	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2200811		81	40	3030	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2200812	1	81	43	3029	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2200911		91	40	3030	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2200912	1	91	43	3029	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2201011		101	40	3049	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2201012	1	101	43	3022	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2201111		111	40	3008	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2201112	1	111	43	3028	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2201121		112	40	3021	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2201122	1	112	43	3028	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2201211		121	40	3021	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2201212	1	121	43	3045	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2201221		122	40	3003	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2201222	1	122	43	3048	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2201311		131	40	3022	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2201312	1	131	43	3046	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2201611		161	40	3023	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
2201612	1	161	43	3027	○○	40001								2016-01-01 00:00:00	2100-12-31 00:00:00	2016-01-01 00:00:00	2100-12-31 00:00:00
