id	group_id	level	relationship	satisfaction	comfortableness	warmth	healing	hotness	coldness	sporty	relaxing	playing	cooking	camp_skill_level_slot1	camp_skill_level_slot2	camp_support_effect_level_slot1	camp_support_effect_level_slot2	camp_support_effect_level_slot3	camp_support_effect_level_slot4	camp_support_effect_level_slot5
101330	1013	30	6	6	6	6	5							2						
101331	1013	31	6	6	6	6	6							2						
101332	1013	32	7	6	6	6	6							2						
101333	1013	33	7	7	6	6	6							2						
101334	1013	34	7	7	7	6	6							2						
101335	1013	35	7	7	7	7	6							2						
101336	1013	36	7	7	7	7	7							2						
101337	1013	37	8	7	7	7	7							2						
101338	1013	38	8	8	7	7	7							2						
101339	1013	39	8	8	8	7	7							2						
101340	1013	40	8	8	8	8	7							3						
101341	1013	41	8	8	8	8	8							3						
101342	1013	42	9	8	8	8	8							3						
101343	1013	43	9	9	8	8	8							3						
101344	1013	44	9	9	9	8	8							3						
101345	1013	45	9	9	9	9	8							3	3					
101346	1013	46	9	9	9	9	9							3	3					
101347	1013	47	10	9	9	9	9							3	3					
101348	1013	48	10	10	9	9	9							3	3					
101349	1013	49	10	10	10	9	9							3	3					
101350	1013	50	10	10	10	10	9							4	3					
101351	1013	51	10	10	10	10	10							4	3					
101352	1013	52	11	10	10	10	10							4	3					
101353	1013	53	11	11	10	10	10							4	3					
101354	1013	54	11	11	11	10	10							4	3					
101355	1013	55	11	11	11	11	10							4	4					
101356	1013	56	11	11	11	11	11							4	4					
101357	1013	57	12	11	11	11	11							4	4					
101358	1013	58	12	12	11	11	11							4	4					
101359	1013	59	12	12	12	11	11							4	4					
101360	1013	60	12	12	12	12	11							5	4					
102101	1021	1												1						
102102	1021	2		1										1						
102103	1021	3		1		1								1						
102104	1021	4	1	1		1								1						
102105	1021	5	1	1		1	1							1						
102106	1021	6	1	1	1	1	1							1						
102107	1021	7	1	2	1	1	1							1						
102108	1021	8	1	2	1	2	1							1						
102109	1021	9	2	2	1	2	1							1						
102110	1021	10	2	2	1	2	2							1						
102111	1021	11	2	2	2	2	2							1						
102112	1021	12	2	3	2	2	2							1						
102113	1021	13	2	3	2	3	2							1						
102114	1021	14	3	3	2	3	2							1						
102115	1021	15	3	3	2	3	3							1						
102116	1021	16	3	3	3	3	3							1						
102117	1021	17	3	4	3	3	3							1						
102118	1021	18	3	4	3	4	3							1						
102119	1021	19	4	4	3	4	3							1						
102120	1021	20	4	4	3	4	4							2						
102121	1021	21	4	4	4	4	4							2						
102122	1021	22	4	5	4	4	4							2						
102123	1021	23	4	5	4	5	4							2						
102124	1021	24	5	5	4	5	4							2						
102125	1021	25	5	5	4	5	5							2						
102126	1021	26	5	5	5	5	5							2						
102127	1021	27	5	6	5	5	5							2						
102128	1021	28	5	6	5	6	5							2						
102129	1021	29	6	6	5	6	5							2						
102130	1021	30	6	6	5	6	6							2						
102131	1021	31	6	6	6	6	6							2						
102132	1021	32	6	7	6	6	6							2						
102133	1021	33	6	7	6	7	6							2						
102134	1021	34	7	7	6	7	6							2						
102135	1021	35	7	7	6	7	7							2						
102136	1021	36	7	7	7	7	7							2						
102137	1021	37	7	8	7	7	7							2						
102138	1021	38	7	8	7	8	7							2						
102139	1021	39	8	8	7	8	7							2						
102140	1021	40	8	8	7	8	8							3						
102201	1022	1												1						
102202	1022	2		1										1						
102203	1022	3		1		1								1						
102204	1022	4	1	1		1								1						
102205	1022	5	1	1		1	1							1						
102206	1022	6	1	1	1	1	1							1						
102207	1022	7	1	2	1	1	1							1						
102208	1022	8	1	2	1	2	1							1						
102209	1022	9	2	2	1	2	1							1						
102210	1022	10	2	2	1	2	2							1						
102211	1022	11	2	2	2	2	2							1						
102212	1022	12	2	3	2	2	2							1						
102213	1022	13	2	3	2	3	2							1						
102214	1022	14	3	3	2	3	2							1						
102215	1022	15	3	3	2	3	3							1						
102216	1022	16	3	3	3	3	3							1						
102217	1022	17	3	4	3	3	3							1						
102218	1022	18	3	4	3	4	3							1						
102219	1022	19	4	4	3	4	3							1						
102220	1022	20	4	4	3	4	4							1						
102221	1022	21	4	4	4	4	4							1						
102222	1022	22	4	5	4	4	4							1						
102223	1022	23	4	5	4	5	4							1						
102224	1022	24	5	5	4	5	4							1						
102225	1022	25	5	5	4	5	5							1						
102226	1022	26	5	5	5	5	5							1						
102227	1022	27	5	6	5	5	5							1						
102228	1022	28	5	6	5	6	5							1						
102229	1022	29	6	6	5	6	5							1						
102230	1022	30	6	6	5	6	6							2						
102231	1022	31	6	6	6	6	6							2						
102232	1022	32	6	7	6	6	6							2						
102233	1022	33	6	7	6	7	6							2						
102234	1022	34	7	7	6	7	6							2						
102235	1022	35	7	7	6	7	7							2	2					
102236	1022	36	7	7	7	7	7							2	2					
102237	1022	37	7	8	7	7	7							2	2					
102238	1022	38	7	8	7	8	7							2	2					
102239	1022	39	8	8	7	8	7							2	2					
102240	1022	40	8	8	7	8	8							3	2					
102241	1022	41	8	8	8	8	8							3	2					
102242	1022	42	8	9	8	8	8							3	2					
102243	1022	43	8	9	8	9	8							3	2					
102244	1022	44	9	9	8	9	8							3	2					
102245	1022	45	9	9	8	9	9							3	3					
102246	1022	46	9	9	9	9	9							3	3					
102247	1022	47	9	10	9	9	9							3	3					
102248	1022	48	9	10	9	10	9							3	3					
102249	1022	49	10	10	9	10	9							3	3					
102250	1022	50	10	10	9	10	10							4	3					
102301	1023	1												1						
102302	1023	2		1										1						
102303	1023	3		1		1								1						
102304	1023	4	1	1		1								1						
102305	1023	5	1	1		1	1							1						
102306	1023	6	1	1	1	1	1							1						
102307	1023	7	1	2	1	1	1							1						
102308	1023	8	1	2	1	2	1							1						
102309	1023	9	2	2	1	2	1							1						
102310	1023	10	2	2	1	2	2							1						
102311	1023	11	2	2	2	2	2							1						
102312	1023	12	2	3	2	2	2							1						
102313	1023	13	2	3	2	3	2							1						
102314	1023	14	3	3	2	3	2							1						
102315	1023	15	3	3	2	3	3							1						
102316	1023	16	3	3	3	3	3							1						
102317	1023	17	3	4	3	3	3							1						
102318	1023	18	3	4	3	4	3							1						
102319	1023	19	4	4	3	4	3							1						
102320	1023	20	4	4	3	4	4							2						
102321	1023	21	4	4	4	4	4							2						
102322	1023	22	4	5	4	4	4							2						
102323	1023	23	4	5	4	5	4							2						
102324	1023	24	5	5	4	5	4							2						
102325	1023	25	5	5	4	5	5							2						
102326	1023	26	5	5	5	5	5							2						
102327	1023	27	5	6	5	5	5							2						
102328	1023	28	5	6	5	6	5							2						
102329	1023	29	6	6	5	6	5							2						
102330	1023	30	6	6	5	6	6							2						
102331	1023	31	6	6	6	6	6							2						
102332	1023	32	6	7	6	6	6							2						
102333	1023	33	6	7	6	7	6							2						
102334	1023	34	7	7	6	7	6							2						
102335	1023	35	7	7	6	7	7							2						
102336	1023	36	7	7	7	7	7							2						
102337	1023	37	7	8	7	7	7							2						
102338	1023	38	7	8	7	8	7							2						
102339	1023	39	8	8	7	8	7							2						
102340	1023	40	8	8	7	8	8							3						
102341	1023	41	8	8	8	8	8							3						
102342	1023	42	8	9	8	8	8							3						
102343	1023	43	8	9	8	9	8							3						
102344	1023	44	9	9	8	9	8							3						
102345	1023	45	9	9	8	9	9							3	3					
102346	1023	46	9	9	9	9	9							3	3					
102347	1023	47	9	10	9	9	9							3	3					
102348	1023	48	9	10	9	10	9							3	3					
102349	1023	49	10	10	9	10	9							3	3					
102350	1023	50	10	10	9	10	10							4	3					
102351	1023	51	10	10	10	10	10							4	3					
102352	1023	52	10	11	10	10	10							4	3					
102353	1023	53	10	11	10	11	10							4	3					
102354	1023	54	11	11	10	11	10							4	3					
102355	1023	55	11	11	10	11	11							4	4					
102356	1023	56	11	11	11	11	11							4	4					
102357	1023	57	11	12	11	11	11							4	4					
102358	1023	58	11	12	11	12	11							4	4					
102359	1023	59	12	12	11	12	11							4	4					
102360	1023	60	12	12	11	12	12							5	4					
103101	1031	1												1						
103102	1031	2			1									1						
103103	1031	3		1	1									1						
103104	1031	4	1	1	1									1						
103105	1031	5	1	1	1		1							1						
103106	1031	6	1	1	1	1	1							1						
103107	1031	7	1	1	2	1	1							1						
103108	1031	8	1	2	2	1	1							1						
103109	1031	9	2	2	2	1	1							1						
103110	1031	10	2	2	2	1	2							1						
103111	1031	11	2	2	2	2	2							1						
103112	1031	12	2	2	3	2	2							1						
103113	1031	13	2	3	3	2	2							1						
103114	1031	14	3	3	3	2	2							1						
103115	1031	15	3	3	3	2	3							1						
103116	1031	16	3	3	3	3	3							1						
103117	1031	17	3	3	4	3	3							1						
103118	1031	18	3	4	4	3	3							1						
103119	1031	19	4	4	4	3	3							1						
103120	1031	20	4	4	4	3	4							2						
103121	1031	21	4	4	4	4	4							2						
103122	1031	22	4	4	5	4	4							2						
103123	1031	23	4	5	5	4	4							2						
103124	1031	24	5	5	5	4	4							2						
103125	1031	25	5	5	5	4	5							2						
103126	1031	26	5	5	5	5	5							2						
103127	1031	27	5	5	6	5	5							2						
103128	1031	28	5	6	6	5	5							2						
103129	1031	29	6	6	6	5	5							2						
103130	1031	30	6	6	6	5	6							2						
103131	1031	31	6	6	6	6	6							2						
103132	1031	32	6	6	7	6	6							2						
103133	1031	33	6	7	7	6	6							2						
103134	1031	34	7	7	7	6	6							2						
103135	1031	35	7	7	7	6	7							2						
103136	1031	36	7	7	7	7	7							2						
103137	1031	37	7	7	8	7	7							2						
103138	1031	38	7	8	8	7	7							2						
103139	1031	39	8	8	8	7	7							2						
103140	1031	40	8	8	8	7	8							3						
103201	1032	1												1						
103202	1032	2			1									1						
103203	1032	3		1	1									1						
103204	1032	4	1	1	1									1						
103205	1032	5	1	1	1		1							1						
103206	1032	6	1	1	1	1	1							1						
103207	1032	7	1	1	2	1	1							1						
103208	1032	8	1	2	2	1	1							1						
103209	1032	9	2	2	2	1	1							1						
103210	1032	10	2	2	2	1	2							1						
103211	1032	11	2	2	2	2	2							1						
103212	1032	12	2	2	3	2	2							1						
103213	1032	13	2	3	3	2	2							1						
103214	1032	14	3	3	3	2	2							1						
103215	1032	15	3	3	3	2	3							1						
103216	1032	16	3	3	3	3	3							1						
103217	1032	17	3	3	4	3	3							1						
103218	1032	18	3	4	4	3	3							1						
103219	1032	19	4	4	4	3	3							1						
103220	1032	20	4	4	4	3	4							1						
103221	1032	21	4	4	4	4	4							1						
103222	1032	22	4	4	5	4	4							1						
103223	1032	23	4	5	5	4	4							1						
103224	1032	24	5	5	5	4	4							1						
103225	1032	25	5	5	5	4	5							1						
103226	1032	26	5	5	5	5	5							1						
103227	1032	27	5	5	6	5	5							1						
103228	1032	28	5	6	6	5	5							1						
103229	1032	29	6	6	6	5	5							1						
103230	1032	30	6	6	6	5	6							2						
103231	1032	31	6	6	6	6	6							2						
103232	1032	32	6	6	7	6	6							2						
103233	1032	33	6	7	7	6	6							2						
103234	1032	34	7	7	7	6	6							2						
103235	1032	35	7	7	7	6	7							2	2					
103236	1032	36	7	7	7	7	7							2	2					
103237	1032	37	7	7	8	7	7							2	2					
103238	1032	38	7	8	8	7	7							2	2					
103239	1032	39	8	8	8	7	7							2	2					
103240	1032	40	8	8	8	7	8							3	2					
103241	1032	41	8	8	8	8	8							3	2					
103242	1032	42	8	8	9	8	8							3	2					
103243	1032	43	8	9	9	8	8							3	2					
103244	1032	44	9	9	9	8	8							3	2					
103245	1032	45	9	9	9	8	9							3	3					
103246	1032	46	9	9	9	9	9							3	3					
103247	1032	47	9	9	10	9	9							3	3					
103248	1032	48	9	10	10	9	9							3	3					
103249	1032	49	10	10	10	9	9							3	3					
103250	1032	50	10	10	10	9	10							4	3					
103301	1033	1												1						
103302	1033	2			1									1						
103303	1033	3		1	1									1						
103304	1033	4	1	1	1									1						
103305	1033	5	1	1	1		1							1						
103306	1033	6	1	1	1	1	1							1						
103307	1033	7	1	1	2	1	1							1						
103308	1033	8	1	2	2	1	1							1						
103309	1033	9	2	2	2	1	1							1						
103310	1033	10	2	2	2	1	2							1						
103311	1033	11	2	2	2	2	2							1						
103312	1033	12	2	2	3	2	2							1						
103313	1033	13	2	3	3	2	2							1						
103314	1033	14	3	3	3	2	2							1						
103315	1033	15	3	3	3	2	3							1						
103316	1033	16	3	3	3	3	3							1						
103317	1033	17	3	3	4	3	3							1						
103318	1033	18	3	4	4	3	3							1						
103319	1033	19	4	4	4	3	3							1						
103320	1033	20	4	4	4	3	4							2						
103321	1033	21	4	4	4	4	4							2						
103322	1033	22	4	4	5	4	4							2						
103323	1033	23	4	5	5	4	4							2						
103324	1033	24	5	5	5	4	4							2						
103325	1033	25	5	5	5	4	5							2						
103326	1033	26	5	5	5	5	5							2						
103327	1033	27	5	5	6	5	5							2						
103328	1033	28	5	6	6	5	5							2						
103329	1033	29	6	6	6	5	5							2						
103330	1033	30	6	6	6	5	6							2						
103331	1033	31	6	6	6	6	6							2						
103332	1033	32	6	6	7	6	6							2						
103333	1033	33	6	7	7	6	6							2						
103334	1033	34	7	7	7	6	6							2						
103335	1033	35	7	7	7	6	7							2						
103336	1033	36	7	7	7	7	7							2						
103337	1033	37	7	7	8	7	7							2						
103338	1033	38	7	8	8	7	7							2						
103339	1033	39	8	8	8	7	7							2						
103340	1033	40	8	8	8	7	8							3						
103341	1033	41	8	8	8	8	8							3						
103342	1033	42	8	8	9	8	8							3						
103343	1033	43	8	9	9	8	8							3						
103344	1033	44	9	9	9	8	8							3						
103345	1033	45	9	9	9	8	9							3	3					
103346	1033	46	9	9	9	9	9							3	3					
103347	1033	47	9	9	10	9	9							3	3					
103348	1033	48	9	10	10	9	9							3	3					
103349	1033	49	10	10	10	9	9							3	3					
103350	1033	50	10	10	10	9	10							4	3					
103351	1033	51	10	10	10	10	10							4	3					
103352	1033	52	10	10	11	10	10							4	3					
103353	1033	53	10	11	11	10	10							4	3					
103354	1033	54	11	11	11	10	10							4	3					
103355	1033	55	11	11	11	10	11							4	4					
103356	1033	56	11	11	11	11	11							4	4					
103357	1033	57	11	11	12	11	11							4	4					
103358	1033	58	11	12	12	11	11							4	4					
103359	1033	59	12	12	12	11	11							4	4					
103360	1033	60	12	12	12	11	12							5	4					
104101	1041	1												1						
104102	1041	2				1								1						
104103	1041	3			1	1								1						
104104	1041	4	1		1	1								1						
104105	1041	5	1		1	1	1							1						
104106	1041	6	1	1	1	1	1							1						
104107	1041	7	1	1	1	2	1							1						
104108	1041	8	1	1	2	2	1							1						
104109	1041	9	2	1	2	2	1							1						
104110	1041	10	2	1	2	2	2							1						
104111	1041	11	2	2	2	2	2							1						
104112	1041	12	2	2	2	3	2							1						
104113	1041	13	2	2	3	3	2							1						
104114	1041	14	3	2	3	3	2							1						
104115	1041	15	3	2	3	3	3							1						
104116	1041	16	3	3	3	3	3							1						
104117	1041	17	3	3	3	4	3							1						
104118	1041	18	3	3	4	4	3							1						
104119	1041	19	4	3	4	4	3							1						
104120	1041	20	4	3	4	4	4							2						
104121	1041	21	4	4	4	4	4							2						
104122	1041	22	4	4	4	5	4							2						
104123	1041	23	4	4	5	5	4							2						
104124	1041	24	5	4	5	5	4							2						
104125	1041	25	5	4	5	5	5							2						
104126	1041	26	5	5	5	5	5							2						
104127	1041	27	5	5	5	6	5							2						
104128	1041	28	5	5	6	6	5							2						
104129	1041	29	6	5	6	6	5							2						
104130	1041	30	6	5	6	6	6							2						
104131	1041	31	6	6	6	6	6							2						
104132	1041	32	6	6	6	7	6							2						
104133	1041	33	6	6	7	7	6							2						
104134	1041	34	7	6	7	7	6							2						
104135	1041	35	7	6	7	7	7							2						
104136	1041	36	7	7	7	7	7							2						
104137	1041	37	7	7	7	8	7							2						
104138	1041	38	7	7	8	8	7							2						
104139	1041	39	8	7	8	8	7							2						
104140	1041	40	8	7	8	8	8							3						
104201	1042	1												1						
104202	1042	2				1								1						
104203	1042	3			1	1								1						
104204	1042	4	1		1	1								1						
104205	1042	5	1		1	1	1							1						
104206	1042	6	1	1	1	1	1							1						
104207	1042	7	1	1	1	2	1							1						
104208	1042	8	1	1	2	2	1							1						
104209	1042	9	2	1	2	2	1							1						
104210	1042	10	2	1	2	2	2							1						
104211	1042	11	2	2	2	2	2							1						
104212	1042	12	2	2	2	3	2							1						
104213	1042	13	2	2	3	3	2							1						
104214	1042	14	3	2	3	3	2							1						
104215	1042	15	3	2	3	3	3							1						
104216	1042	16	3	3	3	3	3							1						
104217	1042	17	3	3	3	4	3							1						
104218	1042	18	3	3	4	4	3							1						
104219	1042	19	4	3	4	4	3							1						
104220	1042	20	4	3	4	4	4							1						
104221	1042	21	4	4	4	4	4							1						
104222	1042	22	4	4	4	5	4							1						
104223	1042	23	4	4	5	5	4							1						
104224	1042	24	5	4	5	5	4							1						
104225	1042	25	5	4	5	5	5							1						
104226	1042	26	5	5	5	5	5							1						
104227	1042	27	5	5	5	6	5							1						
104228	1042	28	5	5	6	6	5							1						
104229	1042	29	6	5	6	6	5							1						
104230	1042	30	6	5	6	6	6							2						
104231	1042	31	6	6	6	6	6							2						
104232	1042	32	6	6	6	7	6							2						
104233	1042	33	6	6	7	7	6							2						
104234	1042	34	7	6	7	7	6							2						
104235	1042	35	7	6	7	7	7							2	2					
104236	1042	36	7	7	7	7	7							2	2					
104237	1042	37	7	7	7	8	7							2	2					
104238	1042	38	7	7	8	8	7							2	2					
104239	1042	39	8	7	8	8	7							2	2					
104240	1042	40	8	7	8	8	8							3	2					
104241	1042	41	8	8	8	8	8							3	2					
104242	1042	42	8	8	8	9	8							3	2					
104243	1042	43	8	8	9	9	8							3	2					
104244	1042	44	9	8	9	9	8							3	2					
104245	1042	45	9	8	9	9	9							3	3					
104246	1042	46	9	9	9	9	9							3	3					
104247	1042	47	9	9	9	10	9							3	3					
104248	1042	48	9	9	10	10	9							3	3					
104249	1042	49	10	9	10	10	9							3	3					
104250	1042	50	10	9	10	10	10							4	3					
104301	1043	1												1						
104302	1043	2				1								1						
104303	1043	3			1	1								1						
104304	1043	4	1		1	1								1						
104305	1043	5	1		1	1	1							1						
104306	1043	6	1	1	1	1	1							1						
104307	1043	7	1	1	1	2	1							1						
104308	1043	8	1	1	2	2	1							1						
104309	1043	9	2	1	2	2	1							1						
104310	1043	10	2	1	2	2	2							1						
104311	1043	11	2	2	2	2	2							1						
104312	1043	12	2	2	2	3	2							1						
104313	1043	13	2	2	3	3	2							1						
104314	1043	14	3	2	3	3	2							1						
104315	1043	15	3	2	3	3	3							1						
104316	1043	16	3	3	3	3	3							1						
104317	1043	17	3	3	3	4	3							1						
104318	1043	18	3	3	4	4	3							1						
104319	1043	19	4	3	4	4	3							1						
104320	1043	20	4	3	4	4	4							2						
104321	1043	21	4	4	4	4	4							2						
104322	1043	22	4	4	4	5	4							2						
104323	1043	23	4	4	5	5	4							2						
104324	1043	24	5	4	5	5	4							2						
104325	1043	25	5	4	5	5	5							2						
104326	1043	26	5	5	5	5	5							2						
104327	1043	27	5	5	5	6	5							2						
104328	1043	28	5	5	6	6	5							2						
104329	1043	29	6	5	6	6	5							2						
104330	1043	30	6	5	6	6	6							2						
104331	1043	31	6	6	6	6	6							2						
104332	1043	32	6	6	6	7	6							2						
104333	1043	33	6	6	7	7	6							2						
104334	1043	34	7	6	7	7	6							2						
104335	1043	35	7	6	7	7	7							2						
104336	1043	36	7	7	7	7	7							2						
104337	1043	37	7	7	7	8	7							2						
104338	1043	38	7	7	8	8	7							2						
104339	1043	39	8	7	8	8	7							2						
104340	1043	40	8	7	8	8	8							3						
104341	1043	41	8	8	8	8	8							3						
104342	1043	42	8	8	8	9	8							3						
104343	1043	43	8	8	9	9	8							3						
104344	1043	44	9	8	9	9	8							3						
104345	1043	45	9	8	9	9	9							3	3					
104346	1043	46	9	9	9	9	9							3	3					
104347	1043	47	9	9	9	10	9							3	3					
104348	1043	48	9	9	10	10	9							3	3					
104349	1043	49	10	9	10	10	9							3	3					
104350	1043	50	10	9	10	10	10							4	3					
104351	1043	51	10	10	10	10	10							4	3					
104352	1043	52	10	10	10	11	10							4	3					
104353	1043	53	10	10	11	11	10							4	3					
104354	1043	54	11	10	11	11	10							4	3					
104355	1043	55	11	10	11	11	11							4	4					
104356	1043	56	11	11	11	11	11							4	4					
104357	1043	57	11	11	11	12	11							4	4					
104358	1043	58	11	11	12	12	11							4	4					
104359	1043	59	12	11	12	12	11							4	4					
104360	1043	60	12	11	12	12	12							5	4					
105101	1051	1												1						
105102	1051	2					1							1						
105103	1051	3				1	1							1						
105104	1051	4			1	1	1							1						
105105	1051	5		1	1	1	1							1						
105106	1051	6	1	1	1	1	1							1						
105107	1051	7	1	1	1	1	2							1						
105108	1051	8	1	1	1	2	2							1						
105109	1051	9	1	1	2	2	2							1						
105110	1051	10	1	2	2	2	2							1						
105111	1051	11	2	2	2	2	2							1						
105112	1051	12	2	2	2	2	3							1						
105113	1051	13	2	2	2	3	3							1						
105114	1051	14	2	2	3	3	3							1						
105115	1051	15	2	3	3	3	3							1						
105116	1051	16	3	3	3	3	3							1						
105117	1051	17	3	3	3	3	4							1						
105118	1051	18	3	3	3	4	4							1						
105119	1051	19	3	3	4	4	4							1						
105120	1051	20	3	4	4	4	4							2						
105121	1051	21	4	4	4	4	4							2						
105122	1051	22	4	4	4	4	5							2						
105123	1051	23	4	4	4	5	5							2						
105124	1051	24	4	4	5	5	5							2						
105125	1051	25	4	5	5	5	5							2						
105126	1051	26	5	5	5	5	5							2						
105127	1051	27	5	5	5	5	6							2						
105128	1051	28	5	5	5	6	6							2						
105129	1051	29	5	5	6	6	6							2						
105130	1051	30	5	6	6	6	6							2						
105131	1051	31	6	6	6	6	6							2						
105132	1051	32	6	6	6	6	7							2						
105133	1051	33	6	6	6	7	7							2						
105134	1051	34	6	6	7	7	7							2						
105135	1051	35	6	7	7	7	7							2						
105136	1051	36	7	7	7	7	7							2						
105137	1051	37	7	7	7	7	8							2						
105138	1051	38	7	7	7	8	8							2						
105139	1051	39	7	7	8	8	8							2						
105140	1051	40	7	8	8	8	8							3						
105201	1052	1												1						
105202	1052	2					1							1						
105203	1052	3				1	1							1						
105204	1052	4			1	1	1							1						
105205	1052	5		1	1	1	1							1						
105206	1052	6	1	1	1	1	1							1						
105207	1052	7	1	1	1	1	2							1						
105208	1052	8	1	1	1	2	2							1						
105209	1052	9	1	1	2	2	2							1						
105210	1052	10	1	2	2	2	2							1						
105211	1052	11	2	2	2	2	2							1						
105212	1052	12	2	2	2	2	3							1						
105213	1052	13	2	2	2	3	3							1						
105214	1052	14	2	2	3	3	3							1						
105215	1052	15	2	3	3	3	3							1						
105216	1052	16	3	3	3	3	3							1						
105217	1052	17	3	3	3	3	4							1						
105218	1052	18	3	3	3	4	4							1						
105219	1052	19	3	3	4	4	4							1						
105220	1052	20	3	4	4	4	4							1						
