id	key	value	type	priority	open_date	close_date	open_time	close_time
10151	encore_keyaki_long	SE0031	4	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10152	encore_hinata_short	SE0031	4	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10153	encore_hinata_long	SE0032	4	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10200	swipe_score_a	0.7	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10201	swipe_score_b	2	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10202	swipe_score_c	15	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10203	combo_score_a	0.8	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10204	combo_score_b	15	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10205	skill_score_a	0.7	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10206	skill_score_b	2	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10207	skill_score_c	8.5	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10208	card_awakening_value_limit	999	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10209	combo_score_c	1.1	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10210	combo_score_d	1.2	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10211	combo_score_e	1.4	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10212	combo_score_f	1.6	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10213	combo_score_g	1.8	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10220	continue_count	5	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10221	continue_time	30	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10222	clearbonus_bom	3	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10223	helpguide_time	5	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10224	shuffle_count	21	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10225	shuffle_countermeasures_count	5	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10230	reduce_score	10	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10231	reduce_puzzle	1	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10232	reduce_statue	1	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10233	reduce_ameba	1	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10234	reduce_chain	1	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10235	reduce_combo	1	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10236	reduce_charge	50	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10237	reduce_bell	1	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10250	reduce_score_limit	10	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10251	reduce_puzzle_limit	1	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10252	reduce_statue_limit	1	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10253	reduce_ameba_limit	1	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10254	reduce_chain_limit	5	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10255	reduce_combo_limit	2	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10256	reduce_charge_limit	100	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10257	reduce_bell_limit	1	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10260	ep_rank_s	1000	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10261	ep_rank_a	500	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10262	ep_rank_b	250	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10263	ep_rank_c	200	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10264	ep_rank_d	100	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10265	ep_rank_ss	1500	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10266	stage_rank_ss_score_rate	1000	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10270	salvation_step	1	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10271	salvation_second	5	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10280	ap_max_use	2	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10281	boostitem_use_per_1apuse	3	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10301	offer_wall_global_interval	60	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10401	review_clear_stage	101120	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10402	review_stage_rank_s_count	5	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10403	review_create_user_day_passed	0	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10404	review_dialog_day_passed	7	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10405	news_new_arrivals_period	168	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10501	diamond_item_id	25100002	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10502	exp_item_id	24100013	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10503	still_picture_item_id	24100014	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10504	ep_loop_item_id	25100016	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10601	stage_clear_dearpoint	5	2	1	2016-11-16 00:00:01	2100-12-31 00:00:01		
10701	loading_timeout	0	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10702	minimum_retry_num	10	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10801	appointment_remain_short	1	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10802	appointment_remain_long	4	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10803	appointment_clear_short	1	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10804	appointment_clear_long	4	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10805	appointment_morning	6	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10806	appointment_afternoon	12	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10807	appointment_evening	17	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10808	appointment_night	19	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10809	appointment_latenight	23	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10810	appointment_surprise_hit_adjust	0.5	3	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10811	appointment_surprise_appear_hour	3	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10812	appointment_surprise_cooltime_hour	156	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10900	album_story_open_item_shop_id	100001	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
10901	album_story_open_item_id	1001	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
11001	challenge_update_step	6	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
11101	kiseki_no_kankei_display	1	2	1	2018-03-01 00:00:00	2100-12-31 00:00:00		
11201	challenge_rankup_val	50	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
11202	challenge_force_clear_val	75	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
11301	worklist_bg_resource_id	10110013	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
11401	tutorial_finish_reward	0	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
11402	tutorial_finish_reward_id	1	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
11403	tutorial_finish_reward_start	2100-09-29 03:00:00	4	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
11501	collection_page_max_limit	11	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
11503	collection_initial_opening_page	4	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
11601	membership_member_add_dearpoint	4	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
11701	boost_max_member_num	30	2	1	2016-11-16 00:00:01	2100-12-31 00:00:01		
14001	Label_login_C_message1	お帰りなさい！	4	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
14002	Label_login_C_message2	今日は{0}で、{1}がプレゼントボックスに送られたみたいです	4	2	2016-11-16 00:00:00	2100-12-31 00:00:00		
14003	Label_login_C_message3	明日のログインでは、{0}がもらえるみたいですよ。待っているので、また来てくださいね	4	3	2016-11-16 00:00:00	2100-12-31 00:00:00		
15001	Label_login_S_message1	ただいま特別なログインボーナスを開催中です！	4	101	2016-11-16 00:00:00	2100-12-31 00:00:00		
15002	Label_login_S_message2	ログインしてくれたあなたへ感謝の気持ちを込めて{1}をプレゼントさせていただきます	4	102	2016-11-16 00:00:00	2100-12-31 00:00:00		
15003	Label_login_S_message3	明日は{0}がもらえるので必ず来てくださいね	4	103	2016-11-16 00:00:00	2100-12-31 00:00:00		
15004	Label_login_S_message1	今日はバレンタインデーですね。	4	1	2020-02-14 00:00:00	2020-02-14 23:59:59		
15005	Label_login_S_message2	私からのプレゼント受け取ってください！	4	2	2020-02-14 00:00:00	2020-02-14 23:59:59		
15006	Label_login_S_message3	明日は{0}がもらえるので必ず来てくださいね	4	3	2020-02-14 00:00:00	2020-02-14 23:59:59		
20001	special_try_n	50	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
20002	special_try_m	1000	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
20003	special_try_bronze_ep	100	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
20004	special_try_silver_ep	200	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
20005	special_try_gold_ep	400	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
20006	special_try_platinum_ep	800	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
20101	unlock_level_event	0	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
20202	unlock_level_quest_daily	0	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
20303	unlock_level_quest_gerira	0	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
20404	unlock_level_challenge_limited	0	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
20505	unlock_level_appointment	0	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
20606	unlock_level_offer_wall	0	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
20707	unlock_level_awake	0	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
20808	unlock_item_fragment_shop	1000	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
21000	inquiry_url	support_kanopazu@enish.com	4	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
21001	inquiry_mail_address	support_kanopazu@enish.com	4	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
22001	tutorial_navi_card_id	10001	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
22002	tutorial_chapter_id	1011	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
22003	tutorial_appointment_time	4	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
22005	tutorial_training_base_card_id	10005	2	100	2016-11-16 00:00:00	2020-03-31 23:59:59		
22006	tutorial_training_mat_card_id	10001	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
22009	init_leaf	2000	2	1	2016-11-16 00:00:03	2100-12-31 00:00:03		
22010	level_up_recover_ap	0	2	1	2016-11-16 00:00:03	2100-12-31 00:00:03		
22011	tutorial_stage_id	100100100	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
22012	init_player_title_id	505001	2	1	2016-11-16 00:00:03	2100-12-31 00:00:03		
22020	gacha_result_effect_change_rate	20	2	1	2016-11-16 00:00:02	2100-12-31 00:00:02		
22021	gacha_beginner_price_yen	¥480	4	1	2016-11-16 00:00:02	2100-12-31 00:00:02		
22030	enable_check_safety_device	true	1	1	2016-11-16 00:00:02	2100-12-31 00:00:02		
22040	awakening_stage_reward_weight	0	2	1	2016-11-16 00:00:02	2100-12-31 00:00:02		
22041	awakening_stage_reward_num	5	2	1	2016-11-16 00:00:02	2100-12-31 00:00:02		
22050	puzzle_retry_limit	0	2	1	2016-11-16 00:00:02	2100-12-31 00:00:02		
22100	enable_fcm_token_sending	true	1	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
22200	enable_check_safety_device_ios	true	1	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
22210	enable_check_safety_device_android	true	1	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
22220	enable_check_basic_integrity	false	1	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
22230	enable_check_cts_profile_match	false	1	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
22241	member_dearlevel_login_bonus_lot_x	1.5	3	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
22242	member_dearlevel_surprise_lot_x	1	3	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
22300	home_bgmid	BGM1002	4	100	2016-11-16 00:00:00	2100-12-31 00:00:00		
22301	home_bgmid	BGM1003	4	1	2023-11-01 11:00:00	2023-11-30 23:59:59		
22302	home_bgmid	BGM1004	4	1	2023-12-14 11:00:00	2023-12-29 23:59:59		
22303	home_bgmid	BGM1005	4	1	2024-01-01 00:00:00	2024-01-31 23:59:59		
22304	home_bgmid	BGM1003	4	1	2024-05-01 00:00:00	2024-05-31 23:59:59		
22305	home_bgmid	BGM1003	4	1	2024-11-01 11:00:00	2024-11-30 23:59:59		
22306	home_bgmid	BGM1004	4	1	2024-12-14 11:00:00	2024-12-29 23:59:59		
22307	home_bgmid	BGM1005	4	1	2025-01-01 00:00:00	2025-01-31 23:59:59		
22410	enable_rd_update_confirm_dialog	false	1	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
22420	rd_update_confirm_dialog_text	"リソースデータの更新がありました。
リソースデータをダウンロードします。"	4	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
22421	challenge_monthly_close_dialog_text	近日公開予定！	4	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
22430	enable_resource_data_update	true	1	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
22500	gacha_detail_force_show_reset_days	2	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
22501	gacha_oshimen_weight_r1	500	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
22502	gacha_oshimen_weight_r2	400	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
22503	gacha_oshimen_weight_r3	300	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
22504	gacha_oshimen_weight_r4	200	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
22505	gacha_oshimen_weight_r5	100	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
22506	gacha_oshimen_weight_r6	50	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
22601	new_voice_add_dear_point_r1	2	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
22602	new_voice_add_dear_point_r2	4	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
22603	new_voice_add_dear_point_r3	1	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
22604	new_voice_add_dear_point_r4	2	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
22605	new_voice_add_dear_point_r5	0	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
22606	new_voice_add_dear_point_r6	500	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
22701	new_picture_add_dear_point_r1	2	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
22702	new_picture_add_dear_point_r2	4	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
22703	new_picture_add_dear_point_r3	100	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
22704	new_picture_add_dear_point_r4	300	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
22705	new_picture_add_dear_point_r5	500	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
22706	new_picture_add_dear_point_r6	500	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
22905	tutorial_training_base_card_id	10045	2	90	2020-04-01 00:00:00	2100-12-31 00:00:00		
23000	feature_unread_lottery_result_wait_time	180	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
24000	advance_purchase_hours_of_vip	0	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
24001	work_lineup_update_price	10	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
24002	work_daily_reset_limit	3	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
24003	work_daily_reset_unit_price	300	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
24100	header_vip_item_shopid_gold	400012	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
24101	header_vip_item_shopid_silver	400011	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
24102	header_vip_batch_wait_time	360	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
24103	header_vip_item_shopid_special	400014	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
24104	header_vip_item_shopid_member_1	400101	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
24105	header_vip_item_shopid_member_3	400102	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
24106	header_vip_item_shopid_member_4	400103	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
24107	header_vip_item_shopid_member_5	400104	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
24108	header_vip_item_shopid_member_6	400105	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
24109	header_vip_item_shopid_member_7	400106	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
24110	header_vip_item_shopid_member_8	400107	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
24111	header_vip_item_shopid_member_9	400108	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
24112	header_vip_item_shopid_member_11	400109	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
24113	header_vip_item_shopid_member_12	400110	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
24114	header_vip_item_shopid_member_13	400111	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
24115	header_vip_item_shopid_member_31	400112	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
24116	header_vip_item_shopid_member_14	400113	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
24117	header_vip_item_shopid_member_16	400115	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
24118	header_vip_item_shopid_member_17	400116	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
24119	header_vip_item_shopid_member_19	400117	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
24120	header_vip_item_shopid_member_20	400118	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
24121	header_vip_item_shopid_member_21	400119	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
24122	header_vip_item_shopid_member_22	400120	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
24123	header_vip_item_shopid_member_23	400121	2	1	2016-11-16 00:00:00	2100-12-31 00:00:00		
