id	story_id	leader_chara_id	script_id
71305003	71305003		71305003
71305004	71305004		71300241
71305005	71305005		71300122
71305006	71305006		71300121
71305012	71305012		71305012
71305013	71305013		71300331
71305014	71305014		71300341
71305015	71305015		71300131
71305016	71305016		71300211
71305017	71305017		71300141
71305018	71305018		71300221
71305019	71305019		71300231
71305020	71305020		71305020
71306001	71306001		71306001
71306002	71306002		71300241
71306003	71306003		71300211
71306004	71306004		71300221
71306005	71306005		71300231
71306006	71306006		71300241
71306007	71306007		71300211
71306008	71306008		71300111
71306009	71306009		71300221
71306010	71306010		71300342
71306011	71306011		71300121
71306012	71306012		71300131
71307001	71307001		71307001
71307002	71307002		71300141
71307003	71307003		71300212
71307004	71307004		71307004
71307005	71307005		71300222
71307006	71307006		71300112
71307007	71307007		71300312
71307008	71307008		71300232
71307009	71307009		71300122
71307010	71307010		71300242
71307011	71307011		71300212
71307012	71307012		71300222
71307013	71307013		71300322
71307014	71307014		71300132
71307015	71307015		71307015
71307016	71307016		71300142
71307017	71307017		71307017
71307018	71307018		71300232
71308001	71308001		71300112
71308002	71308002		71300122
71308003	71308003		71300132
71308005	71308005		71300242
71308006	71308006		71300332
71308007	71308007		71300212
71308008	71308008		71300342
71308009	71308009		71300222
71308010	71308010		71300312
71308011	71308011		71300142
71308012	71308012		71300232
71308500	71308500		71300112
71308501	71308501		71300122
71308502	71308502		71300212
71308503	71308503		71300212
71309001	71309001		71309001
71309002	71309002		71300132
71309003	71309003		71300111
71309004	71309004		71300121
71309005	71309005		71300131
71309006	71309006		71300141
71309007	71309007		71300211
71309008	71309008		71300111
71309009	71309009		71300121
71309010	71309010		71300212
71309011	71309011		71300131
71309012	71309012		71300141
71309013	71309013		71300111
71309014	71309014		71309014
71309015	71309015		71300222
71309016	71309016		71300232
71309017	71309017		71300112
71309018	71309018		71300122
71309019	71309019		71300242
71309020	71309020		71300212
71309021	71309021		71300121
71309022	71309022		71300222
71309023	71309023		71300232
71309024	71309024		71300242
71309025	71309025		71300212
71309026	71309026		71300322
71309027	71309027		71300332
71309028	71309028		71300342
71309029	71309029		71300312
71309030	71309030		71300322
71309031	71309031		71300332
71309032	71309032		71300131
71309033	71309033		71309033
71309034	71309034		71300112
71309035	71309035		71300122
71309036	71309036		71300132
71309037	71309037		71300142
71309038	71309038		71300112
71309039	71309039		71300122
71309040	71309040		71309040
71309041	71309041		71309041
71309042	71309042		71300131
71309043	71309043		71300141
71309044	71309044		71300132
71309045	71309045		71300111
71309046	71309046		71300221
71309072	71309072		71300222
71309073	71309073		71300121
71309075	71309075		71300142
71309076	71309076		71300112
71309077	71309077		71300232
71309078	71309078		71300242
71309079	71309079		71300212
71309080	71309080		71300122
71309081	71309081		71300222
71309082	71309082		71300311
71309083	71309083		71300132
71309084	71309084		71300142
71309085	71309085		71300112
71309086	71309086		71300122
71309087	71309087		71300132
71309088	71309088		71300232
71309089	71309089		71300242
71309090	71309090		71300342
71309091	71309091		71300312
71309094	71309094		71300121
71309095	71309095		71300131
71309096	71309096		71300231
71309097	71309097		71300241
71309098	71309098		71300211
71309099	71309099		71300221
71309100	71309100		71300321
71309101	71309101		71300231
71309102	71309102		71300241
71309109	71309109		71300112
71309136	71309136		71300122
71309137	71309137		71300132
71309138	71309138		71300141
71309139	71309139		71300222
71309140	71309140		71300241
71309154	71309154		71300112
71309167	71309167		71308013
71501011	71501011		71501011
71501012	71501012		71501012
71502011	71502011		71502011
71502012	71502012		71502012
71503011	71503011		71503011
71503012	71503012		71503012
71504011	71504011		71504011
71504012	71504012		71504012
71601010	71601010		71601010
71601011	71601011		71601011
71601020	71601020		71601020
71601021	71601021		71601021
71601030	71601030		71601030
71601031	71601031		71601031
71601040	71601040		71601040
71601041	71601041		71601041
71601050	71601050		71601050
71601051	71601051		71601051
71601060	71601060		71601060
71601061	71601061		71601061
71601070	71601070		71601070
71601071	71601071		71601071
71601080	71601080		71601080
71601081	71601081		71601081
71601090	71601090		71601090
71601091	71601091		71601091
71601100	71601100		71601100
71601101	71601101		71601101
71601110	71601110		71601110
71601111	71601111		71601111
71601120	71601120		71601120
71601121	71601121		71601121
71602010	71602010		71602010
71602011	71602011		71602011
71602020	71602020		71602020
71602021	71602021		71602021
71602030	71602030		71602030
71602031	71602031		71602031
71602040	71602040		71602040
71602041	71602041		71602041
71602050	71602050		71602050
71602051	71602051		71602051
71602060	71602060		71602060
71602061	71602061		71602061
71602070	71602070		71602070
71602071	71602071		71602071
71602080	71602080		71602080
71602081	71602081		71602081
71602090	71602090		71602090
71602091	71602091		71602091
71602100	71602100		71602100
71602101	71602101		71602101
71602110	71602110		71602110
71602111	71602111		71602111
71602120	71602120		71602120
71602121	71602121		71602121
71604010	71604010		71604010
71604011	71604011		71604011
71604020	71604020		71604020
71604021	71604021		71604021
71604030	71604030		71604030
71604031	71604031		71604031
71604040	71604040		71604040
71604041	71604041		71604041
71604050	71604050		71604050
71604051	71604051		71604051
71604060	71604060		71604060
71604061	71604061		71604061
71604070	71604070		71604070
71604071	71604071		71604071
71604080	71604080		71604080
71604081	71604081		71604081
71604090	71604090		71604090
71604091	71604091		71604091
71604100	71604100		71604100
71604101	71604101		71604101
71604110	71604110		71604110
71604111	71604111		71604111
71604120	71604120		71604120
71604121	71604121		71604121
71605010	71605010		71605010
71605011	71605011		71605011
71605020	71605020		71605020
71605021	71605021		71605021
71605030	71605030		71605030
71605031	71605031		71605031
71605040	71605040		71605040
71605041	71605041		71605041
71605050	71605050		71605050
71605051	71605051		71605051
71605060	71605060		71605060
71605061	71605061		71605061
71605070	71605070		71605070
71605071	71605071		71605071
71605080	71605080		71605080
71605081	71605081		71605081
71605090	71605090		71605090
71605091	71605091		71605091
71605100	71605100		71605100
71605101	71605101		71605101
71605110	71605110		71605110
71605111	71605111		71605111
71605120	71605120		71605120
71605121	71605121		71605121
712200011	71220001	1	71200002
712200012	71220001	2	71200001
712200013	71220001	3	71200002
712200014	71220001	4	71200002
712200015	71220001	5	71200002
712200021	71220002	1	71200001
712200022	71220002	2	71200001
712200023	71220002	3	71200002
712200024	71220002	4	71200002
712200025	71220002	5	71200002
712200031	71220003	1	71200005
712200032	71220003	2	71200005
712200033	71220003	3	71200002
712200034	71220003	4	71200002
712200035	71220003	5	71200002
712200041	71220004	1	71200001
712200042	71220004	2	71200002
712200043	71220004	3	71200002
712200044	71220004	4	71200002
712200045	71220004	5	71200002
712200051	71220005	1	71200001
712200052	71220005	2	71200002
712200053	71220005	3	71200001
712200054	71220005	4	71200001
712200055	71220005	5	71200002
712200061	71220006	1	71200002
712200062	71220006	2	71200001
712200063	71220006	3	71200002
712200064	71220006	4	71200002
712200065	71220006	5	71200001
712200071	71220007	1	71200005
712200072	71220007	2	71200001
712200073	71220007	3	71200002
712200074	71220007	4	71200002
712200075	71220007	5	71200002
712200081	71220008	1	71200003
712200082	71220008	2	71200002
712200083	71220008	3	71200001
712200084	71220008	4	71200001
712200085	71220008	5	71200002
712200091	71220009	1	71200001
712200092	71220009	2	71200002
712200093	71220009	3	71200001
712200094	71220009	4	71200001
712200095	71220009	5	71200002
712200101	71220010	1	71200006
712200102	71220010	2	71200002
712200103	71220010	3	71200003
712200104	71220010	4	71200003
712200105	71220010	5	71200002
712200111	71220011	1	71200003
712200112	71220011	2	71200002
712200113	71220011	3	71200001
712200114	71220011	4	71200001
712200115	71220011	5	71200002
712200121	71220012	1	71200001
712200122	71220012	2	71200001
712200123	71220012	3	71200001
712200124	71220012	4	71200002
712200125	71220012	5	71200002
712200131	71220013	1	71200003
712200132	71220013	2	71200002
712200133	71220013	3	71200003
712200134	71220013	4	71200003
712200135	71220013	5	71200002
712200141	71220014	1	71200006
712200142	71220014	2	71200003
712200143	71220014	3	71200002
712200144	71220014	4	71200002
712200145	71220014	5	71200002
712200151	71220015	1	71200002
712200152	71220015	2	71200005
712200153	71220015	3	71200002
712200154	71220015	4	71200002
712200155	71220015	5	71200002
712200161	71220016	1	71200002
712200162	71220016	2	71200003
712200163	71220016	3	71200002
712200164	71220016	4	71200002
712200165	71220016	5	71200001
712200171	71220017	1	71200001
712200172	71220017	2	71200003
712200173	71220017	3	71200002
712200174	71220017	4	71200002
712200175	71220017	5	71200001
712200181	71220018	1	71200001
712200182	71220018	2	71200002
712200183	71220018	3	71200003
712200184	71220018	4	71200002
712200185	71220018	5	71200002
712200191	71220019	1	71200003
712200192	71220019	2	71200002
712200193	71220019	3	71200003
712200194	71220019	4	71200002
712200195	71220019	5	71200002
712200201	71220020	1	71200003
712200202	71220020	2	71200003
712200203	71220020	3	71200002
712200204	71220020	4	71200002
712200205	71220020	5	71200002
712200211	71220021	1	71200002
712200212	71220021	2	71200002
712200213	71220021	3	71200002
712200214	71220021	4	71200002
712200215	71220021	5	71200002
712200221	71220022	1	71200003
712200222	71220022	2	71200003
712200223	71220022	3	71200002
712200224	71220022	4	71200002
712200225	71220022	5	71200002
712200231	71220023	1	71200002
712200232	71220023	2	71200002
712200233	71220023	3	71200001
712200234	71220023	4	71200001
712200235	71220023	5	71200001
712200241	71220024	1	71200002
712200242	71220024	2	71200002
712200243	71220024	3	71200004
712200244	71220024	4	71200002
712200245	71220024	5	71200002
712200251	71220025	1	71200005
712200252	71220025	2	71200005
712200253	71220025	3	71200005
712200254	71220025	4	71200005
712200255	71220025	5	71200005
712200261	71220026	1	71200003
712200262	71220026	2	71200002
712200263	71220026	3	71200003
712200264	71220026	4	71200002
712200265	71220026	5	71200002
712200271	71220027	1	71200002
712200272	71220027	2	71200003
712200273	71220027	3	71200002
712200274	71220027	4	71200002
712200275	71220027	5	71200002
712200281	71220028	1	71200003
712200282	71220028	2	71200002
712200283	71220028	3	71200001
712200284	71220028	4	71200002
712200285	71220028	5	71200002
712200291	71220029	1	71200006
712200292	71220029	2	71200001
712200293	71220029	3	71200002
712200294	71220029	4	71200002
712200295	71220029	5	71200002
712200301	71220030	1	71200002
712200302	71220030	2	71200005
712200303	71220030	3	71200002
712200304	71220030	4	71200002
712200305	71220030	5	71200001
712200311	71220031	1	71200001
712200312	71220031	2	71200002
712200313	71220031	3	71200001
712200314	71220031	4	71200001
712200315	71220031	5	71200002
712200321	71220032	1	71200001
712200322	71220032	2	71200002
712200323	71220032	3	71200001
712200324	71220032	4	71200001
712200325	71220032	5	71200003
712200331	71220033	1	71200003
712200332	71220033	2	71200001
712200333	71220033	3	71200001
712200334	71220033	4	71200001
712200335	71220033	5	71200001
712200341	71220034	1	71200003
712200342	71220034	2	71200003
712200343	71220034	3	71200003
712200344	71220034	4	71200003
712200345	71220034	5	71200003
712200351	71220035	1	71200006
712200352	71220035	2	71200006
712200353	71220035	3	71200006
712200354	71220035	4	71200003
712200355	71220035	5	71200006
712200361	71220036	1	71200001
712200362	71220036	2	71200002
712200363	71220036	3	71200001
712200364	71220036	4	71200001
712200365	71220036	5	71200002
712200371	71220037	1	71200002
712200372	71220037	2	71200002
712200373	71220037	3	71200005
712200374	71220037	4	71200001
712200375	71220037	5	71200002
712200381	71220038	1	71200005
712200382	71220038	2	71200001
712200383	71220038	3	71200002
712200384	71220038	4	71200002
712200385	71220038	5	71200002
712200391	71220039	1	71200004
712200392	71220039	2	71200002
712200393	71220039	3	71200003
712200394	71220039	4	71200003
712200395	71220039	5	71200002
712200401	71220040	1	71200002
712200402	71220040	2	71200001
712200403	71220040	3	71200002
712200404	71220040	4	71200002
712200405	71220040	5	71200001
712200411	71220041	1	71200003
712200412	71220041	2	71200002
712200413	71220041	3	71200001
712200414	71220041	4	71200001
712200415	71220041	5	71200002
712200421	71220042	1	71200002
712200422	71220042	2	71200002
712200423	71220042	3	71200001
712200424	71220042	4	71200001
712200425	71220042	5	71200001
712200431	71220043	1	71200006
712200432	71220043	2	71200002
712200433	71220043	3	71200001
712200434	71220043	4	71200001
712200435	71220043	5	71200001
712200441	71220044	1	71200002
712200442	71220044	2	71200002
712200443	71220044	3	71200005
712200444	71220044	4	71200005
712200445	71220044	5	71200005
712200451	71220045	1	71200003
712200452	71220045	2	71200001
712200453	71220045	3	71200002
712200454	71220045	4	71200002
712200455	71220045	5	71200003
712200461	71220046	1	71200006
712200462	71220046	2	71200002
712200463	71220046	3	71200002
712200464	71220046	4	71200002
712200465	71220046	5	71200002
712200471	71220047	1	71200001
712200472	71220047	2	71200002
712200473	71220047	3	71200002
712200474	71220047	4	71200002
712200475	71220047	5	71200002
712200481	71220048	1	71200002
712200482	71220048	2	71200002
712200483	71220048	3	71200001
712200484	71220048	4	71200003
712200485	71220048	5	71200001
712200491	71220049	1	71200002
712200492	71220049	2	71200006
712200493	71220049	3	71200002
712200494	71220049	4	71200002
712200495	71220049	5	71200001
712200501	71220050	1	71200003
712200502	71220050	2	71200002
712200503	71220050	3	71200001
712200504	71220050	4	71200003
712200505	71220050	5	71200002
712200511	71220051	1	71200003
712200512	71220051	2	71200001
712200513	71220051	3	71200001
712200514	71220051	4	71200001
712200515	71220051	5	71200003
712200521	71220052	1	71200005
712200522	71220052	2	71200001
712200523	71220052	3	71200002
712200524	71220052	4	71200002
712200525	71220052	5	71200001
712200531	71220053	1	71200001
712200532	71220053	2	71200001
712200533	71220053	3	71200001
712200534	71220053	4	71200001
712200535	71220053	5	71200002
712200541	71220054	1	71200006
712200542	71220054	2	71200001
712200543	71220054	3	71200001
712200544	71220054	4	71200005
712200545	71220054	5	71200006
712200551	71220055	1	71200006
712200552	71220055	2	71200001
712200553	71220055	3	71200001
712200554	71220055	4	71200006
712200555	71220055	5	71200001
712200561	71220056	1	71200001
712200562	71220056	2	71200006
712200563	71220056	3	71200001
712200564	71220056	4	71200001
712200565	71220056	5	71200001
712200571	71220057	1	71200002
712200572	71220057	2	71200002
712200573	71220057	3	71200005
712200574	71220057	4	71200001
712200575	71220057	5	71200001
712200581	71220058	1	71200001
712200582	71220058	2	71200001
712200583	71220058	3	71200001
712200584	71220058	4	71200001
712200585	71220058	5	71200001
712200591	71220059	1	71200006
712200592	71220059	2	71200006
712200593	71220059	3	71200006
712200594	71220059	4	71200006
712200595	71220059	5	71200006
712200601	71220060	1	71200003
712200602	71220060	2	71200003
712200603	71220060	3	71200003
712200604	71220060	4	71200003
712200605	71220060	5	71200003
712200611	71220061	1	71200003
712200612	71220061	2	71200001
712200613	71220061	3	71200001
712200614	71220061	4	71200001
712200615	71220061	5	71200001
712200661	71220066	1	71200005
712200662	71220066	2	71200001
712200663	71220066	3	71200002
712200664	71220066	4	71200002
712200665	71220066	5	71200002
712200671	71220067	1	71200002
712200672	71220067	2	71200003
712200673	71220067	3	71200002
712200674	71220067	4	71200002
712200675	71220067	5	71200002
712200681	71220068	1	71200003
712200682	71220068	2	71200001
712200683	71220068	3	71200002
712200684	71220068	4	71200002
712200685	71220068	5	71200002
712200691	71220069	1	71200001
712200692	71220069	2	71200001
712200693	71220069	3	71200002
712200694	71220069	4	71200002
712200695	71220069	5	71200002
712200701	71220070	1	71200002
712200702	71220070	2	71200002
712200703	71220070	3	71200001
712200704	71220070	4	71200001
712200705	71220070	5	71200002
712200711	71220071	1	71200001
712200712	71220071	2	71200002
712200713	71220071	3	71200001
712200714	71220071	4	71200001
712200715	71220071	5	71200001
712200721	71220072	1	71200002
712200722	71220072	2	71200002
712200723	71220072	3	71200002
712200724	71220072	4	71200002
712200725	71220072	5	71200001
712200741	71220074	1	71200002
712200742	71220074	2	71200001
712200743	71220074	3	71200002
712200744	71220074	4	71200002
712200745	71220074	5	71200002
712200751	71220075	1	71200003
712200752	71220075	2	71200002
712200753	71220075	3	71200003
712200754	71220075	4	71200003
712200755	71220075	5	71200002
712200771	71220077	1	71200001
712200772	71220077	2	71200002
712200773	71220077	3	71200001
712200774	71220077	4	71200001
712200775	71220077	5	71200002
712200781	71220078	1	71200002
712200782	71220078	2	71200001
712200783	71220078	3	71200002
712200784	71220078	4	71200002
712200785	71220078	5	71200002
712200791	71220079	1	71200003
712200792	71220079	2	71200002
712200793	71220079	3	71200003
712200794	71220079	4	71200003
712200795	71220079	5	71200002
712200801	71220080	1	71200003
712200802	71220080	2	71200002
712200803	71220080	3	71200003
712200804	71220080	4	71200003
712200805	71220080	5	71200002
712200811	71220081	1	71200003
712200812	71220081	2	71200002
712200813	71220081	3	71200003
712200814	71220081	4	71200003
712200815	71220081	5	71200002
712200821	71220082	1	71200002
712200822	71220082	2	71200001
712200823	71220082	3	71200002
712200824	71220082	4	71200002
712200825	71220082	5	71200001
712200831	71220083	1	71200005
712200832	71220083	2	71200004
712200833	71220083	3	71200002
712200834	71220083	4	71200002
712200835	71220083	5	71200002
712200841	71220084	1	71200001
712200842	71220084	2	71200001
712200843	71220084	3	71200002
712200844	71220084	4	71200002
712200845	71220084	5	71200002
712200851	71220085	1	71200001
712200852	71220085	2	71200001
712200853	71220085	3	71200002
712200854	71220085	4	71200001
712200855	71220085	5	71200002
712200861	71220086	1	71200002
712200862	71220086	2	71200006
712200863	71220086	3	71200003
712200864	71220086	4	71200002
712200865	71220086	5	71200002
712200871	71220087	1	71200001
712200872	71220087	2	71200001
712200873	71220087	3	71200002
712200874	71220087	4	71200002
712200875	71220087	5	71200002
712200881	71220088	1	71200002
712200882	71220088	2	71200002
712200883	71220088	3	71200001
712200884	71220088	4	71200001
712200885	71220088	5	71200002
712200891	71220089	1	71200003
712200892	71220089	2	71200002
712200893	71220089	3	71200003
712200894	71220089	4	71200003
712200895	71220089	5	71200002
712200901	71220090	1	71200003
712200902	71220090	2	71200002
712200903	71220090	3	71200003
712200904	71220090	4	71200003
712200905	71220090	5	71200002
712200911	71220091	1	71200003
712200912	71220091	2	71200002
712200913	71220091	3	71200003
712200914	71220091	4	71200003
712200915	71220091	5	71200002
712200921	71220092	1	71200001
712200922	71220092	2	71200002
712200923	71220092	3	71200002
712200924	71220092	4	71200002
712200925	71220092	5	71200002
712200931	71220093	1	71200001
