id	key	text	text_en	text_tw	text_ko	priority	open_date	close_date	open_time	close_time
4200	guild_notification_level_up_icon	「サークルアイコン枠がアップグレードされました」				100	2020-05-01 00:00:00	2100-12-31 00:00:00		
4300	guild_notification_level_up_member	「サークルメンバー数が{0}人に増加しました」				100	2020-05-01 00:00:00	2100-12-31 00:00:00		
4400	guild_notification_level_up_sub_leader	「サブリーダー数が{0}人に増加しました」				100	2020-05-01 00:00:00	2100-12-31 00:00:00		
4500	guild_notification_level_up_login	「サークルログインボーナスがアップグレードされました」				100	2020-05-01 00:00:00	2100-12-31 00:00:00		
4600	guild_notification_level_up_shop	「サークルショップがアップグレードされました」				100	2020-05-01 00:00:00	2100-12-31 00:00:00		
4700	guild_notification_level_up_mission	「サークル活動がアップグレードされました」				100	2020-05-01 00:00:00	2100-12-31 00:00:00		
4800	default_user_last_name	姓				100	2020-05-01 00:00:00	2100-12-31 00:00:00		
4900	default_user_first_name	名				100	2020-05-01 00:00:00	2100-12-31 00:00:00		
5000	default_user_last_name_kana	セイ				100	2020-05-01 00:00:00	2100-12-31 00:00:00		
5100	default_user_first_name_kana	メイ				100	2020-05-01 00:00:00	2100-12-31 00:00:00		
5200	default_user_nickname	ツーリング愛好家,△,ゆるキャンパー,つなキャンパー,富士山スキー,ちくわ,孫ライダーズ,富士山好き,ソロキャンパー,ホラ吹きガール,ムードメーカー,マイペース,牛のお化け,松ぼっくり				100	2020-05-01 00:00:00	2100-12-31 00:00:00		
6101	rental_report_reward_text	野外活動レポートレンタル{0}回の報酬です。				100	2020-05-01 00:00:00	2100-12-31 00:00:00		
6102	rental_support_reward_text	サポートカードレンタル{0}回の報酬です。				100	2020-05-01 00:00:00	2100-12-31 00:00:00		
7101	guild_notification_mission_clear	{0}さんがサークル活動をクリアしました。				100	2020-05-01 00:00:00	2100-12-31 00:00:00		
7102	guild_mission_clear_present_message	{0}さんがサークル活動をクリアした報酬です。				100	2020-05-01 00:00:00	2100-12-31 00:00:00		
8101	exceed_ap_item_text	残りAP報酬				100	2020-05-01 00:00:00	2100-12-31 00:00:00		
9010	push_notification_visit_nadeshiko	なでしこ「誰かが遊びに来たみたいだよ！¥nホームを見てみよう」				100	2020-05-01 00:00:00	2100-12-31 00:00:00		
9020	push_notification_visit_rin	リン「誰かが遊びに来たみたいだ。¥nホームを見てみるか」				100	2020-05-01 00:00:00	2100-12-31 00:00:00		
9030	push_notification_visit_chiaki	千明「ん？誰か遊びに来たぞ！¥nホームを確認しようぜ」				100	2020-05-01 00:00:00	2100-12-31 00:00:00		
9040	push_notification_visit_aoi	あおい「誰か遊びに来たみたいやね。¥nホームを見てみよか」				100	2020-05-01 00:00:00	2100-12-31 00:00:00		
9050	push_notification_visit_ena	恵那「誰か遊びに来たみたいだね。¥nホームを見てみようー」				100	2020-05-01 00:00:00	2100-12-31 00:00:00		
