id	member_id	costume_id	clothes_id	clothes_color	reaction_scene_id	name_prefix_text_id	alter_member_name_text_id	rarity	max_level_id	type	value	advantage_type	anime_season	feature_id	card_content_id	card_premium_id	picture_release_id	limitbreak_id	limitbreak_target_ids	level_growth_id	kirameki_awakening_receipe_id	tokimeki_awakening_receipe_id	reawakening_receipe_id	enhance_recipe_id	is_limitbreak_material	is_special_limitbreak_material	exp	interlude_voice_no1	interlude_voice_no2	interlude_voice_no3	interlude_voice_no4	interlude_voice_no5	growth_reward_group_id	book_growth_reward_group_id	duplicate_reward_id	description	description_text_id	bgm	direction_id	decoration_removable	open_date	exchange_initial_price	exchange_additional_price	exchange_start_date	enhance_target_min_level	enhance_target_max_level
10014	4	1003	812			5		1	101				1		101		101	14	0	1001					1	1								111	1001400	"夏らしい薄着のキャンプ服。
ブルー系のアースカラーコーデ。"	316		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10015	5	1003	812			5		1	101				1		101		101	15	0	1001					1	1								111	1001500	"夏らしい薄着のキャンプ服。
ブルー系のアースカラーコーデ。"	316		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10016	1	1004	813			6		1	101				1		101		101	11	0	1001					1	1								111	1001600	"夏らしい薄着のキャンプ服。
ベージュ系のアースカラーコーデ。"	317		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10017	2	1004	813			6		1	101				1		101		101	12	0	1001					1	1								111	1001700	"夏らしい薄着のキャンプ服。
ベージュ系のアースカラーコーデ。"	317		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10018	3	1004	813			6		1	101				1		101		101	13	0	1001					1	1								111	1001800	"夏らしい薄着のキャンプ服。
ベージュ系のアースカラーコーデ。"	317		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10019	4	1004	813			6		1	101				1		101		101	14	0	1001					1	1								111	1001900	"夏らしい薄着のキャンプ服。
ベージュ系のアースカラーコーデ。"	317		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10020	5	1004	813			6		1	101				1		101		101	15	0	1001					1	1								111	1002000	"夏らしい薄着のキャンプ服。
ベージュ系のアースカラーコーデ。"	317		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10021	1	1005	814			7		1	101				1		101		101	11	0	1001					1	1								111	1002100	"夏らしい薄着のキャンプ服。
カーキ系のアースカラーコーデ。"	318		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10022	2	1005	814			7		1	101				1		101		101	12	0	1001					1	1								111	1002200	"夏らしい薄着のキャンプ服。
カーキ系のアースカラーコーデ。"	318		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10023	3	1005	814			7		1	101				1		101		101	13	0	1001					1	1								111	1002300	"夏らしい薄着のキャンプ服。
カーキ系のアースカラーコーデ。"	318		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10024	4	1005	814			7		1	101				1		101		101	14	0	1001					1	1								111	1002400	"夏らしい薄着のキャンプ服。
カーキ系のアースカラーコーデ。"	318		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10025	5	1005	814			7		1	101				1		101		101	15	0	1001					1	1								111	1002500	"夏らしい薄着のキャンプ服。
カーキ系のアースカラーコーデ。"	318		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10026	1	1006	815			8		1	101				1		101		101	11	0	1001					1	1								111	1002600	"夏らしい薄着のキャンプ服。
ブラウン系のアースカラーコーデ。"	319		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10027	2	1006	815			8		1	101				1		101		101	12	0	1001					1	1								111	1002700	"夏らしい薄着のキャンプ服。
ブラウン系のアースカラーコーデ。"	319		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10028	3	1006	815			8		1	101				1		101		101	13	0	1001					1	1								111	1002800	"夏らしい薄着のキャンプ服。
ブラウン系のアースカラーコーデ。"	319		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10029	4	1006	815			8		1	101				1		101		101	14	0	1001					1	1								111	1002900	"夏らしい薄着のキャンプ服。
ブラウン系のアースカラーコーデ。"	319		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10030	5	1006	815			8		1	101				1		101		101	15	0	1001					1	1								111	1003000	"夏らしい薄着のキャンプ服。
ブラウン系のアースカラーコーデ。"	319		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10031	1	1007	816			9		1	101				1		101		101	11	0	1001					1	1								111	1003100	"夏らしい薄着のキャンプ服。
ウッドランドパターンのカモコーデ。"	320		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10032	2	1007	816			9		1	101				1		101		101	12	0	1001					1	1								111	1003200	"夏らしい薄着のキャンプ服。
ウッドランドパターンのカモコーデ。"	320		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10033	3	1007	816			9		1	101				1		101		101	13	0	1001					1	1								111	1003300	"夏らしい薄着のキャンプ服。
ウッドランドパターンのカモコーデ。"	320		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10034	4	1007	816			9		1	101				1		101		101	14	0	1001					1	1								111	1003400	"夏らしい薄着のキャンプ服。
ウッドランドパターンのカモコーデ。"	320		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10035	5	1007	816			9		1	101				1		101		101	15	0	1001					1	1								111	1003500	"夏らしい薄着のキャンプ服。
ウッドランドパターンのカモコーデ。"	320		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10036	1	1008	817			10		1	101				1		101		101	11	0	1001					1	1								111	1003600	"夏らしい薄着のキャンプ服。
マルチカムパターンのカモコーデ。"	321		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10037	2	1008	817			10		1	101				1		101		101	12	0	1001					1	1								111	1003700	"夏らしい薄着のキャンプ服。
マルチカムパターンのカモコーデ。"	321		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10038	3	1008	817			10		1	101				1		101		101	13	0	1001					1	1								111	1003800	"夏らしい薄着のキャンプ服。
マルチカムパターンのカモコーデ。"	321		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10039	4	1008	817			10		1	101				1		101		101	14	0	1001					1	1								111	1003900	"夏らしい薄着のキャンプ服。
マルチカムパターンのカモコーデ。"	321		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10040	5	1008	817			10		1	101				1		101		101	15	0	1001					1	1								111	1004000	"夏らしい薄着のキャンプ服。
マルチカムパターンのカモコーデ。"	321		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10041	1	1009	818			11		1	101				1		101		101	11	0	1001					1	1								111	1004100	"夏らしい薄着のキャンプ服。
ホワイト系のモノトーンコーデ。"	322		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10042	2	1009	818			11		1	101				1		101		101	12	0	1001					1	1								111	1004200	"夏らしい薄着のキャンプ服。
ホワイト系のモノトーンコーデ。"	322		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10043	3	1009	818			11		1	101				1		101		101	13	0	1001					1	1								111	1004300	"夏らしい薄着のキャンプ服。
ホワイト系のモノトーンコーデ。"	322		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10044	4	1009	818			11		1	101				1		101		101	14	0	1001					1	1								111	1004400	"夏らしい薄着のキャンプ服。
ホワイト系のモノトーンコーデ。"	322		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10045	5	1009	818			11		1	101				1		101		101	15	0	1001					1	1								111	1004500	"夏らしい薄着のキャンプ服。
ホワイト系のモノトーンコーデ。"	322		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10046	1	1010	819			12		1	101				1		101		101	11	0	1001					1	1								111	1004600	"夏らしい薄着のキャンプ服。
ブラック系のモノトーンコーデ。"	323		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10047	2	1010	819			12		1	101				1		101		101	12	0	1001					1	1								111	1004700	"夏らしい薄着のキャンプ服。
ブラック系のモノトーンコーデ。"	323		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10048	3	1010	819			12		1	101				1		101		101	13	0	1001					1	1								111	1004800	"夏らしい薄着のキャンプ服。
ブラック系のモノトーンコーデ。"	323		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10049	4	1010	819			12		1	101				1		101		101	14	0	1001					1	1								111	1004900	"夏らしい薄着のキャンプ服。
ブラック系のモノトーンコーデ。"	323		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10050	5	1010	819			12		1	101				1		101		101	15	0	1001					1	1								111	1005000	"夏らしい薄着のキャンプ服。
ブラック系のモノトーンコーデ。"	323		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10051	1	1011	820			13		2	102				1		102		102	21	0	1002					1	1								121	1005100	"イーストウッドキャンプ場へ行った時の服。
ほっとけや温泉入浴後に着ていた。"	324		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10052	2	1012	820			14		2	102				1		102		102	22	0	1002					1	1								121	1005200	"麓キャンプ場へ行った時の服。担々餃子鍋で
暑くなり思わず脱いだ上着の下に着ていた。"	325		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10053	3	1011	820			13		2	102				1		102		102	23	0	1002					1	1								121	1005300	"イーストウッドキャンプ場へ行った時の服。
ほっとけや温泉入浴後に着ていた。"	324		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10054	4	1011	820			13		2	102				1		102		102	24	0	1002					1	1								121	1005400	"イーストウッドキャンプ場へ行った時の服。
ほっとけや温泉入浴後に着ていた。"	324		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10055	5	1013	820			15		2	102				1		102		102	25	0	1002					1	1								121	1005500	"伊豆キャンへ行った時の服。
堂ヶ島温泉入浴後に着ていた。"	326		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10056	1	1014	821			16		2	102				1		102		102	21	0	1002					1	1								121	1005600	"冬のあったかキャンプ服。
オレンジ系のアースカラーコーデ。"	327		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10057	2	1014	821			16		2	102				1		102		102	22	0	1002					1	1								121	1005700	"冬のあったかキャンプ服。
オレンジ系のアースカラーコーデ。"	327		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10058	3	1014	821			16		2	102				1		102		102	23	0	1002					1	1								121	1005800	"冬のあったかキャンプ服。
オレンジ系のアースカラーコーデ。"	327		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10059	4	1014	821			16		2	102				1		102		102	24	0	1002					1	1								121	1005900	"冬のあったかキャンプ服。
オレンジ系のアースカラーコーデ。"	327		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10060	5	1014	821			16		2	102				1		102		102	25	0	1002					1	1								121	1006000	"冬のあったかキャンプ服。
オレンジ系のアースカラーコーデ。"	327		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10061	1	1015	822			17		2	102				1		102		102	21	0	1002					1	1								121	1006100	"冬のあったかキャンプ服。
ブルー系のアースカラーコーデ。"	328		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10062	2	1015	822			17		2	102				1		102		102	22	0	1002					1	1								121	1006200	"冬のあったかキャンプ服。
ブルー系のアースカラーコーデ。"	328		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10063	3	1015	822			17		2	102				1		102		102	23	0	1002					1	1								121	1006300	"冬のあったかキャンプ服。
ブルー系のアースカラーコーデ。"	328		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10064	4	1015	822			17		2	102				1		102		102	24	0	1002					1	1								121	1006400	"冬のあったかキャンプ服。
ブルー系のアースカラーコーデ。"	328		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10065	5	1015	822			17		2	102				1		102		102	25	0	1002					1	1								121	1006500	"冬のあったかキャンプ服。
ブルー系のアースカラーコーデ。"	328		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10066	1	1016	823			18		2	102				1		102		102	21	0	1002					1	1								121	1006600	"冬のあったかキャンプ服。
ベージュ系のアースカラーコーデ。"	329		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10067	2	1016	823			18		2	102				1		102		102	22	0	1002					1	1								121	1006700	"冬のあったかキャンプ服。
ベージュ系のアースカラーコーデ。"	329		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10068	3	1016	823			18		2	102				1		102		102	23	0	1002					1	1								121	1006800	"冬のあったかキャンプ服。
ベージュ系のアースカラーコーデ。"	329		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10069	4	1016	823			18		2	102				1		102		102	24	0	1002					1	1								121	1006900	"冬のあったかキャンプ服。
ベージュ系のアースカラーコーデ。"	329		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10070	5	1016	823			18		2	102				1		102		102	25	0	1002					1	1								121	1007000	"冬のあったかキャンプ服。
ベージュ系のアースカラーコーデ。"	329		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10071	1	1017	824			19		2	102				1		102		102	21	0	1002					1	1								121	1007100	"冬のあったかキャンプ服。
カーキ系のアースカラーコーデ。"	330		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10072	2	1017	824			19		2	102				1		102		102	22	0	1002					1	1								121	1007200	"冬のあったかキャンプ服。
カーキ系のアースカラーコーデ。"	330		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10073	3	1017	824			19		2	102				1		102		102	23	0	1002					1	1								121	1007300	"冬のあったかキャンプ服。
カーキ系のアースカラーコーデ。"	330		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10074	4	1017	824			19		2	102				1		102		102	24	0	1002					1	1								121	1007400	"冬のあったかキャンプ服。
カーキ系のアースカラーコーデ。"	330		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10075	5	1017	824			19		2	102				1		102		102	25	0	1002					1	1								121	1007500	"冬のあったかキャンプ服。
カーキ系のアースカラーコーデ。"	330		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10076	1	1018	830			20		2	102				1		102		102	21	0	1002					1	1								121	1007600	"クリキャンへ行った時の服。
朝霧高原キャンプ場で入浴後に着ていた。"	331		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10077	2	1018	830			20		2	102				1		102		102	22	0	1002					1	1								121	1007700	"クリキャンへ行った時の服。
朝霧高原キャンプ場で入浴後に着ていた。"	331		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10078	3	1018	830			20		2	102				1		102		102	23	0	1002					1	1								121	1007800	"クリキャンへ行った時の服。
朝霧高原キャンプ場で入浴後に着ていた。"	331		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10079	4	1018	830			20		2	102				1		102		102	24	0	1002					1	1								121	1007900	"クリキャンへ行った時の服。
朝霧高原キャンプ場で入浴後に着ていた。"	331		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10080	5	1018	830			20		2	102				1		102		102	25	0	1002					1	1								121	1008000	"クリキャンへ行った時の服。
朝霧高原キャンプ場で入浴後に着ていた。"	331		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10081	1	1019	831			21		2	102				1		102		102	21	0	1002					1	1								121	1008100	"冬のあったかキャンプ服。
ウッドランドパターンのカモコーデ。"	332		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10082	2	1019	831			21		2	102				1		102		102	22	0	1002					1	1								121	1008200	"冬のあったかキャンプ服。
ウッドランドパターンのカモコーデ。"	332		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10083	3	1019	831			21		2	102				1		102		102	23	0	1002					1	1								121	1008300	"冬のあったかキャンプ服。
ウッドランドパターンのカモコーデ。"	332		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10084	4	1019	831			21		2	102				1		102		102	24	0	1002					1	1								121	1008400	"冬のあったかキャンプ服。
ウッドランドパターンのカモコーデ。"	332		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10085	5	1019	831			21		2	102				1		102		102	25	0	1002					1	1								121	1008500	"冬のあったかキャンプ服。
ウッドランドパターンのカモコーデ。"	332		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10086	1	1020	832			22		2	102				1		102		102	21	0	1002					1	1								121	1008600	"冬のあったかキャンプ服。
マルチカムパターンのカモコーデ。"	333		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10087	2	1020	832			22		2	102				1		102		102	22	0	1002					1	1								121	1008700	"冬のあったかキャンプ服。
マルチカムパターンのカモコーデ。"	333		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10088	3	1020	832			22		2	102				1		102		102	23	0	1002					1	1								121	1008800	"冬のあったかキャンプ服。
マルチカムパターンのカモコーデ。"	333		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10089	4	1020	832			22		2	102				1		102		102	24	0	1002					1	1								121	1008900	"冬のあったかキャンプ服。
マルチカムパターンのカモコーデ。"	333		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10090	5	1020	832			22		2	102				1		102		102	25	0	1002					1	1								121	1009000	"冬のあったかキャンプ服。
マルチカムパターンのカモコーデ。"	333		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10091	1	1021	833			23		2	102				1		102		102	21	0	1002					1	1								121	1009100	"冬のあったかキャンプ服。
ホワイト系のモノトーンコーデ。"	334		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10092	2	1021	833			23		2	102				1		102		102	22	0	1002					1	1								121	1009200	"冬のあったかキャンプ服。
ホワイト系のモノトーンコーデ。"	334		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10093	3	1021	833			23		2	102				1		102		102	23	0	1002					1	1								121	1009300	"冬のあったかキャンプ服。
ホワイト系のモノトーンコーデ。"	334		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10094	4	1021	833			23		2	102				1		102		102	24	0	1002					1	1								121	1009400	"冬のあったかキャンプ服。
ホワイト系のモノトーンコーデ。"	334		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10095	5	1021	833			23		2	102				1		102		102	25	0	1002					1	1								121	1009500	"冬のあったかキャンプ服。
ホワイト系のモノトーンコーデ。"	334		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10096	1	1022	834			24		2	102				1		102		102	21	0	1002					1	1								121	1009600	"冬のあったかキャンプ服。
ブラック系のモノトーンコーデ。"	335		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10097	2	1022	834			24		2	102				1		102		102	22	0	1002					1	1								121	1009700	"冬のあったかキャンプ服。
ブラック系のモノトーンコーデ。"	335		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10098	3	1022	834			24		2	102				1		102		102	23	0	1002					1	1								121	1009800	"冬のあったかキャンプ服。
ブラック系のモノトーンコーデ。"	335		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10099	4	1022	834			24		2	102				1		102		102	24	0	1002					1	1								121	1009900	"冬のあったかキャンプ服。
ブラック系のモノトーンコーデ。"	335		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10100	5	1022	834			24		2	102				1		102		102	25	0	1002					1	1								121	1010000	"冬のあったかキャンプ服。
ブラック系のモノトーンコーデ。"	335		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10101	1	1023	4		10101	25		2	102				1		112		102	21	0	1002					1	1		みえた…ふじさん…	くちの中　ヤケドした！！					121	1010100	"富士山を見に行った本栖湖キャンプ場で
リンと出会った時の服。"	336		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10102	2	1023	4		10102	25		2	102				1		112		102	22	0	1002					1	1		見えないって　あれが？	１５００円					121	1010200	"ソロキャンをしに行った本栖湖キャンプ場で
なでしこと出会った時の服。"	337		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10103	3	1024	4		10103	26		3	103				1		133		103	33	0	1003	133				1	1		ウチは甘くないぞ！覚悟はあるか？	食ったー					131	1010300	ゆるキャン△４巻の扉絵で着ていた服。	338		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10104	4	1025	4		10104	27		3	103				1		133		103	34	0	1003	134				1	1		死亡フラグやめーや	あき　鼻血でとる！					131	1010400	ゆるキャン△３巻の扉絵で着ていた服。	339		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10105	5	1026	4		10105	28		3	103				1		133		103	35	0	1003	135				1	1		へぇー　いいねコレ	お　よかったじゃん					131	1010500	ゆるキャン△５巻の扉絵で着ていた服。	340		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10106	1	1027	5		10106	29		3	103				1		103		103	31	0	1003	134				1	1		テスト…　終わったー！！	いいですよ！！					131	1010600	"本栖高校の制服とコート。
薄ピンクのマフラーも着用。"	341		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10107	2	1027	5		10107	29		3	103				1		123		103	32	0	1003	135				1	1		ま　免許も取ったしな	やめろよ					131	1010700	"本栖高校の制服とコート。
薄青のマフラーも着用。"	342		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10108	3	1027	5		10108	29		3	103				1		113		103	33	0	1003	131				1	1		…助けてもらって　いいっすか？	よゆうだったぜー					131	1010800	"本栖高校の制服とコート。
紫のマフラーも着用。"	343		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10109	4	1027	5		10109	29		3	103				1		103		103	34	0	1003	132				1	1		まかしときー	ざっくりしとるなー					131	1010900	"本栖高校の制服とコート。
薄橙のマフラーも着用。"	344		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10110	5	1027	5		10110	29		3	103				1		103		103	35	0	1003	133				1	1		こんにちは～	二人で何の実験してるの？					131	1011000	"本栖高校の制服とコート。
薄緑のマフラーも着用。"	345		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10111	1	1028	6		10111	30		3	103				1		143		103	31	0	1003	133				1	1		よーし　がんばるぞー	FUJIKO！？					131	1011100	本栖高校の制服。	346		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10112	2	1028	6		10112	30		3	103				1		153		103	32	0	1003	134				1	1		キャンプでYAKINIKU…	おせっかい焼きめ					131	1011200	本栖高校の制服。	346		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10113	3	1028	6		10113	30		3	103				1		143		103	33	0	1003	135				1	1		栗　きん　とん　栗　きん　とん♪	キャンプがしたい！					131	1011300	本栖高校の制服。	346		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10114	4	1028	6		10114	30		3	103				1		143		103	34	0	1003	131				1	1		コタツやないか	…ひとり4000円ずつや					131	1011400	本栖高校の制服。	346		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10115	5	1028	6		10115	30		3	103				1		143		103	35	0	1003	132				1	1		クマヘアー	お会計３万５千円となります					131	1011500	本栖高校の制服。	346		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10116	1	1029	7		10116	31		3	103				1		143		103	31	0	1003	135				1	1		ぶちょーう！！	もらってくるーー！！					131	1011600	"本栖高校のジャージ。校庭や中庭で
野クルの活動をする時に着ていた。"	347		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10117	2	1029	7		10117	31		3	103				1		143		103	32	0	1003	131				1	1		わかったわかった	（かわええ……）					131	1011700	"本栖高校のジャージ。校庭や中庭で
野クルと活動をする時に着ていた。"	348		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10118	3	1029	7		10118	31		3	103				1		143		103	33	0	1003	132				1	1		好きなだけ持ってきてよーし！	「冬キャン」の準備を始める！！					131	1011800	"本栖高校のジャージ。校庭や中庭で
野クルの活動をする時に着ていた。"	347		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10119	4	1029	7		10119	31		3	103				1		143		103	34	0	1003	133				1	1		助かったわー	ワンコみたいなやぁ					131	1011900	"本栖高校のジャージ。校庭や中庭で
野クルの活動をする時に着ていた。"	347		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10120	5	1029	7		10120	31		3	103				1		143		103	35	0	1003	134				1	1		プレゼント交換やらないの？	おす！					131	1012000	"本栖高校のジャージ。校庭や中庭で
野クルと活動をする時に着ていた。"	348		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10121	1	1030	8		10121	32		3	103				1		153		103	31	0	1003	131				1	1		冬はお鍋が一番だよー	行ってくるー！					131	1012100	"リンを追いかけて
麓キャンプ場へ行った時の服。"	349		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
10122	2	1030	8		10122	32		3	103				1		153		103	32	0	1003	132				1	1		（今度から本気出す）	（なでしこの恩返し…）					131	1012200	"ソロキャンをしに
麓キャンプ場へ行った時の服。"	350		1		2021-05-01 00:00:00			2100-01-01 00:00:00		
