id	story_type	chapter_text_id	title_text_id	media_type	chapter_id	feature_id	target_id	target_value	sort_id	card_lv	awakening_type	dear_point	media_id	has_choice	name_rank	reward_id	publish_date	open_date	close_date
70010401	8	4	1401	1	5041		70010311						70010401				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010402	8	4	1402	1	5041		70010401						70010402				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010403	8	4	1403	1	5041		70010402						70010403				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010404	8	4	1404	1	5041		70010403						70010404				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010405	8	4	1405	1	5041		70010404						70010405				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010406	8	4	1406	1	5041		70010405						70010406				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010407	8	4	1407	1	5041		70010406						70010407				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010408	8	4	1408	1	5041		70010407						70010408				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010409	8	4	1409	1	5041		70010408						70010409				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010410	8	4	1410	1	5041		70010409						70010410				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010411	8	4	1411	1	5041		70010410						70010411				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010501	8	5	1501	1	5051		70010411						70010501				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010502	8	5	1502	1	5051		70010501						70010502				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010503	8	5	1503	1	5051		70010502						70010503				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010504	8	5	1504	1	5051		70010503						70010504				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010505	8	5	1505	1	5051		70010504						70010505				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010506	8	5	1506	1	5051		70010505						70010506				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010507	8	5	1507	1	5051		70010506						70010507				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010508	8	5	1508	1	5051		70010507						70010508				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010509	8	5	1509	1	5051		70010508						70010509				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010510	8	5	1510	1	5051		70010509						70010510				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010511	8	5	1511	1	5051		70010510						70010511				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010601	8	6	1601	1	5061		70010511						70010601				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010602	8	6	1602	1	5061		70010601						70010602				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010603	8	6	1603	1	5061		70010602						70010603				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010604	8	6	1604	1	5061		70010603						70010604				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010605	8	6	1605	1	5061		70010604						70010605				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010606	8	6	1606	1	5061		70010605						70010606				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010607	8	6	1607	1	5061		70010606						70010607				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010608	8	6	1608	1	5061		70010607						70010608				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010609	8	6	1609	1	5061		70010608						70010609				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010610	8	6	1610	1	5061		70010609						70010610				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010611	8	6	1611	1	5061		70010610						70010611				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010701	8	7	1701	1	5071		70010611						70010701				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010702	8	7	1702	1	5071		70010701						70010702				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010703	8	7	1703	1	5071		70010702						70010703				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010704	8	7	1704	1	5071		70010703						70010704				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010705	8	7	1705	1	5071		70010704						70010705				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010706	8	7	1706	1	5071		70010705						70010706				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010707	8	7	1707	1	5071		70010706						70010707				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010708	8	7	1708	1	5071		70010707						70010708				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010709	8	7	1709	1	5071		70010708						70010709				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010710	8	7	1710	1	5071		70010709						70010710				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010711	8	7	1711	1	5071		70010710						70010711				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010801	8	8	1801	1	5081		70010711						70010801				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010802	8	8	1802	1	5081		70010801						70010802				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010803	8	8	1803	1	5081		70010802						70010803				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010804	8	8	1804	1	5081		70010803						70010804				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010805	8	8	1805	1	5081		70010804						70010805				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010806	8	8	1806	1	5081		70010805						70010806				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010807	8	8	1807	1	5081		70010806						70010807				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010808	8	8	1808	1	5081		70010807						70010808				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010809	8	8	1809	1	5081		70010808						70010809				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010810	8	8	1810	1	5081		70010809						70010810				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010811	8	8	1811	1	5081		70010810						70010811				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010901	8	9	1901	1	5091		70010811						70010901				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010902	8	9	1902	1	5091		70010901						70010902				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010903	8	9	1903	1	5091		70010902						70010903				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010904	8	9	1904	1	5091		70010903						70010904				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010905	8	9	1905	1	5091		70010904						70010905				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010906	8	9	1906	1	5091		70010905						70010906				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010907	8	9	1907	1	5091		70010906						70010907				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010908	8	9	1908	1	5091		70010907						70010908				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010909	8	9	1909	1	5091		70010908						70010909				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010910	8	9	1910	1	5091		70010909						70010910				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70010911	8	9	1911	1	5091		70010910						70010911				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70011001	8	10	2001	1	5101		70010911						70011001				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70011002	8	10	2002	1	5101		70011001						70011002				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70011003	8	10	2003	1	5101		70011002						70011003				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70011004	8	10	2004	1	5101		70011003						70011004				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70011005	8	10	2005	1	5101		70011004						70011005				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70011006	8	10	2006	1	5101		70011005						70011006				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70011007	8	10	2007	1	5101		70011006						70011007				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70011008	8	10	2008	1	5101		70011007						70011008				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70011009	8	10	2009	1	5101		70011008						70011009				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70011010	8	10	2010	1	5101		70011009						70011010				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70011011	8	10	2011	1	5101		70011010						70011011				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70011101	8	11	2101	1	5111		70011011						70011101				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70011102	8	11	2102	1	5111		70011101						70011102				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70011103	8	11	2103	1	5111		70011102						70011103				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70011104	8	11	2104	1	5111		70011103						70011104				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70011105	8	11	2105	1	5111		70011104						70011105				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70011106	8	11	2106	1	5111		70011105						70011106				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70011107	8	11	2107	1	5111		70011106						70011107				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70011108	8	11	2108	1	5111		70011107						70011108				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70011109	8	11	2109	1	5111		70011108						70011109				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70011110	8	11	2110	1	5111		70011109						70011110				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70011111	8	11	2111	1	5111		70011110						70011111				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70011201	8	12	2201	1	5121		70011111						70011201				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70011202	8	12	2202	1	5121		70011201						70011202				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70011203	8	12	2203	1	5121		70011202						70011203				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70011204	8	12	2204	1	5121		70011203						70011204				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70011205	8	12	2205	1	5121		70011204						70011205				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70011206	8	12	2206	1	5121		70011205						70011206				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70011207	8	12	2207	1	5121		70011206						70011207				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70011208	8	12	2208	1	5121		70011207						70011208				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70011209	8	12	2209	1	5121		70011208						70011209				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70011210	8	12	2210	1	5121		70011209						70011210				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70011211	8	12	2211	1	5121		70011210						70011211				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
79999995	4	99990	99991	1			1						70700110				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
79999996	4	99992	99993	1			1						79999995				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
1	1	99999	99999	1			1		1	5			70999999				2100-12-31 23:59:59	2100-12-31 23:59:59	2100-12-31 23:59:59
70101010	3	101010	101011	1			10101		1	5	1		70101011				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101020	3	101020	101021	1			10102		1	5	1		70101021				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101030	3	101030	101031	1			10103		1	15	1		70101031				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101040	3	101040	101041	1			10104		1	15	1		70101041				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101050	3	101050	101051	1			10105		1	15	1		70101051				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101110	3	101110	101111	1			10111		1	15	1		70101111				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101120	3	101120	101121	1			10112		1	15	1		70101121				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101130	3	101130	101131	1			10113		1	15	1		70101131				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101140	3	101140	101141	1			10114		1	15	1		70101141				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101150	3	101150	101151	1			10115		1	15	1		70101151				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101160	3	101160	101161	1			10116		1	15	1		70101161				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101170	3	101170	101171	1			10117		1	15	1		70101171				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101180	3	101180	101181	1			10118		1	15	1		70101181				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101190	3	101190	101191	1			10119		1	15	1		70101191				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101200	3	101200	101201	1			10120		1	15	1		70101201				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101210	3	101210	101211	1			10121		1	15	1		70101211				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101220	3	101220	101221	1			10122		1	15	1		70101221				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101230	3	101230	101231	1			10123		1	15	1		70101231				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101240	3	101240	101241	1			10124		1	15	1		70101241				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101250	3	101250	101251	1			10125		1	15	1		70101251				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101760	3	101760	101761	1			10176		1	15	1		70101761				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101770	3	101770	101771	1			10177		1	15	1		70101771				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101780	3	101780	101781	1			10178		1	15	1		70101781				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101790	3	101790	101791	1			10179		1	15	1		70101791				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101800	3	101800	101801	1			10180		1	15	1		70101801				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101910	3	101910	101911	1			10191		1	15	1		70101911				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101920	3	101920	101921	1			10192		1	15	1		70101921				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101930	3	101930	101931	1			10193		1	15	1		70101931				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101940	3	101940	101941	1			10194		1	15	1		70101941				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101950	3	101950	101951	1			10195		1	15	1		70101951				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101960	3	101960	101961	1			10196		1	15	1		70101961				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101970	3	101970	101971	1			10197		1	15	1		70101971				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101980	3	101980	101981	1			10198		1	15	1		70101981				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101990	3	101990	101991	1			10199		1	15	1		70101991				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70102000	3	102000	102001	1			10200		1	15	1		70102001				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70701000	6	701000	701001	1		701			1				70700000			202701001	2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70702001	6	702000	702001	1		702			1				70700201			202702001	2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70704001	6	704000	704001	1		704			1				70700301			202704001	2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101011	3	101010	101012	1			10101		2	15	1		70101012				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101021	3	101020	101022	1			10102		2	15	1		70101022				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101031	3	101030	101032	1			10103		2	25	1		70101032				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101041	3	101040	101042	1			10104		2	25	1		70101042				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101051	3	101050	101052	1			10105		2	25	1		70101052				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101111	3	101110	101112	1			10111		2	25	1		70101112				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101121	3	101120	101122	1			10112		2	25	1		70101122				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101131	3	101130	101132	1			10113		2	25	1		70101132				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101141	3	101140	101142	1			10114		2	25	1		70101142				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101151	3	101150	101152	1			10115		2	25	1		70101152				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101161	3	101160	101162	1			10116		2	25	1		70101162				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101171	3	101170	101172	1			10117		2	25	1		70101172				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101181	3	101180	101182	1			10118		2	25	1		70101182				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101191	3	101190	101192	1			10119		2	25	1		70101192				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101201	3	101200	101202	1			10120		2	25	1		70101202				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101211	3	101210	101212	1			10121		2	25	1		70101212				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101221	3	101220	101222	1			10122		2	25	1		70101222				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101231	3	101230	101232	1			10123		2	25	1		70101232				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101241	3	101240	101242	1			10124		2	25	1		70101242				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101251	3	101250	101252	1			10125		2	25	1		70101252				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101761	3	101760	101762	1			10176		2	25	1		70101762				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101771	3	101770	101772	1			10177		2	25	1		70101772				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101781	3	101780	101782	1			10178		2	25	1		70101782				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101791	3	101790	101792	1			10179		2	25	1		70101792				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101801	3	101800	101802	1			10180		2	25	1		70101802				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101911	3	101910	101912	1			10191		2	25	1		70101912				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101921	3	101920	101922	1			10192		2	25	1		70101922				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101931	3	101930	101932	1			10193		2	25	1		70101932				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101941	3	101940	101942	1			10194		2	25	1		70101942				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101951	3	101950	101952	1			10195		2	25	1		70101952				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101961	3	101960	101962	1			10196		2	25	1		70101962				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101971	3	101970	101972	1			10197		2	25	1		70101972				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101981	3	101980	101982	1			10198		2	25	1		70101982				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101991	3	101990	101992	1			10199		2	25	1		70101992				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70102001	3	102000	102002	1			10200		2	25	1		70102002				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70701001	6	701000	701002	1		701	70701000	2500	2				70700101			202701001	2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70702002	6	702000	702002	1		702	70702001	25000	2				70700202			202702002	2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70704002	6	704000	704002	1		704	70704001	20000	2				70700302			202704002	2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101012	3	101010	101013	1			10101		3	25	1		70101013				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101022	3	101020	101023	1			10102		3	25	1		70101023				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101032	3	101030	101033	1			10103		3	35	1		70101033				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
70101042	3	101040	101043	1			10104		3	35	1		70101043				2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 23:59:59
