id	character_id	type	line_id
4001	4	1	410142
4001	5	1	410151
4001	5	1	410152
4002	1	1	420111
4002	1	1	420112
4002	2	1	420121
4002	2	1	420122
4002	3	1	420131
4002	3	1	420132
4002	4	1	420141
4002	4	1	420142
4002	5	1	420151
4002	5	1	420152
5001	1	1	500111
5001	2	1	500121
5001	3	1	500131
5001	4	1	500141
5001	5	1	500151
5002	1	1	500112
5002	2	1	500122
5002	3	1	500132
5002	4	1	500142
5002	5	1	500152
5003	1	1	500113
5003	2	1	500123
5003	3	1	500133
5003	4	1	500143
5003	5	1	500153
6001	1	1	600111
6001	1	1	600112
6001	1	1	600113
6001	2	1	600121
6001	2	1	600122
6001	2	1	600123
6001	3	1	600131
6001	3	1	600132
6001	3	1	600133
6001	4	1	600141
6001	4	1	600142
6001	4	1	600143
6001	5	1	600151
6001	5	1	600152
6001	5	1	600153
7001	1	1	700011
7002	2	1	700012
7003	3	1	700013
7004	4	1	700014
7005	5	1	700015
10073	11	2	10073
10074	12	2	10074
10075	13	2	10075
10076	14	2	10076
10077	11	2	10077
10078	12	2	10078
10079	13	2	10079
10080	14	2	10080
10081	11	2	10081
10082	12	2	10082
10083	13	2	10083
10084	14	2	10084
10085	11	2	10085
10086	12	2	10086
10087	13	2	10087
10088	14	2	10088
10089	11	2	10089
10090	12	2	10090
10091	13	2	10091
10092	14	2	10092
10093	11	2	10093
10094	12	2	10094
10095	13	2	10095
10096	14	2	10096
10097	11	2	10097
10098	12	2	10098
10099	13	2	10099
10100	14	2	10100
10101	11	2	10101
10102	12	2	10102
10103	13	2	10103
10104	14	2	10104
10105	11	2	10105
10106	12	2	10106
10107	13	2	10107
10108	14	2	10108
10109	11	2	10109
10110	12	2	10110
10111	13	2	10111
10112	14	2	10112
10113	11	2	10113
10114	12	2	10114
10115	13	2	10115
10116	14	2	10116
10117	16	2	10117
10118	12	2	10118
10119	13	2	10119
10120	14	2	10120
10121	11	2	10121
10122	12	2	10122
10123	13	2	10123
10124	14	2	10124
10125	11	2	10125
10126	12	2	10126
10127	13	2	10127
10128	14	2	10128
10129	11	2	10129
10130	12	2	10130
10131	13	2	10131
10132	14	2	10132
10133	11	2	10133
10134	12	2	10134
10135	13	2	10135
10136	14	2	10136
10137	11	2	10137
10138	12	2	10138
10139	13	2	10139
10140	14	2	10140
10141	11	2	10141
10142	12	2	10142
10143	13	2	10143
10144	14	2	10144
10145	11	2	10145
10146	12	2	10146
10147	13	2	10147
10148	14	2	10148
10149	11	2	10149
10150	12	2	10150
10151	1	2	10151
10152	2	2	10152
10153	3	2	10153
10154	4	2	10154
10155	5	2	10155
10156	14	2	10156
10157	11	2	10157
10158	12	2	10158
10159	13	2	10159
10160	14	2	10160
10161	11	2	10161
10162	12	2	10162
10163	13	2	10163
10164	14	2	10164
10165	11	2	10165
10166	12	2	10166
10167	13	2	10167
10168	14	2	10168
10169	11	2	10169
10170	12	2	10170
10171	13	2	10171
10172	14	2	10172
10173	11	2	10173
10174	12	2	10174
10175	13	2	10175
10176	1	2	10176
10177	2	2	10177
10178	3	2	10178
10179	4	2	10179
10180	5	2	10180
10181	1	2	10181
10182	2	2	10182
10183	3	2	10183
10184	4	2	10184
10185	5	2	10185
10186	1	2	10186
10187	2	2	10187
10188	3	2	10188
10189	4	2	10189
10190	5	2	10190
10191	1	2	10191
10192	2	2	10192
10193	3	2	10193
10194	4	2	10194
10195	5	2	10195
10196	1	2	10196
10197	2	2	10197
10198	3	2	10198
10199	4	2	10199
10200	5	2	10200
10201	1	2	10201
10202	2	2	10202
10203	3	2	10203
10204	4	2	10204
10205	5	2	10205
10231	1	2	10231
10232	2	2	10232
10233	3	2	10233
10234	4	2	10234
10235	5	2	10235
19005	16	2	19005
20001	21	2	20001
20002	22	2	20002
20003	23	2	20003
20004	31	2	20004
20005	32	2	20005
20006	33	2	20006
20007	34	2	20007
20008	35	2	20008
20009	41	2	20009
20010	42	2	20010
20011	43	2	20011
20012	51	2	20012
20013	52	2	20013
20014	53	2	20014
20015	61	2	20015
20016	71	2	20016
20017	81	2	20017
20018	91	2	20018
20019	101	2	20019
20020	111	2	20020
20021	112	2	20021
20022	121	2	20022
20023	122	2	20023
20024	131	2	20024
20029	161	2	20029
20030	21	2	20030
20031	22	2	20031
20032	23	2	20032
20033	31	2	20033
20034	32	2	20034
20035	33	2	20035
20036	34	2	20036
20037	35	2	20037
20038	41	2	20038
20039	42	2	20039
20040	43	2	20040
20041	51	2	20041
20042	52	2	20042
20043	53	2	20043
20044	61	2	20044
20045	101	2	20045
20046	111	2	20046
20047	112	2	20047
20048	121	2	20048
20049	122	2	20049
20050	131	2	20050
20051	161	2	20051
30001	21	2	30001
30002	22	2	30002
30003	23	2	30003
30004	41	2	30004
30005	42	2	30005
30006	43	2	30006
30007	31	2	30007
30008	32	2	30008
30009	33	2	30009
30010	34	2	30010
30011	35	2	30011
30012	51	2	30012
30013	52	2	30013
30014	53	2	30014
900011	1	1	900011
900014	1	1	900014
900021	2	1	900021
900024	2	1	900024
900031	3	1	900031
900034	3	1	900034
900041	4	1	900041
900044	4	1	900044
900051	5	1	900051
900054	5	1	900054
900111	1	1	900111
900112	1	1	900112
900113	1	1	900113
900114	1	1	900114
900121	2	1	900121
900122	2	1	900122
900123	2	1	900123
900124	2	1	900124
900131	3	1	900131
900132	3	1	900132
900133	3	1	900133
900134	3	1	900134
900141	4	1	900141
900142	4	1	900142
900143	4	1	900143
900144	4	1	900144
900151	5	1	900151
900152	5	1	900152
900153	5	1	900153
900154	5	1	900154
1001001	1	1	1001
1001012	2	1	1001012
1001013	3	1	1001013
1001014	4	1	1001014
1001015	5	1	1001015
1002001	1	1	1002
1002012	2	1	1002012
1002013	3	1	1002013
1002014	4	1	1002014
1002015	5	1	1002015
1003001	1	1	1003
1003012	2	1	1003012
1003013	3	1	1003013
1003014	4	1	1003014
1003015	5	1	1003015
1004012	2	1	1004012
1004013	3	1	1004013
1004014	4	1	1004014
1004015	5	1	1004015
1005012	2	1	1005012
1005013	3	1	1005013
1005014	4	1	1005014
1005015	5	1	1005015
1006001	1	1	1006
1006012	2	1	1006012
1006013	3	1	1006013
1006014	4	1	1006014
1006015	5	1	1006015
1007001	1	1	1007
1007012	2	1	1007012
1007013	3	1	1007013
1007014	4	1	1007014
1007015	5	1	1007015
1008001	1	1	1008
1008012	2	1	1008012
1008013	3	1	1008013
1008014	4	1	1008014
1008015	5	1	1008015
1009012	2	1	1009012
1009013	3	1	1009013
1009014	4	1	1009014
1009015	5	1	1009015
1010012	2	1	1010012
1010013	3	1	1010013
1010014	4	1	1010014
1010015	5	1	1010015
1011001	1	1	1011
1011012	2	1	1011012
1011013	3	1	1011013
1011014	4	1	1011014
1011015	5	1	1011015
1012001	1	1	1012
1012012	2	1	1012012
1012013	3	1	1012013
1012014	4	1	1012014
1012015	5	1	1012015
1013001	1	1	1013
1013012	2	1	1013012
1013013	3	1	1013013
1013014	4	1	1013014
1013015	5	1	1013015
1014012	2	1	1014012
1014013	3	1	1014013
1014014	4	1	1014014
1014015	5	1	1014015
1015012	2	1	1015012
1015013	3	1	1015013
1015014	4	1	1015014
1015015	5	1	1015015
1016001	1	1	1016
1016012	2	1	1016012
1016013	3	1	1016013
1016014	4	1	1016014
1016015	5	1	1016015
1017001	1	1	1017
1017012	2	1	1017012
1017013	3	1	1017013
1017014	4	1	1017014
1017015	5	1	1017015
1018001	1	1	1018
1018012	2	1	1018012
1018013	3	1	1018013
1018014	4	1	1018014
1018015	5	1	1018015
1019012	2	1	1019012
1019013	3	1	1019013
1019014	4	1	1019014
1019015	5	1	1019015
1020012	2	1	1020012
1020013	3	1	1020013
1020014	4	1	1020014
1020015	5	1	1020015
1021001	1	1	1021
1021012	2	1	1021012
1021013	3	1	1021013
1021014	4	1	1021014
1021015	5	1	1021015
1022001	1	1	1022
1022012	2	1	1022012
1022013	3	1	1022013
1022014	4	1	1022014
1022015	5	1	1022015
1023001	1	1	1023
1023012	2	1	1023012
1023013	3	1	1023013
1023014	4	1	1023014
1023015	5	1	1023015
1024012	2	1	1024012
1024013	3	1	1024013
1024014	4	1	1024014
1024015	5	1	1024015
1025012	2	1	1025012
1025013	3	1	1025013
1025014	4	1	1025014
1025015	5	1	1025015
1026001	1	1	1026
1026012	2	1	1026012
1026013	3	1	1026013
1026014	4	1	1026014
1026015	5	1	1026015
1027001	1	1	1027
1027012	2	1	1027012
1027013	3	1	1027013
1027014	4	1	1027014
1027015	5	1	1027015
1028001	1	1	1028
1028012	2	1	1028012
1028013	3	1	1028013
1028014	4	1	1028014
1028015	5	1	1028015
1029012	2	1	1029012
1029013	3	1	1029013
1029014	4	1	1029014
1029015	5	1	1029015
1030012	2	1	1030012
1030013	3	1	1030013
1030014	4	1	1030014
1030015	5	1	1030015
1031001	1	1	1031
1031012	2	1	1031012
1031013	3	1	1031013
1031014	4	1	1031014
1031015	5	1	1031015
1032001	1	1	1032
1032012	2	1	1032012
1032013	3	1	1032013
1032014	4	1	1032014
1032015	5	1	1032015
1033001	1	1	1033
1033012	2	1	1033012
1033013	3	1	1033013
1033014	4	1	1033014
1033015	5	1	1033015
1034012	2	1	1034012
1034013	3	1	1034013
1034014	4	1	1034014
1034015	5	1	1034015
1035012	2	1	1035012
1035013	3	1	1035013
1035014	4	1	1035014
1035015	5	1	1035015
1036001	1	1	1036
1036012	2	1	1036012
1036013	3	1	1036013
1036014	4	1	1036014
1036015	5	1	1036015
1037001	1	1	1037
1037012	2	1	1037012
1037013	3	1	1037013
1037014	4	1	1037014
1037015	5	1	1037015
1038001	1	1	1038
1038012	2	1	1038012
1038013	3	1	1038013
1038014	4	1	1038014
1038015	5	1	1038015
1039012	2	1	1039012
1039013	3	1	1039013
1039014	4	1	1039014
1039015	5	1	1039015
1040012	2	1	1040012
1040013	3	1	1040013
1040014	4	1	1040014
1040015	5	1	1040015
1041001	1	1	1041
1041012	2	1	1041012
1041013	3	1	1041013
1041014	4	1	1041014
1041015	5	1	1041015
1042001	1	1	1042
1042012	2	1	1042012
1042013	3	1	1042013
1042014	4	1	1042014
1042015	5	1	1042015
1043001	1	1	1043
1043012	2	1	1043012
1043013	3	1	1043013
1043014	4	1	1043014
1043015	5	1	1043015
1044012	2	1	1044012
1044013	3	1	1044013
1044014	4	1	1044014
1044015	5	1	1044015
1045012	2	1	1045012
1045013	3	1	1045013
1045014	4	1	1045014
1045015	5	1	1045015
1046001	1	1	1046
1046012	2	1	1046012
1046013	3	1	1046013
1046014	4	1	1046014
1046015	5	1	1046015
1047001	1	1	1047
1047012	2	1	1047012
1047013	3	1	1047013
1047014	4	1	1047014
1047015	5	1	1047015
1048001	1	1	1048
1048012	2	1	1048012
1048013	3	1	1048013
1048014	4	1	1048014
1048015	5	1	1048015
1049012	2	1	1049012
1049013	3	1	1049013
1049014	4	1	1049014
1049015	5	1	1049015
1050012	2	1	1050012
1050013	3	1	1050013
1050014	4	1	1050014
1050015	5	1	1050015
1051001	1	1	1051
1051012	2	1	1051012
1051013	3	1	1051013
1051014	4	1	1051014
1051015	5	1	1051015
1052001	1	1	1052
1052012	2	1	1052012
1052013	3	1	1052013
1052014	4	1	1052014
1052015	5	1	1052015
1053001	1	1	1053
1053012	2	1	1053012
1053013	3	1	1053013
1053014	4	1	1053014
1053015	5	1	1053015
1054012	2	1	1054012
1054013	3	1	1054013
1054014	4	1	1054014
1054015	5	1	1054015
1055012	2	1	1055012
1055013	3	1	1055013
1055014	4	1	1055014
1055015	5	1	1055015
1056001	1	1	1056
1056012	2	1	1056012
1056013	3	1	1056013
1056014	4	1	1056014
1056015	5	1	1056015
1057001	1	1	1057
1057012	2	1	1057012
1057013	3	1	1057013
1057014	4	1	1057014
1057015	5	1	1057015
1058001	1	1	1058
1058012	2	1	1058012
1058013	3	1	1058013
1058014	4	1	1058014
1058015	5	1	1058015
1059012	2	1	1059012
1059013	3	1	1059013
1059014	4	1	1059014
1059015	5	1	1059015
1060012	2	1	1060012
1060013	3	1	1060013
1060014	4	1	1060014
1060015	5	1	1060015
1061001	1	1	1061
1061012	2	1	1061012
1061013	3	1	1061013
1061014	4	1	1061014
1061015	5	1	1061015
1062001	1	1	1062
1062012	2	1	1062012
1062013	3	1	1062013
1062014	4	1	1062014
1062015	5	1	1062015
1063001	1	1	1063
1063012	2	1	1063012
1063013	3	1	1063013
1063014	4	1	1063014
1063015	5	1	1063015
1064012	2	1	1064012
1064013	3	1	1064013
1064014	4	1	1064014
1064015	5	1	1064015
1065012	2	1	1065012
1065013	3	1	1065013
1065014	4	1	1065014
1065015	5	1	1065015
1066001	1	1	1066
1066012	2	1	1066012
1066013	3	1	1066013
1066015	5	1	1066015
1067001	1	1	1067
1067012	2	1	1067012
1067013	3	1	1067013
1067014	4	1	1067014
1067015	5	1	1067015
1068001	1	1	1068
1068012	2	1	1068012
1068013	3	1	1068013
1068014	4	1	1068014
1068015	5	1	1068015
1069012	2	1	1069012
1069013	3	1	1069013
1069014	4	1	1069014
1069015	5	1	1069015
1070012	2	1	1070012
1070013	3	1	1070013
1070014	4	1	1070014
1070015	5	1	1070015
1071001	1	1	1071
1071012	2	1	1071012
1071013	3	1	1071013
1071014	4	1	1071014
1071015	5	1	1071015
1072001	1	1	1072
1072012	2	1	1072012
1072013	3	1	1072013
1072014	4	1	1072014
1072015	5	1	1072015
1073001	1	1	1073
1073012	2	1	1073012
1073013	3	1	1073013
1073014	4	1	1073014
1073015	5	1	1073015
1074012	2	1	1074012
1074013	3	1	1074013
1074014	4	1	1074014
1074015	5	1	1074015
1075012	2	1	1075012
1075013	3	1	1075013
1075014	4	1	1075014
1075015	5	1	1075015
1076001	1	1	1076
1076012	2	1	1076012
1076013	3	1	1076013
1076014	4	1	1076014
1076015	5	1	1076015
1077001	1	1	1077
1077012	2	1	1077012
1077013	3	1	1077013
1077014	4	1	1077014
1077015	5	1	1077015
1078001	1	1	1078
1078012	2	1	1078012
1078013	3	1	1078013
1078014	4	1	1078014
1078015	5	1	1078015
1079012	2	1	1079012
1079013	3	1	1079013
1079014	4	1	1079014
1079015	5	1	1079015
1080012	2	1	1080012
1080013	3	1	1080013
1080014	4	1	1080014
1080015	5	1	1080015
1081001	1	1	1081
1081012	2	1	1081012
1081013	3	1	1081013
1081014	4	1	1081014
1081015	5	1	1081015
1082001	1	1	1082
1082012	2	1	1082012
1082013	3	1	1082013
1082014	4	1	1082014
1082015	5	1	1082015
1083001	1	1	1083
1083012	2	1	1083012
1083013	3	1	1083013
1083014	4	1	1083014
1083015	5	1	1083015
1084001	1	1	1084
1084012	2	1	1084012
1084013	3	1	1084013
1084014	4	1	1084014
1084015	5	1	1084015
1085001	1	1	1085
1085012	2	1	1085012
1085013	3	1	1085013
1085014	4	1	1085014
1086001	1	1	1086
1086012	2	1	1086012
1086013	3	1	1086013
1086014	4	1	1086014
1087001	1	1	1087
1087012	2	1	1087012
1087013	3	1	1087013
1087014	4	1	1087014
1088001	1	1	1088
1088012	2	1	1088012
1088013	3	1	1088013
1088014	4	1	1088014
1089001	1	1	1089
1089012	2	1	1089012
1089013	3	1	1089013
1089014	4	1	1089014
1090012	2	1	1090012
1090013	3	1	1090013
1090014	4	1	1090014
1091012	2	1	1091012
1091013	3	1	1091013
1091014	4	1	1091014
1092012	2	1	1092012
1092013	3	1	1092013
1092014	4	1	1092014
1093012	2	1	1093012
1093013	3	1	1093013
1093014	4	1	1093014
1094001	1	1	1094
1094012	2	1	1094012
1094013	3	1	1094013
1094014	4	1	1094014
1095001	1	1	1095
1095012	2	1	1095012
1095013	3	1	1095013
1095014	4	1	1095014
1096001	1	1	1096
1096012	2	1	1096012
1096013	3	1	1096013
1096014	4	1	1096014
1097001	1	1	1097
1097012	2	1	1097012
1097013	3	1	1097013
1097014	4	1	1097014
1098001	1	1	1098
1098012	2	1	1098012
1098013	3	1	1098013
1098014	4	1	1098014
1099001	1	1	1099
1099012	2	1	1099012
1099013	3	1	1099013
1099014	4	1	1099014
1100001	1	1	1100
1100012	2	1	1100012
1100013	3	1	1100013
1100014	4	1	1100014
1101001	1	1	1101
1101012	2	1	1101012
1101013	3	1	1101013
1101014	4	1	1101014
1102001	1	1	1102
1102012	2	1	1102012
1102013	3	1	1102013
1102014	4	1	1102014
1103001	1	1	1103
1103012	2	1	1103012
1103013	3	1	1103013
1103014	4	1	1103014
1104001	1	1	1104
1104012	2	1	1104012
1104013	3	1	1104013
1104014	4	1	1104014
1105001	1	1	1105
1105012	2	1	1105012
1105013	3	1	1105013
1105014	4	1	1105014
1106001	1	1	1106
1107001	1	1	1107
1108001	1	1	1108
1109001	1	1	1109
1110001	1	1	1110
1111001	1	1	1111
1112021	1	1	1112021
1112031	1	1	1112031
1112041	1	1	1112041
1112061	1	1	1112061
1112071	1	1	1112071
1112081	1	1	1112081
1112091	1	1	1112091
1112101	1	1	1112101
1112111	1	1	1112111
1112121	1	1	1112121
1112131	1	1	1112131
1112141	1	1	1112141
1112151	1	1	1112151
1112161	1	1	1112161
1112171	1	1	1112171
1112181	1	1	1112181
1112191	1	1	1112191
1112201	1	1	1112201
1112211	1	1	1112211
1112221	1	1	1112221
1112231	1	1	1112231
1112241	1	1	1112241
1112251	1	1	1112251
1112261	1	1	1112261
1112271	1	1	1112271
1112281	1	1	1112281
2000111	11	2	2000111
2000112	11	2	2000112
2000121	12	2	2000121
2000122	12	2	2000122
2000131	13	2	2000131
2000132	13	2	2000132
2000141	14	2	2000141
2000142	14	2	2000142
2000151	15	2	2000151
2000152	15	2	2000152
2000161	16	2	2000161
2000162	16	2	2000162
2000211	21	2	2000211
2000212	21	2	2000212
2000221	22	2	2000221
2000222	22	2	2000222
2000231	23	2	2000231
2000232	23	2	2000232
2000311	31	2	2000311
2000312	31	2	2000312
2000321	32	2	2000321
2000322	32	2	2000322
2000331	33	2	2000331
2000332	33	2	2000332
2000341	34	2	2000341
2000342	34	2	2000342
2000351	35	2	2000351
2000352	35	2	2000352
2000411	41	2	2000411
2000412	41	2	2000412
2000421	42	2	2000421
2000422	42	2	2000422
2000431	43	2	2000431
2000432	43	2	2000432
2000511	51	2	2000511
2000512	51	2	2000512
2000521	52	2	2000521
2000522	52	2	2000522
2000531	53	2	2000531
2000532	53	2	2000532
2000611	61	2	2000611
2000612	61	2	2000612
2000711	71	2	2000711
2000712	71	2	2000712
2000811	81	2	2000811
2000812	81	2	2000812
2000911	91	2	2000911
2000912	91	2	2000912
2001011	101	2	2001011
2001012	101	2	2001012
2001111	111	2	2001111
2001112	111	2	2001112
2001121	112	2	2001121
2001122	112	2	2001122
2001211	121	2	2001211
2001212	121	2	2001212
2001221	122	2	2001221
2001222	122	2	2001222
2001311	131	2	2001311
2001312	131	2	2001312
2001611	161	2	2001611
2001612	161	2	2001612
