id	turn_event_id	camp_mission_id	start_trun	end_turn	case_support_card_id	case_costume_id	case_gear_id	case_meal_id	case_target_level	case_target_rank	case_mission_id	case_mission_rank	case_after_timeline_id	case_pre_turn_event_id	case_camp_id	case_camping_area_id	case_motivation	case_condition_id	case_season	case_weather	case_wind	case_temperature	case_location	case_keyword	case_invalid_turn_event_ids
349001	23030121			999																					
350001	23040051			999																					
351001	23040061			999																					
352001	23040081			999																					
353001	23040121			999																					
354001	23040151			999																					
355001	23040161			999																					
356001	23040171			999																					
357001	23040181			999																					
358001	23040191			999																					
359001	23040211			999																					
360001	23040221			999																					
361001	23040251			999																					
362001	23040261			999																					
363001	23040271			999																					
364001	23040331			999																					
365001	23040341			999																					
366001	23040381			999																					
367001	23040431			999																					
368001	23040461			999																					
369001	23040481			999																					
370001	23040491			999																					
371001	23040521			999																					
372001	23040531			999																					
373001	23040541			999																					
374001	23040561			999																					
375001	23050021			999																					
376001	23050051			999																					
377001	23050061			999																					
378001	23050151			999																					
379001	23050171			999																					
380001	23060081			999																					
381001	23060111			999																					
382001	23060121			999																					
383001	23070021			999																					
384001	23070061			999																					
385001	23070091			999																					
386001	23070141			999																					
387001	23070161			999																					
388001	23080011			999																					
389001	23080021			999																					
390001	23080031			999																					
391001	23080111			999																					
392001	23085001			999																					
393001	23085011			999																					
394001	23090021			999																					
395001	23090031			999																					
396001	23090041			999																					
397001	23090051			999																					
398001	23090061			999																					
399001	23090081			999																					
400001	23090091			999																					
401001	23090111			999																					
402001	23090121			999																					
403001	23090131			999																					
404001	23090171			999																					
405001	23090181			999																					
406001	23090211			999																					
407001	23090321			999																					
408001	23090341			999																					
409001	23090351			999																					
410001	23090361			999																					
411001	23090371			999																					
412001	23090381			999																					
413001	23090391			999																					
414001	23090421			999																					
415001	23090431			999																					
416001	23090441			999																					
417001	23090451			999																					
418001	23090731			999																					
419001	23090751			999																					
420001	23090761			999																					
421001	23090801			999																					
422001	23090831			999																					
423001	23090841			999																					
424001	23090851			999																					
425001	23090861			999																					
426001	23090871			999																					
427001	23090941			999																					
428001	23090951			999																					
429001	23091091			999																					
430001	23091361			999																					
431001	23091371			999																					
432001	23091381			999																					
433001	23091541			999																					
434001	23091542			999																					
435001	23091543			999																					
436001	23091544			999																					
437001	23091545			999																					
438001	23091546			999																					
439001	23091547			999																					
440001	23091548			999																					
441001	23010011			999																					
442001	23010071			999																					
443001	23010091			999																					
444001	23010101			999																					
445001	23010111			999																					
446001	23010121			999																					
447001	23010141			999																					
448001	23010211			999																					
449001	23010221			999																					
450001	23010241			999																					
451001	23010281			999																					
452001	23010291			999																					
453001	23010301			999																					
454001	23010321			999																					
455001	23010331			999																					
456001	23010341			999																					
457001	23010351			999																					
458001	23010361			999																					
459001	23010371			999																					
460001	23010401			999																					
461001	23010441			999																					
462001	23010471			999																					
463001	23020011			999																					
464001	23020021			999																					
465001	23020061			999																					
466001	23020071			999																					
467001	23020101			999																					
468001	23020111			999																					
469001	23020201			999																					
470001	23020211			999																					
471001	23020221			999																					
472001	23020231			999																					
473001	23030011			999																					
474001	23030051			999																					
475001	23030061			999																					
476001	23030071			999																					
477001	23030081			999																					
478001	23030091			999																					
479001	23030101			999																					
480001	23030131			999																					
481001	23030141			999																					
482001	23040011			999																					
483001	23040021			999																					
484001	23040071			999																					
485001	23040091			999																					
486001	23040101			999																					
487001	23040111			999																					
488001	23040131			999																					
489001	23040141			999																					
490001	23040201			999																					
491001	23040231			999																					
492001	23040241			999																					
493001	23040281			999																					
494001	23040301			999																					
495001	23040311			999																					
496001	23040321			999																					
497001	23040351			999																					
498001	23040361			999																					
499001	23040371			999																					
500001	23040391			999																					
501001	23040421			999																					
502001	23040441			999																					
503001	23040451			999																					
504001	23040511			999																					
505001	23050011			999																					
506001	23050031			999																					
507001	23050041			999																					
508001	23050121			999																					
509001	23050161			999																					
510001	23050181			999																					
511001	23050191			999																					
512001	23060011			999																					
513001	23060021			999																					
514001	23060031			999																					
515001	23060041			999																					
516001	23060051			999																					
517001	23060061			999																					
518001	23060071			999																					
519001	23060091			999																					
520001	23070011			999																					
521001	23070031			999																					
522001	23070051			999																					
523001	23070081			999																					
524001	23070101			999																					
525001	23070111			999																					
526001	23070121			999																					
527001	23070151			999																					
528001	23070171			999																					
529001	23070181			999																					
530001	23080051			999																					
531001	23080071			999																					
532001	23080091			999																					
533001	23080121			999																					
534001	23090011			999																					
535001	23090071			999																					
536001	23090101			999																					
537001	23090141			999																					
538001	23090151			999																					
539001	23090161			999																					
540001	23090191			999																					
541001	23090201			999																					
542001	23090221			999																					
543001	23090231			999																					
544001	23090241			999																					
545001	23090251			999																					
546001	23090411			999																					
547001	23090461			999																					
548001	23090721			999																					
549001	23090771			999																					
550001	23090781			999																					
551001	23090791			999																					
552001	23090811			999																					
553001	23090881			999																					
554001	23090891			999																					
555001	23090961			999																					
556001	23090971			999																					
557001	23090981			999																					
558001	23090991			999																					
559001	23091011			999																					
560001	23091021			999																					
561001	23010081			999																					
562001	23010131			999																					
563001	23010191			999																					
564001	23010271			999																					
565001	23010381			999																					
566001	23010391			999																					
567001	23020121			999																					
568001	23040401			999																					
569001	23040411			999																					
570001	23050131			999																					
571001	23050141			999																					
572001	23060101			999																					
573001	23070041			999																					
574001	23070071			999																					
575001	23070131			999																					
576001	23080061			999																					
577001	23080081			999																					
578001	23080101			999																					
579001	23090261			999																					
580001	23090271			999																					
581001	23090281			999																					
582001	23090291			999																					
583001	23090301			999																					
584001	23090311			999																					
585001	23090331			999																					
586001	23090401			999																					
587001	23090821			999																					
588001	23090901			999																					
589001	23090911			999																					
590001	23091001			999																					
591001	26070101			999												1									
592001	26070201			999												2									
593001	26070401			999												3									
594001	26070501			999												4									
595001	28090121			999												1									28090111,28090101,28090211,28090201,28090311,28090421
595002	28090121			999												2									28090111,28090101,28090211,28090201,28090311,28090421
595003	28090121			999												3									28090111,28090101,28090211,28090201,28090311,28090421
595004	28090121			999												4									28090111,28090101,28090211,28090201,28090311,28090421
595005	28090121			999												5									28090111,28090101,28090211,28090201,28090311,28090421
596001	28090111			999												1									28090121,28090101,28090211,28090201,28090311,28090421
596002	28090111			999												2									28090121,28090101,28090211,28090201,28090311,28090421
596003	28090111			999												3									28090121,28090101,28090211,28090201,28090311,28090421
596004	28090111			999												4									28090121,28090101,28090211,28090201,28090311,28090421
596005	28090111			999												5									28090121,28090101,28090211,28090201,28090311,28090421
597001	28090101			999												1									28090121,28090111,28090211,28090201,28090311,28090421
597002	28090101			999												2									28090121,28090111,28090211,28090201,28090311,28090421
597003	28090101			999												3									28090121,28090111,28090211,28090201,28090311,28090421
597004	28090101			999												4									28090121,28090111,28090211,28090201,28090311,28090421
597005	28090101			999												5									28090121,28090111,28090211,28090201,28090311,28090421
598001	28090211			999												1									28090121,28090111,28090101,28090201,28090311,28090421
598002	28090211			999												2									28090121,28090111,28090101,28090201,28090311,28090421
598003	28090211			999												3									28090121,28090111,28090101,28090201,28090311,28090421
598004	28090211			999												4									28090121,28090111,28090101,28090201,28090311,28090421
598005	28090211			999												5									28090121,28090111,28090101,28090201,28090311,28090421
599001	28090201			999												1									28090121,28090111,28090101,28090211,28090311,28090421
599002	28090201			999												2									28090121,28090111,28090101,28090211,28090311,28090421
599003	28090201			999												3									28090121,28090111,28090101,28090211,28090311,28090421
599004	28090201			999												4									28090121,28090111,28090101,28090211,28090311,28090421
599005	28090201			999												5									28090121,28090111,28090101,28090211,28090311,28090421
600001	28090311			999												1									28090121,28090111,28090101,28090211,28090201,28090421
600002	28090311			999												2									28090121,28090111,28090101,28090211,28090201,28090421
600003	28090311			999												3									28090121,28090111,28090101,28090211,28090201,28090421
600004	28090311			999												4									28090121,28090111,28090101,28090211,28090201,28090421
600005	28090311			999												5									28090121,28090111,28090101,28090211,28090201,28090421
601001	28090421			999												1									28090121,28090111,28090101,28090211,28090201,28090311
601002	28090421			999												2									28090121,28090111,28090101,28090211,28090201,28090311
601003	28090421			999												3									28090121,28090111,28090101,28090211,28090201,28090311
601004	28090421			999												4									28090121,28090111,28090101,28090211,28090201,28090311
601005	28090421			999												5									28090121,28090111,28090101,28090211,28090201,28090311
602001	29090511			999																					
603001	29090512			999																					
604001	20000001			999																					
605001	22101761			999																					
606001	22101771			999																					
607001	22101781			999																					
608001	22101791			999																					
609001	22101801			999																					
