id	skill_group_id	level	name_text_id	desc_text_id	skill_effect_ids
51003812	5100381	2	51003812	151003812	10430
51003813	5100381	3	51003813	151003813	10436
51003814	5100381	4	51003814	151003814	10442
51003815	5100381	5	51003815	151003815	10448
51003911	5100391	1	51003911	151003911	10030
51003912	5100391	2	51003912	151003912	10036
51003913	5100391	3	51003913	151003913	10042
51003914	5100391	4	51003914	151003914	10048
51003915	5100391	5	51003915	151003915	10054
51004011	5100401	1	51004011	151004011	10130
51004012	5100401	2	51004012	151004012	10136
51004013	5100401	3	51004013	151004013	10142
51004014	5100401	4	51004014	151004014	10148
51004015	5100401	5	51004015	151004015	10154
51004111	5100411	1	51004111	151004111	10336
51004112	5100411	2	51004112	151004112	10342
51004113	5100411	3	51004113	151004113	10348
51004114	5100411	4	51004114	151004114	10354
51004115	5100411	5	51004115	151004115	10360
51004211	5100421	1	51004211	151004211	10424
51004212	5100421	2	51004212	151004212	10430
51004213	5100421	3	51004213	151004213	10436
51004214	5100421	4	51004214	151004214	10442
51004215	5100421	5	51004215	151004215	10448
51004311	5100431	1	51004311	151004311	10030
51004312	5100431	2	51004312	151004312	10036
51004313	5100431	3	51004313	151004313	10042
51004314	5100431	4	51004314	151004314	10048
51004315	5100431	5	51004315	151004315	10054
51004411	5100441	1	51004411	151004411	10124
51004412	5100441	2	51004412	151004412	10130
51004413	5100441	3	51004413	151004413	10136
51004414	5100441	4	51004414	151004414	10142
51004415	5100441	5	51004415	151004415	10148
51004511	5100451	1	51004511	151004511	10236
51004512	5100451	2	51004512	151004512	10242
51004513	5100451	3	51004513	151004513	10248
51004514	5100451	4	51004514	151004514	10254
51004515	5100451	5	51004515	151004515	10260
51004611	5100461	1	51004611	151004611	10424
51004612	5100461	2	51004612	151004612	10430
51004613	5100461	3	51004613	151004613	10436
51004614	5100461	4	51004614	151004614	10442
51004615	5100461	5	51004615	151004615	10448
51004711	5100471	1	51004711	151004711	10030
51004712	5100471	2	51004712	151004712	10036
51004713	5100471	3	51004713	151004713	10042
51004714	5100471	4	51004714	151004714	10048
51004715	5100471	5	51004715	151004715	10054
51004811	5100481	1	51004811	151004811	10136
51004812	5100481	2	51004812	151004812	10142
51004813	5100481	3	51004813	151004813	10148
51004814	5100481	4	51004814	151004814	10154
51004815	5100481	5	51004815	151004815	10160
51004911	5100491	1	51004911	151004911	10230
51004912	5100491	2	51004912	151004912	10236
51004913	5100491	3	51004913	151004913	10242
51004914	5100491	4	51004914	151004914	10248
51004915	5100491	5	51004915	151004915	10254
51005011	5100501	1	51005011	151005011	10324
51005012	5100501	2	51005012	151005012	10330
51005013	5100501	3	51005013	151005013	10336
51005014	5100501	4	51005014	151005014	10342
51005015	5100501	5	51005015	151005015	10348
51005111	5100511	1	51005111	151005111	10136
51005112	5100511	2	51005112	151005112	10142
51005113	5100511	3	51005113	151005113	10148
51005114	5100511	4	51005114	151005114	10154
51005115	5100511	5	51005115	151005115	10160
51005121	5100512	1	51005121	151005121	10130
51005122	5100512	2	51005122	151005122	10136
51005123	5100512	3	51005123	151005123	10142
51005124	5100512	4	51005124	151005124	10148
51005125	5100512	5	51005125	151005125	10154
51005211	5100521	1	51005211	151005211	10242
51005212	5100521	2	51005212	151005212	10248
51005213	5100521	3	51005213	151005213	10254
51005214	5100521	4	51005214	151005214	10260
51005215	5100521	5	51005215	151005215	10266
51005221	5100522	1	51005221	151005221	10224
51005222	5100522	2	51005222	151005222	10230
51005223	5100522	3	51005223	151005223	10236
51005224	5100522	4	51005224	151005224	10242
51005225	5100522	5	51005225	151005225	10248
51005311	5100531	1	51005311	151005311	10342
51005312	5100531	2	51005312	151005312	10348
51005313	5100531	3	51005313	151005313	10354
51005314	5100531	4	51005314	151005314	10360
51005315	5100531	5	51005315	151005315	10366
51005321	5100532	1	51005321	151005321	10336
51005322	5100532	2	51005322	151005322	10342
51005323	5100532	3	51005323	151005323	10348
51005324	5100532	4	51005324	151005324	10354
51005325	5100532	5	51005325	151005325	10360
51005411	5100541	1	51005411	151005411	10436
51005412	5100541	2	51005412	151005412	10442
51005413	5100541	3	51005413	151005413	10448
51005414	5100541	4	51005414	151005414	10454
51005415	5100541	5	51005415	151005415	10460
51005421	5100542	1	51005421	151005421	10424
51005422	5100542	2	51005422	151005422	10430
51005423	5100542	3	51005423	151005423	10436
51005424	5100542	4	51005424	151005424	10442
51005425	5100542	5	51005425	151005425	10448
51005511	5100551	1	51005511	151005511	10030
51005512	5100551	2	51005512	151005512	10036
51005513	5100551	3	51005513	151005513	10042
51005514	5100551	4	51005514	151005514	10048
51005515	5100551	5	51005515	151005515	10054
51005521	5100552	1	51005521	151005521	10036
51005522	5100552	2	51005522	151005522	10042
51005523	5100552	3	51005523	151005523	10048
51005524	5100552	4	51005524	151005524	10054
51005525	5100552	5	51005525	151005525	10060
51005611	5100561	1	51005611	151005611	10136
51005612	5100561	2	51005612	151005612	10142
51005613	5100561	3	51005613	151005613	10148
51005614	5100561	4	51005614	151005614	10154
51005615	5100561	5	51005615	151005615	10160
51005621	5100562	1	51005621	151005621	10236
51005622	5100562	2	51005622	151005622	10242
51005623	5100562	3	51005623	151005623	10248
51005624	5100562	4	51005624	151005624	10254
51005625	5100562	5	51005625	151005625	10260
51005711	5100571	1	51005711	151005711	10242
51005712	5100571	2	51005712	151005712	10248
51005713	5100571	3	51005713	151005713	10254
51005714	5100571	4	51005714	151005714	10260
51005715	5100571	5	51005715	151005715	10266
51005721	5100572	1	51005721	151005721	10336
51005722	5100572	2	51005722	151005722	10342
51005723	5100572	3	51005723	151005723	10348
51005724	5100572	4	51005724	151005724	10354
51005725	5100572	5	51005725	151005725	10360
51005811	5100581	1	51005811	151005811	10342
51005812	5100581	2	51005812	151005812	10348
51005813	5100581	3	51005813	151005813	10354
51005814	5100581	4	51005814	151005814	10360
51005815	5100581	5	51005815	151005815	10366
51005821	5100582	1	51005821	151005821	10430
51005822	5100582	2	51005822	151005822	10436
51005823	5100582	3	51005823	151005823	10442
51005824	5100582	4	51005824	151005824	10448
51005825	5100582	5	51005825	151005825	10454
51005911	5100591	1	51005911	151005911	10436
51005912	5100591	2	51005912	151005912	10442
51005913	5100591	3	51005913	151005913	10448
51005914	5100591	4	51005914	151005914	10454
51005915	5100591	5	51005915	151005915	10460
51005921	5100592	1	51005921	151005921	10030
51005922	5100592	2	51005922	151005922	10036
51005923	5100592	3	51005923	151005923	10042
51005924	5100592	4	51005924	151005924	10048
51005925	5100592	5	51005925	151005925	10054
51006011	5100601	1	51006011	151006011	10030
51006012	5100601	2	51006012	151006012	10036
51006013	5100601	3	51006013	151006013	10042
51006014	5100601	4	51006014	151006014	10048
51006015	5100601	5	51006015	151006015	10054
51006021	5100602	1	51006021	151006021	10124
51006022	5100602	2	51006022	151006022	10130
51006023	5100602	3	51006023	151006023	10136
51006024	5100602	4	51006024	151006024	10142
51006025	5100602	5	51006025	151006025	10148
51006111	5100611	1	51006111	151006111	10136
51006112	5100611	2	51006112	151006112	10142
51006113	5100611	3	51006113	151006113	10148
51006114	5100611	4	51006114	151006114	10154
51006115	5100611	5	51006115	151006115	10160
51006121	5100612	1	51006121	151006121	10330
51006122	5100612	2	51006122	151006122	10336
51006123	5100612	3	51006123	151006123	10342
51006124	5100612	4	51006124	151006124	10348
51006125	5100612	5	51006125	151006125	10354
51006211	5100621	1	51006211	151006211	10242
51006212	5100621	2	51006212	151006212	10248
51006213	5100621	3	51006213	151006213	10254
51006214	5100621	4	51006214	151006214	10260
51006215	5100621	5	51006215	151006215	10266
51006221	5100622	1	51006221	151006221	10424
51006222	5100622	2	51006222	151006222	10430
51006223	5100622	3	51006223	151006223	10436
51006224	5100622	4	51006224	151006224	10442
51006225	5100622	5	51006225	151006225	10448
51006311	5100631	1	51006311	151006311	10342
51006312	5100631	2	51006312	151006312	10348
51006313	5100631	3	51006313	151006313	10354
51006314	5100631	4	51006314	151006314	10360
51006315	5100631	5	51006315	151006315	10366
51006321	5100632	1	51006321	151006321	10024
51006322	5100632	2	51006322	151006322	10030
51006323	5100632	3	51006323	151006323	10036
51006324	5100632	4	51006324	151006324	10042
51006325	5100632	5	51006325	151006325	10048
51006411	5100641	1	51006411	151006411	10436
51006412	5100641	2	51006412	151006412	10442
51006413	5100641	3	51006413	151006413	10448
51006414	5100641	4	51006414	151006414	10454
51006415	5100641	5	51006415	151006415	10460
51006421	5100642	1	51006421	151006421	10136
51006422	5100642	2	51006422	151006422	10142
51006423	5100642	3	51006423	151006423	10148
51006424	5100642	4	51006424	151006424	10154
51006425	5100642	5	51006425	151006425	10160
51006511	5100651	1	51006511	151006511	10030
51006512	5100651	2	51006512	151006512	10036
51006513	5100651	3	51006513	151006513	10042
51006514	5100651	4	51006514	151006514	10048
51006515	5100651	5	51006515	151006515	10054
51006521	5100652	1	51006521	151006521	10230
51006522	5100652	2	51006522	151006522	10236
51006523	5100652	3	51006523	151006523	10242
51006524	5100652	4	51006524	151006524	10248
51006525	5100652	5	51006525	151006525	10254
51006611	5100661	1	51006611	151006611	10136
51006612	5100661	2	51006612	151006612	10142
51006613	5100661	3	51006613	151006613	10148
51006614	5100661	4	51006614	151006614	10154
51006615	5100661	5	51006615	151006615	10160
51006621	5100662	1	51006621	151006621	10436
51006622	5100662	2	51006622	151006622	10442
51006623	5100662	3	51006623	151006623	10448
51006624	5100662	4	51006624	151006624	10454
51006625	5100662	5	51006625	151006625	10460
51006711	5100671	1	51006711	151006711	10242
51006712	5100671	2	51006712	151006712	10248
51006713	5100671	3	51006713	151006713	10254
51006714	5100671	4	51006714	151006714	10260
51006715	5100671	5	51006715	151006715	10266
51006721	5100672	1	51006721	151006721	10030
51006722	5100672	2	51006722	151006722	10036
51006723	5100672	3	51006723	151006723	10042
51006724	5100672	4	51006724	151006724	10048
51006725	5100672	5	51006725	151006725	10054
51006811	5100681	1	51006811	151006811	10342
51006812	5100681	2	51006812	151006812	10348
51006813	5100681	3	51006813	151006813	10354
51006814	5100681	4	51006814	151006814	10360
51006815	5100681	5	51006815	151006815	10366
51006821	5100682	1	51006821	151006821	10130
51006822	5100682	2	51006822	151006822	10136
51006823	5100682	3	51006823	151006823	10142
51006824	5100682	4	51006824	151006824	10148
51006825	5100682	5	51006825	151006825	10154
51006911	5100691	1	51006911	151006911	10436
51006912	5100691	2	51006912	151006912	10442
51006913	5100691	3	51006913	151006913	10448
51006914	5100691	4	51006914	151006914	10454
51006915	5100691	5	51006915	151006915	10460
51006921	5100692	1	51006921	151006921	10224
51006922	5100692	2	51006922	151006922	10230
51006923	5100692	3	51006923	151006923	10236
51006924	5100692	4	51006924	151006924	10242
51006925	5100692	5	51006925	151006925	10248
51007011	5100701	1	51007011	151007011	10030
51007012	5100701	2	51007012	151007012	10036
51007013	5100701	3	51007013	151007013	10042
51007014	5100701	4	51007014	151007014	10048
51007015	5100701	5	51007015	151007015	10054
51007021	5100702	1	51007021	151007021	10336
51007022	5100702	2	51007022	151007022	10342
51007023	5100702	3	51007023	151007023	10348
51007024	5100702	4	51007024	151007024	10354
51007025	5100702	5	51007025	151007025	10360
51007111	5100711	1	51007111	151007111	10136
51007112	5100711	2	51007112	151007112	10142
51007113	5100711	3	51007113	151007113	10148
51007114	5100711	4	51007114	151007114	10154
51007115	5100711	5	51007115	151007115	10160
51007121	5100712	1	51007121	151007121	10036
51007122	5100712	2	51007122	151007122	10042
51007123	5100712	3	51007123	151007123	10048
51007124	5100712	4	51007124	151007124	10054
51007125	5100712	5	51007125	151007125	10060
51007211	5100721	1	51007211	151007211	10242
51007212	5100721	2	51007212	151007212	10248
51007213	5100721	3	51007213	151007213	10254
51007214	5100721	4	51007214	151007214	10260
51007215	5100721	5	51007215	151007215	10266
51007221	5100722	1	51007221	151007221	10124
51007222	5100722	2	51007222	151007222	10130
51007223	5100722	3	51007223	151007223	10136
51007224	5100722	4	51007224	151007224	10142
51007225	5100722	5	51007225	151007225	10148
51007311	5100731	1	51007311	151007311	10342
51007312	5100731	2	51007312	151007312	10348
51007313	5100731	3	51007313	151007313	10354
51007314	5100731	4	51007314	151007314	10360
51007315	5100731	5	51007315	151007315	10366
51007321	5100732	1	51007321	151007321	10236
51007322	5100732	2	51007322	151007322	10242
51007323	5100732	3	51007323	151007323	10248
51007324	5100732	4	51007324	151007324	10254
51007325	5100732	5	51007325	151007325	10260
51007411	5100741	1	51007411	151007411	10436
51007412	5100741	2	51007412	151007412	10442
51007413	5100741	3	51007413	151007413	10448
51007414	5100741	4	51007414	151007414	10454
51007415	5100741	5	51007415	151007415	10460
51007421	5100742	1	51007421	151007421	10330
51007422	5100742	2	51007422	151007422	10336
51007423	5100742	3	51007423	151007423	10342
51007424	5100742	4	51007424	151007424	10348
51007425	5100742	5	51007425	151007425	10354
51007511	5100751	1	51007511	151007511	10030
51007512	5100751	2	51007512	151007512	10036
51007513	5100751	3	51007513	151007513	10042
51007514	5100751	4	51007514	151007514	10048
51007515	5100751	5	51007515	151007515	10054
51007521	5100752	1	51007521	151007521	10424
51007522	5100752	2	51007522	151007522	10430
51007523	5100752	3	51007523	151007523	10436
51007524	5100752	4	51007524	151007524	10442
51007525	5100752	5	51007525	151007525	10448
51007611	5100761	1	51007611	151007611	10230
51007612	5100761	2	51007612	151007612	10236
51007613	5100761	3	51007613	151007613	10242
51007614	5100761	4	51007614	151007614	10248
51007615	5100761	5	51007615	151007615	10254
51007621	5100762	1	51007621	151007621	10224
51007622	5100762	2	51007622	151007622	10230
51007623	5100762	3	51007623	151007623	10236
51007624	5100762	4	51007624	151007624	10242
51007625	5100762	5	51007625	151007625	10248
51007711	5100771	1	51007711	151007711	10336
51007712	5100771	2	51007712	151007712	10342
51007713	5100771	3	51007713	151007713	10348
51007714	5100771	4	51007714	151007714	10354
51007715	5100771	5	51007715	151007715	10360
51007721	5100772	1	51007721	151007721	10336
51007722	5100772	2	51007722	151007722	10342
51007723	5100772	3	51007723	151007723	10348
51007724	5100772	4	51007724	151007724	10354
51007725	5100772	5	51007725	151007725	10360
51007811	5100781	1	51007811	151007811	10436
51007812	5100781	2	51007812	151007812	10442
51007813	5100781	3	51007813	151007813	10448
51007814	5100781	4	51007814	151007814	10454
51007815	5100781	5	51007815	151007815	10460
51007821	5100782	1	51007821	151007821	10424
51007822	5100782	2	51007822	151007822	10430
51007823	5100782	3	51007823	151007823	10436
51007824	5100782	4	51007824	151007824	10442
51007825	5100782	5	51007825	151007825	10448
51007911	5100791	1	51007911	151007911	10030
51007912	5100791	2	51007912	151007912	10036
51007913	5100791	3	51007913	151007913	10042
51007914	5100791	4	51007914	151007914	10048
51007915	5100791	5	51007915	151007915	10054
51007921	5100792	1	51007921	151007921	10030
51007922	5100792	2	51007922	151007922	10036
51007923	5100792	3	51007923	151007923	10042
51007924	5100792	4	51007924	151007924	10048
51007925	5100792	5	51007925	151007925	10054
51008011	5100801	1	51008011	151008011	10142
51008012	5100801	2	51008012	151008012	10148
51008013	5100801	3	51008013	151008013	10154
51008014	5100801	4	51008014	151008014	10160
51008015	5100801	5	51008015	151008015	10166
51008021	5100802	1	51008021	151008021	10130
51008022	5100802	2	51008022	151008022	10136
51008023	5100802	3	51008023	151008023	10142
51008024	5100802	4	51008024	151008024	10148
51008025	5100802	5	51008025	151008025	10154
51008111	5100811	1	51008111	151008111	10230
51008112	5100811	2	51008112	151008112	10236
51008113	5100811	3	51008113	151008113	10242
51008114	5100811	4	51008114	151008114	10248
51008115	5100811	5	51008115	151008115	10254
51008121	5100812	1	51008121	151008121	10336
51008122	5100812	2	51008122	151008122	10342
51008123	5100812	3	51008123	151008123	10348
51008124	5100812	4	51008124	151008124	10354
51008125	5100812	5	51008125	151008125	10360
51008211	5100821	1	51008211	151008211	10336
51008212	5100821	2	51008212	151008212	10342
51008213	5100821	3	51008213	151008213	10348
51008214	5100821	4	51008214	151008214	10354
51008215	5100821	5	51008215	151008215	10360
51008221	5100822	1	51008221	151008221	10424
51008222	5100822	2	51008222	151008222	10430
51008223	5100822	3	51008223	151008223	10436
51008224	5100822	4	51008224	151008224	10442
51008225	5100822	5	51008225	151008225	10448
51008311	5100831	1	51008311	151008311	10436
51008312	5100831	2	51008312	151008312	10442
51008313	5100831	3	51008313	151008313	10448
51008314	5100831	4	51008314	151008314	10454
51008315	5100831	5	51008315	151008315	10460
51008321	5100832	1	51008321	151008321	10030
51008322	5100832	2	51008322	151008322	10036
51008323	5100832	3	51008323	151008323	10042
51008324	5100832	4	51008324	151008324	10048
51008325	5100832	5	51008325	151008325	10054
51008411	5100841	1	51008411	151008411	10030
51008412	5100841	2	51008412	151008412	10036
51008413	5100841	3	51008413	151008413	10042
51008414	5100841	4	51008414	151008414	10048
51008415	5100841	5	51008415	151008415	10054
51008421	5100842	1	51008421	151008421	10124
51008422	5100842	2	51008422	151008422	10130
51008423	5100842	3	51008423	151008423	10136
51008424	5100842	4	51008424	151008424	10142
51008425	5100842	5	51008425	151008425	10148
51008511	5100851	1	51008511	151008511	10142
51008512	5100851	2	51008512	151008512	10148
51008513	5100851	3	51008513	151008513	10154
51008514	5100851	4	51008514	151008514	10160
51008515	5100851	5	51008515	151008515	10166
51008521	5100852	1	51008521	151008521	10236
51008522	5100852	2	51008522	151008522	10242
51008523	5100852	3	51008523	151008523	10248
51008524	5100852	4	51008524	151008524	10254
51008525	5100852	5	51008525	151008525	10260
51008611	5100861	1	51008611	151008611	10230
51008612	5100861	2	51008612	151008612	10236
51008613	5100861	3	51008613	151008613	10242
51008614	5100861	4	51008614	151008614	10248
51008615	5100861	5	51008615	151008615	10254
51008621	5100862	1	51008621	151008621	10424
51008622	5100862	2	51008622	151008622	10430
51008623	5100862	3	51008623	151008623	10436
51008624	5100862	4	51008624	151008624	10442
51008625	5100862	5	51008625	151008625	10448
51008711	5100871	1	51008711	151008711	10336
51008712	5100871	2	51008712	151008712	10342
51008713	5100871	3	51008713	151008713	10348
51008714	5100871	4	51008714	151008714	10354
51008715	5100871	5	51008715	151008715	10360
51008721	5100872	1	51008721	151008721	10030
51008722	5100872	2	51008722	151008722	10036
51008723	5100872	3	51008723	151008723	10042
51008724	5100872	4	51008724	151008724	10048
51008725	5100872	5	51008725	151008725	10054
51008811	5100881	1	51008811	151008811	10436
51008812	5100881	2	51008812	151008812	10442
51008813	5100881	3	51008813	151008813	10448
51008814	5100881	4	51008814	151008814	10454
51008815	5100881	5	51008815	151008815	10460
51008821	5100882	1	51008821	151008821	10136
51008822	5100882	2	51008822	151008822	10142
51008823	5100882	3	51008823	151008823	10148
51008824	5100882	4	51008824	151008824	10154
51008825	5100882	5	51008825	151008825	10160
51008911	5100891	1	51008911	151008911	10030
51008912	5100891	2	51008912	151008912	10036
51008913	5100891	3	51008913	151008913	10042
51008914	5100891	4	51008914	151008914	10048
51008915	5100891	5	51008915	151008915	10054
51008921	5100892	1	51008921	151008921	10230
51008922	5100892	2	51008922	151008922	10236
51008923	5100892	3	51008923	151008923	10242
51008924	5100892	4	51008924	151008924	10248
51008925	5100892	5	51008925	151008925	10254
51009011	5100901	1	51009011	151009011	10142
51009012	5100901	2	51009012	151009012	10148
51009013	5100901	3	51009013	151009013	10154
51009014	5100901	4	51009014	151009014	10160
51009015	5100901	5	51009015	151009015	10166
51009021	5100902	1	51009021	151009021	10324
51009022	5100902	2	51009022	151009022	10330
51009023	5100902	3	51009023	151009023	10336
51009024	5100902	4	51009024	151009024	10342
51009025	5100902	5	51009025	151009025	10348
51009111	5100911	1	51009111	151009111	10230
51009112	5100911	2	51009112	151009112	10236
51009113	5100911	3	51009113	151009113	10242
51009114	5100911	4	51009114	151009114	10248
51009115	5100911	5	51009115	151009115	10254
51009121	5100912	1	51009121	151009121	10024
51009122	5100912	2	51009122	151009122	10030
51009123	5100912	3	51009123	151009123	10036
