id	seq_id	name_text_id	type	reward_id	vip	quantity	weight	reward_card_property_id
4034	11	353	1	8641		30		1000
4034	12	354	1	8651		30		1000
4034	13	364	1	8211		20		1000
4034	14	366	1	8221		10		1000
4035	1	367	22	85090260		1		1000
4035	2	368	25	85090260		1		1000
4035	3	369	1	3090260		4		1000
4035	4	360	1	106003		15		1000
4035	5	370	1	106006		10		1000
4035	6	371	1	111002		4		1000
4035	7	372	1	104002		4		1000
4035	8	373	1	111007		1		1000
4035	9	374	1	111009		1		1000
4036	1	375	1	8231		1		1000
4037	1	345	1	8111		60		1000
4037	2	346	1	8121		60		1000
4037	3	347	1	8131		60		1000
4037	4	348	1	8141		60		1000
4037	5	349	1	8151		60		1000
4037	6	363	1	8711		30		1000
4037	7	365	1	8721		20		1000
4037	8	376	1	8731		10		1000
4037	9	350	1	8611		60		1000
4037	10	351	1	8621		60		1000
4037	11	352	1	8631		60		1000
4037	12	353	1	8641		60		1000
4037	13	354	1	8651		60		1000
4037	14	364	1	8211		30		1000
4037	15	366	1	8221		20		1000
4037	16	338	1	8231		10		1000
4038	1	355	1	1010182		50		1000
4039	1	377	22	85010110		1		1000
4039	2	378	25	85010110		1		1000
4039	3	379	1	3010110		5		1000
4039	4	380	1	101002		9		1000
4039	5	381	1	101001		7		1000
4039	6	359	1	106007		4		1000
4040	1	382	1	8013		50		1000
4041	1	383	22	85070170		1		1000
4041	2	384	25	85070170		1		1000
4041	3	385	1	3070170		5		1000
4041	4	386	1	106004		10		1000
4041	5	387	1	106005		2		1000
4041	6	388	1	106009		2		1000
4041	7	389	1	101005		2		1000
4042	1	390	22	85090300		1		1000
4042	2	391	25	85090300		1		1000
4042	3	392	1	3090300		4		1000
4042	4	386	1	106004		15		1000
4042	5	371	1	111002		8		1000
4042	6	372	1	104002		6		1000
4042	7	380	1	101002		4		1000
4042	8	393	1	111008		1		1000
4042	9	394	1	111010		1		1000
4043	1	395	1	8013		50		1000
4044	1	618	1	51018		1		1000
4045	1	619	1	51019		1		1000
4046	1	618	1	51018		1		1000
4047	1	619	1	51019		1		1000
5001	1	460	3	9000010		1	300	1000
5001	2	460	3	9000020		1	200	1000
5001	3	460	3	9000030		1	82	1000
5001	4	460	3	9000100		1	18	1000
5001	5	460	1	1004		30	1000	1000
5001	6	460	1	8011		1	1000	1000
5001	7	460	1	8011		3	1000	1000
5001	8	460	1	8111		1	100	1000
5001	9	460	1	8121		1	100	1000
5001	10	460	1	8131		1	100	1000
5001	11	460	1	8141		1	100	1000
5001	12	460	1	8151		1	100	1000
5001	13	460	1	8711		1	100	1000
5001	14	460	1	8721		1	100	1000
5001	15	460	1	8731		1	100	1000
5001	16	460	1	8511		1	1000	1000
5001	17	460	1	8511		3	1000	1000
5001	18	460	1	8611		1	100	1000
5001	19	460	1	8621		1	100	1000
5001	20	460	1	8631		1	100	1000
5001	21	460	1	8641		1	100	1000
5001	22	460	1	8651		1	100	1000
5001	23	460	1	8211		1	100	1000
5001	24	460	1	8221		1	100	1000
5001	25	460	1	8231		1	100	1000
5001	26	460	1	3020180		1	300	1000
5001	27	460	1	3030160		1	300	1000
5001	28	460	1	3040270		1	300	1000
5001	29	460	1	3060110		1	300	1000
5001	30	460	1	3080110		1	300	1000
5001	31	460	1	3090860		1	300	1000
5001	32	460	1	3010210		1	150	1000
5001	33	460	1	3050180		1	150	1000
5001	34	460	1	3070100		1	150	1000
5001	35	460	1	3090990		1	150	1000
5001	36	460	1	4010060		1	300	1000
5001	37	460	1	4090020		1	300	1000
5001	38	460	1	4030080		1	200	1000
5101	1	48	26	150018		1		1000
5101	2	48	1	91012		1		1000
5101	3	48	24	90018		1		1000
5101	4	48	21	70118		1		1000
5102	1	48	26	150019		1		1000
5102	2	48	1	91013		1		1000
5102	3	48	24	90019		1		1000
5102	4	48	21	70119		1		1000
5103	1	48	26	150020		1		1000
5103	2	48	1	91014		1		1000
5103	3	48	24	90020		1		1000
5103	4	48	21	70120		1		1000
5104	1	48	26	150021		1		1000
5104	2	48	1	91015		1		1000
5104	3	48	24	90021		1		1000
5104	4	48	21	70121		1		1000
5105	1	48	26	150022		1		1000
5105	2	48	1	91016		1		1000
5105	3	48	24	90022		1		1000
5105	4	48	21	70122		1		1000
5106	1	48	26	150023		1		1000
5106	2	48	1	91017		1		1000
5106	3	48	24	90023		1		1000
5106	4	48	21	70123		1		1000
5107	1	48	26	150024		1		1000
5107	2	48	1	91018		1		1000
5107	3	48	24	90024		1		1000
5107	4	48	21	70124		1		1000
5108	1	48	26	150025		1		1000
5108	2	48	1	91019		1		1000
5108	3	48	24	90025		1		1000
5108	4	48	21	70125		1		1000
5109	1	48	26	150026		1		1000
5109	2	48	1	91020		1		1000
5109	3	48	24	90026		1		1000
5109	4	48	21	70126		1		1000
5110	1	48	26	150027		1		1000
5110	2	48	1	91021		1		1000
5110	3	48	24	90027		1		1000
5110	4	48	21	70127		1		1000
5111	1	48	26	150028		1		1000
5111	2	48	1	91022		1		1000
5111	3	48	24	90028		1		1000
5111	4	48	21	70128		1		1000
5112	1	48	26	150029		1		1000
5112	2	48	1	91023		1		1000
5112	3	48	24	90029		1		1000
5112	4	48	21	70129		1		1000
6002	1	114	1	1001		100	150	1000
6002	2	114	1	1001		100	150	1000
6002	3	114	1	1001		100	150	1000
6002	4	114	1	1001		100	150	1000
6002	5	114	1	1001		100	150	1000
6002	6	114	1	1001		100	30	1000
6002	7	114	1	1001		100	30	1000
6002	8	114	1	1001		100	30	1000
6002	9	114	1	1001		100	30	1000
6002	10	114	1	1001		100	30	1000
6002	11	114	1	1001		100	20	1000
6002	12	114	1	1001		100	20	1000
6002	13	114	1	1001		100	20	1000
6002	14	114	1	1001		100	20	1000
6002	15	114	1	1001		100	20	1000
6003	1	115	1	1001		100	200	1000
6003	2	115	1	1001		100	150	1000
6003	3	115	1	1001		100	150	1000
6003	4	115	1	1001		100	50	1000
6003	5	115	1	1001		100	50	1000
6003	6	115	1	1001		100	50	1000
6003	7	115	1	1001		100	50	1000
6003	8	115	1	1001		100	50	1000
6003	9	115	1	1001		100	30	1000
6003	10	115	1	1001		100	30	1000
6003	11	115	1	1001		100	30	1000
6003	12	115	1	1001		100	30	1000
6003	13	115	1	1001		100	30	1000
6003	14	115	1	1001		100	20	1000
6003	15	115	1	1001		100	20	1000
6003	16	115	1	1001		100	20	1000
6003	17	115	1	1001		100	20	1000
6003	18	115	1	1001		100	20	1000
6004	1	61	2	10001		1	100	1000
6004	2	61	2	10002		1	100	1000
6004	3	61	2	10003		1	100	1000
6005	1	116	1	1001		100	50	1000
6005	2	116	1	1001		100	50	1000
6005	3	116	1	1001		100	50	1000
6005	4	116	1	1001		100	50	1000
6005	5	116	1	1001		100	50	1000
6005	6	116	1	1001		100	50	1000
6005	7	116	1	1001		100	50	1000
6005	8	116	1	1001		100	30	1000
6005	9	116	1	1001		100	30	1000
6005	10	116	1	1001		100	30	1000
6005	11	116	1	1001		100	30	1000
6005	12	116	1	1001		100	30	1000
6005	13	116	1	1001		100	500	1000
6006	1	117	1	1001		100	100	1000
6006	2	117	1	1001		100	50	1000
6006	3	117	1	1001		100	50	1000
6006	4	117	1	1001		100	50	1000
6006	5	117	1	1001		100	50	1000
6006	6	117	1	1001		100	50	1000
6006	7	117	1	1001		100	30	1000
6006	8	117	1	1001		100	30	1000
6006	9	117	1	1001		100	30	1000
6006	10	117	1	1001		100	30	1000
6006	11	117	1	1001		100	30	1000
6006	12	117	1	1001		100	500	1000
6007	1	118	1	1001		100	50	1000
6007	2	118	1	1001		100	50	1000
6007	3	118	1	1001		100	50	1000
6007	4	118	1	1001		100	50	1000
6007	5	118	1	1001		100	50	1000
6007	6	118	1	1001		100	50	1000
6007	7	118	1	1001		100	50	1000
6007	8	118	1	1001		100	50	1000
6007	9	118	1	1001		100	50	1000
6007	10	118	1	1001		100	50	1000
6007	11	118	1	1001		100	50	1000
6007	12	118	1	1001		100	600	1000
6008	1	119	1	1001		100		1000
6008	2	119	1	1001		100		1000
6008	3	119	1	1001		100		1000
6008	4	119	1	1001		100		1000
6008	5	119	1	1001		100		1000
6008	6	119	1	1001		100		1000
6008	7	119	1	1001		100		1000
6008	8	119	1	1001		100		1000
6008	9	119	1	1001		100		1000
6008	10	119	1	1001		100		1000
6008	11	119	1	1001		100		1000
6008	12	119	1	1001		100		1000
6008	13	119	1	1001		100		1000
6008	14	119	1	1001		100		1000
6008	15	119	1	1001		100		1000
6008	16	119	1	1001		100		1000
6008	17	119	1	1001		100		1000
6008	18	119	1	1001		100		1000
6008	19	119	1	1001		100		1000
6008	20	119	1	1001		100		1000
6008	21	119	1	1001		100		1000
6008	22	119	1	1001		100		1000
6008	23	119	1	1001		100		1000
6008	24	119	1	1001		100		1000
6008	25	119	1	1001		100		1000
6008	26	119	1	1001		100		1000
6008	27	119	1	1001		100		1000
6008	28	119	1	1001		100		1000
6008	29	119	1	1001		100		1000
6008	30	119	1	1001		100		1000
6008	31	119	1	1001		100		1000
6008	32	119	1	1001		100		1000
6008	33	119	1	1001		100		1000
6008	34	119	1	1001		100		1000
6008	35	119	1	1001		100		1000
6008	36	119	1	1001		100		1000
6008	37	119	1	1001		100		1000
6008	38	119	1	1001		100		1000
6008	39	119	1	1001		100		1000
6008	40	119	1	1001		100		1000
6009	1	120	1	1001		100		1000
6009	2	120	1	1001		100		1000
6009	3	120	1	1001		100		1000
6010	1	62	1	101001		1	100	1000
6010	2	62	1	101002		1	100	1000
6010	3	62	1	101003		1	100	1000
6010	4	62	1	101004		1	100	1000
6010	5	62	1	101005		1	100	1000
6010	6	62	1	101006		1	100	1000
6010	7	62	1	101007		1	100	1000
6010	8	62	1	102001		1	100	1000
6010	9	62	1	102002		1	100	1000
6010	10	62	1	102003		1	100	1000
6010	11	62	1	102004		1	100	1000
6010	12	62	1	102005		1	100	1000
6010	13	62	1	102006		1	100	1000
6010	14	62	1	102007		1	100	1000
6010	15	62	1	102008		1	100	1000
6010	16	62	1	103001		1	100	1000
6010	17	62	1	103002		1	100	1000
6010	18	62	1	103003		1	100	1000
6010	19	62	1	104001		1	100	1000
6010	20	62	1	104002		1	100	1000
6010	21	62	1	104003		1	100	1000
6010	22	62	1	104004		1	100	1000
6010	23	62	1	105001		1	100	1000
6010	24	62	1	105002		1	100	1000
6010	25	62	1	105003		1	100	1000
6010	26	62	1	105004		1	100	1000
6010	27	62	1	105005		1	100	1000
6010	28	62	1	105006		1	100	1000
6010	29	62	1	106001		1	100	1000
6010	30	62	1	106002		1	100	1000
6010	31	62	1	106003		1	100	1000
6010	32	62	1	106004		1	100	1000
6010	33	62	1	106005		1	100	1000
6010	34	62	1	106006		1	100	1000
6010	35	62	1	106007		1	100	1000
6010	36	62	1	106008		1	100	1000
6010	37	62	1	106009		1	100	1000
6010	38	62	1	106010		1	100	1000
6010	39	62	1	107001		1	100	1000
6010	40	62	1	108001		1	100	1000
6010	41	62	1	108002		1	100	1000
6010	42	62	1	108003		1	100	1000
6010	43	62	1	109001		1	100	1000
6010	44	62	1	110001		1	100	1000
6010	45	62	1	110002		1	100	1000
6010	46	62	1	111001		1	100	1000
6010	47	62	1	111002		1	100	1000
6010	48	62	1	111003		1	100	1000
6010	49	62	1	111004		1	100	1000
6010	50	62	1	111005		1	100	1000
6010	51	62	1	111006		1	100	1000
6010	52	62	1	111007		1	100	1000
6010	53	62	1	111008		1	100	1000
6010	54	62	1	111009		1	100	1000
6010	55	62	1	111010		1	100	1000
6011	1	63	1	201001		1	100	1000
6011	2	63	1	201002		1	100	1000
6011	3	63	1	201003		1	100	1000
6011	4	63	1	201004		1	100	1000
6011	5	63	1	201005		1	100	1000
6011	6	63	1	201006		1	100	1000
6011	7	63	1	201007		1	100	1000
6011	8	63	1	201008		1	100	1000
6011	9	63	1	201009		1	100	1000
6011	10	63	1	201010		1	100	1000
6011	11	63	1	202001		1	100	1000
6011	12	63	1	202002		1	100	1000
6011	13	63	1	202003		1	100	1000
6011	14	63	1	202004		1	100	1000
6011	15	63	1	202005		1	100	1000
6011	16	63	1	202006		1	100	1000
6011	17	63	1	202007		1	100	1000
6011	18	63	1	202008		1	100	1000
6011	19	63	1	203001		1	100	1000
6011	20	63	1	203002		1	100	1000
6011	21	63	1	203003		1	100	1000
6011	22	63	1	203004		1	100	1000
6011	23	63	1	203005		1	100	1000
6011	24	63	1	203006		1	100	1000
6011	25	63	1	203007		1	100	1000
6011	26	63	1	203008		1	100	1000
6011	27	63	1	203009		1	100	1000
6011	28	63	1	203010		1	100	1000
6011	29	63	1	203011		1	100	1000
6011	30	63	1	203012		1	100	1000
6011	31	63	1	203013		1	100	1000
6011	32	63	1	203014		1	100	1000
6011	33	63	1	203015		1	100	1000
6011	34	63	1	203016		1	100	1000
6011	35	63	1	203017		1	100	1000
6011	36	63	1	203018		1	100	1000
6011	37	63	1	203019		1	100	1000
6011	38	63	1	203020		1	100	1000
6011	39	63	1	203021		1	100	1000
6011	40	63	1	203022		1	100	1000
6011	41	63	1	203023		1	100	1000
6011	42	63	1	203024		1	100	1000
6011	43	63	1	203025		1	100	1000
6011	44	63	1	203026		1	100	1000
6011	45	63	1	203027		1	100	1000
6011	46	63	1	203028		1	100	1000
6011	47	63	1	204001		1	100	1000
6011	48	63	1	204002		1	100	1000
6011	49	63	1	204003		1	100	1000
6011	50	63	1	204004		1	100	1000
6011	51	63	1	204005		1	100	1000
6011	52	63	1	204006		1	100	1000
6011	53	63	1	204007		1	100	1000
6011	54	63	1	205001		1	100	1000
6011	55	63	1	205002		1	100	1000
6011	56	63	1	205003		1	100	1000
6011	57	63	1	206001		1	100	1000
6011	58	63	1	206002		1	100	1000
6011	59	63	1	206003		1	100	1000
6011	60	63	1	207001		1	100	1000
6011	61	63	1	207002		1	100	1000
6011	62	63	1	208001		1	100	1000
6011	63	63	1	208002		1	100	1000
6011	64	63	1	208003		1	100	1000
6011	65	63	1	208004		1	100	1000
6011	66	63	1	208005		1	100	1000
6011	67	63	1	208006		1	100	1000
6011	68	63	1	208007		1	100	1000
6011	69	63	1	208008		1	100	1000
6011	70	63	1	209001		1	100	1000
6011	71	63	1	209002		1	100	1000
6011	72	63	1	209003		1	100	1000
6011	73	63	1	209004		1	100	1000
6011	74	63	1	210001		1	100	1000
6011	75	63	1	210002		1	100	1000
6011	76	63	1	210003		1	100	1000
6011	77	63	1	210004		1	100	1000
6011	78	63	1	210005		1	100	1000
6011	79	63	1	211001		1	100	1000
6011	80	63	1	211002		1	100	1000
6011	81	63	1	211003		1	100	1000
6011	82	63	1	211004		1	100	1000
6011	83	63	1	211005		1	100	1000
6011	84	63	1	211006		1	100	1000
6011	85	63	1	211007		1	100	1000
6011	86	63	1	211008		1	100	1000
6011	87	63	1	211009		1	100	1000
6011	88	63	1	211010		1	100	1000
6011	89	63	1	211011		1	100	1000
6011	90	63	1	211012		1	100	1000
6011	91	63	1	211013		1	100	1000
6011	92	63	1	211014		1	100	1000
6011	93	63	1	211015		1	100	1000
6011	94	63	1	211016		1	100	1000
6012	1	64	1	8011		250		1000
6012	2	64	1	8511		150		1000
6012	3	64	1	1001		10000		1000
6012	4	64	1	8111		7		1000
6012	5	64	1	8121		7		1000
6012	6	64	1	8131		7		1000
6012	7	64	1	8141		7		1000
6012	8	64	1	8151		7		1000
6012	9	64	1	8211		2		1000
6012	10	64	1	8611		7		1000
6012	11	64	1	8621		7		1000
6012	12	64	1	8631		7		1000
6012	13	64	1	8641		7		1000
6012	14	64	1	8651		7		1000
6012	15	64	1	8711		2		1000
6014	1	526	3	9000010		1	7774	1000
6014	2	526	3	9000020		1	1667	1000
6014	3	526	3	9000030		1	476	1000
6014	4	526	3	9000223		1	74	1000
6014	5	526	3	9001000		1	9	1000
6015	1	537	1	3091670		1	100	1000
6015	2	537	1	6030		1	30	1000
6015	3	537	1	8011		20	200	1000
6015	4	537	1	8011		15	200	1000
6015	5	537	1	8011		10	200	1000
6015	6	537	1	8511		10	200	1000
6015	7	537	1	8511		5	200	1000
6015	8	537	1	8511		3	200	1000
6015	9	537	1	1001		500	200	1000
6015	10	537	1	1001		250	200	1000
6015	11	537	1	1001		100	200	1000
6015	12	537	1	1004		20	200	1000
6015	13	537	1	1004		10	200	1000
6015	14	537	1	1004		5	200	1000
6015	15	537	1	202007		5	200	1000
6015	16	537	1	209001		5	200	1000
6015	17	537	1	203027		5	200	1000
6015	18	537	1	203010		5	200	1000
6015	19	537	1	203014		5	200	1000
6015	20	537	1	209003		5	200	1000
6015	21	537	1	209004		5	200	1000
6015	22	537	1	210002		5	200	1000
6015	23	537	1	210004		5	200	1000
6015	24	537	1	207001		5	200	1000
6015	25	537	1	208007		5	200	1000
6016	1	559	1	101001		10		1000
6016	2	559	1	104001		6		1000
6016	3	559	1	108001		4		1000
6017	1	603	1	102004		8		1000
6017	2	603	1	102006		4		1000
6017	3	603	1	111003		4		1000
6018	1	604	1	8111		10	95	1000
6018	2	604	1	8121		10	95	1000
6018	3	604	1	8131		10	95	1000
6018	4	604	1	8141		10	95	1000
6018	5	604	1	8151		10	95	1000
6018	6	604	1	8211		5	237	1000
6018	7	604	1	8221		3	184	1000
6018	8	604	1	8231		2	105	1000
6019	1	605	1	8121		20		1000
6019	2	605	1	8131		20		1000
6019	3	605	1	8211		10		1000
6019	4	605	1	8221		5		1000
6019	5	605	1	8231		2		1000
6020	1	606	1	8111		20		1000
6020	2	606	1	8121		20		1000
6020	3	606	1	8211		10		1000
6020	4	606	1	8221		5		1000
6020	5	606	1	8231		2		1000
6021	1	607	1	8131		20		1000
6021	2	607	1	8141		20		1000
6021	3	607	1	8211		10		1000
6021	4	607	1	8221		5		1000
6021	5	607	1	8231		2		1000
6022	1	608	1	8141		20		1000
6022	2	608	1	8151		20		1000
6022	3	608	1	8211		10		1000
6022	4	608	1	8221		5		1000
6022	5	608	1	8231		2		1000
6023	1	609	1	8111		20		1000
6023	2	609	1	8151		20		1000
6023	3	609	1	8211		10		1000
6023	4	609	1	8221		5		1000
6023	5	609	1	8231		2		1000
6024	1	610	3	9000050		1	365	1000
6024	2	610	3	9000050		1	365	1000
6024	3	610	3	9000050		1	200	1000
6024	4	610	3	9000050		1	40	1000
6024	5	610	3	9000050		1	28	1000
6024	6	610	3	9000050		1	2	1000
6025	1	611	1	1010151		50		1000
6025	2	611	1	8011		450		1000
6025	3	611	1	1001		7000		1000
6026	1	612	1	1010152		50		1000
6026	2	612	1	8011		450		1000
6026	3	612	1	1001		7000		1000
6027	1	613	1	1010153		50		1000
6027	2	613	1	8011		450		1000
6027	3	613	1	1001		7000		1000
6028	1	614	1	1010154		50		1000
6028	2	614	1	8011		450		1000
6028	3	614	1	1001		7000		1000
6029	1	615	1	1010155		50		1000
6029	2	615	1	8011		450		1000
6029	3	615	1	1001		7000		1000
6030	1	610	3	9000010		1	365	1000
6030	2	610	3	9000020		1	365	1000
6030	3	610	3	9000039		1	200	1000
6030	4	610	3	9000100		1	40	1000
6030	5	610	3	9000300		1	28	1000
6030	6	610	3	9003939		1	2	1000
6031	1	676	21	270608		8		1000
6031	2	676	26	270608		4		1000
6031	3	676	24	170608		4		1000
6032	1	676	21	270609		8		1000
6032	2	676	26	270609		4		1000
6032	3	676	24	170609		4		1000
6033	1	676	21	270610		8		1000
6033	2	676	26	270610		4		1000
6033	3	676	24	170610		4		1000
6034	1	676	21	270611		8		1000
6034	2	676	26	270611		4		1000
6034	3	676	24	170611		4		1000
6701	1	455	1	1001	1	7	930	1000
6701	2	455	1	1001	1	77	63	1000
6701	3	455	1	1001	1	777	7	1000
7001	1	65	1	7002		1		1000
7002	1	65	1	7002		10		1000
8001	1	530	1	1001		1		1000
8002	1	531	1	1001		1		1000
8003	1	532	1	1001		1		1000
8004	1	533	1	1001		1		1000
8005	1	534	1	1001		1		1000
8006	1	535	1	1001		1		1000
8007	1	536	1	1001		1		1000
8008	1	538	1	1001		1		1000
8009	1	539	1	1001		1		1000
