id	support_effect_group_id	level	name_text_id	desc_text_id	effect_value
245	24	5	30100245	30100245	100
251	25	1	30100251	30100251	100
252	25	2	30100252	30100252	100
253	25	3	30100253	30100253	100
254	25	4	30100254	30100254	100
255	25	5	30100255	30100255	100
261	26	1	30100261	30100261	100
262	26	2	30100262	30100262	100
263	26	3	30100263	30100263	100
264	26	4	30100264	30100264	100
265	26	5	30100265	30100265	100
271	27	1	30100271	30100271	100
272	27	2	30100272	30100272	100
273	27	3	30100273	30100273	100
274	27	4	30100274	30100274	100
275	27	5	30100275	30100275	100
281	28	1	30100281	30100281	100
282	28	2	30100282	30100282	100
283	28	3	30100283	30100283	100
284	28	4	30100284	30100284	100
285	28	5	30100285	30100285	100
291	29	1	30100291	30100291	100
292	29	2	30100292	30100292	100
293	29	3	30100293	30100293	100
294	29	4	30100294	30100294	100
295	29	5	30100295	30100295	100
301	30	1	30100301	30100301	100
302	30	2	30100302	30100302	100
303	30	3	30100303	30100303	100
304	30	4	30100304	30100304	100
305	30	5	30100305	30100305	100
311	31	1	30100311	30100311	100
312	31	2	30100312	30100312	100
313	31	3	30100313	30100313	100
314	31	4	30100314	30100314	100
315	31	5	30100315	30100315	100
321	32	1	30100321	30100321	100
322	32	2	30100322	30100322	100
323	32	3	30100323	30100323	100
324	32	4	30100324	30100324	100
325	32	5	30100325	30100325	100
331	33	1	30100331	30100331	100
332	33	2	30100332	30100332	100
333	33	3	30100333	30100333	100
334	33	4	30100334	30100334	100
335	33	5	30100335	30100335	100
341	34	1	30100341	30100341	100
342	34	2	30100342	30100342	100
343	34	3	30100343	30100343	100
344	34	4	30100344	30100344	100
345	34	5	30100345	30100345	100
351	35	1	30100351	30100351	100
352	35	2	30100352	30100352	100
353	35	3	30100353	30100353	100
354	35	4	30100354	30100354	100
355	35	5	30100355	30100355	100
361	36	1	30100361	30100361	100
362	36	2	30100362	30100362	100
363	36	3	30100363	30100363	100
364	36	4	30100364	30100364	100
365	36	5	30100365	30100365	100
371	37	1	30100371	30100371	100
372	37	2	30100372	30100372	100
373	37	3	30100373	30100373	100
374	37	4	30100374	30100374	100
375	37	5	30100375	30100375	100
381	38	1	30100381	30100381	1
382	38	2	30100382	30100382	1
383	38	3	30100383	30100383	1
384	38	4	30100384	30100384	1
385	38	5	30100385	30100385	1
391	39	1	30100391	30100391	1
392	39	2	30100392	30100392	1
393	39	3	30100393	30100393	1
394	39	4	30100394	30100394	1
395	39	5	30100395	30100395	1
401	40	1	30100401	30100401	1
402	40	2	30100402	30100402	1
403	40	3	30100403	30100403	1
404	40	4	30100404	30100404	1
405	40	5	30100405	30100405	1
411	41	1	30100411	30100411	1
412	41	2	30100412	30100412	1
413	41	3	30100413	30100413	1
414	41	4	30100414	30100414	1
415	41	5	30100415	30100415	1
421	42	1	30100421	30100421	1
422	42	2	30100422	30100422	1
423	42	3	30100423	30100423	1
424	42	4	30100424	30100424	1
425	42	5	30100425	30100425	1
431	43	1	30100431	30100431	1
432	43	2	30100432	30100432	1
433	43	3	30100433	30100433	1
434	43	4	30100434	30100434	1
435	43	5	30100435	30100435	1
441	44	1	30100441	30100441	50
442	44	2	30100442	30100442	50
443	44	3	30100443	30100443	50
444	44	4	30100444	30100444	50
445	44	5	30100445	30100445	50
451	45	1	30100451	30100451	1
452	45	2	30100452	30100452	2
453	45	3	30100453	30100453	3
454	45	4	30100454	30100454	4
455	45	5	30100455	30100455	5
461	46	1	30100461	30100461	100
462	46	2	30100462	30100462	100
463	46	3	30100463	30100463	100
464	46	4	30100464	30100464	100
465	46	5	30100465	30100465	100
471	47	1	30100471	30100471	100
472	47	2	30100472	30100472	100
473	47	3	30100473	30100473	100
474	47	4	30100474	30100474	100
475	47	5	30100475	30100475	100
481	48	1	30100481	30100481	100
482	48	2	30100482	30100482	100
483	48	3	30100483	30100483	100
484	48	4	30100484	30100484	100
485	48	5	30100485	30100485	100
491	49	1	30100491	30100491	100
492	49	2	30100492	30100492	100
493	49	3	30100493	30100493	100
494	49	4	30100494	30100494	100
495	49	5	30100495	30100495	100
501	50	1	30100501	30100501	100
502	50	2	30100502	30100502	100
503	50	3	30100503	30100503	100
504	50	4	30100504	30100504	100
505	50	5	30100505	30100505	100
511	51	1	30100511	30100511	100
512	51	2	30100512	30100512	100
513	51	3	30100513	30100513	100
514	51	4	30100514	30100514	100
515	51	5	30100515	30100515	100
521	52	1	30100521	30100521	100
522	52	2	30100522	30100522	100
523	52	3	30100523	30100523	100
524	52	4	30100524	30100524	100
525	52	5	30100525	30100525	100
531	53	1	30100531	30100531	3
532	53	2	30100532	30100532	3
533	53	3	30100533	30100533	3
534	53	4	30100534	30100534	3
535	53	5	30100535	30100535	3
30100011	10001	1	30100011	130100011	5
30100012	10001	2	30100012	130100012	10
30100013	10001	3	30100013	130100013	15
30100014	10001	4	30100014	130100014	20
30100015	10001	5	30100015	130100015	25
30100016	10001	6	30100016	130100016	30
30100017	10001	7	30100017	130100017	35
30100021	10002	1	30100021	130100021	5
30100022	10002	2	30100022	130100022	10
30100023	10002	3	30100023	130100023	15
30100024	10002	4	30100024	130100024	20
30100025	10002	5	30100025	130100025	25
30100026	10002	6	30100026	130100026	30
30100027	10002	7	30100027	130100027	35
30100031	10003	1	30100031	130100031	5
30100032	10003	2	30100032	130100032	10
30100033	10003	3	30100033	130100033	15
30100034	10003	4	30100034	130100034	20
30100035	10003	5	30100035	130100035	25
30100036	10003	6	30100036	130100036	30
30100037	10003	7	30100037	130100037	35
30100041	10004	1	30100041	130100041	5
30100042	10004	2	30100042	130100042	10
30100043	10004	3	30100043	130100043	15
30100044	10004	4	30100044	130100044	20
30100045	10004	5	30100045	130100045	25
30100046	10004	6	30100046	130100046	30
30100047	10004	7	30100047	130100047	35
30100051	10005	1	30100051	130100051	5
30100052	10005	2	30100052	130100052	10
30100053	10005	3	30100053	130100053	15
30100054	10005	4	30100054	130100054	20
30100055	10005	5	30100055	130100055	25
30100056	10005	6	30100056	130100056	30
30100057	10005	7	30100057	130100057	35
30100061	10006	1	30100061	130100061	1
30100062	10006	2	30100062	130100062	2
30100063	10006	3	30100063	130100063	3
30100064	10006	4	30100064	130100064	4
30100065	10006	5	30100065	130100065	5
30100066	10006	6	30100066	130100066	6
30100067	10006	7	30100067	130100067	7
30100071	10007	1	30100071	130100071	3
30100072	10007	2	30100072	130100072	6
30100073	10007	3	30100073	130100073	9
30100074	10007	4	30100074	130100074	12
30100075	10007	5	30100075	130100075	15
30100076	10007	6	30100076	130100076	18
30100077	10007	7	30100077	130100077	21
30100081	10008	1	30100081	130100081	3
30100082	10008	2	30100082	130100082	6
30100083	10008	3	30100083	130100083	9
30100084	10008	4	30100084	130100084	12
30100085	10008	5	30100085	130100085	15
30100086	10008	6	30100086	130100086	18
30100087	10008	7	30100087	130100087	21
30100091	10009	1	30100091	130100091	3
30100092	10009	2	30100092	130100092	6
30100093	10009	3	30100093	130100093	9
30100094	10009	4	30100094	130100094	12
30100095	10009	5	30100095	130100095	15
30100096	10009	6	30100096	130100096	18
30100097	10009	7	30100097	130100097	21
30100101	10010	1	30100101	130100101	3
30100102	10010	2	30100102	130100102	6
30100103	10010	3	30100103	130100103	9
30100104	10010	4	30100104	130100104	12
30100105	10010	5	30100105	130100105	15
30100106	10010	6	30100106	130100106	18
30100107	10010	7	30100107	130100107	21
30100111	10011	1	30100111	130100111	3
30100112	10011	2	30100112	130100112	6
30100113	10011	3	30100113	130100113	9
30100114	10011	4	30100114	130100114	12
30100115	10011	5	30100115	130100115	15
30100116	10011	6	30100116	130100116	18
30100117	10011	7	30100117	130100117	21
30100121	10012	1	30100121	130100121	3
30100122	10012	2	30100122	130100122	6
30100123	10012	3	30100123	130100123	9
30100124	10012	4	30100124	130100124	12
30100125	10012	5	30100125	130100125	15
30100126	10012	6	30100126	130100126	18
30100127	10012	7	30100127	130100127	21
30100131	10013	1	30100131	130100131	3
30100132	10013	2	30100132	130100132	6
30100133	10013	3	30100133	130100133	9
30100134	10013	4	30100134	130100134	12
30100135	10013	5	30100135	130100135	15
30100136	10013	6	30100136	130100136	18
30100137	10013	7	30100137	130100137	21
30100141	10014	1	30100141	130100141	3
30100142	10014	2	30100142	130100142	6
30100143	10014	3	30100143	130100143	9
30100144	10014	4	30100144	130100144	12
30100145	10014	5	30100145	130100145	15
30100146	10014	6	30100146	130100146	18
30100147	10014	7	30100147	130100147	21
30100151	10015	1	30100151	130100151	3
30100152	10015	2	30100152	130100152	6
30100153	10015	3	30100153	130100153	9
30100154	10015	4	30100154	130100154	12
30100155	10015	5	30100155	130100155	15
30100156	10015	6	30100156	130100156	18
30100157	10015	7	30100157	130100157	21
30100161	10016	1	30100161	130100161	3
30100162	10016	2	30100162	130100162	6
30100163	10016	3	30100163	130100163	9
30100164	10016	4	30100164	130100164	12
30100165	10016	5	30100165	130100165	15
30100166	10016	6	30100166	130100166	18
30100167	10016	7	30100167	130100167	21
30100171	10017	1	30100171	130100171	5
30100172	10017	2	30100172	130100172	10
30100173	10017	3	30100173	130100173	15
30100174	10017	4	30100174	130100174	20
30100175	10017	5	30100175	130100175	25
30100176	10017	6	30100176	130100176	30
30100177	10017	7	30100177	130100177	35
30100181	10018	1	30100181	130100181	10
30100182	10018	2	30100182	130100182	12
30100183	10018	3	30100183	130100183	14
30100184	10018	4	30100184	130100184	16
30100185	10018	5	30100185	130100185	18
30100186	10018	6	30100186	130100186	20
30100187	10018	7	30100187	130100187	22
30100191	10019	1	30100191	130100191	10
30100192	10019	2	30100192	130100192	12
30100193	10019	3	30100193	130100193	14
30100194	10019	4	30100194	130100194	16
30100195	10019	5	30100195	130100195	18
30100196	10019	6	30100196	130100196	20
30100197	10019	7	30100197	130100197	22
30100201	10020	1	30100201	130100201	10
30100202	10020	2	30100202	130100202	12
30100203	10020	3	30100203	130100203	14
30100204	10020	4	30100204	130100204	16
30100205	10020	5	30100205	130100205	18
30100206	10020	6	30100206	130100206	20
30100207	10020	7	30100207	130100207	22
30100211	10021	1	30100211	130100211	10
30100212	10021	2	30100212	130100212	12
30100213	10021	3	30100213	130100213	14
30100214	10021	4	30100214	130100214	16
30100215	10021	5	30100215	130100215	18
30100216	10021	6	30100216	130100216	20
30100217	10021	7	30100217	130100217	22
30100221	10022	1	30100221	130100221	10
30100222	10022	2	30100222	130100222	12
30100223	10022	3	30100223	130100223	14
30100224	10022	4	30100224	130100224	16
30100225	10022	5	30100225	130100225	18
30100226	10022	6	30100226	130100226	20
30100227	10022	7	30100227	130100227	22
30100231	10023	1	30100231	130100231	2
30100232	10023	2	30100232	130100232	4
30100233	10023	3	30100233	130100233	6
30100234	10023	4	30100234	130100234	8
30100235	10023	5	30100235	130100235	10
30100236	10023	6	30100236	130100236	12
30100237	10023	7	30100237	130100237	14
30100241	10024	1	30100241	130100241	5
30100242	10024	2	30100242	130100242	10
30100243	10024	3	30100243	130100243	15
30100244	10024	4	30100244	130100244	20
30100245	10024	5	30100245	130100245	25
30100246	10024	6	30100246	130100246	30
30100247	10024	7	30100247	130100247	35
30100251	10025	1	30100251	130100251	5
30100252	10025	2	30100252	130100252	10
30100253	10025	3	30100253	130100253	15
30100254	10025	4	30100254	130100254	20
30100255	10025	5	30100255	130100255	25
30100256	10025	6	30100256	130100256	30
30100257	10025	7	30100257	130100257	35
30100261	10026	1	30100261	130100261	5
30100262	10026	2	30100262	130100262	10
30100263	10026	3	30100263	130100263	15
30100264	10026	4	30100264	130100264	20
30100265	10026	5	30100265	130100265	25
30100266	10026	6	30100266	130100266	30
30100267	10026	7	30100267	130100267	35
30100271	10027	1	30100271	130100271	5
30100272	10027	2	30100272	130100272	10
30100273	10027	3	30100273	130100273	15
30100274	10027	4	30100274	130100274	20
30100275	10027	5	30100275	130100275	25
30100276	10027	6	30100276	130100276	30
30100277	10027	7	30100277	130100277	35
30100281	10028	1	30100281	130100281	5
30100282	10028	2	30100282	130100282	10
30100283	10028	3	30100283	130100283	15
30100284	10028	4	30100284	130100284	20
30100285	10028	5	30100285	130100285	25
30100286	10028	6	30100286	130100286	30
30100287	10028	7	30100287	130100287	35
30100291	10029	1	30100291	130100291	2
30100292	10029	2	30100292	130100292	4
30100293	10029	3	30100293	130100293	6
30100294	10029	4	30100294	130100294	8
30100295	10029	5	30100295	130100295	10
30100296	10029	6	30100296	130100296	12
30100297	10029	7	30100297	130100297	14
30100301	10030	1	30100301	130100301	5
30100302	10030	2	30100302	130100302	10
30100303	10030	3	30100303	130100303	15
30100304	10030	4	30100304	130100304	20
30100305	10030	5	30100305	130100305	25
30100306	10030	6	30100306	130100306	30
30100307	10030	7	30100307	130100307	35
30100311	10031	1	30100311	130100311	5
30100312	10031	2	30100312	130100312	10
30100313	10031	3	30100313	130100313	15
30100314	10031	4	30100314	130100314	20
30100315	10031	5	30100315	130100315	25
30100316	10031	6	30100316	130100316	30
30100317	10031	7	30100317	130100317	35
30100321	10032	1	30100321	130100321	5
30100322	10032	2	30100322	130100322	10
30100323	10032	3	30100323	130100323	15
30100324	10032	4	30100324	130100324	20
30100325	10032	5	30100325	130100325	25
30100326	10032	6	30100326	130100326	30
30100327	10032	7	30100327	130100327	35
30100331	10033	1	30100331	130100331	5
30100332	10033	2	30100332	130100332	10
30100333	10033	3	30100333	130100333	15
30100334	10033	4	30100334	130100334	20
30100335	10033	5	30100335	130100335	25
30100336	10033	6	30100336	130100336	30
30100337	10033	7	30100337	130100337	35
30100341	10034	1	30100341	130100341	5
30100342	10034	2	30100342	130100342	10
30100343	10034	3	30100343	130100343	15
30100344	10034	4	30100344	130100344	20
30100345	10034	5	30100345	130100345	25
30100346	10034	6	30100346	130100346	30
30100347	10034	7	30100347	130100347	35
30100351	10035	1	30100351	130100351	5
30100352	10035	2	30100352	130100352	10
30100353	10035	3	30100353	130100353	15
30100354	10035	4	30100354	130100354	20
30100355	10035	5	30100355	130100355	25
30100356	10035	6	30100356	130100356	30
30100357	10035	7	30100357	130100357	35
30100361	10036	1	30100361	130100361	2
30100362	10036	2	30100362	130100362	4
30100363	10036	3	30100363	130100363	6
30100364	10036	4	30100364	130100364	8
30100365	10036	5	30100365	130100365	10
30100366	10036	6	30100366	130100366	12
30100367	10036	7	30100367	130100367	14
30100371	10037	1	30100371	130100371	5
30100372	10037	2	30100372	130100372	10
30100373	10037	3	30100373	130100373	15
30100374	10037	4	30100374	130100374	20
30100375	10037	5	30100375	130100375	25
30100376	10037	6	30100376	130100376	30
30100377	10037	7	30100377	130100377	35
30100381	10038	1	30100381	130100381	1
30100382	10038	2	30100382	130100382	2
30100383	10038	3	30100383	130100383	3
30100384	10038	4	30100384	130100384	4
30100385	10038	5	30100385	130100385	5
30100386	10038	6	30100386	130100386	6
30100387	10038	7	30100387	130100387	7
30100391	10039	1	30100391	130100391	1
30100392	10039	2	30100392	130100392	2
30100393	10039	3	30100393	130100393	3
30100394	10039	4	30100394	130100394	4
30100395	10039	5	30100395	130100395	5
30100396	10039	6	30100396	130100396	6
30100397	10039	7	30100397	130100397	7
30100401	10040	1	30100401	130100401	1
30100402	10040	2	30100402	130100402	2
30100403	10040	3	30100403	130100403	3
30100404	10040	4	30100404	130100404	4
30100405	10040	5	30100405	130100405	5
30100406	10040	6	30100406	130100406	6
30100407	10040	7	30100407	130100407	7
30100411	10041	1	30100411	130100411	1
30100412	10041	2	30100412	130100412	2
30100413	10041	3	30100413	130100413	3
30100414	10041	4	30100414	130100414	4
30100415	10041	5	30100415	130100415	5
30100416	10041	6	30100416	130100416	6
30100417	10041	7	30100417	130100417	7
30100421	10042	1	30100421	130100421	1
30100422	10042	2	30100422	130100422	2
30100423	10042	3	30100423	130100423	3
30100424	10042	4	30100424	130100424	4
30100425	10042	5	30100425	130100425	5
30100426	10042	6	30100426	130100426	6
30100427	10042	7	30100427	130100427	7
30100431	10043	1	30100431	130100431	1
30100432	10043	2	30100432	130100432	2
30100433	10043	3	30100433	130100433	3
30100434	10043	4	30100434	130100434	4
30100435	10043	5	30100435	130100435	5
30100436	10043	6	30100436	130100436	6
30100437	10043	7	30100437	130100437	7
30100441	10044	1	30100441	130100441	3
30100442	10044	2	30100442	130100442	6
30100443	10044	3	30100443	130100443	9
30100444	10044	4	30100444	130100444	12
30100445	10044	5	30100445	130100445	15
30100446	10044	6	30100446	130100446	18
30100447	10044	7	30100447	130100447	21
30100451	10045	1	30100451	130100451	1
30100452	10045	2	30100452	130100452	2
30100453	10045	3	30100453	130100453	3
30100454	10045	4	30100454	130100454	4
30100455	10045	5	30100455	130100455	5
30100456	10045	6	30100456	130100456	6
30100457	10045	7	30100457	130100457	7
30100461	10046	1	30100461	130100461	5
30100462	10046	2	30100462	130100462	10
30100463	10046	3	30100463	130100463	15
30100464	10046	4	30100464	130100464	20
30100465	10046	5	30100465	130100465	25
30100466	10046	6	30100466	130100466	30
30100467	10046	7	30100467	130100467	35
30100471	10047	1	30100471	130100471	5
30100472	10047	2	30100472	130100472	10
30100473	10047	3	30100473	130100473	15
30100474	10047	4	30100474	130100474	20
30100475	10047	5	30100475	130100475	25
30100476	10047	6	30100476	130100476	30
30100477	10047	7	30100477	130100477	35
30100481	10048	1	30100481	130100481	5
30100482	10048	2	30100482	130100482	10
30100483	10048	3	30100483	130100483	15
30100484	10048	4	30100484	130100484	20
30100485	10048	5	30100485	130100485	25
30100486	10048	6	30100486	130100486	30
30100487	10048	7	30100487	130100487	35
30100491	10049	1	30100491	130100491	5
30100492	10049	2	30100492	130100492	10
30100493	10049	3	30100493	130100493	15
30100494	10049	4	30100494	130100494	20
30100495	10049	5	30100495	130100495	25
30100496	10049	6	30100496	130100496	30
30100497	10049	7	30100497	130100497	35
30100501	10050	1	30100501	130100501	5
30100502	10050	2	30100502	130100502	10
30100503	10050	3	30100503	130100503	15
30100504	10050	4	30100504	130100504	20
30100505	10050	5	30100505	130100505	25
30100506	10050	6	30100506	130100506	30
30100507	10050	7	30100507	130100507	35
30100511	10051	1	30100511	130100511	2
30100512	10051	2	30100512	130100512	4
30100513	10051	3	30100513	130100513	6
30100514	10051	4	30100514	130100514	8
30100515	10051	5	30100515	130100515	10
30100516	10051	6	30100516	130100516	12
30100517	10051	7	30100517	130100517	14
30100521	10052	1	30100521	130100521	5
30100522	10052	2	30100522	130100522	10
30100523	10052	3	30100523	130100523	15
30100524	10052	4	30100524	130100524	20
30100525	10052	5	30100525	130100525	25
30100526	10052	6	30100526	130100526	30
30100527	10052	7	30100527	130100527	35
30100531	10053	1	30100531	130100531	3
30100532	10053	2	30100532	130100532	6
30100533	10053	3	30100533	130100533	9
30100534	10053	4	30100534	130100534	12
30100535	10053	5	30100535	130100535	15
30100536	10053	6	30100536	130100536	18
30100537	10053	7	30100537	130100537	21
