id	lineup_id	group_id	card_id	weight	bonus_weight	level	skill_level	priority	bonus_item_num	duplicate_reward_num	open_date	bonus_start_date	bonus_end_date
1079	1	2	10079	1000	1000	1	1	4921	10		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1080	1	2	10080	1000	1000	1	1	4920	10		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1081	1	2	10081	1000	1000	1	1	4919	10		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1082	1	2	10082	1000	1000	1	1	4918	10		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1083	1	2	10083	1000	1000	1	1	4917	10		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1084	1	2	10084	1000	1000	1	1	4916	10		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1085	1	2	10085	1000	1000	1	1	4915	10		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1086	1	2	10086	1000	1000	1	1	4914	10		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1087	1	2	10087	1000	1000	1	1	4913	10		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1088	1	2	10088	1000	1000	1	1	4912	10		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1089	1	2	10089	1000	1000	1	1	4911	10		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1090	1	2	10090	1000	1000	1	1	4910	10		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1091	1	2	10091	1000	1000	1	1	4909	10		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1092	1	2	10092	1000	1000	1	1	4908	10		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1093	1	2	10093	1000	1000	1	1	4907	10		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1094	1	2	10094	1000	1000	1	1	4906	10		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1095	1	2	10095	1000	1000	1	1	4905	10		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1096	1	2	10096	1000	1000	1	1	4904	10		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1097	1	2	10097	1000	1000	1	1	4903	10		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1098	1	2	10098	1000	1000	1	1	4902	10		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1099	1	2	10099	1000	1000	1	1	4901	10		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1100	1	2	10100	1000	1000	1	1	4900	10		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1101	1	3	10101	1000	1000	1	1	7899	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1102	1	3	10102	1000	1000	1	1	7898	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1103	1	3	10103	1000	1000	1	1	7897	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1104	1	3	10104	1000	1000	1	1	7896	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1105	1	3	10105	1000	1000	1	1	7895	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1106	1	3	10106	1000	1000	1	1	7894	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1107	1	3	10107	1000	1000	1	1	7893	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1108	1	3	10108	1000	1000	1	1	7892	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1109	1	3	10109	1000	1000	1	1	7891	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1110	1	3	10110	1000	1000	1	1	7890	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1111	1	3	10111	1000	1000	1	1	7889	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1112	1	3	10112	1000	1000	1	1	7888	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1113	1	3	10113	1000	1000	1	1	7887	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1114	1	3	10114	1000	1000	1	1	7886	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1115	1	3	10115	1000	1000	1	1	7885	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1116	1	3	10116	1000	1000	1	1	7884	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1117	1	3	10117	1000	1000	1	1	7883	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1118	1	3	10118	1000	1000	1	1	7882	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1119	1	3	10119	1000	1000	1	1	7881	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1120	1	3	10120	1000	1000	1	1	7880	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1121	1	3	10121	1000	1000	1	1	7879	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1122	1	3	10122	1000	1000	1	1	7878	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1123	1	3	10123	1000	1000	1	1	7877	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1124	1	3	10124	1000	1000	1	1	7876	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1125	1	3	10125	1000	1000	1	1	7875	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1126	1	3	10126	1000	1000	1	1	7874	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1127	1	3	10127	1000	1000	1	1	7873	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1128	1	3	10128	1000	1000	1	1	7872	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1129	1	3	10129	1000	1000	1	1	7871	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1130	1	3	10130	1000	1000	1	1	7870	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1131	1	3	10131	1000	1000	1	1	7869	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1132	1	3	10132	1000	1000	1	1	7868	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1133	1	3	10133	1000	1000	1	1	7867	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1134	1	3	10134	1000	1000	1	1	7866	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1135	1	3	10135	1000	1000	1	1	7865	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1136	1	3	10136	1000	1000	1	1	7864	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1137	1	3	10137	1000	1000	1	1	7863	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1138	1	3	10138	1000	1000	1	1	7862	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1139	1	3	10139	1000	1000	1	1	7861	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1140	1	3	10140	1000	1000	1	1	7860	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1141	1	3	10141	1000	1000	1	1	7859	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1142	1	3	10142	1000	1000	1	1	7858	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1143	1	3	10143	1000	1000	1	1	7857	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1144	1	3	10144	1000	1000	1	1	7856	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1145	1	3	10145	1000	1000	1	1	7855	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1146	1	3	10146	1000	1000	1	1	7854	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1147	1	3	10147	1000	1000	1	1	7853	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1148	1	3	10148	1000	1000	1	1	7852	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1149	1	3	10149	1000	1000	1	1	7851	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1150	1	3	10150	1000	1000	1	1	7850	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1151	1	3	10151	1000	1000	1	1	7849	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1152	1	3	10152	1000	1000	1	1	7848	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1153	1	3	10153	1000	1000	1	1	7847	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1154	1	3	10154	1000	1000	1	1	7846	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1155	1	3	10155	1000	1000	1	1	7845	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1156	1	4	10156	1000	1000	1	1	10844	40		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1157	1	4	10157	1000	1000	1	1	10843	40		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1158	1	4	10158	1000	1000	1	1	10842	40		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1159	1	4	10159	1000	1000	1	1	10841	40		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
1160	1	4	10160	1000	1000	1	1	10840	40		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
2001	2	1	10151	1000	1000	1	1	999	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
2002	2	1	10152	1000	1000	1	1	998	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
2003	2	1	10153	1000	1000	1	1	997	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
2004	2	1	10154	1000	1000	1	1	996	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
2005	2	1	10155	1000	1000	1	1	995	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
2006	2	1	10156	1000	1000	1	1	994	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
2007	2	1	10157	1000	1000	1	1	993	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
2008	2	1	10158	1000	1000	1	1	992	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
2009	2	1	10159	1000	1000	1	1	991	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
2010	2	1	10160	1000	1000	1	1	990	20		2020-05-01 00:00:00	2020-05-01 00:00:00	2100-12-31 00:00:00
115001	115	1	10001	1000	1000	1	1	999	5		2022-09-01 00:00:00	2022-09-01 00:00:00	2100-12-31 00:00:00
115002	115	1	10002	1000	1000	1	1	998	5		2022-09-01 00:00:00	2022-09-01 00:00:00	2100-12-31 00:00:00
115003	115	1	10003	1000	1000	1	1	997	5		2022-09-01 00:00:00	2022-09-01 00:00:00	2100-12-31 00:00:00
115004	115	1	10004	1000	1000	1	1	996	5		2022-09-01 00:00:00	2022-09-01 00:00:00	2100-12-31 00:00:00
115005	115	1	10005	1000	1000	1	1	995	5		2022-09-01 00:00:00	2022-09-01 00:00:00	2100-12-31 00:00:00
115006	115	1	10006	1000	1000	1	1	994	5		2022-09-01 00:00:00	2022-09-01 00:00:00	2100-12-31 00:00:00
115007	115	1	10007	1000	1000	1	1	993	5		2022-09-01 00:00:00	2022-09-01 00:00:00	2100-12-31 00:00:00
115008	115	1	10008	1000	1000	1	1	992	5		2022-09-01 00:00:00	2022-09-01 00:00:00	2100-12-31 00:00:00
115009	115	1	10009	1000	1000	1	1	991	5		2022-09-01 00:00:00	2022-09-01 00:00:00	2100-12-31 00:00:00
115010	115	1	10010	1000	1000	1	1	990	5		2022-09-01 00:00:00	2022-09-01 00:00:00	2100-12-31 00:00:00
115011	115	1	10011	1000	1000	1	1	989	5		2022-09-01 00:00:00	2022-09-01 00:00:00	2100-12-31 00:00:00
115012	115	1	10012	1000	1000	1	1	988	5		2022-09-01 00:00:00	2022-09-01 00:00:00	2100-12-31 00:00:00
115013	115	1	10013	1000	1000	1	1	987	5		2022-09-01 00:00:00	2022-09-01 00:00:00	2100-12-31 00:00:00
115014	115	1	10014	1000	1000	1	1	986	5		2022-09-01 00:00:00	2022-09-01 00:00:00	2100-12-31 00:00:00
115015	115	1	10015	1000	1000	1	1	985	5		2022-09-01 00:00:00	2022-09-01 00:00:00	2100-12-31 00:00:00
115016	115	1	10016	1000	1000	1	1	984	5		2022-09-01 00:00:00	2022-09-01 00:00:00	2100-12-31 00:00:00
115017	115	1	10017	1000	1000	1	1	983	5		2022-09-01 00:00:00	2022-09-01 00:00:00	2100-12-31 00:00:00
115018	115	1	10018	1000	1000	1	1	982	5		2022-09-01 00:00:00	2022-09-01 00:00:00	2100-12-31 00:00:00
115019	115	1	10019	1000	1000	1	1	981	5		2022-09-01 00:00:00	2022-09-01 00:00:00	2100-12-31 00:00:00
115020	115	1	10020	1000	1000	1	1	980	5		2022-09-01 00:00:00	2022-09-01 00:00:00	2100-12-31 00:00:00
115021	115	1	10021	1000	1000	1	1	979	5		2022-09-01 00:00:00	2022-09-01 00:00:00	2100-12-31 00:00:00
115022	115	1	10022	1000	1000	1	1	978	5		2022-09-01 00:00:00	2022-09-01 00:00:00	2100-12-31 00:00:00
115023	115	1	10023	1000	1000	1	1	977	5		2022-09-01 00:00:00	2022-09-01 00:00:00	2100-12-31 00:00:00
115024	115	1	10024	1000	1000	1	1	976	5		2022-09-01 00:00:00	2022-09-01 00:00:00	2100-12-31 00:00:00
115025	115	1	10025	1000	1000	1	1	975	5		2022-09-01 00:00:00	2022-09-01 00:00:00	2100-12-31 00:00:00
115026	115	1	10026	1000	1000	1	1	974	5		2022-09-01 00:00:00	2022-09-01 00:00:00	2100-12-31 00:00:00
115027	115	1	10027	1000	1000	1	1	973	5		2022-09-01 00:00:00	2022-09-01 00:00:00	2100-12-31 00:00:00
115028	115	1	10028	1000	1000	1	1	972	5		2022-09-01 00:00:00	2022-09-01 00:00:00	2100-12-31 00:00:00
115029	115	1	10029	1000	1000	1	1	971	5		2022-09-01 00:00:00	2022-09-01 00:00:00	2100-12-31 00:00:00
115030	115	1	10030	1000	1000	1	1	970	5		2022-09-01 00:00:00	2022-09-01 00:00:00	2100-12-31 00:00:00
115031	115	1	10031	1000	1000	1	1	969	5		2022-09-01 00:00:00	2022-09-01 00:00:00	2100-12-31 00:00:00
115032	115	1	10032	1000	1000	1	1	968	5		2022-09-01 00:00:00	2022-09-01 00:00:00	2100-12-31 00:00:00
115033	115	1	10033	1000	1000	1	1	967	5		2022-09-01 00:00:00	2022-09-01 00:00:00	2100-12-31 00:00:00
115034	115	1	10034	1000	1000	1	1	966	5		2022-09-01 00:00:00	2022-09-01 00:00:00	2100-12-31 00:00:00
115035	115	1	10035	1000	1000	1	1	965	5		2022-09-01 00:00:00	2022-09-01 00:00:00	2100-12-31 00:00:00
115036	115	1	10036	1000	1000	1	1	964	5		2022-09-01 00:00:00	2022-09-01 00:00:00	2100-12-31 00:00:00
115037	115	1	10037	1000	1000	1	1	963	5		2022-09-01 00:00:00	2022-09-01 00:00:00	2100-12-31 00:00:00
115038	115	1	10038	1000	1000	1	1	962	5		2022-09-01 00:00:00	2022-09-01 00:00:00	2100-12-31 00:00:00
115039	115	1	10039	1000	1000	1	1	961	5		2022-09-01 00:00:00	2022-09-01 00:00:00	2100-12-31 00:00:00
115040	115	1	10040	1000	1000	1	1	960	5		2022-09-01 00:00:00	2022-09-01 00:00:00	2100-12-31 00:00:00
115041	115	1	10041	1000	1000	1	1	959	5		2022-09-01 00:00:00	2022-09-01 00:00:00	2100-12-31 00:00:00
115042	115	1	10042	1000	1000	1	1	958	5		2022-09-01 00:00:00	2022-09-01 00:00:00	2100-12-31 00:00:00
115043	115	1	10043	1000	1000	1	1	957	5		2022-09-01 00:00:00	2022-09-01 00:00:00	2100-12-31 00:00:00
115044	115	1	10044	1000	1000	1	1	956	5		2022-09-01 00:00:00	2022-09-01 00:00:00	2100-12-31 00:00:00
115045	115	1	10045	1000	1000	1	1	955	5		2022-09-01 00:00:00	2022-09-01 00:00:00	2100-12-31 00:00:00
115046	115	1	10046	1000	1000	1	1	954	5		2022-09-01 00:00:00	2022-09-01 00:00:00	2100-12-31 00:00:00
115047	115	1	10047	1000	1000	1	1	953	5		2022-09-01 00:00:00	2022-09-01 00:00:00	2100-12-31 00:00:00
