id	sort_id	name_text_id	description_text_id	type	value	target_id	rarity	feature_id	season_id	team_battle_event_id	resource_id	duration	expire	price	disp_flag	real_incentive	exchange_item_id	open_date	close_date
3208	3208	37011	37012	69		6701					25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
3209	3209	37011	37012	69		6701					25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
3210	3210	37011	37012	69		6701					25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
3211	3211	37011	37012	69		6701					25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
3212	3212	32121	30022	69		6015					25103004				1			2020-05-01 00:00:00	2100-12-31 12:59:59
3701	3701	37011	37012	69		6701					25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
3702	3702	37011	37012	69		6701					25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
3703	3703	37011	37012	69		6701					25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
3704	3704	37011	37012	69		6701					25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
3705	3705	37011	37012	69		6701					25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
3706	3706	37011	37012	69		6701					25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
3707	3707	37011	37012	69		6701					25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
3708	3708	37011	37012	69		6701					25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
3709	3709	37011	37012	69		6701					25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
3710	3710	37011	37012	69		6701					25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
3711	3711	37011	37012	69		6701					25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
3712	3712	37011	37012	69		6701					25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
4001	8005	40011	40012	41	60	200					25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
4002	8006	40011	40012	41	60	300					25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
4100	1000	41001	41002	82	1						25104100							2020-05-01 00:00:00	2100-12-31 12:59:59
5001	8007	50011	50012	40	1						25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
5002	8008	50021	50022	4							25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
5003	8009	50031	50032	71							25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
6001	6001	60011	60012	3	1						25106001							2020-05-01 00:00:00	2100-12-31 12:59:59
6003	6003	60031	60032	3	3						25106001							2020-05-01 00:00:00	2100-12-31 12:59:59
6005	6005	60051	60052	3	5						25106005							2020-05-01 00:00:00	2100-12-31 12:59:59
6010	6010	60101	60102	3	10						25106010							2020-05-01 00:00:00	2100-12-31 12:59:59
6020	6020	60201	60202	3	20						25106020							2020-05-01 00:00:00	2100-12-31 12:59:59
6030	6030	60301	60302	3	30						25106030							2020-05-01 00:00:00	2100-12-31 12:59:59
6060	6060	60601	60602	3	60						25106060							2020-05-01 00:00:00	2100-12-31 12:59:59
6090	6090	60901	60902	3	90						25106090							2020-05-01 00:00:00	2100-12-31 12:59:59
6101	6101	61011	60012	3	1						25106001		1					2020-05-01 00:00:00	2100-12-31 12:59:59
6105	6105	61051	60052	3	5						25106005		1					2020-05-01 00:00:00	2100-12-31 12:59:59
6150	6150	61501	61502	3	150						25106150							2020-05-01 00:00:00	2100-12-31 12:59:59
6201	6201	62011	62012	81	1						25106201							2020-05-01 00:00:00	2100-12-31 12:59:59
6203	6003	62031	62032	81	3						25106203							2020-05-01 00:00:00	2100-12-31 12:59:59
6205	6205	62051	62052	81	5						25106205							2020-05-01 00:00:00	2100-12-31 12:59:59
6210	6210	62101	62102	81	10						25106010							2020-05-01 00:00:00	2100-12-31 12:59:59
6220	6220	62201	62202	81	20						25106020							2020-05-01 00:00:00	2100-12-31 12:59:59
6230	6230	62301	62302	81	30						25106030							2020-05-01 00:00:00	2100-12-31 12:59:59
6260	6260	62601	62602	81	60						25106060							2020-05-01 00:00:00	2100-12-31 12:59:59
6290	6290	62901	62902	81	90						25106090							2020-05-01 00:00:00	2100-12-31 12:59:59
6301	6301	63011	62012	81	1						25106001		1					2020-05-01 00:00:00	2100-12-31 12:59:59
6305	6305	63051	62052	81	5						25106005		1					2020-05-01 00:00:00	2100-12-31 12:59:59
7001	7001	70011	70012	6							25107006				1			2020-05-01 00:00:00	2100-12-31 12:59:59
7002	7002	70021	70022	6							25107002				1			2020-05-01 00:00:00	2100-12-31 12:59:59
7003	7003	70031	70032	6							25107005				1			2020-05-01 00:00:00	2100-12-31 12:59:59
7004	7004	70041	70042	6							25107031				1			2020-05-01 00:00:00	2100-12-31 12:59:59
7005	7005	70051	70052	6							25107004				1			2020-05-01 00:00:00	2100-12-31 12:59:59
7006	7006	70061	70062	6							25107030				1			2020-05-01 00:00:00	2100-12-31 12:59:59
7007	7007	70071	70072	6							25107007				1			2020-05-01 00:00:00	2100-12-31 12:59:59
7008	7008	70081	70082	6							25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
7009	7009	70081	70082	6							25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
7010	7010	70081	70082	6							25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
7011	7011	70081	70082	6							25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
7012	7012	70081	70082	6							25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
7013	7013	70081	70082	6							25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
7014	7014	70081	70082	6							25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
7015	7015	70081	70082	6							25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
7016	7016	70081	70082	6							25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
7017	7017	70081	70082	6							25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
7018	7018	70081	70082	6							25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
7019	7019	70081	70082	6							25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
7020	7020	70081	70082	6							25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
7021	7021	70081	70082	6							25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
7022	7022	70081	70082	6							25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
7023	7023	70081	70082	6							25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
7024	7024	70081	70082	6							25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
7025	7025	70251	70252	6							25107026				1			2020-05-01 00:00:00	2100-12-31 12:59:59
7026	7026	70261	70262	6							25107025				1			2020-05-01 00:00:00	2100-12-31 12:59:59
7027	7027	70271	70272	6							25107028				1			2020-05-01 00:00:00	2100-12-31 12:59:59
7028	7028	70281	70282	6							25107027				1			2020-05-01 00:00:00	2100-12-31 12:59:59
7029	7029	70291	70292	6							25107029				1			2020-05-01 00:00:00	2100-12-31 12:59:59
7030	7030	70081	70082	6							25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
7031	7031	70081	70082	6							25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
7032	7032	70321	70322	6							25107032				1			2020-05-01 00:00:00	2100-12-31 12:59:59
7033	7032	70331	70332	6							25107033				1			2020-05-01 00:00:00	2100-12-31 12:59:59
7034	7034	70081	70082	6							25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
7035	7035	70081	70082	6							25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
7036	7036	70081	70082	6							25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
7037	7037	70081	70082	6							25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
7038	7038	70081	70082	6							25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
7039	7039	70081	70082	6							25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
7040	7040	70081	70082	6							25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
7041	7041	70081	70082	6							25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
7042	7042	70081	70082	6							25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
7043	7043	70081	70082	6							25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
7044	7044	70081	70082	6							25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
7045	7045	70081	70082	6							25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
7046	7046	70081	70082	6							25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
7047	7047	70081	70082	6							25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
7048	7048	70081	70082	6							25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
7049	7049	70081	70082	6							25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
7050	7050	70081	70082	6							25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
7501	7501	70081	70082	6							25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
7502	7502	70081	70082	6							25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
7503	7503	70081	70082	6							25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
7504	7504	70081	70082	6							25101001				1			2020-05-01 00:00:00	2100-12-31 12:59:59
8011	8011	80111	80112	28	10		1				25108011			100	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8012	8012	80121	80112	28	10		2				25108012			300	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8013	8013	80131	80112	28	10		3				25108013			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8021	8021	80211	80212	29	100	1	1				25101001			100	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8022	8022	80221	80222	29	100	2	1				25101001			100	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8023	8023	80231	80232	29	100	3	1				25101001			100	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8024	8024	80241	80242	29	100	4	1				25101001			100	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8025	8025	80251	80252	29	100	5	1				25101001			100	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8031	8031	80311	80312	29	200	1	2				25101001			300	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8032	8032	80321	80322	29	200	2	2				25101001			300	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8033	8033	80331	80332	29	200	3	2				25101001			300	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8034	8034	80341	80342	29	200	4	2				25101001			300	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8035	8035	80351	80352	29	200	5	2				25101001			300	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8041	8041	80411	80412	29	300	1	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8042	8042	80421	80422	29	300	2	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8043	8043	80431	80432	29	300	3	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8044	8044	80441	80442	29	300	4	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8045	8045	80451	80452	29	300	5	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8051	8051	80511	80512	7	1	7	1				25108051			100	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8052	8052	80521	80512	7	2	7	1				25108052			100	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8053	8053	80531	80512	7	3	7	1				25108053			100	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8054	8054	80541	80512	7	4	7	1				25108054			100	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8055	8055	80551	80512	7	5	7	1				25108055			100	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8061	8061	80611	80512	7	1	7	2				25108061			300	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8062	8062	80621	80512	7	2	7	2				25108062			300	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8063	8063	80631	80512	7	3	7	2				25108063			300	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8064	8064	80641	80512	7	4	7	2				25108064			300	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8065	8065	80651	80512	7	5	7	2				25108065			300	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8071	8071	80711	80512	7	1	7	3				25108071			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8072	8072	80721	80512	7	2	7	3				25108072			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8073	8073	80731	80512	7	3	7	3				25108073			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8074	8074	80741	80512	7	4	7	3				25108074			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8075	8075	80751	80512	7	5	7	3				25108075			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8076	8076	80761	80762	7	10073	6	4				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8077	8077	80771	80772	7	11	7	4				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8088	8088	80881	80882	7	701	8	4				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8111	8111	81111	81112	31							25108111			100	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8121	8121	81211	81112	31							25108121			100	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8131	8131	81311	81112	31							25108131			100	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8141	8141	81411	81112	31							25108141			100	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8151	8151	81511	81112	31							25108151			100	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8211	8211	82111	81112	31			1				25108211			100	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8221	8221	82211	81112	31			2				25108221			300	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8231	8231	82311	81112	31			3				25108231			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8301	8301	83011	83012	7	1	1	3	701			25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8302	8302	83021	83012	7	2	1	3	701			25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8303	8303	83031	83012	7	3	1	3	701			25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8304	8304	83041	83012	7	4	1	3	701			25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8305	8305	83051	83012	7	5	1	3	701			25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8306	8306	83011	83012	7	1	1	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8307	8307	83021	83012	7	2	1	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8308	8308	83031	83012	7	3	1	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8309	8309	83041	83012	7	4	1	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8310	8310	83051	83012	7	5	1	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8311	8311	83011	83012	7	1	1	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8312	8312	83021	83012	7	2	1	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8313	8313	83031	83012	7	3	1	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8314	8314	83041	83012	7	4	1	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8315	8315	83051	83012	7	5	1	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8316	8316	83011	83012	7	1	1	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8317	8317	83021	83012	7	2	1	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8318	8318	83031	83012	7	3	1	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8319	8319	83041	83012	7	4	1	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8320	8320	83051	83012	7	5	1	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8321	8321	83011	83012	7	1	1	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8322	8322	83021	83012	7	2	1	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8323	8323	83031	83012	7	3	1	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8324	8324	83041	83012	7	4	1	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8325	8325	83051	83012	7	5	1	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8326	8326	83011	83012	7	1	1	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8327	8327	83021	83012	7	2	1	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8328	8328	83031	83012	7	3	1	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8329	8329	83041	83012	7	4	1	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8330	8330	83051	83012	7	5	1	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8331	8331	83011	83012	7	1	1	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8332	8332	83021	83012	7	2	1	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8333	8333	83031	83012	7	3	1	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8334	8334	83041	83012	7	4	1	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8335	8335	83051	83012	7	5	1	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8336	8336	83011	83012	7	1	1	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8337	8337	83021	83012	7	2	1	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8338	8338	83031	83012	7	3	1	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8339	8339	83041	83012	7	4	1	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8340	8340	83051	83012	7	5	1	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8341	8341	83011	83012	7	1	1	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8342	8342	83021	83012	7	2	1	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8343	8343	83031	83012	7	3	1	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8344	8344	83041	83012	7	4	1	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8345	8345	83051	83012	7	5	1	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8346	8346	83011	83012	7	1	1	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8347	8347	83021	83012	7	2	1	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8348	8348	83031	83012	7	3	1	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8349	8349	83041	83012	7	4	1	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8350	8350	83051	83012	7	5	1	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8351	8351	83011	83012	7	1	1	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8352	8352	83021	83012	7	2	1	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8353	8353	83031	83012	7	3	1	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8354	8354	83041	83012	7	4	1	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8355	8355	83051	83012	7	5	1	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8356	8356	83011	83012	7	1	1	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8357	8357	83021	83012	7	2	1	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8358	8358	83031	83012	7	3	1	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8359	8359	83041	83012	7	4	1	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8360	8360	83051	83012	7	5	1	3				25101001			800	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8511	8511	85111	85112	28	15		1				25101011			100	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8512	8512	85121	85112	28			2				25108512			100	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8513	8513	85131	85112	28			3				25108513			100	1			2020-05-01 00:00:00	2100-12-31 12:59:59
8611	8611	86111	86112	31							25108611			100	1			2020-05-01 00:00:00	2100-12-31 12:59:59
