id	group_id	camp_skill_id	weight
21322	213	90102221	50
21323	213	90102231	50
21324	213	90102241	50
21325	213	90102251	50
21326	213	90102261	50
21327	213	90102271	50
21328	213	90102281	50
21329	213	90102291	50
21330	213	90102301	50
21331	213	90102311	50
21332	213	90102321	50
21333	213	90102331	50
21334	213	90102341	50
21335	213	90102351	50
21336	213	90102361	50
21337	213	90101011	50
21338	213	90101021	50
21339	213	90101031	50
21340	213	90101041	50
21341	213	90101051	50
21342	213	90101061	50
21343	213	90101071	50
21344	213	90101081	50
21345	213	90101091	50
21346	213	90101101	50
21347	213	90101111	50
21348	213	90101121	50
21349	213	90101131	50
21350	213	90101141	50
21351	213	90101151	50
21352	213	90101161	50
21353	213	90101171	50
21354	213	90101181	50
21355	213	90101191	50
21356	213	90101201	50
21357	213	90101211	50
21358	213	90101221	50
21359	213	90101231	50
21360	213	90101241	50
21361	213	90101251	50
21362	213	90101261	50
21363	213	90101271	50
21364	213	90101281	50
21365	213	90101291	50
21366	213	90101301	50
21367	213	90101311	50
21368	213	90101321	50
21369	213	90101331	50
21370	213	90101341	50
21371	213	90101351	50
21372	213	90101361	50
21401	214	90102011	100
21402	214	90102021	100
21403	214	90102031	100
21404	214	90102041	100
21405	214	90102051	100
21406	214	90102061	100
21407	214	90102071	100
21408	214	90102081	100
21409	214	90102091	100
21410	214	90102101	100
21411	214	90102111	100
21412	214	90102121	100
21413	214	90102131	100
21414	214	90102141	100
21415	214	90102151	100
21416	214	90102161	100
21417	214	90102171	100
21418	214	90102181	100
21419	214	90102191	100
21420	214	90102201	100
21421	214	90102211	100
21422	214	90102221	100
21423	214	90102231	100
21424	214	90102241	100
21425	214	90102251	100
21426	214	90102261	100
21427	214	90102271	100
21428	214	90102281	100
21429	214	90102291	100
21430	214	90102301	100
21431	214	90102311	100
21432	214	90102321	100
21433	214	90102331	100
21434	214	90102341	100
21435	214	90102351	100
21436	214	90102361	100
22001	220	90102011	100
22002	220	90102021	100
22003	220	90102031	100
22004	220	90102041	100
22005	220	90102051	100
22006	220	90102061	100
22007	220	90102071	100
22008	220	90102081	100
22009	220	90102091	100
22010	220	90102101	100
22011	220	90102111	100
22012	220	90102121	100
22013	220	90102131	100
22014	220	90102141	100
22015	220	90102151	100
22016	220	90102161	100
22017	220	90102171	100
22018	220	90102181	100
22019	220	90102191	100
22020	220	90102201	100
22021	220	90102211	100
22022	220	90102221	100
22023	220	90102231	100
22024	220	90102241	100
22025	220	90102251	100
22026	220	90102261	100
22027	220	90102271	100
22028	220	90102281	100
22029	220	90102291	100
22030	220	90102301	100
22031	220	90102311	100
22032	220	90102321	100
22033	220	90102331	100
22034	220	90102341	100
22035	220	90102351	100
22036	220	90102361	100
22101	221	90103011	5
22102	221	90103021	5
22103	221	90103031	5
22104	221	90103041	5
22105	221	90103051	5
22106	221	90103061	5
22107	221	90103071	5
22108	221	90103081	5
22109	221	90103091	5
22110	221	90103101	5
22111	221	90103111	5
22112	221	90103121	5
22113	221	90103131	5
22114	221	90103141	5
22115	221	90103151	5
22116	221	90103161	5
22117	221	90103171	5
22118	221	90103181	5
22119	221	90103191	5
22120	221	90103201	5
22121	221	90103211	5
22122	221	90103221	5
22123	221	90103231	5
22124	221	90103241	5
22125	221	90103251	5
22126	221	90103261	5
22127	221	90103271	5
22128	221	90103281	5
22129	221	90103291	5
22130	221	90103301	5
22131	221	90103311	5
22132	221	90103321	5
22133	221	90103331	5
22134	221	90103341	5
22135	221	90103351	5
22136	221	90103361	5
22137	221	90102011	95
22138	221	90102021	95
22139	221	90102031	95
22140	221	90102041	95
22141	221	90102051	95
22142	221	90102061	95
22143	221	90102071	95
22144	221	90102081	95
22145	221	90102091	95
22146	221	90102101	95
22147	221	90102111	95
22148	221	90102121	95
22149	221	90102131	95
22150	221	90102141	95
22151	221	90102151	95
22152	221	90102161	95
22153	221	90102171	95
22154	221	90102181	95
22155	221	90102191	95
22156	221	90102201	95
22157	221	90102211	95
22158	221	90102221	95
22159	221	90102231	95
22160	221	90102241	95
22161	221	90102251	95
22162	221	90102261	95
22163	221	90102271	95
22164	221	90102281	95
22165	221	90102291	95
22166	221	90102301	95
22167	221	90102311	95
22168	221	90102321	95
22169	221	90102331	95
22170	221	90102341	95
22171	221	90102351	95
22172	221	90102361	95
22201	222	90103011	25
22202	222	90103021	25
22203	222	90103031	25
22204	222	90103041	25
22205	222	90103051	25
22206	222	90103061	25
22207	222	90103071	25
22208	222	90103081	25
22209	222	90103091	25
22210	222	90103101	25
22211	222	90103111	25
22212	222	90103121	25
22213	222	90103131	25
22214	222	90103141	25
22215	222	90103151	25
22216	222	90103161	25
22217	222	90103171	25
22218	222	90103181	25
22219	222	90103191	25
22220	222	90103201	25
22221	222	90103211	25
22222	222	90103221	25
22223	222	90103231	25
22224	222	90103241	25
22225	222	90103251	25
22226	222	90103261	25
22227	222	90103271	25
22228	222	90103281	25
22229	222	90103291	25
22230	222	90103301	25
22231	222	90103311	25
22232	222	90103321	25
22233	222	90103331	25
22234	222	90103341	25
22235	222	90103351	25
22236	222	90103361	25
22237	222	90102011	75
22238	222	90102021	75
22239	222	90102031	75
22240	222	90102041	75
22241	222	90102051	75
22242	222	90102061	75
22243	222	90102071	75
22244	222	90102081	75
22245	222	90102091	75
22246	222	90102101	75
22247	222	90102111	75
22248	222	90102121	75
22249	222	90102131	75
22250	222	90102141	75
22251	222	90102151	75
22252	222	90102161	75
22253	222	90102171	75
22254	222	90102181	75
22255	222	90102191	75
22256	222	90102201	75
22257	222	90102211	75
22258	222	90102221	75
22259	222	90102231	75
22260	222	90102241	75
22261	222	90102251	75
22262	222	90102261	75
22263	222	90102271	75
22264	222	90102281	75
22265	222	90102291	75
22266	222	90102301	75
22267	222	90102311	75
22268	222	90102321	75
22269	222	90102331	75
22270	222	90102341	75
22271	222	90102351	75
22272	222	90102361	75
22301	223	90103011	50
22302	223	90103021	50
22303	223	90103031	50
22304	223	90103041	50
22305	223	90103051	50
22306	223	90103061	50
22307	223	90103071	50
22308	223	90103081	50
22309	223	90103091	50
22310	223	90103101	50
22311	223	90103111	50
22312	223	90103121	50
22313	223	90103131	50
22314	223	90103141	50
22315	223	90103151	50
22316	223	90103161	50
22317	223	90103171	50
22318	223	90103181	50
22319	223	90103191	50
22320	223	90103201	50
22321	223	90103211	50
22322	223	90103221	50
22323	223	90103231	50
22324	223	90103241	50
22325	223	90103251	50
22326	223	90103261	50
22327	223	90103271	50
22328	223	90103281	50
22329	223	90103291	50
22330	223	90103301	50
22331	223	90103311	50
22332	223	90103321	50
22333	223	90103331	50
22334	223	90103341	50
22335	223	90103351	50
22336	223	90103361	50
22337	223	90102011	50
22338	223	90102021	50
22339	223	90102031	50
22340	223	90102041	50
22341	223	90102051	50
22342	223	90102061	50
22343	223	90102071	50
22344	223	90102081	50
22345	223	90102091	50
22346	223	90102101	50
22347	223	90102111	50
22348	223	90102121	50
22349	223	90102131	50
22350	223	90102141	50
22351	223	90102151	50
22352	223	90102161	50
22353	223	90102171	50
22354	223	90102181	50
22355	223	90102191	50
22356	223	90102201	50
22357	223	90102211	50
22358	223	90102221	50
22359	223	90102231	50
22360	223	90102241	50
22361	223	90102251	50
22362	223	90102261	50
22363	223	90102271	50
22364	223	90102281	50
22365	223	90102291	50
22366	223	90102301	50
22367	223	90102311	50
22368	223	90102321	50
22369	223	90102331	50
22370	223	90102341	50
22371	223	90102351	50
22372	223	90102361	50
22401	224	90103011	100
22402	224	90103021	100
22403	224	90103031	100
22404	224	90103041	100
22405	224	90103051	100
22406	224	90103061	100
22407	224	90103071	100
22408	224	90103081	100
22409	224	90103091	100
22410	224	90103101	100
22411	224	90103111	100
22412	224	90103121	100
22413	224	90103131	100
22414	224	90103141	100
22415	224	90103151	100
22416	224	90103161	100
22417	224	90103171	100
22418	224	90103181	100
22419	224	90103191	100
22420	224	90103201	100
22421	224	90103211	100
22422	224	90103221	100
22423	224	90103231	100
22424	224	90103241	100
22425	224	90103251	100
22426	224	90103261	100
22427	224	90103271	100
22428	224	90103281	100
22429	224	90103291	100
22430	224	90103301	100
22431	224	90103311	100
22432	224	90103321	100
22433	224	90103331	100
22434	224	90103341	100
22435	224	90103351	100
22436	224	90103361	100
23001	230	90103011	100
23002	230	90103021	100
23003	230	90103031	100
23004	230	90103041	100
23005	230	90103051	100
23006	230	90103061	100
23007	230	90103071	100
23008	230	90103081	100
23009	230	90103091	100
23010	230	90103101	100
23011	230	90103111	100
23012	230	90103121	100
23013	230	90103131	100
23014	230	90103141	100
23015	230	90103151	100
23016	230	90103161	100
23017	230	90103171	100
23018	230	90103181	100
23019	230	90103191	100
23020	230	90103201	100
23021	230	90103211	100
23022	230	90103221	100
23023	230	90103231	100
23024	230	90103241	100
23025	230	90103251	100
23026	230	90103261	100
23027	230	90103271	100
23028	230	90103281	100
23029	230	90103291	100
23030	230	90103301	100
23031	230	90103311	100
23032	230	90103321	100
23033	230	90103331	100
23034	230	90103341	100
23035	230	90103351	100
23036	230	90103361	100
23101	231	90104011	5
23102	231	90104021	5
23103	231	90104031	5
23104	231	90104041	5
23105	231	90104051	5
23106	231	90104061	5
23107	231	90104071	5
23108	231	90104081	5
23109	231	90104091	5
23110	231	90104101	5
23111	231	90104111	5
23112	231	90104121	5
23113	231	90104131	5
23114	231	90104141	5
23115	231	90104151	5
23116	231	90104161	5
23117	231	90104171	5
23118	231	90104181	5
23119	231	90104191	5
23120	231	90104201	5
23121	231	90104211	5
23122	231	90104221	5
23123	231	90104231	5
23124	231	90104241	5
23125	231	90104251	5
23126	231	90104261	5
23127	231	90104271	5
23128	231	90104281	5
23129	231	90104291	5
23130	231	90104301	5
23131	231	90104311	5
23132	231	90104321	5
23133	231	90104331	5
23134	231	90104341	5
23135	231	90104351	5
23136	231	90104361	5
23137	231	90103011	95
23138	231	90103021	95
23139	231	90103031	95
23140	231	90103041	95
23141	231	90103051	95
23142	231	90103061	95
23143	231	90103071	95
23144	231	90103081	95
23145	231	90103091	95
23146	231	90103101	95
23147	231	90103111	95
23148	231	90103121	95
23149	231	90103131	95
23150	231	90103141	95
23151	231	90103151	95
23152	231	90103161	95
23153	231	90103171	95
23154	231	90103181	95
23155	231	90103191	95
23156	231	90103201	95
23157	231	90103211	95
23158	231	90103221	95
23159	231	90103231	95
23160	231	90103241	95
23161	231	90103251	95
23162	231	90103261	95
23163	231	90103271	95
23164	231	90103281	95
23165	231	90103291	95
23166	231	90103301	95
23167	231	90103311	95
23168	231	90103321	95
23169	231	90103331	95
23170	231	90103341	95
23171	231	90103351	95
23172	231	90103361	95
23201	232	90104011	25
23202	232	90104021	25
23203	232	90104031	25
23204	232	90104041	25
23205	232	90104051	25
23206	232	90104061	25
23207	232	90104071	25
23208	232	90104081	25
23209	232	90104091	25
23210	232	90104101	25
23211	232	90104111	25
23212	232	90104121	25
23213	232	90104131	25
23214	232	90104141	25
23215	232	90104151	25
23216	232	90104161	25
23217	232	90104171	25
23218	232	90104181	25
23219	232	90104191	25
23220	232	90104201	25
23221	232	90104211	25
23222	232	90104221	25
23223	232	90104231	25
23224	232	90104241	25
23225	232	90104251	25
23226	232	90104261	25
23227	232	90104271	25
23228	232	90104281	25
23229	232	90104291	25
23230	232	90104301	25
23231	232	90104311	25
23232	232	90104321	25
23233	232	90104331	25
23234	232	90104341	25
23235	232	90104351	25
23236	232	90104361	25
23237	232	90103011	75
23238	232	90103021	75
23239	232	90103031	75
23240	232	90103041	75
23241	232	90103051	75
23242	232	90103061	75
23243	232	90103071	75
23244	232	90103081	75
23245	232	90103091	75
23246	232	90103101	75
23247	232	90103111	75
23248	232	90103121	75
23249	232	90103131	75
23250	232	90103141	75
23251	232	90103151	75
23252	232	90103161	75
23253	232	90103171	75
23254	232	90103181	75
23255	232	90103191	75
23256	232	90103201	75
23257	232	90103211	75
23258	232	90103221	75
23259	232	90103231	75
23260	232	90103241	75
23261	232	90103251	75
23262	232	90103261	75
23263	232	90103271	75
23264	232	90103281	75
23265	232	90103291	75
23266	232	90103301	75
23267	232	90103311	75
23268	232	90103321	75
23269	232	90103331	75
23270	232	90103341	75
23271	232	90103351	75
23272	232	90103361	75
23301	233	90104011	50
23302	233	90104021	50
23303	233	90104031	50
23304	233	90104041	50
23305	233	90104051	50
23306	233	90104061	50
23307	233	90104071	50
23308	233	90104081	50
23309	233	90104091	50
23310	233	90104101	50
23311	233	90104111	50
23312	233	90104121	50
23313	233	90104131	50
23314	233	90104141	50
23315	233	90104151	50
23316	233	90104161	50
23317	233	90104171	50
23318	233	90104181	50
23319	233	90104191	50
23320	233	90104201	50
23321	233	90104211	50
23322	233	90104221	50
23323	233	90104231	50
23324	233	90104241	50
23325	233	90104251	50
23326	233	90104261	50
23327	233	90104271	50
23328	233	90104281	50
23329	233	90104291	50
23330	233	90104301	50
23331	233	90104311	50
23332	233	90104321	50
23333	233	90104331	50
23334	233	90104341	50
23335	233	90104351	50
23336	233	90104361	50
23337	233	90103011	50
23338	233	90103021	50
23339	233	90103031	50
23340	233	90103041	50
23341	233	90103051	50
23342	233	90103061	50
23343	233	90103071	50
23344	233	90103081	50
23345	233	90103091	50
23346	233	90103101	50
23347	233	90103111	50
23348	233	90103121	50
23349	233	90103131	50
23350	233	90103141	50
23351	233	90103151	50
23352	233	90103161	50
23353	233	90103171	50
23354	233	90103181	50
23355	233	90103191	50
23356	233	90103201	50
23357	233	90103211	50
23358	233	90103221	50
23359	233	90103231	50
23360	233	90103241	50
23361	233	90103251	50
23362	233	90103261	50
23363	233	90103271	50
23364	233	90103281	50
23365	233	90103291	50
23366	233	90103301	50
23367	233	90103311	50
23368	233	90103321	50
23369	233	90103331	50
23370	233	90103341	50
23371	233	90103351	50
23372	233	90103361	50
23401	234	90104011	100
23402	234	90104021	100
23403	234	90104031	100
23404	234	90104041	100
23405	234	90104051	100
23406	234	90104061	100
23407	234	90104071	100
23408	234	90104081	100
23409	234	90104091	100
23410	234	90104101	100
23411	234	90104111	100
23412	234	90104121	100
23413	234	90104131	100
23414	234	90104141	100
23415	234	90104151	100
23416	234	90104161	100
23417	234	90104171	100
23418	234	90104181	100
23419	234	90104191	100
23420	234	90104201	100
23421	234	90104211	100
23422	234	90104221	100
23423	234	90104231	100
23424	234	90104241	100
23425	234	90104251	100
23426	234	90104261	100
23427	234	90104271	100
23428	234	90104281	100
23429	234	90104291	100
23430	234	90104301	100
23431	234	90104311	100
23432	234	90104321	100
23433	234	90104331	100
23434	234	90104341	100
23435	234	90104351	100
23436	234	90104361	100
