id	secret_group_id	rarity	name_text_id	desc_text_id	term_event_id	type	probability	effect_target_type1	effect_target_param1	effect_calc_type1	effect_value1	effect_target_type2	effect_target_param2	effect_calc_type2	effect_value2	effect_target_type3	effect_target_param3	effect_calc_type3	effect_value3
300063	30006	3	430006	100300000	28010101	3	30	3			62000113								
300071	30007	1	430007	100300000	28010101	3	30	3			62000211								
300072	30007	2	430007	100300000	28010101	3	30	3			62000212								
300073	30007	3	430007	100300000	28010101	3	30	3			62000213								
300081	30008	1	430008	100300000	28010101	3	30	3			62000311								
300082	30008	2	430008	100300000	28010101	3	30	3			62000312								
300083	30008	3	430008	100300000	28010101	3	30	3			62000313								
300091	30009	1	430009	100300000	28010101	3	30	3			62000411								
300092	30009	2	430009	100300000	28010101	3	30	3			62000412								
300093	30009	3	430009	100300000	28010101	3	30	3			62000413								
300101	30010	1	430010	100300000	28010101	3	30	3			62000511								
300102	30010	2	430010	100300000	28010101	3	30	3			62000512								
300103	30010	3	430010	100300000	28010101	3	30	3			62000513								
300111	30011	1	430011	100300000	28010101	3	30	3			62000611								
300112	30011	2	430011	100300000	28010101	3	30	3			62000612								
300113	30011	3	430011	100300000	28010101	3	30	3			62000613								
300121	30012	1	430012	100300000	28010101	3	30	3			62000711								
300122	30012	2	430012	100300000	28010101	3	30	3			62000712								
300123	30012	3	430012	100300000	28010101	3	30	3			62000713								
300131	30013	1	430013	100300000	28010101	3	30	3			62000811								
300132	30013	2	430013	100300000	28010101	3	30	3			62000812								
300133	30013	3	430013	100300000	28010101	3	30	3			62000813								
300141	30014	1	430014	100300000	28010101	3	30	3			62000911								
300142	30014	2	430014	100300000	28010101	3	30	3			62000912								
300143	30014	3	430014	100300000	28010101	3	30	3			62000913								
300151	30015	1	430015	100300000	28010101	3	30	3			62001011								
300152	30015	2	430015	100300000	28010101	3	30	3			62001012								
300153	30015	3	430015	100300000	28010101	3	30	3			62001013								
300161	30016	1	430016	100300000	28010101	3	30	3			62001111								
300162	30016	2	430016	100300000	28010101	3	30	3			62001112								
300163	30016	3	430016	100300000	28010101	3	30	3			62001113								
300171	30017	1	430017	100300000	28010101	3	30	3			62001211								
300172	30017	2	430017	100300000	28010101	3	30	3			62001212								
300173	30017	3	430017	100300000	28010101	3	30	3			62001213								
300181	30018	1	430018	100300000	28010101	3	30	3			62001311								
300182	30018	2	430018	100300000	28010101	3	30	3			62001312								
300183	30018	3	430018	100300000	28010101	3	30	3			62001313								
300191	30019	1	430019	100300000	28010101	3	30	3			62001411								
300192	30019	2	430019	100300000	28010101	3	30	3			62001412								
300193	30019	3	430019	100300000	28010101	3	30	3			62001413								
300201	30020	1	430020	100300000	28010101	3	30	3			62001511								
300202	30020	2	430020	100300000	28010101	3	30	3			62001512								
300203	30020	3	430020	100300000	28010101	3	30	3			62001513								
300211	30021	1	430021	100300000	28010101	3	30	3			62001611								
300212	30021	2	430021	100300000	28010101	3	30	3			62001612								
300213	30021	3	430021	100300000	28010101	3	30	3			62001613								
300221	30022	1	430022	100300000	28010101	3	30	3			62001711								
300222	30022	2	430022	100300000	28010101	3	30	3			62001712								
300223	30022	3	430022	100300000	28010101	3	30	3			62001713								
300231	30023	1	430023	100300000	28010101	3	30	3			62001811								
300232	30023	2	430023	100300000	28010101	3	30	3			62001812								
300233	30023	3	430023	100300000	28010101	3	30	3			62001813								
300241	30024	1	430024	100300000	28010101	3	30	3			62001911								
300242	30024	2	430024	100300000	28010101	3	30	3			62001912								
300243	30024	3	430024	100300000	28010101	3	30	3			62001913								
300251	30025	1	430025	100300000	28010101	3	30	3			62002011								
300252	30025	2	430025	100300000	28010101	3	30	3			62002012								
300253	30025	3	430025	100300000	28010101	3	30	3			62002013								
300261	30026	1	430026	100300000	28010101	3	30	3			62002111								
300262	30026	2	430026	100300000	28010101	3	30	3			62002112								
300263	30026	3	430026	100300000	28010101	3	30	3			62002113								
300271	30027	1	430027	100300000	28010101	3	30	3			62002211								
300272	30027	2	430027	100300000	28010101	3	30	3			62002212								
300273	30027	3	430027	100300000	28010101	3	30	3			62002213								
300281	30028	1	430028	100300000	28010101	3	30	3			62002311								
300282	30028	2	430028	100300000	28010101	3	30	3			62002312								
300283	30028	3	430028	100300000	28010101	3	30	3			62002313								
300291	30029	1	430029	100300000	28010101	3	30	3			62002411								
300292	30029	2	430029	100300000	28010101	3	30	3			62002412								
300293	30029	3	430029	100300000	28010101	3	30	3			62002413								
300301	30030	1	430030	100300000	28010101	3	30	3			62002511								
300302	30030	2	430030	100300000	28010101	3	30	3			62002512								
300303	30030	3	430030	100300000	28010101	3	30	3			62002513								
300311	30031	1	430031	100300000	28010101	3	30	3			62002611								
300312	30031	2	430031	100300000	28010101	3	30	3			62002612								
300313	30031	3	430031	100300000	28010101	3	30	3			62002613								
300321	30032	1	430032	100300000	28010101	3	30	3			62002711								
300322	30032	2	430032	100300000	28010101	3	30	3			62002712								
300323	30032	3	430032	100300000	28010101	3	30	3			62002713								
300331	30033	1	430033	100300000	28010101	3	30	3			62002811								
300332	30033	2	430033	100300000	28010101	3	30	3			62002812								
300333	30033	3	430033	100300000	28010101	3	30	3			62002813								
300341	30034	1	430034	100300000	28010101	3	30	3			62002911								
300342	30034	2	430034	100300000	28010101	3	30	3			62002912								
300343	30034	3	430034	100300000	28010101	3	30	3			62002913								
300351	30035	1	430035	100300000	28010101	3	30	3			62003011								
300352	30035	2	430035	100300000	28010101	3	30	3			62003012								
300353	30035	3	430035	100300000	28010101	3	30	3			62003013								
300361	30036	1	430036	100300000	28010101	3	30	3			62003111								
300362	30036	2	430036	100300000	28010101	3	30	3			62003112								
300363	30036	3	430036	100300000	28010101	3	30	3			62003113								
300371	30037	1	430037	100300000	28010101	3	30	3			62003211								
300372	30037	2	430037	100300000	28010101	3	30	3			62003212								
300373	30037	3	430037	100300000	28010101	3	30	3			62003213								
300381	30038	1	430038	100300000	28010101	3	30	3			62003311								
300382	30038	2	430038	100300000	28010101	3	30	3			62003312								
300383	30038	3	430038	100300000	28010101	3	30	3			62003313								
300391	30039	1	430039	100300000	28010101	3	30	3			62003411								
300392	30039	2	430039	100300000	28010101	3	30	3			62003412								
300393	30039	3	430039	100300000	28010101	3	30	3			62003413								
300401	30040	1	430040	100300000	28010101	3	30	3			62003511								
300402	30040	2	430040	100300000	28010101	3	30	3			62003512								
300403	30040	3	430040	100300000	28010101	3	30	3			62003513								
300411	30041	1	430041	100300000	28010101	3	30	3			62003611								
300412	30041	2	430041	100300000	28010101	3	30	3			62003612								
300413	30041	3	430041	100300000	28010101	3	30	3			62003613								
300421	30042	1	430042	100300000	28010101	3	30	3			62003711								
300422	30042	2	430042	100300000	28010101	3	30	3			62003712								
300423	30042	3	430042	100300000	28010101	3	30	3			62003713								
300431	30043	1	430043	100300000	28010101	3	30	3			62003811								
300432	30043	2	430043	100300000	28010101	3	30	3			62003812								
300433	30043	3	430043	100300000	28010101	3	30	3			62003813								
300441	30044	1	430044	100300000	28010101	3	30	3			62003911								
300442	30044	2	430044	100300000	28010101	3	30	3			62003912								
300443	30044	3	430044	100300000	28010101	3	30	3			62003913								
300451	30045	1	430045	100300000	28010101	3	30	3			62004011								
300452	30045	2	430045	100300000	28010101	3	30	3			62004012								
300453	30045	3	430045	100300000	28010101	3	30	3			62004013								
300461	30046	1	430046	100300000	28010101	3	30	3			62004111								
300462	30046	2	430046	100300000	28010101	3	30	3			62004112								
300463	30046	3	430046	100300000	28010101	3	30	3			62004113								
300471	30047	1	430047	100300000	28010101	3	30	3			62004211								
300472	30047	2	430047	100300000	28010101	3	30	3			62004212								
300473	30047	3	430047	100300000	28010101	3	30	3			62004213								
300481	30048	1	430048	100300000	28010101	3	30	3			62004311								
300482	30048	2	430048	100300000	28010101	3	30	3			62004312								
300483	30048	3	430048	100300000	28010101	3	30	3			62004313								
300491	30049	1	430049	100300000	28010101	3	30	3			62004411								
300492	30049	2	430049	100300000	28010101	3	30	3			62004412								
300493	30049	3	430049	100300000	28010101	3	30	3			62004413								
300501	30050	1	430050	100300000	28010101	3	30	3			62004511								
300502	30050	2	430050	100300000	28010101	3	30	3			62004512								
300503	30050	3	430050	100300000	28010101	3	30	3			62004513								
300511	30051	1	430051	100300000	28010101	3	30	3			62004611								
300512	30051	2	430051	100300000	28010101	3	30	3			62004612								
300513	30051	3	430051	100300000	28010101	3	30	3			62004613								
300521	30052	1	430052	100300000	28010101	3	30	3			62004711								
300522	30052	2	430052	100300000	28010101	3	30	3			62004712								
300523	30052	3	430052	100300000	28010101	3	30	3			62004713								
300531	30053	1	430053	100300000	28010101	3	30	3			62004811								
300532	30053	2	430053	100300000	28010101	3	30	3			62004812								
300533	30053	3	430053	100300000	28010101	3	30	3			62004813								
300541	30054	1	430054	100300000	28010101	3	30	3			62004911								
300542	30054	2	430054	100300000	28010101	3	30	3			62004912								
300543	30054	3	430054	100300000	28010101	3	30	3			62004913								
300551	30055	1	430055	100300000	28010101	3	30	3			62005011								
300552	30055	2	430055	100300000	28010101	3	30	3			62005012								
300553	30055	3	430055	100300000	28010101	3	30	3			62005013								
300561	30056	1	430056	100300000	28010101	3	30	3			62005111								
300562	30056	2	430056	100300000	28010101	3	30	3			62005112								
300563	30056	3	430056	100300000	28010101	3	30	3			62005113								
300571	30057	1	430057	100300000	28010101	3	30	3			62005211								
300572	30057	2	430057	100300000	28010101	3	30	3			62005212								
300573	30057	3	430057	100300000	28010101	3	30	3			62005213								
300581	30058	1	430058	100300000	28010101	3	30	3			62005311								
300582	30058	2	430058	100300000	28010101	3	30	3			62005312								
300583	30058	3	430058	100300000	28010101	3	30	3			62005313								
300591	30059	1	430059	100300000	28010101	3	30	3			62005411								
300592	30059	2	430059	100300000	28010101	3	30	3			62005412								
300593	30059	3	430059	100300000	28010101	3	30	3			62005413								
300601	30060	1	430060	100300000	28010101	3	30	3			62005511								
300602	30060	2	430060	100300000	28010101	3	30	3			62005512								
300603	30060	3	430060	100300000	28010101	3	30	3			62005513								
300611	30061	1	430061	100300000	28010101	3	30	3			62005611								
300612	30061	2	430061	100300000	28010101	3	30	3			62005612								
300613	30061	3	430061	100300000	28010101	3	30	3			62005613								
300621	30062	1	430062	100300000	28010101	3	30	3			62005711								
300622	30062	2	430062	100300000	28010101	3	30	3			62005712								
300623	30062	3	430062	100300000	28010101	3	30	3			62005713								
300631	30063	1	430063	100300000	28010101	3	30	3			62005811								
300632	30063	2	430063	100300000	28010101	3	30	3			62005812								
300633	30063	3	430063	100300000	28010101	3	30	3			62005813								
300641	30064	1	430064	100300000	28010101	3	30	3			62005911								
300642	30064	2	430064	100300000	28010101	3	30	3			62005912								
300643	30064	3	430064	100300000	28010101	3	30	3			62005913								
300651	30065	1	430065	100300000	28010101	3	30	3			62006011								
300652	30065	2	430065	100300000	28010101	3	30	3			62006012								
300653	30065	3	430065	100300000	28010101	3	30	3			62006013								
300661	30066	1	430066	100300000	28010101	3	30	3			62006111								
300662	30066	2	430066	100300000	28010101	3	30	3			62006112								
300663	30066	3	430066	100300000	28010101	3	30	3			62006113								
300671	30067	1	430067	100300000	28010101	3	30	3			62006211								
300672	30067	2	430067	100300000	28010101	3	30	3			62006212								
300673	30067	3	430067	100300000	28010101	3	30	3			62006213								
300681	30068	1	430068	100300000	28010101	3	30	3			62006311								
300682	30068	2	430068	100300000	28010101	3	30	3			62006312								
300683	30068	3	430068	100300000	28010101	3	30	3			62006313								
300691	30069	1	430069	100300000	28010101	3	30	3			62006411								
300692	30069	2	430069	100300000	28010101	3	30	3			62006412								
300693	30069	3	430069	100300000	28010101	3	30	3			62006413								
300701	30070	1	430070	100300000	28010101	3	30	3			62006511								
300702	30070	2	430070	100300000	28010101	3	30	3			62006512								
300703	30070	3	430070	100300000	28010101	3	30	3			62006513								
300711	30071	1	430071	100300000	28010101	3	30	3			62006611								
300712	30071	2	430071	100300000	28010101	3	30	3			62006612								
300713	30071	3	430071	100300000	28010101	3	30	3			62006613								
300721	30072	1	430072	100300000	28010101	3	30	3			62006711								
300722	30072	2	430072	100300000	28010101	3	30	3			62006712								
300723	30072	3	430072	100300000	28010101	3	30	3			62006713								
300731	30073	1	430073	100300000	28010101	3	30	3			62006811								
300732	30073	2	430073	100300000	28010101	3	30	3			62006812								
300733	30073	3	430073	100300000	28010101	3	30	3			62006813								
300741	30074	1	430074	100300000	28010101	3	30	3			62006911								
300742	30074	2	430074	100300000	28010101	3	30	3			62006912								
300743	30074	3	430074	100300000	28010101	3	30	3			62006913								
300751	30075	1	430075	100300000	28010101	3	30	3			62007011								
300752	30075	2	430075	100300000	28010101	3	30	3			62007012								
300753	30075	3	430075	100300000	28010101	3	30	3			62007013								
300761	30076	1	430076	100300000	28010101	3	30	3			62007111								
300762	30076	2	430076	100300000	28010101	3	30	3			62007112								
300763	30076	3	430076	100300000	28010101	3	30	3			62007113								
300771	30077	1	430077	100300000	28010101	3	30	3			62007211								
300772	30077	2	430077	100300000	28010101	3	30	3			62007212								
300773	30077	3	430077	100300000	28010101	3	30	3			62007213								
300781	30078	1	430078	100300000	28010101	3	30	3			62007311								
300782	30078	2	430078	100300000	28010101	3	30	3			62007312								
300783	30078	3	430078	100300000	28010101	3	30	3			62007313								
300791	30079	1	430079	100300000	28010101	3	30	3			62007411								
300792	30079	2	430079	100300000	28010101	3	30	3			62007412								
300793	30079	3	430079	100300000	28010101	3	30	3			62007413								
300801	30080	1	430080	100300000	28010101	3	30	3			62007511								
300802	30080	2	430080	100300000	28010101	3	30	3			62007512								
300803	30080	3	430080	100300000	28010101	3	30	3			62007513								
300811	30081	1	430081	100300000	28010101	3	30	3			62007611								
300812	30081	2	430081	100300000	28010101	3	30	3			62007612								
300813	30081	3	430081	100300000	28010101	3	30	3			62007613								
300821	30082	1	430082	100300000	28010101	3	30	3			62007711								
300822	30082	2	430082	100300000	28010101	3	30	3			62007712								
300823	30082	3	430082	100300000	28010101	3	30	3			62007713								
300831	30083	1	430083	100300000	28010101	3	30	3			62007811								
300832	30083	2	430083	100300000	28010101	3	30	3			62007812								
300833	30083	3	430083	100300000	28010101	3	30	3			62007813								
300841	30084	1	430084	100300000	28010101	3	30	3			62007911								
300842	30084	2	430084	100300000	28010101	3	30	3			62007912								
300843	30084	3	430084	100300000	28010101	3	30	3			62007913								
300851	30085	1	430085	100300000	28010101	3	30	3			62008011								
300852	30085	2	430085	100300000	28010101	3	30	3			62008012								
300853	30085	3	430085	100300000	28010101	3	30	3			62008013								
300861	30086	1	430086	100300000	28010101	3	30	3			62008111								
300862	30086	2	430086	100300000	28010101	3	30	3			62008112								
300863	30086	3	430086	100300000	28010101	3	30	3			62008113								
300871	30087	1	430087	100300000	28010101	3	30	3			62008211								
300872	30087	2	430087	100300000	28010101	3	30	3			62008212								
300873	30087	3	430087	100300000	28010101	3	30	3			62008213								
300881	30088	1	430088	100300000	28010101	3	30	3			62008311								
300882	30088	2	430088	100300000	28010101	3	30	3			62008312								
300883	30088	3	430088	100300000	28010101	3	30	3			62008313								
300891	30089	1	430089	100300000	28010101	3	30	3			62008411								
300892	30089	2	430089	100300000	28010101	3	30	3			62008412								
300893	30089	3	430089	100300000	28010101	3	30	3			62008413								
300901	30090	1	430090	100300000	28010101	3	30	3			62008511								
300902	30090	2	430090	100300000	28010101	3	30	3			62008512								
300903	30090	3	430090	100300000	28010101	3	30	3			62008513								
300911	30091	1	430091	100300000	28010101	3	30	3			62008611								
300912	30091	2	430091	100300000	28010101	3	30	3			62008612								
300913	30091	3	430091	100300000	28010101	3	30	3			62008613								
300921	30092	1	430092	100300000	28010101	3	30	3			62008711								
300922	30092	2	430092	100300000	28010101	3	30	3			62008712								
300923	30092	3	430092	100300000	28010101	3	30	3			62008713								
300931	30093	1	430093	100300000	28010101	3	30	3			62008811								
300932	30093	2	430093	100300000	28010101	3	30	3			62008812								
300933	30093	3	430093	100300000	28010101	3	30	3			62008813								
300941	30094	1	430094	100300000	28010101	3	30	3			62008911								
300942	30094	2	430094	100300000	28010101	3	30	3			62008912								
300943	30094	3	430094	100300000	28010101	3	30	3			62008913								
300951	30095	1	430095	100300000	28010101	3	30	3			62009011								
300952	30095	2	430095	100300000	28010101	3	30	3			62009012								
300953	30095	3	430095	100300000	28010101	3	30	3			62009013								
300961	30096	1	430096	100300000	28010101	3	30	3			62009111								
300962	30096	2	430096	100300000	28010101	3	30	3			62009112								
300963	30096	3	430096	100300000	28010101	3	30	3			62009113								
300971	30097	1	430097	100300000	28010101	3	30	3			62009211								
300972	30097	2	430097	100300000	28010101	3	30	3			62009212								
300973	30097	3	430097	100300000	28010101	3	30	3			62009213								
300981	30098	1	430098	100300000	28010101	3	30	3			62009311								
300982	30098	2	430098	100300000	28010101	3	30	3			62009312								
300983	30098	3	430098	100300000	28010101	3	30	3			62009313								
300991	30099	1	430099	100300000	28010101	3	30	3			62009411								
300992	30099	2	430099	100300000	28010101	3	30	3			62009412								
300993	30099	3	430099	100300000	28010101	3	30	3			62009413								
301001	30100	1	430100	100300000	28010101	3	30	3			62009511								
301002	30100	2	430100	100300000	28010101	3	30	3			62009512								
301003	30100	3	430100	100300000	28010101	3	30	3			62009513								
301011	30101	1	430101	100300000	28010101	3	30	3			62009611								
301012	30101	2	430101	100300000	28010101	3	30	3			62009612								
301013	30101	3	430101	100300000	28010101	3	30	3			62009613								
301021	30102	1	430102	100300000	28010101	3	30	3			62009711								
301022	30102	2	430102	100300000	28010101	3	30	3			62009712								
301023	30102	3	430102	100300000	28010101	3	30	3			62009713								
301031	30103	1	430103	100300000	28010101	3	30	3			62009811								
301032	30103	2	430103	100300000	28010101	3	30	3			62009812								
301033	30103	3	430103	100300000	28010101	3	30	3			62009813								
301041	30104	1	430104	100300000	28010101	3	30	3			62009911								
301042	30104	2	430104	100300000	28010101	3	30	3			62009912								
301043	30104	3	430104	100300000	28010101	3	30	3			62009913								
301051	30105	1	430105	100300000	28010101	3	30	3			62010011								
301052	30105	2	430105	100300000	28010101	3	30	3			62010012								
301053	30105	3	430105	100300000	28010101	3	30	3			62010013								
301061	30106	1	430106	100300000	28010101	3	30	3			62010111								
301062	30106	2	430106	100300000	28010101	3	30	3			62010112								
301063	30106	3	430106	100300000	28010101	3	30	3			62010113								
301071	30107	1	430107	100300000	28010101	3	30	3			62010211								
301072	30107	2	430107	100300000	28010101	3	30	3			62010212								
301073	30107	3	430107	100300000	28010101	3	30	3			62010213								
301081	30108	1	430108	100300000	28010101	3	30	3			62010311								
301082	30108	2	430108	100300000	28010101	3	30	3			62010312								
301083	30108	3	430108	100300000	28010101	3	30	3			62010313								
301091	30109	1	430109	100300000	28010101	3	30	3			62010411								
301092	30109	2	430109	100300000	28010101	3	30	3			62010412								
301093	30109	3	430109	100300000	28010101	3	30	3			62010413								
301101	30110	1	430110	100300000	28010101	3	30	3			62010511								
301102	30110	2	430110	100300000	28010101	3	30	3			62010512								
301103	30110	3	430110	100300000	28010101	3	30	3			62010513								
301111	30111	1	430111	100300000	28010101	3	30	3			62010611								
301112	30111	2	430111	100300000	28010101	3	30	3			62010612								
301113	30111	3	430111	100300000	28010101	3	30	3			62010613								
301121	30112	1	430112	100300000	28010101	3	30	3			62010711								
301122	30112	2	430112	100300000	28010101	3	30	3			62010712								
301123	30112	3	430112	100300000	28010101	3	30	3			62010713								
301131	30113	1	430113	100300000	28010101	3	30	3			62010811								
301132	30113	2	430113	100300000	28010101	3	30	3			62010812								
301133	30113	3	430113	100300000	28010101	3	30	3			62010813								
301141	30114	1	430114	100300000	28010101	3	30	3			62010911								
301142	30114	2	430114	100300000	28010101	3	30	3			62010912								
301143	30114	3	430114	100300000	28010101	3	30	3			62010913								
301151	30115	1	430115	100300000	28010101	3	30	3			62011011								
301152	30115	2	430115	100300000	28010101	3	30	3			62011012								
301153	30115	3	430115	100300000	28010101	3	30	3			62011013								
301161	30116	1	430116	100300000	28010101	3	30	3			62011111								
301162	30116	2	430116	100300000	28010101	3	30	3			62011112								
301163	30116	3	430116	100300000	28010101	3	30	3			62011113								
301171	30117	1	430117	100300000	28010101	3	30	3			62011211								
301172	30117	2	430117	100300000	28010101	3	30	3			62011212								
301173	30117	3	430117	100300000	28010101	3	30	3			62011213								
301181	30118	1	430118	100300000	28010101	3	30	3			62011311								
301182	30118	2	430118	100300000	28010101	3	30	3			62011312								
301183	30118	3	430118	100300000	28010101	3	30	3			62011313								
301191	30119	1	430119	100300000	28010101	3	30	3			62011411								
301192	30119	2	430119	100300000	28010101	3	30	3			62011412								
301193	30119	3	430119	100300000	28010101	3	30	3			62011413								
301201	30120	1	430120	100300000	28010101	3	30	3			62011511								
301202	30120	2	430120	100300000	28010101	3	30	3			62011512								
301203	30120	3	430120	100300000	28010101	3	30	3			62011513								
301211	30121	1	430121	100300000	28010101	3	30	3			62011611								
301212	30121	2	430121	100300000	28010101	3	30	3			62011612								
301213	30121	3	430121	100300000	28010101	3	30	3			62011613								
301221	30122	1	430122	100300000	28010101	3	30	3			62011711								
301222	30122	2	430122	100300000	28010101	3	30	3			62011712								
301223	30122	3	430122	100300000	28010101	3	30	3			62011713								
301231	30123	1	430123	100300000	28010101	3	30	3			62011811								
301232	30123	2	430123	100300000	28010101	3	30	3			62011812								
301233	30123	3	430123	100300000	28010101	3	30	3			62011813								
301241	30124	1	430124	100300000	28010101	3	30	3			62011911								
301242	30124	2	430124	100300000	28010101	3	30	3			62011912								
301243	30124	3	430124	100300000	28010101	3	30	3			62011913								
301251	30125	1	430125	100300000	28010101	3	30	3			62012011								
301252	30125	2	430125	100300000	28010101	3	30	3			62012012								
301253	30125	3	430125	100300000	28010101	3	30	3			62012013								
301262	30126	2	430126	100300000	28010101	3	30	3			71001011								
301271	30127	1	430127	100300000	28010101	3	30	3			71002011								
301281	30128	1	430128	100300000	28010101	3	30	3			71003011								
301291	30129	1	430129	100300000	28010101	3	30	3			71004011								
301301	30130	1	430130	100300000	28010101	3	30	3			71005011								
301311	30131	1	430131	100300000	28010101	3	30	3			71006011								
301322	30132	2	430132	100300000	28010101	3	30	3			71007011								
301333	30133	3	430133	100300000	28010101	3	30	3			71008011								
301342	30134	2	430134	100300000	28010101	3	30	3			71009011								
301352	30135	2	430135	100300000	28010101	3	30	3			71010011								
301362	30136	2	430136	100300000	28010101	3	30	3			71011011								
301372	30137	2	430137	100300000	28010101	3	30	3			71012011								
301383	30138	3	430138	100300000	28010101	3	30	3			71013011								
301392	30139	2	430139	100300000	28010101	3	30	3			71014011								
301401	30140	1	430140	100300000	28010101	3	30	3			71015011								
301413	30141	3	430141	100300000	28010101	3	30	3			71019011								
301421	30142	1	430142	100300000	28010101	3	30	3			71020011								
301431	30143	1	430143	100300000	28010101	3	30	3			71020111								
301441	30144	1	430144	100300000	28010101	3	30	3			71020211								
301451	30145	1	430145	100300000	28010101	3	30	3			71020311								
301461	30146	1	430146	100300000	28010101	3	30	3			71020411								
301471	30147	1	430147	100300000	28010101	3	30	3			71020511								
301481	30148	1	430148	100300000	28010101	3	30	3			71020611								
301491	30149	1	430149	100300000	28010101	3	30	3			71020711								
301501	30150	1	430150	100300000	28010101	3	30	3			71020811								
301511	30151	1	430151	100300000	28010101	3	30	3			71020911								
301522	30152	2	430152	100300000	28010101	3	30	3			71021011								
301532	30153	2	430153	100300000	28010101	3	30	3			71021111								
301542	30154	2	430154	100300000	28010101	3	30	3			71021211								
301552	30155	2	430155	100300000	28010101	3	30	3			71021311								
301562	30156	2	430156	100300000	28010101	3	30	3			71021411								
301572	30157	2	430157	100300000	28010101	3	30	3			71021511								
301582	30158	2	430158	100300000	28010101	3	30	3			71021611								
301592	30159	2	430159	100300000	28010101	3	30	3			71021711								
301602	30160	2	430160	100300000	28010101	3	30	3			71021811								
301612	30161	2	430161	100300000	28010101	3	30	3			71021911								
301622	30162	2	430162	100300000	28010101	3	30	3			71022011								
301632	30163	2	430163	100300000	28010101	3	30	3			71022111								
301642	30164	2	430164	100300000	28010101	3	30	3			71022211								
301652	30165	2	430165	100300000	28010101	3	30	3			71022311								
301662	30166	2	430166	100300000	28010101	3	30	3			71022411								
301672	30167	2	430167	100300000	28010101	3	30	3			71022511								
301682	30168	2	430168	100300000	28010101	3	30	3			71022611								
301692	30169	2	430169	100300000	28010101	3	30	3			71022711								
301702	30170	2	430170	100300000	28010101	3	30	3			71022811								
301712	30171	2	430171	100300000	28010101	3	30	3			71022911								
301721	30172	1	430172	100300000	28010101	3	30	3			71023011								
301731	30173	1	430173	100300000	28010101	3	30	3			71023111								
301741	30174	1	430174	100300000	28010101	3	30	3			71023211								
301751	30175	1	430175	100300000	28010101	3	30	3			71023311								
301761	30176	1	430176	100300000	28010101	3	30	3			71023411								
301771	30177	1	430177	100300000	28010101	3	30	3			71023511								
301781	30178	1	430178	100300000	28010101	3	30	3			71023611								
301791	30179	1	430179	100300000	28010101	3	30	3			71023711								
301801	30180	1	430180	100300000	28010101	3	30	3			71023811								
301811	30181	1	430181	100300000	28010101	3	30	3			71023911								
301822	30182	2	430182	100300000	28010101	3	30	3			71024011								
