id	card_id	awakening_type	score_attribute	score_attribute2	score_red	score_green	score_blue	score_yellow	score_purple	active_skill_id	passive_skill_id	passive_skill_growth_id
101331	10133	1	4	4	101331	101335	101333	101332	101334	1	1	20030
101332	10133	2	5	5	101331	101335	101333	101332	101334	1	1	20030
101333	10133	3	5	5	101331	101335	101333	101332	101334	1	1	20030
101341	10134	1	5	5	101341	101345	101343	101342	101344	1	1	20030
101342	10134	2	1	1	101341	101345	101343	101342	101344	1	1	20030
101343	10134	3	1	1	101341	101345	101343	101342	101344	1	1	20030
101351	10135	1	1	1	101351	101355	101353	101352	101354	1	1	20030
101352	10135	2	2	2	101351	101355	101353	101352	101354	1	1	20030
101353	10135	3	2	2	101351	101355	101353	101352	101354	1	1	20030
101361	10136	1	2	2	101361	101365	101363	101362	101364	1	1	20030
101362	10136	2	3	3	101361	101365	101363	101362	101364	1	1	20030
101363	10136	3	3	3	101361	101365	101363	101362	101364	1	1	20030
101371	10137	1	3	3	101371	101375	101373	101372	101374	1	1	20030
101372	10137	2	4	4	101371	101375	101373	101372	101374	1	1	20030
101373	10137	3	4	4	101371	101375	101373	101372	101374	1	1	20030
101381	10138	1	4	4	101381	101385	101383	101382	101384	1	1	20030
101382	10138	2	5	5	101381	101385	101383	101382	101384	1	1	20030
101383	10138	3	5	5	101381	101385	101383	101382	101384	1	1	20030
101391	10139	1	5	5	101391	101395	101393	101392	101394	1	1	20030
101392	10139	2	1	1	101391	101395	101393	101392	101394	1	1	20030
101393	10139	3	1	1	101391	101395	101393	101392	101394	1	1	20030
101401	10140	1	1	1	101401	101405	101403	101402	101404	1	1	20030
101402	10140	2	2	2	101401	101405	101403	101402	101404	1	1	20030
101403	10140	3	2	2	101401	101405	101403	101402	101404	1	1	20030
101411	10141	1	2	2	101411	101415	101413	101412	101414	1	1	20030
101412	10141	2	3	3	101411	101415	101413	101412	101414	1	1	20030
101413	10141	3	3	3	101411	101415	101413	101412	101414	1	1	20030
101421	10142	1	3	3	101421	101425	101423	101422	101424	1	1	20030
101422	10142	2	4	4	101421	101425	101423	101422	101424	1	1	20030
101423	10142	3	4	4	101421	101425	101423	101422	101424	1	1	20030
101431	10143	1	4	4	101431	101435	101433	101432	101434	1	1	20030
101432	10143	2	5	5	101431	101435	101433	101432	101434	1	1	20030
101433	10143	3	5	5	101431	101435	101433	101432	101434	1	1	20030
101441	10144	1	5	5	101441	101445	101443	101442	101444	1	1	20030
101442	10144	2	1	1	101441	101445	101443	101442	101444	1	1	20030
101443	10144	3	1	1	101441	101445	101443	101442	101444	1	1	20030
101451	10145	1	1	1	101451	101455	101453	101452	101454	1	1	20030
101452	10145	2	2	2	101451	101455	101453	101452	101454	1	1	20030
101453	10145	3	2	2	101451	101455	101453	101452	101454	1	1	20030
101461	10146	1	2	2	101461	101465	101463	101462	101464	1	1	20030
101462	10146	2	3	3	101461	101465	101463	101462	101464	1	1	20030
101463	10146	3	3	3	101461	101465	101463	101462	101464	1	1	20030
101471	10147	1	3	3	101471	101475	101473	101472	101474	1	1	20030
101472	10147	2	4	4	101471	101475	101473	101472	101474	1	1	20030
101473	10147	3	4	4	101471	101475	101473	101472	101474	1	1	20030
101481	10148	1	4	4	101481	101485	101483	101482	101484	1	1	20030
101482	10148	2	5	5	101481	101485	101483	101482	101484	1	1	20030
101483	10148	3	5	5	101481	101485	101483	101482	101484	1	1	20030
101491	10149	1	5	5	101491	101495	101493	101492	101494	1	1	20030
101492	10149	2	1	1	101491	101495	101493	101492	101494	1	1	20030
101493	10149	3	1	1	101491	101495	101493	101492	101494	1	1	20030
101501	10150	1	1	1	101501	101505	101503	101502	101504	1	1	20030
101502	10150	2	2	2	101501	101505	101503	101502	101504	1	1	20030
101503	10150	3	2	2	101501	101505	101503	101502	101504	1	1	20030
101511	10151	1	2	2	101511	101515	101513	101512	101514	1	1	20030
101512	10151	2	3	3	101511	101515	101513	101512	101514	1	1	20030
101513	10151	3	3	3	101511	101515	101513	101512	101514	1	1	20030
101521	10152	1	3	3	101521	101525	101523	101522	101524	1	1	20030
101522	10152	2	4	4	101521	101525	101523	101522	101524	1	1	20030
101523	10152	3	4	4	101521	101525	101523	101522	101524	1	1	20030
101531	10153	1	4	4	101531	101535	101533	101532	101534	1	1	20030
101532	10153	2	5	5	101531	101535	101533	101532	101534	1	1	20030
101533	10153	3	5	5	101531	101535	101533	101532	101534	1	1	20030
101541	10154	1	5	5	101541	101545	101543	101542	101544	1	1	20030
101542	10154	2	1	1	101541	101545	101543	101542	101544	1	1	20030
101543	10154	3	1	1	101541	101545	101543	101542	101544	1	1	20030
101551	10155	1	1	1	101551	101555	101553	101552	101554	1	1	20030
101552	10155	2	2	2	101551	101555	101553	101552	101554	1	1	20030
101553	10155	3	2	2	101551	101555	101553	101552	101554	1	1	20030
101561	10156	1	2	2	101561	101565	101563	101562	101564	1	1	20030
101562	10156	2	3	3	101561	101565	101563	101562	101564	1	1	20030
101563	10156	3	3	3	101561	101565	101563	101562	101564	1	1	20030
101571	10157	1	3	3	101571	101575	101573	101572	101574	1	1	20030
101572	10157	2	4	4	101571	101575	101573	101572	101574	1	1	20030
101573	10157	3	4	4	101571	101575	101573	101572	101574	1	1	20030
101581	10158	1	4	4	101581	101585	101583	101582	101584	1	1	20030
101582	10158	2	5	5	101581	101585	101583	101582	101584	1	1	20030
101583	10158	3	5	5	101581	101585	101583	101582	101584	1	1	20030
101591	10159	1	5	5	101591	101595	101593	101592	101594	1	1	20030
101592	10159	2	1	1	101591	101595	101593	101592	101594	1	1	20030
101593	10159	3	1	1	101591	101595	101593	101592	101594	1	1	20030
101601	10160	1	1	1	101601	101605	101603	101602	101604	1	1	20030
101602	10160	2	2	2	101601	101605	101603	101602	101604	1	1	20030
101603	10160	3	2	2	101601	101605	101603	101602	101604	1	1	20030
101611	10161	1	2	2	101611	101615	101613	101612	101614	1	1	20030
101612	10161	2	3	3	101611	101615	101613	101612	101614	1	1	20030
101613	10161	3	3	3	101611	101615	101613	101612	101614	1	1	20030
101621	10162	1	3	3	101621	101625	101623	101622	101624	1	1	20030
101622	10162	2	4	4	101621	101625	101623	101622	101624	1	1	20030
101623	10162	3	4	4	101621	101625	101623	101622	101624	1	1	20030
101631	10163	1	4	4	101631	101635	101633	101632	101634	1	1	20030
101632	10163	2	5	5	101631	101635	101633	101632	101634	1	1	20030
101633	10163	3	5	5	101631	101635	101633	101632	101634	1	1	20030
101641	10164	1	5	5	101641	101645	101643	101642	101644	1	1	20030
101642	10164	2	1	1	101641	101645	101643	101642	101644	1	1	20030
101643	10164	3	1	1	101641	101645	101643	101642	101644	1	1	20030
101651	10165	1	1	1	101651	101655	101653	101652	101654	1	1	20030
101652	10165	2	2	2	101651	101655	101653	101652	101654	1	1	20030
101653	10165	3	2	2	101651	101655	101653	101652	101654	1	1	20030
101661	10166	1	2	2	101661	101665	101663	101662	101664	1	1	20030
101662	10166	2	3	3	101661	101665	101663	101662	101664	1	1	20030
101663	10166	3	3	3	101661	101665	101663	101662	101664	1	1	20030
101671	10167	1	3	3	101671	101675	101673	101672	101674	1	1	20030
101672	10167	2	4	4	101671	101675	101673	101672	101674	1	1	20030
101673	10167	3	4	4	101671	101675	101673	101672	101674	1	1	20030
101681	10168	1	4	4	101681	101685	101683	101682	101684	1	1	20030
101682	10168	2	5	5	101681	101685	101683	101682	101684	1	1	20030
101683	10168	3	5	5	101681	101685	101683	101682	101684	1	1	20030
101691	10169	1	5	5	101691	101695	101693	101692	101694	1	1	20030
101692	10169	2	1	1	101691	101695	101693	101692	101694	1	1	20030
101693	10169	3	1	1	101691	101695	101693	101692	101694	1	1	20030
101701	10170	1	1	1	101701	101705	101703	101702	101704	1	1	20030
101702	10170	2	2	2	101701	101705	101703	101702	101704	1	1	20030
101703	10170	3	2	2	101701	101705	101703	101702	101704	1	1	20030
101711	10171	1	2	2	101711	101715	101713	101712	101714	1	1	20030
101712	10171	2	3	3	101711	101715	101713	101712	101714	1	1	20030
101713	10171	3	3	3	101711	101715	101713	101712	101714	1	1	20030
101721	10172	1	3	3	101721	101725	101723	101722	101724	1	1	20030
101722	10172	2	4	4	101721	101725	101723	101722	101724	1	1	20030
101723	10172	3	4	4	101721	101725	101723	101722	101724	1	1	20030
101731	10173	1	4	4	101731	101735	101733	101732	101734	1	1	20030
101732	10173	2	5	5	101731	101735	101733	101732	101734	1	1	20030
101733	10173	3	5	5	101731	101735	101733	101732	101734	1	1	20030
101741	10174	1	5	5	101741	101745	101743	101742	101744	1	1	20030
101742	10174	2	1	1	101741	101745	101743	101742	101744	1	1	20030
101743	10174	3	1	1	101741	101745	101743	101742	101744	1	1	20030
101751	10175	1	1	1	101751	101755	101753	101752	101754	1	1	20030
101752	10175	2	2	2	101751	101755	101753	101752	101754	1	1	20030
101753	10175	3	2	2	101751	101755	101753	101752	101754	1	1	20030
101761	10176	1	2	2	101761	101765	101763	101762	101764	1	1	20030
101762	10176	2	3	3	101761	101765	101763	101762	101764	1	1	20030
101763	10176	3	3	3	101761	101765	101763	101762	101764	1	1	20030
101771	10177	1	3	3	101771	101775	101773	101772	101774	1	1	20030
101772	10177	2	4	4	101771	101775	101773	101772	101774	1	1	20030
101773	10177	3	4	4	101771	101775	101773	101772	101774	1	1	20030
101781	10178	1	4	4	101781	101785	101783	101782	101784	1	1	20030
101782	10178	2	5	5	101781	101785	101783	101782	101784	1	1	20030
101783	10178	3	5	5	101781	101785	101783	101782	101784	1	1	20030
101791	10179	1	5	5	101791	101795	101793	101792	101794	1	1	20030
101792	10179	2	1	1	101791	101795	101793	101792	101794	1	1	20030
101793	10179	3	1	1	101791	101795	101793	101792	101794	1	1	20030
101801	10180	1	1	1	101801	101805	101803	101802	101804	1	1	20030
101802	10180	2	2	2	101801	101805	101803	101802	101804	1	1	20030
101803	10180	3	2	2	101801	101805	101803	101802	101804	1	1	20030
101811	10181	1	2	2	101811	101815	101813	101812	101814	1	1	20030
101812	10181	2	3	3	101811	101815	101813	101812	101814	1	1	20030
101813	10181	3	3	3	101811	101815	101813	101812	101814	1	1	20030
101821	10182	1	3	3	101821	101825	101823	101822	101824	1	1	20030
101822	10182	2	4	4	101821	101825	101823	101822	101824	1	1	20030
101823	10182	3	4	4	101821	101825	101823	101822	101824	1	1	20030
101831	10183	1	4	4	101831	101835	101833	101832	101834	1	1	20030
101832	10183	2	5	5	101831	101835	101833	101832	101834	1	1	20030
101833	10183	3	5	5	101831	101835	101833	101832	101834	1	1	20030
101841	10184	1	5	5	101841	101845	101843	101842	101844	1	1	20030
101842	10184	2	1	1	101841	101845	101843	101842	101844	1	1	20030
101843	10184	3	1	1	101841	101845	101843	101842	101844	1	1	20030
101851	10185	1	1	1	101851	101855	101853	101852	101854	1	1	20030
101852	10185	2	2	2	101851	101855	101853	101852	101854	1	1	20030
101853	10185	3	2	2	101851	101855	101853	101852	101854	1	1	20030
101861	10186	1	2	2	101861	101865	101863	101862	101864	1	1	20030
101862	10186	2	3	3	101861	101865	101863	101862	101864	1	1	20030
101863	10186	3	3	3	101861	101865	101863	101862	101864	1	1	20030
101871	10187	1	3	3	101871	101875	101873	101872	101874	1	1	20030
101872	10187	2	4	4	101871	101875	101873	101872	101874	1	1	20030
101873	10187	3	4	4	101871	101875	101873	101872	101874	1	1	20030
101881	10188	1	4	4	101881	101885	101883	101882	101884	1	1	20030
101882	10188	2	5	5	101881	101885	101883	101882	101884	1	1	20030
101883	10188	3	5	5	101881	101885	101883	101882	101884	1	1	20030
101891	10189	1	5	5	101891	101895	101893	101892	101894	1	1	20030
101892	10189	2	1	1	101891	101895	101893	101892	101894	1	1	20030
101893	10189	3	1	1	101891	101895	101893	101892	101894	1	1	20030
101901	10190	1	1	1	101901	101905	101903	101902	101904	1	1	20030
101902	10190	2	2	2	101901	101905	101903	101902	101904	1	1	20030
101903	10190	3	2	2	101901	101905	101903	101902	101904	1	1	20030
101911	10191	1	2	2	101911	101915	101913	101912	101914	1	1	20030
101912	10191	2	3	3	101911	101915	101913	101912	101914	1	1	20030
101913	10191	3	3	3	101911	101915	101913	101912	101914	1	1	20030
101921	10192	1	3	3	101921	101925	101923	101922	101924	1	1	20030
101922	10192	2	4	4	101921	101925	101923	101922	101924	1	1	20030
101923	10192	3	4	4	101921	101925	101923	101922	101924	1	1	20030
101931	10193	1	4	4	101931	101935	101933	101932	101934	1	1	20030
101932	10193	2	5	5	101931	101935	101933	101932	101934	1	1	20030
101933	10193	3	5	5	101931	101935	101933	101932	101934	1	1	20030
101941	10194	1	5	5	101941	101945	101943	101942	101944	1	1	20030
101942	10194	2	1	1	101941	101945	101943	101942	101944	1	1	20030
101943	10194	3	1	1	101941	101945	101943	101942	101944	1	1	20030
101951	10195	1	1	1	101951	101955	101953	101952	101954	1	1	20030
101952	10195	2	2	2	101951	101955	101953	101952	101954	1	1	20030
101953	10195	3	2	2	101951	101955	101953	101952	101954	1	1	20030
101961	10196	1	2	2	101961	101965	101963	101962	101964	1	1	20030
101962	10196	2	3	3	101961	101965	101963	101962	101964	1	1	20030
101963	10196	3	3	3	101961	101965	101963	101962	101964	1	1	20030
101971	10197	1	3	3	101971	101975	101973	101972	101974	1	1	20030
101972	10197	2	4	4	101971	101975	101973	101972	101974	1	1	20030
101973	10197	3	4	4	101971	101975	101973	101972	101974	1	1	20030
101981	10198	1	4	4	101981	101985	101983	101982	101984	1	1	20030
101982	10198	2	5	5	101981	101985	101983	101982	101984	1	1	20030
101983	10198	3	5	5	101981	101985	101983	101982	101984	1	1	20030
101991	10199	1	5	5	101991	101995	101993	101992	101994	1	1	20030
101992	10199	2	1	1	101991	101995	101993	101992	101994	1	1	20030
101993	10199	3	1	1	101991	101995	101993	101992	101994	1	1	20030
102001	10200	1	1	1	102001	102005	102003	102002	102004	1	1	20030
102002	10200	2	2	2	102001	102005	102003	102002	102004	1	1	20030
102003	10200	3	2	2	102001	102005	102003	102002	102004	1	1	20030
102011	10201	1	3	3	102011	102015	102013	102012	102014	1	1	20030
102012	10201	2	3	3	102011	102015	102013	102012	102014	1	1	20030
102013	10201	3	3	3	102011	102015	102013	102012	102014	1	1	20030
102021	10202	1	3	3	102021	102025	102023	102022	102024	1	1	20030
102022	10202	2	3	3	102021	102025	102023	102022	102024	1	1	20030
102023	10202	3	3	3	102021	102025	102023	102022	102024	1	1	20030
102031	10203	1	3	3	102031	102035	102033	102032	102034	1	1	20030
102032	10203	2	3	3	102031	102035	102033	102032	102034	1	1	20030
102033	10203	3	3	3	102031	102035	102033	102032	102034	1	1	20030
102041	10204	1	3	3	102041	102045	102043	102042	102044	1	1	20030
102042	10204	2	3	3	102041	102045	102043	102042	102044	1	1	20030
