id	group_id	difficulty	name_text_id	description	detail	character_id	clothes_id	model_id	show_reward	bg_resource_id	bg_model_resource_id	icon_resource_id	bar_color_text_id	position_tmpl_id	picture_flg	quest_id	area_id	fail_back	ap_multiple_use	complete_reward_id	perfect_reward_id	unlock_chapter_ids	unlock_guide_mission_id	last_stage_id	start_x	start_y	end_x	end_y	sunday	monday	tuesday	wednesday	thursday	friday	saturday	publish_date	open_date	close_date
1041	104	1	1	1	1	14	1	1		10110000	10110002	10110002	2	1	1	100	1001		1	10001041	20001041	1031	51260	104140					1	1	1	1	1	1	1	2021-11-15 14:00:00	2021-11-15 14:00:00	2100-12-31 23:59:59
1042	104	2	1	1	1	14	1	1		10110000	10110002	10110002	2	1	1	100			1	10001042	20001042	1041		104240					1	1	1	1	1	1	1	2021-11-15 14:00:00	2021-11-15 14:00:00	2100-12-31 23:59:59
1043	104	3	1	1	1	14	1	1		10110000	10110002	10110002	2	1	1	100			1	10001043	20001043	1042		104340					1	1	1	1	1	1	1	2021-11-15 14:00:00	2021-11-15 14:00:00	2100-12-31 23:59:59
1051	105	1	1	1	1	11	1	1		10110000	10110002	10110002	2	1	1	100	1001		1	10001051	20001051	1041	51370	105120					1	1	1	1	1	1	1	2100-01-01 00:00:00	2100-01-01 00:00:00	2100-12-31 23:59:59
1052	105	2	1	1	1	11	1	1		10110000	10110002	10110002	2	1	1	100			1	10001052	20001052	1051		105220					1	1	1	1	1	1	1	2100-01-01 00:00:00	2100-01-01 00:00:00	2100-12-31 23:59:59
1053	105	3	1	1	1	11	1	1		10110000	10110002	10110002	2	1	1	100			1	10001053	20001053	1052		105320					1	1	1	1	1	1	1	2100-01-01 00:00:00	2100-01-01 00:00:00	2100-12-31 23:59:59
1061	106	1	1	1	1	12	1	1		10110000	10110002	10110002	2	1	1	100	1001		1	10001061	20001061	1051		106120					1	1	1	1	1	1	1	2100-01-01 00:00:00	2100-01-01 00:00:00	2100-12-31 23:59:59
1062	106	2	1	1	1	12	1	1		10110000	10110002	10110002	2	1	1	100			1	10001062	20001062	1061		106220					1	1	1	1	1	1	1	2100-01-01 00:00:00	2100-01-01 00:00:00	2100-12-31 23:59:59
1063	106	3	1	1	1	12	1	1		10110000	10110002	10110002	2	1	1	100			1	10001063	20001063	1062		106320					1	1	1	1	1	1	1	2100-01-01 00:00:00	2100-01-01 00:00:00	2100-12-31 23:59:59
1071	107	1	1	1	1	13	1	1		10110000	10110002	10110002	2	1	1	100	1001		1	10001071	20001071	1061		107120					1	1	1	1	1	1	1	2100-01-01 00:00:00	2100-01-01 00:00:00	2100-12-31 23:59:59
1072	107	2	1	1	1	13	1	1		10110000	10110002	10110002	2	1	1	100			1	10001072	20001072	1071		107220					1	1	1	1	1	1	1	2100-01-01 00:00:00	2100-01-01 00:00:00	2100-12-31 23:59:59
1073	107	3	1	1	1	13	1	1		10110000	10110002	10110002	2	1	1	100			1	10001073	20001073	1072		107320					1	1	1	1	1	1	1	2100-01-01 00:00:00	2100-01-01 00:00:00	2100-12-31 23:59:59
1081	108	1	1	1	1	14	1	1		10110000	10110002	10110002	2	1	1	100	1001		1	10001081	20001081	1071		108120					1	1	1	1	1	1	1	2100-01-01 00:00:00	2100-01-01 00:00:00	2100-12-31 23:59:59
1082	108	2	1	1	1	14	1	1		10110000	10110002	10110002	2	1	1	100			1	10001082	20001082	1081		108220					1	1	1	1	1	1	1	2100-01-01 00:00:00	2100-01-01 00:00:00	2100-12-31 23:59:59
1083	108	3	1	1	1	14	1	1		10110000	10110002	10110002	2	1	1	100			1	10001083	20001083	1082		108320					1	1	1	1	1	1	1	2100-01-01 00:00:00	2100-01-01 00:00:00	2100-12-31 23:59:59
1091	109	1	1	1	1	11	1	1		10110000	10110002	10110002	2	1	1	100	1001		1	10001091	20001091	1081		109120					1	1	1	1	1	1	1	2100-01-01 00:00:00	2100-01-01 00:00:00	2100-12-31 23:59:59
1092	109	2	1	1	1	11	1	1		10110000	10110002	10110002	2	1	1	100			1	10001092	20001092	1091		109220					1	1	1	1	1	1	1	2100-01-01 00:00:00	2100-01-01 00:00:00	2100-12-31 23:59:59
1093	109	3	1	1	1	11	1	1		10110000	10110002	10110002	2	1	1	100			1	10001093	20001093	1092		109320					1	1	1	1	1	1	1	2100-01-01 00:00:00	2100-01-01 00:00:00	2100-12-31 23:59:59
1101	110	1	1	1	1	12	1	1		10110000	10110002	10110002	2	1	1	100	1001		1	10001101	20001101	1091		110120					1	1	1	1	1	1	1	2100-01-01 00:00:00	2100-01-01 00:00:00	2100-12-31 23:59:59
1102	110	2	1	1	1	12	1	1		10110000	10110002	10110002	2	1	1	100			1	10001102	20001102	1101		110220					1	1	1	1	1	1	1	2100-01-01 00:00:00	2100-01-01 00:00:00	2100-12-31 23:59:59
1103	110	3	1	1	1	12	1	1		10110000	10110002	10110002	2	1	1	100			1	10001103	20001103	1102		110320					1	1	1	1	1	1	1	2100-01-01 00:00:00	2100-01-01 00:00:00	2100-12-31 23:59:59
1111	111	1	1	1	1	13	1	1		10110000	10110002	10110002	2	1	1	100	1001		1	10001111	20001111	1101		111120					1	1	1	1	1	1	1	2100-01-01 00:00:00	2100-01-01 00:00:00	2100-12-31 23:59:59
1112	111	2	1	1	1	13	1	1		10110000	10110002	10110002	2	1	1	100			1	10001112	20001112	1111		111220					1	1	1	1	1	1	1	2100-01-01 00:00:00	2100-01-01 00:00:00	2100-12-31 23:59:59
1113	111	3	1	1	1	13	1	1		10110000	10110002	10110002	2	1	1	100			1	10001113	20001113	1112		111320					1	1	1	1	1	1	1	2100-01-01 00:00:00	2100-01-01 00:00:00	2100-12-31 23:59:59
1121	112	1	1	1	1	14	1	1		10110000	10110002	10110002	2	1	1	100	1001		1	10001121	20001121	1111		112120					1	1	1	1	1	1	1	2100-01-01 00:00:00	2100-01-01 00:00:00	2100-12-31 23:59:59
1122	112	2	1	1	1	14	1	1		10110000	10110002	10110002	2	1	1	100			1	10001122	20001122	1121		112220					1	1	1	1	1	1	1	2100-01-01 00:00:00	2100-01-01 00:00:00	2100-12-31 23:59:59
1123	112	3	1	1	1	14	1	1		10110000	10110002	10110002	2	1	1	100			1	10001123	20001123	1122		112320					1	1	1	1	1	1	1	2100-01-01 00:00:00	2100-01-01 00:00:00	2100-12-31 23:59:59
2011	201	1	1	1	1	11	1	1		10110000	10110002	10110002	3	1	1	200	2001		1	10002011	20002011	0		201103					1	1					1	2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
2012	201	2	1	1	1	11	1	1		10110000	10110002	10110002	3	1	1	200	2001		1	10002012	20002012	2011		201203					1	1					1	2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
2013	201	3	1	1	1	11	1	1		10110000	10110002	10110002	3	1	1	200			1	10002013	20002013	2012		201303					1	1					1	2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
2111	211	1	1	1	1	12	1	1		10110000	10110002	10110002	6	1	1	200	1001		1	10002021	20002021	0		202103					1		1				1	2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
2112	211	2	1	1	1	12	1	1		10110000	10110002	10110002	6	1	1	200			1	10002022	20002022	2111		202203					1		1				1	2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
2113	211	3	1	1	1	12	1	1		10110000	10110002	10110002	6	1	1	200			1	10002023	20002023	2112		202303					1		1				1	2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
2211	221	1	1	1	1	13	1	1		10110000	10110002	10110002	4	1	1	200	1001		1	10002031	20002031	0		203103					1			1			1	2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
2212	221	2	1	1	1	13	1	1		10110000	10110002	10110002	4	1	1	200			1	10002032	20002032	2211		203203					1			1			1	2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
2213	221	3	1	1	1	13	1	1		10110000	10110002	10110002	4	1	1	200			1	10002033	20002033	2212		203303					1			1			1	2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
2311	231	1	1	1	1	14	1	1		10110000	10110002	10110002	7	1	1	200	1001		1	10002041	20002041	0		204103					1				1		1	2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
2312	231	2	1	1	1	14	1	1		10110000	10110002	10110002	7	1	1	200			1	10002042	20002042	2311		204203					1				1		1	2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
2313	231	3	1	1	1	14	1	1		10110000	10110002	10110002	7	1	1	200			1	10002043	20002043	2312		204303					1				1		1	2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
2411	241	1	1	1	1	11	1	1		10110000	10110002	10110002	5	1	1	200	1001		1	10002051	20002051	0		205103					1					1	1	2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
2412	241	2	1	1	1	11	1	1		10110000	10110002	10110002	5	1	1	200			1	10002052	20002052	2411		205203					1					1	1	2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
2413	241	3	1	1	1	11	1	1		10110000	10110002	10110002	5	1	1	200			1	10002053	20002053	2412		205303					1					1	1	2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
3011	301	1	1	1	1	14	1	1		10110000	10110002	10110002	9	1	1	300	3001		1	10003011	20003011	0		301103					1	1	1	1	1	1	1	2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
3012	301	2	1	1	1	14	1	1		10110000	10110002	10110002	9	1	1	300			1	10003012	20003012	3011		301203					1	1	1	1	1	1	1	2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
3013	301	3	1	1	1	14	1	1		10110000	10110002	10110002	9	1	1	300			1	10003013	20003013	3012		301303					1	1	1	1	1	1	1	2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
3021	302	1	1	1	1	11	1	1		10110000	10110002	10110002	10	1	1	300	1001		1	10003021	20003021	0		302103					1	1	1	1	1	1	1	2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
3022	302	2	1	1	1	11	1	1		10110000	10110002	10110002	10	1	1	300			1	10003022	20003022	3021		302203					1	1	1	1	1	1	1	2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
3023	302	3	1	1	1	11	1	1		10110000	10110002	10110002	10	1	1	300			1	10003023	20003023	3022		302303					1	1	1	1	1	1	1	2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
4001	400	1	1	1	1	11	1	1		10110000	10110002	10110002	2	1	1	400	1001		1			0							1	1	1	1	1	1	1	2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
5011	501	1	2	14	1	1	1	1		10110000	10110002	10110002	2	1	1	100	1001		1	10001011	20001011	0	50010						1	1	1	1	1	1	1	2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
5021	502	1	3	15	1	2	1	1		10110000	10110002	10110002	2	1	1	100	1001		1	10001011	20001011	5011	51100						1	1	1	1	1	1	1	2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
5031	503	1	4	16	1	3	1	1		10110000	10110002	10110002	2	1	1	100	1001		1	10001011	20001011	5021	52110						1	1	1	1	1	1	1	2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
5041	504	1	5	17	1	4	1	1		10110000	10110002	10110002	2	1	1	100	1001		1	10001011	20001011	5031	53110						1	1	1	1	1	1	1	2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
5051	505	1	6	18	1	5	1	1		10110000	10110002	10110002	2	1	1	100	1001		1	10001011	20001011	5041	54110						1	1	1	1	1	1	1	2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
5061	506	1	7	19	1	1	1	1		10110000	10110002	10110002	2	1	1	100	1001		1	10001011	20001011	5051							1	1	1	1	1	1	1	2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
5071	507	1	8	20	1	2	1	1		10110000	10110002	10110002	2	1	1	100	1001		1	10001011	20001011	5061							1	1	1	1	1	1	1	2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
5081	508	1	9	21	1	3	1	1		10110000	10110002	10110002	2	1	1	100	1001		1	10001011	20001011	5071							1	1	1	1	1	1	1	2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
5091	509	1	10	22	1	4	1	1		10110000	10110002	10110002	2	1	1	100	1001		1	10001011	20001011	5081							1	1	1	1	1	1	1	2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
5101	510	1	11	23	1	5	1	1		10110000	10110002	10110002	2	1	1	100	1001		1	10001011	20001011	5091							1	1	1	1	1	1	1	2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
5111	511	1	12	24	1	1	1	1		10110000	10110002	10110002	2	1	1	100	1001		1	10001011	20001011	5101							1	1	1	1	1	1	1	2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
5121	512	1	13	25	1	2	1	1		10110000	10110002	10110002	2	1	1	100	1001		1	10001011	20001011	5111							1	1	1	1	1	1	1	2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
701011	70101	1	1	1	1	11	1	1		10110000	10110002	10110002	2	1	1	701	1001		1	10701011	20701011	0		70101105					1	1	1	1	1	1	1	2021-09-07 11:00:00	2021-09-10 11:00:00	2021-09-19 23:59:59
701012	70101	2	1	1	1	11	1	1		10110000	10110002	10110002	2	1	1	701			1	10701012	20701012	701011		70101205					1	1	1	1	1	1	1	2021-09-07 11:00:00	2021-09-10 11:00:00	2021-09-19 23:59:59
701013	70101	3	1	1	1	11	1	1		10110000	10110002	10110002	8	1	1	701			1	10701013	20701013	701012		70101305					1	1	1	1	1	1	1	2021-09-07 11:00:00	2021-09-10 11:00:00	2021-09-19 23:59:59
701021	70102	1	1	1	1	12	1	1		10110000	10110002	10110002	2	1	1	701	1001		1	10701021	20701021	701011		70102105					1	1	1	1	1	1	1	2021-09-07 11:00:00	2021-09-10 11:00:00	2021-09-19 23:59:59
701022	70102	2	1	1	1	12	1	1		10110000	10110002	10110002	2	1	1	701			1	10701022	20701022	701021		70102205					1	1	1	1	1	1	1	2021-09-07 11:00:00	2021-09-10 11:00:00	2021-09-19 23:59:59
701023	70102	3	1	1	1	12	1	1		10110000	10110002	10110002	8	1	1	701			1	10701023	20701023	701022		70102305					1	1	1	1	1	1	1	2021-09-07 11:00:00	2021-09-10 11:00:00	2021-09-19 23:59:59
701031	70103	1	1	1	1	13	1	1		10110000	10110002	10110002	2	1	1	701	1001		1	10701031	20701031	701021		70103105					1	1	1	1	1	1	1	2021-09-07 11:00:00	2021-09-10 11:00:00	2021-09-19 23:59:59
701032	70103	2	1	1	1	13	1	1		10110000	10110002	10110002	2	1	1	701			1	10701032	20701032	701031		70103205					1	1	1	1	1	1	1	2021-09-07 11:00:00	2021-09-10 11:00:00	2021-09-19 23:59:59
701033	70103	3	1	1	1	13	1	1		10110000	10110002	10110002	8	1	1	701			1	10701033	20701033	701032		70103305					1	1	1	1	1	1	1	2021-09-07 11:00:00	2021-09-10 11:00:00	2021-09-19 23:59:59
701041	70104	1	1	1	1	14	1	1		10110000	10110002	10110002	2	1	1	701	1001		1	10701041	20701041	701031		70104105					1	1	1	1	1	1	1	2021-09-07 11:00:00	2021-09-10 11:00:00	2021-09-19 23:59:59
701042	70104	2	1	1	1	14	1	1		10110000	10110002	10110002	2	1	1	701			1	10701042	20701042	701041		70104205					1	1	1	1	1	1	1	2021-09-07 11:00:00	2021-09-10 11:00:00	2021-09-19 23:59:59
701043	70104	3	1	1	1	14	1	1		10110000	10110002	10110002	8	1	1	701			1	10701043	20701043	701042		70104305					1	1	1	1	1	1	1	2021-09-07 11:00:00	2021-09-10 11:00:00	2021-09-19 23:59:59
701051	70105	1	1	1	1	11	1	1		10110000	10110002	10110002	2	1	1	701	1001		1	10701051	20701051	701041		70105105					1	1	1	1	1	1	1	2021-09-07 11:00:00	2021-09-15 11:00:00	2021-09-19 23:59:59
701052	70105	2	1	1	1	11	1	1		10110000	10110002	10110002	2	1	1	701			1	10701052	20701052	701051		70105205					1	1	1	1	1	1	1	2021-09-07 11:00:00	2021-09-15 11:00:00	2021-09-19 23:59:59
701053	70105	3	1	1	1	11	1	1		10110000	10110002	10110002	8	1	1	701			1	10701053	20701053	701052		70105305					1	1	1	1	1	1	1	2021-09-07 11:00:00	2021-09-15 11:00:00	2021-09-19 23:59:59
701061	70106	1	1	1	1	12	1	1		10110000	10110002	10110002	2	1	1	701	1001		1	10701061	20701061	701051		70106105					1	1	1	1	1	1	1	2021-09-07 11:00:00	2021-09-15 11:00:00	2021-09-19 23:59:59
701062	70106	2	1	1	1	12	1	1		10110000	10110002	10110002	2	1	1	701			1	10701062	20701062	701061		70106205					1	1	1	1	1	1	1	2021-09-07 11:00:00	2021-09-15 11:00:00	2021-09-19 23:59:59
701063	70106	3	1	1	1	12	1	1		10110000	10110002	10110002	8	1	1	701			1	10701063	20701063	701062		70106305					1	1	1	1	1	1	1	2021-09-07 11:00:00	2021-09-15 11:00:00	2021-09-19 23:59:59
701071	70107	1	1	1	1	13	1	1		10110000	10110002	10110002	2	1	1	701	1001		1	10701071	20701071	701061		70107105					1	1	1	1	1	1	1	2021-09-07 11:00:00	2021-09-15 11:00:00	2021-09-19 23:59:59
701072	70107	2	1	1	1	13	1	1		10110000	10110002	10110002	2	1	1	701			1	10701072	20701072	701071		70107205					1	1	1	1	1	1	1	2021-09-07 11:00:00	2021-09-15 11:00:00	2021-09-19 23:59:59
701073	70107	3	1	1	1	13	1	1		10110000	10110002	10110002	8	1	1	701			1	10701073	20701073	701072		70107305					1	1	1	1	1	1	1	2021-09-07 11:00:00	2021-09-15 11:00:00	2021-09-19 23:59:59
701081	70108	1	1	1	1	14	1	1		10110000	10110002	10110002	2	1	1	701	1001		1	10701081	20701081	701071		70108105					1	1	1	1	1	1	1	2021-09-07 11:00:00	2021-09-15 11:00:00	2021-09-19 23:59:59
701082	70108	2	1	1	1	14	1	1		10110000	10110002	10110002	2	1	1	701			1	10701082	20701082	701081		70108205					1	1	1	1	1	1	1	2021-09-07 11:00:00	2021-09-15 11:00:00	2021-09-19 23:59:59
701083	70108	3	1	1	1	14	1	1		10110000	10110002	10110002	8	1	1	701			1	10701083	20701083	701082		70108305					1	1	1	1	1	1	1	2021-09-07 11:00:00	2021-09-15 11:00:00	2021-09-19 23:59:59
901011	90101	1	1	1	1	11	1	1		10110000	10110002	10110002	8	1	1	901			1	3	3	0		90101105					1	1	1	1	1	1	1	2021-02-28 11:00:00	2021-02-28 11:00:00	2021-02-28 23:59:59
901012	90101	2	1	1	1	11	1	1		10110000	10110002	10110002	8	1	1	901			1	3	3	901011		90101205					1	1	1	1	1	1	1	2021-02-28 11:00:00	2021-02-28 11:00:00	2021-02-28 23:59:59
901013	90101	3	1	1	1	11	1	1		10110000	10110002	10110002	8	1	1	901			1	3	3	901012		90101305					1	1	1	1	1	1	1	2021-02-28 11:00:00	2021-02-28 11:00:00	2021-02-28 23:59:59
901021	90102	1	1	1	1	12	1	1		10110000	10110002	10110002	8	1	1	901			1	3	3	901011		90102105					1	1	1	1	1	1	1	2021-02-28 11:00:00	2021-02-28 11:00:00	2021-02-28 23:59:59
901022	90102	2	1	1	1	12	1	1		10110000	10110002	10110002	8	1	1	901			1	3	3	901021		90102205					1	1	1	1	1	1	1	2021-02-28 11:00:00	2021-02-28 11:00:00	2021-02-28 23:59:59
901023	90102	3	1	1	1	12	1	1		10110000	10110002	10110002	8	1	1	901			1	3	3	901022		90102305					1	1	1	1	1	1	1	2021-02-28 11:00:00	2021-02-28 11:00:00	2021-02-28 23:59:59
901031	90103	1	1	1	1	13	1	1		10110000	10110002	10110002	8	1	1	901			1	3	3	901021		90103105					1	1	1	1	1	1	1	2021-02-28 11:00:00	2021-02-28 11:00:00	2021-02-28 23:59:59
901032	90103	2	1	1	1	13	1	1		10110000	10110002	10110002	8	1	1	901			1	3	3	901031		90103205					1	1	1	1	1	1	1	2021-02-28 11:00:00	2021-02-28 11:00:00	2021-02-28 23:59:59
901033	90103	3	1	1	1	13	1	1		10110000	10110002	10110002	8	1	1	901			1	3	3	901032		90103305					1	1	1	1	1	1	1	2021-02-28 11:00:00	2021-02-28 11:00:00	2021-02-28 23:59:59
901041	90104	1	1	1	1	14	1	1		10110000	10110002	10110002	8	1	1	901			1	3	3	901031		90104105					1	1	1	1	1	1	1	2021-02-28 11:00:00	2021-02-28 11:00:00	2021-02-28 23:59:59
901042	90104	2	1	1	1	14	1	1		10110000	10110002	10110002	8	1	1	901			1	3	3	901041		90104205					1	1	1	1	1	1	1	2021-02-28 11:00:00	2021-02-28 11:00:00	2021-02-28 23:59:59
901043	90104	3	1	1	1	14	1	1		10110000	10110002	10110002	8	1	1	901			1	3	3	901042		90104305					1	1	1	1	1	1	1	2021-02-28 11:00:00	2021-02-28 11:00:00	2021-02-28 23:59:59
901051	90105	1	1	1	1	11	1	1		10110000	10110002	10110002	8	1	1	901			1	3	3	901041		90105105					1	1	1	1	1	1	1	2021-02-28 11:00:00	2021-02-28 11:00:00	2021-02-28 23:59:59
901052	90105	2	1	1	1	11	1	1		10110000	10110002	10110002	8	1	1	901			1	3	3	901051		90105205					1	1	1	1	1	1	1	2021-02-28 11:00:00	2021-02-28 11:00:00	2021-02-28 23:59:59
901053	90105	3	1	1	1	11	1	1		10110000	10110002	10110002	8	1	1	901			1	3	3	901052		90105305					1	1	1	1	1	1	1	2021-02-28 11:00:00	2021-02-28 11:00:00	2021-02-28 23:59:59
901061	90106	1	1	1	1	12	1	1		10110000	10110002	10110002	8	1	1	901			1	3	3	901051		90106105					1	1	1	1	1	1	1	2021-02-28 11:00:00	2021-02-28 11:00:00	2021-02-28 23:59:59
901062	90106	2	1	1	1	12	1	1		10110000	10110002	10110002	8	1	1	901			1	3	3	901061		90106205					1	1	1	1	1	1	1	2021-02-28 11:00:00	2021-02-28 11:00:00	2021-02-28 23:59:59
901063	90106	3	1	1	1	12	1	1		10110000	10110002	10110002	8	1	1	901			1	3	3	901062		90106305					1	1	1	1	1	1	1	2021-02-28 11:00:00	2021-02-28 11:00:00	2021-02-28 23:59:59
901071	90107	1	1	1	1	13	1	1		10110000	10110002	10110002	8	1	1	901			1	3	3	901061		90107105					1	1	1	1	1	1	1	2021-02-28 11:00:00	2021-02-28 11:00:00	2021-02-28 23:59:59
901072	90107	2	1	1	1	13	1	1		10110000	10110002	10110002	8	1	1	901			1	3	3	901071		90107205					1	1	1	1	1	1	1	2021-02-28 11:00:00	2021-02-28 11:00:00	2021-02-28 23:59:59
901073	90107	3	1	1	1	13	1	1		10110000	10110002	10110002	8	1	1	901			1	3	3	901072		90107305					1	1	1	1	1	1	1	2021-02-28 11:00:00	2021-02-28 11:00:00	2021-02-28 23:59:59
901081	90108	1	1	1	1	14	1	1		10110000	10110002	10110002	8	1	1	901			1	3	3	901071		90108105					1	1	1	1	1	1	1	2021-02-28 11:00:00	2021-02-28 11:00:00	2021-02-28 23:59:59
901082	90108	2	1	1	1	14	1	1		10110000	10110002	10110002	8	1	1	901			1	3	3	901081		90108205					1	1	1	1	1	1	1	2021-02-28 11:00:00	2021-02-28 11:00:00	2021-02-28 23:59:59
901083	90108	3	1	1	1	14	1	1		10110000	10110002	10110002	8	1	1	901			1	3	3	901082		90108305					1	1	1	1	1	1	1	2021-02-28 11:00:00	2021-02-28 11:00:00	2021-02-28 23:59:59
