id	pool_id	type	target_id	card_id	open_date	close_date
39	1004	2	10039	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
40	1004	2	10040	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
41	1004	2	10041	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
42	1004	2	10042	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
43	1004	2	10043	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
44	1004	2	10044	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
45	1004	2	10045	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
46	1004	2	10046	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
47	1004	2	10047	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
48	1004	2	10048	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
49	1004	2	10049	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
50	1004	2	10050	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
51	1004	2	10051	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
52	1004	2	10052	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
53	1004	2	10053	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
54	1004	2	10054	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
55	1004	2	10055	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
56	1004	2	10056	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
57	1004	2	10057	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
58	1004	2	10058	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
59	1004	2	10059	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
60	1004	2	10060	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
61	1004	2	10061	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
62	1004	2	10062	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
63	1004	2	10063	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
64	1004	2	10064	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
65	1004	2	10065	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
66	1004	2	10066	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
67	2001	2	20001	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
68	2001	2	20002	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
69	2001	2	20003	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
70	2001	2	20004	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
71	2001	2	20005	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
74	2002	2	10103	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
75	2002	2	10104	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
76	2002	2	10105	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
77	2002	2	10121	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
78	2002	2	10122	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
79	2002	2	10123	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
80	2002	2	10124	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
81	2002	2	10125	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
82	2002	2	10126	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
83	2002	2	10127	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
84	2002	2	10128	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
85	2002	2	10129	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
86	2002	2	10130	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
87	2002	2	10131	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
88	2002	2	10132	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
89	2002	2	10133	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
90	2002	2	10134	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
91	2002	2	10135	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
92	2002	2	10136	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
93	2002	2	10137	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
94	2002	2	10138	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
95	2002	2	10139	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
96	2002	2	10140	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
97	2002	2	10141	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
98	2002	2	10142	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
99	2002	2	10143	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
100	2002	2	10144	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
101	2002	2	10145	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
102	2003	1	101001	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
103	2003	1	101002	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
104	2003	1	102001	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
105	2003	1	102002	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
106	2003	1	102003	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
107	2003	1	102004	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
108	2003	1	103001	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
109	2003	1	104001	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
110	2003	1	104003	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
111	2003	1	105001	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
112	2003	1	106001	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
113	2003	1	106003	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
114	2003	1	106006	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
115	2003	1	107001	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
116	2003	1	108001	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
117	2003	1	110001	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
118	2003	1	111001	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
119	2003	1	111002	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
120	2003	1	111005	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
121	2003	1	201001	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
122	2003	1	201002	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
123	2003	1	201004	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
124	2003	1	201005	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
125	2003	1	201006	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
126	2003	1	201007	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
127	2003	1	201008	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
128	2003	1	201009	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
129	2003	1	201010	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
130	2003	1	202001	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
131	2003	1	202002	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
132	2003	1	202003	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
133	2003	1	202004	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
134	2003	1	202007	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
135	2003	1	202008	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
136	2003	1	203001	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
137	2003	1	203002	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
138	2003	1	203003	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
139	2003	1	203004	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
140	2003	1	203005	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
141	2003	1	203006	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
142	2003	1	203007	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
143	2003	1	203008	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
144	2003	1	203009	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
145	2003	1	203010	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
146	2003	1	203011	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
147	2003	1	203012	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
148	2003	1	203013	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
149	2003	1	203014	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
150	2003	1	203015	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
151	2003	1	203016	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
152	2003	1	203017	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
153	2003	1	203018	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
154	2003	1	203019	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
155	2003	1	203020	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
156	2003	1	203021	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
157	2003	1	203022	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
158	2003	1	203023	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
159	2003	1	203024	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
160	2003	1	203025	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
161	2003	1	203026	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
162	2003	1	203027	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
163	2003	1	203028	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
164	2003	1	204001	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
165	2003	1	204002	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
166	2003	1	204003	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
167	2003	1	204004	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
168	2003	1	204005	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
169	2003	1	204006	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
170	2003	1	204007	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
171	2003	1	205001	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
172	2003	1	205002	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
173	2003	1	205003	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
174	2003	1	206001	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
175	2003	1	206002	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
176	2003	1	206003	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
177	2003	1	207001	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
178	2003	1	207002	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
179	2003	1	208001	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
180	2003	1	208002	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
181	2003	1	208003	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
182	2003	1	208004	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
183	2003	1	208005	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
184	2003	1	208006	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
185	2003	1	208007	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
186	2003	1	208008	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
187	2003	1	209001	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
188	2003	1	209002	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
189	2003	1	209003	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
190	2003	1	209004	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
191	2003	1	210001	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
192	2003	1	210002	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
193	2003	1	210003	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
194	2003	1	210004	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
195	2003	1	210005	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
196	2003	1	211001	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
197	2003	1	211002	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
198	2003	1	211003	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
199	2003	1	211004	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
200	2003	1	211005	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
201	2003	1	211006	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
202	2003	1	211007	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
203	2003	1	211008	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
204	2003	1	211009	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
205	2003	1	211010	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
206	2003	1	211011	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
207	2003	1	211012	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
208	2003	1	211013	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
209	2003	1	211014	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
210	2003	1	211015	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
211	2003	1	211016	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
212	2004	1	101003	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
213	2004	1	101004	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
214	2004	1	101005	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
215	2004	1	101006	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
216	2004	1	102005	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
217	2004	1	102006	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
218	2004	1	103002	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
219	2004	1	104002	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
220	2004	1	104004	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
221	2004	1	105002	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
222	2004	1	105003	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
223	2004	1	105004	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
224	2004	1	105005	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
225	2004	1	106002	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
226	2004	1	106004	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
227	2004	1	106005	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
228	2004	1	106007	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
229	2004	1	106008	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
230	2004	1	106009	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
231	2004	1	106010	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
232	2004	1	108002	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
233	2004	1	109001	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
234	2004	1	110002	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
235	2004	1	111003	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
236	2004	1	111004	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
237	2004	1	111006	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
238	2004	1	111007	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
239	2004	1	111009	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
240	2004	1	201003	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
241	2004	1	202005	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
242	2004	1	202006	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
243	2005	1	101007	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
244	2005	1	102007	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
245	2005	1	102008	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
246	2005	1	103003	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
247	2005	1	105006	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
248	2005	1	108003	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
249	2005	1	111008	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
250	2005	1	111010	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
251	2001	2	20105	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
252	2001	2	20106	10001	2020-05-01 00:00:00	2100-12-31 00:00:00
