id	group_id	character_id	message_text_id	motion_id	resource_id
167	1032002	5	10156	talk_2l	1583
168	1036002	1	10157	joy_2l	1503
169	1036002	5	10158	neglect2_2l	1529
170	1037002	3	10159	insight_2l	1582
171	1037002	4	10160	laugh_2l	1580
172	1041002	5	10161	shy2_2l	1520
173	1041002	4	10162	insight_2l	1524
174	1042002	1	10163	insight_2l	1579
175	1042002	3	10164	joy2_2l	1586
176	1046002	3	10165	joy2_2l	1523
177	1046002	1	10166	laugh_2l	1515
178	1047002	4	10167	laugh_2l	1577
179	1047002	5	10168	talk_2l	1584
180	1051002	1	10169	insight_2l	1504
181	1051002	5	10170	insight2_2l	1530
182	1052002	3	10171	insight_2l	1583
183	1052002	4	10172	shy_2l	1581
184	1056002	3	10173	idle1_2l	1524
185	1056002	4	10174	shy_2l	1525
186	1056002	1	10175	panic2_2l	1519
187	1056002	5	10176	shy2_2l	1534
188	1057002	1	10177	reach_2l	1580
189	1057002	5	10178	reach_2l	1585
190	1061002	5	10179	neglect2_2l	1521
191	1061002	3	10180	joy2_2l	1532
192	1062002	1	10181	insight_2l	1581
193	1062002	4	10182	joy2_2l	1582
194	1066002	1	10183	joy2_2l	1505
195	1066002	4	10184	neglect2_2l	1526
196	1067002	3	10185	joy_2l	1584
197	1067002	5	10186	joy2_2l	1586
198	1071002	1	10187	laugh_2l	1506
199	1071002	3	10188	insight_2l	1533
200	1071002	4	10189	neglect2_2l	1532
201	1071002	5	10190	laugh_2l	1535
202	1072002	3	10191	joy2_2l	1585
203	1072002	5	10192	joy2_2l	1587
204	1076002	5	10193	idle1_2l	1522
205	1076002	4	10194	joy2_2l	1527
206	1077002	1	10195	shy_2l	1582
207	1077002	3	10196	insight_2l	1587
208	1081002	5	10197	laugh2_2l	1523
209	1081002	4	10198	neglect2_2l	1528
210	1082002	3	10199	panic2_2l	1525
211	1082002	1	10200	laugh2_2l	1516
212	1083002	1	10201	insight_2l	1507
213	1083002	5	10202	insight2_2l	1531
217	1093002	1	10204	laugh_2l	1508
218	1095002	3	10205	shy_2l	1526
219	1096002	4	10206	joy_2l	1521
220	1097002	5	10207	insight2_2l	1524
221	1099002	5	10208	positive	1525
222	1099002	4	10209	laugh_2l	1529
223	1100002	1	10210	reach_2l	1509
224	1100002	3	10211	joy_2l	1534
225	1101002	1	10212	insight_2l	1510
226	1102002	4	10213	talk_2l	1522
227	1102002	3	10214	joy2_2l	1535
228	1103002	5	10215	joy2_2l	1526
229	1103002	1	10216	grasp_2l	1517
230	1104002	3	10217	laugh_2l	1527
231	1105002	5	10218	laugh_2l	1527
232	1105002	4	10219	shy_2l	1530
233	1106002	1	10220	insight_2l	1511
234	1106002	5	10221	shy_2l	1532
235	1107002	3	10222	insight_2l	1528
236	1107002	4	10223	joy2_2l	1531
237	1108002	1	10224	joy_2l	1512
238	1108002	3	10225	surprise2_2l	1536
239	1001003	4	10226	talk_2l	1534
240	1001003	1	10227	joy2_2l	1531
241	1002003	2	10228	neglect2_2l	1579
242	1002003	5	10229	breath_2l	1591
243	1006003	1	10230	insight_2l	1520
244	1006003	2	10231	talk_2l	1526
245	1006003	5	10232	talk_2l	1551
246	1006003	4	10233	laugh_2l	1548
247	1007003	4	10234	insight_2l	1583
248	1007003	5	10235	talk_2l	1592
249	1011003	5	10236	shy_2l	1536
250	1011003	2	10237	neglect1_2l	1527
251	1012003	1	10238	clap_2l	1583
252	1012003	4	10239	joy2_2l	1587
253	1016003	1	10240	welcome_2l	1521
254	1016003	4	10241	joy_2l	1544
255	1017003	2	10242	shy2_2l	1580
256	1017003	5	10243	laugh_2l	1593
257	1021003	4	10244	joy2_2l	1535
258	1021003	5	10245	joy2_2l	1541
259	1022003	1	10246	clap_2l	1584
260	1022003	2	10247	insight2_2l	1584
261	1026003	1	10248	welcome_2l	1522
262	1026003	5	10249	clap_2l	1542
263	1027003	2	10250	grasp_2l	1581
264	1027003	4	10251	shy_2l	1588
265	1031003	1	10252	laugh2_2l	1523
266	1031003	2	10253	talk_2l	1528
267	1032003	4	10254	laugh_2l	1584
268	1032003	5	10255	talk_2l	1594
269	1036003	4	10256	insight_2l	1536
270	1036003	2	10257	neglect1_2l	1529
271	1036003	1	10258	grasp_2l	1538
272	1036003	5	10259	insight2_2l	1552
273	1037003	5	10260	joy2_2l	1588
274	1037003	1	10261	insight_2l	1587
275	1041003	1	10262	joy_2l	1524
276	1041003	5	10263	joy2_2l	1543
277	1041003	2	10264	insight2_2l	1534
278	1041003	4	10265	joy_2l	1549
279	1042003	4	10266	shy_2l	1585
280	1042003	2	10267	talk_2l	1585
281	1046003	4	10268	positive	1537
282	1046003	1	10269	laugh_2l	1532
283	1047003	2	10270	insight2_2l	1582
284	1047003	5	10271	laugh_2l	1595
285	1051003	1	10272	insight_2l	1525
286	1051003	2	10273	shy2_2l	1530
287	1052003	4	10274	shy_2l	1586
288	1052003	5	10275	neglect2_2l	1596
289	1056003	2	10276	insight2_2l	1518
290	1056003	5	10277	reach_2l	1544
291	1057003	1	10278	joy2_2l	1585
292	1057003	4	10279	talk_2l	1589
293	1061003	2	10280	surprise2_2l	1519
294	1061003	1	10281	insight_2l	1533
295	1062003	5	10282	sorrow2_2l	1537
296	1062003	4	10283	neglect2_2l	1590
297	1066003	4	10284	idle1_2l	1538
298	1066003	5	10285	insight2_2l	1545
299	1067003	2	10286	talk_2l	1583
300	1067003	1	10287	insight_2l	1588
301	1071003	2	10288	talk_2l	1520
302	1071003	4	10289	laugh2_2l	1545
303	1071003	1	10290	joy_2l	1539
304	1071003	5	10291	laugh_2l	1553
305	1072003	1	10292	insight_2l	1586
306	1072003	5	10293	insight2_2l	1597
307	1076003	1	10294	surprise_2l	1526
308	1076003	2	10295	neglect2_2l	1531
309	1077003	5	10296	laugh2_2l	1590
310	1077003	4	10297	joy_2l	1591
311	1081003	4	10298	talk_2l	1539
312	1081003	1	10299	insight_2l	1534
313	1082003	2	10300	joy2_2l	1521
314	1082003	5	10301	talk_2l	1546
315	1083003	1	10302	insight_2l	1527
316	1083003	5	10303	joy2_2l	1547
320	1093003	1	10304	insight_2l	1528
321	1094003	2	10305	shy2_2l	1522
322	1096003	4	10306	shy_2l	1540
323	1097003	5	10307	laugh_2l	1538
324	1099003	4	10308	laugh_2l	1541
325	1099003	1	10309	insight_2l	1535
326	1100003	5	10310	insight2_2l	1539
327	1100003	2	10311	positive	1532
328	1101003	2	10312	joy2_2l	1523
329	1101003	1	10313	surprise_2l	1536
330	1102003	1	10314	laugh_2l	1529
331	1102003	5	10315	laugh2_2l	1548
332	1103003	4	10316	reach_2l	1542
333	1103003	2	10317	idle1_2l	1533
334	1104003	2	10318	neglect1_2l	1524
335	1104003	1	10319	joy_2l	1537
336	1105003	5	10320	insight_2l	1540
337	1105003	4	10321	laugh2_2l	1546
338	1106003	1	10322	laugh_2l	1530
339	1106003	4	10323	joy2_2l	1547
340	1107003	4	10324	insight_2l	1543
341	1107003	5	10325	insight2_2l	1549
342	1108003	2	10326	joy2_2l	1525
343	1108003	5	10327	shy_2l	1550
344	1001004	1	10328	laugh_2l	1540
345	1001004	3	10329	joy_2l	1546
346	1002004	2	10330	neglect2_2l	1586
347	1002004	5	10331	insight2_2l	1598
348	1006004	2	10332	idle1_2l	1535
349	1006004	5	10333	panic2_2l	1562
350	1007004	1	10334	insight2_2l	1589
351	1007004	3	10335	joy_2l	1591
352	1011004	5	10336	shy_2l	1554
353	1011004	1	10337	laugh_2l	1548
354	1011004	3	10338	joy2_2l	1554
355	1011004	2	10339	neglect1_2l	1551
356	1012004	2	10340	surprise2_2l	1587
357	1012004	3	10341	banzai1_2l	1592
358	1016004	2	10342	shy2_2l	1536
359	1016004	3	10343	joy_2l	1547
360	1017004	1	10344	sorrow_2l	1590
361	1017004	5	10345	sorrow2_2l	1599
362	1021004	2	10346	sorrow2_2l	1537
363	1021004	1	10347	insight_2l	1549
364	1022004	3	10348	joy_2l	1588
365	1022004	5	10349	insight_2l	1600
366	1026004	3	10350	laugh_2l	1538
367	1026004	2	10351	joy2_2l	1544
368	1027004	1	10352	insight_2l	1591
369	1027004	5	10353	laugh2_2l	1601
370	1031004	3	10354	insight_2l	1539
371	1031004	2	10355	sorrow2_2l	1545
372	1032004	1	10356	insight2_2l	1592
373	1032004	5	10357	joy2_2l	1602
374	1036004	5	10358	neglect2_2l	1555
375	1036004	1	10359	joy_2l	1550
376	1036004	2	10360	positive	1550
377	1036004	3	10361	joy2_2l	1555
378	1037004	2	10362	insight2_2l	1588
379	1037004	3	10363	anger_2l	1593
380	1041004	5	10364	joy2_2l	1556
381	1041004	3	10365	shy_2l	1548
382	1041004	1	10366	insight_2l	1556
383	1041004	2	10367	neglect1_2l	1552
384	1042004	1	10368	laugh_2l	1593
385	1042004	2	10369	joy2_2l	1591
386	1046004	2	10370	surprise2_2l	1538
387	1046004	1	10371	laugh_2l	1551
388	1047004	3	10372	insight2_2l	1589
389	1047004	5	10373	joy2_2l	1603
390	1051004	1	10374	insight_2l	1541
391	1051004	5	10375	laugh2_2l	1563
392	1052004	2	10376	joy2_2l	1589
393	1052004	3	10377	surprise2_2l	1594
394	1056004	5	10378	laugh_2l	1557
395	1056004	3	10379	shy_2l	1549
396	1057004	1	10380	reach_2l	1594
397	1057004	2	10381	talk_2l	1592
398	1061004	1	10382	laugh_2l	1542
399	1061004	5	10383	talk_2l	1564
400	1062004	2	10384	insight2_2l	1590
401	1062004	3	10385	talk_2l	1595
402	1066004	3	10386	joy2_2l	1540
403	1066004	2	10387	breath_2l	1546
404	1067004	1	10388	laugh_2l	1595
405	1067004	5	10389	laugh_2l	1604
406	1071004	5	10390	positive	1558
407	1071004	1	10391	laugh2_2l	1552
408	1072004	3	10392	joy2_2l	1590
409	1072004	2	10393	neglect2_2l	1593
410	1076004	3	10394	insight_2l	1541
411	1076004	2	10395	joy2_2l	1547
412	1076004	1	10396	insight_2l	1557
413	1076004	5	10397	laugh_2l	1569
414	1077004	1	10398	insight_2l	1596
415	1077004	5	10399	laugh2_2l	1605
416	1081004	5	10400	insight2_2l	1559
417	1081004	3	10401	joy2_2l	1550
418	1082004	2	10402	neglect2_2l	1539
419	1082004	3	10403	surprise2_2l	1551
420	1083004	1	10404	insight_2l	1543
421	1083004	2	10405	talk_2l	1548
425	1093004	1	10406	joy_2l	1544
426	1094004	2	10407	shy2_2l	1540
427	1095004	3	10408	shy_2l	1542
428	1097004	5	10409	laugh_2l	1560
429	1099004	1	10410	clap_2l	1545
430	1099004	3	10411	joy_2l	1552
431	1100004	2	10412	talk_2l	1541
432	1100004	3	10413	idle1_2l	1553
433	1101004	3	10414	joy2_2l	1543
434	1101004	5	10415	talk_2l	1565
435	1102004	5	10416	laugh_2l	1561
436	1102004	1	10417	shy_2l	1553
437	1103004	1	10418	laugh_2l	1546
438	1103004	2	10419	shy2_2l	1549
439	1104004	3	10420	insight_2l	1544
440	1104004	5	10421	joy2_2l	1566
441	1105004	2	10422	neglect2_2l	1542
442	1105004	1	10423	insight_2l	1554
443	1106004	1	10424	insight_2l	1547
444	1106004	5	10425	joy_2l	1567
445	1107004	2	10426	positive	1543
446	1107004	5	10427	joy_2l	1568
447	1108004	3	10428	insight_2l	1545
448	1108004	1	10429	joy_2l	1555
449	1001005	1	10430	sorrow_2l	1558
450	1001005	4	10431	shy_2l	1557
451	1002005	2	10432	negative	1594
452	1002005	3	10433	laugh_2l	1599
453	1006005	2	10434	neglect2_2l	1553
454	1006005	3	10435	laugh2_2l	1564
455	1006005	1	10436	neglect2_2l	1573
456	1006005	4	10437	laugh_2l	1565
457	1007005	1	10438	insight_2l	1597
458	1007005	4	10439	shy_2l	1592
459	1011005	4	10440	joy2_2l	1550
460	1011005	1	10441	insight_2l	1562
461	1012005	2	10442	joy2_2l	1595
462	1012005	3	10443	insight_2l	1600
463	1016005	1	10444	laugh_2l	1559
464	1016005	3	10445	joy2_2l	1565
465	1017005	2	10446	talk_2l	1596
466	1017005	4	10447	laugh_2l	1593
467	1021005	2	10448	sorrow_2l	1554
468	1021005	4	10449	laugh2_2l	1558
469	1021005	1	10450	laugh_2l	1574
470	1021005	3	10451	joy2_2l	1571
471	1022005	1	10452	sorrow2_2l	1598
472	1022005	3	10453	sorrow_2l	1601
473	1026005	4	10454	joy_2l	1551
474	1026005	1	10455	banzai1_2l	1563
475	1027005	2	10456	joy2_2l	1597
476	1027005	3	10457	joy_2l	1602
477	1031005	2	10458	positive	1555
478	1031005	3	10459	joy2_2l	1566
479	1032005	1	10460	positive	1599
480	1032005	4	10461	laugh2_2l	1594
481	1036005	2	10462	positive	1556
482	1036005	1	10463	insight_2l	1564
483	1037005	3	10464	insight_2l	1596
484	1037005	4	10465	neglect2_2l	1595
485	1041005	2	10466	talk_2l	1557
486	1041005	3	10467	joy_2l	1567
487	1042005	1	10468	shy_2l	1600
488	1042005	4	10469	laugh2_2l	1596
489	1046005	2	10470	positive	1558
490	1046005	4	10471	laugh_2l	1559
491	1047005	1	10472	insight_2l	1601
492	1047005	3	10473	idle1_2l	1603
493	1051005	3	10474	joy2_2l	1556
494	1051005	4	10475	laugh2_2l	1560
495	1051005	1	10476	insight_2l	1575
496	1051005	2	10477	joy2_2l	1571
497	1052005	1	10478	laugh_2l	1602
498	1052005	2	10479	positive	1599
499	1056005	2	10480	neglect2_2l	1559
500	1056005	1	10481	positive	1565
501	1057005	3	10482	talk_2l	1597
502	1057005	4	10483	neglect1_2l	1597
503	1061005	3	10484	anger_2l	1557
504	1061005	1	10485	banzai1_2l	1566
505	1062005	2	10486	positive	1598
506	1062005	4	10487	neglect2_2l	1598
507	1066005	2	10488	shy2_2l	1560
508	1066005	3	10489	anger_2l	1568
509	1067005	1	10490	reach_2l	1603
510	1067005	4	10491	positive	1599
511	1071005	4	10492	laugh_2l	1552
512	1071005	2	10493	talk_2l	1567
513	1072005	1	10494	positive	1604
514	1072005	3	10495	insight_2l	1604
515	1076005	3	10496	insight2_2l	1558
516	1076005	1	10497	insight_2l	1567
517	1076005	2	10498	neglect2_2l	1570
518	1076005	4	10499	laugh_2l	1566
519	1077005	3	10500	laugh_2l	1598
520	1077005	4	10501	laugh2_2l	1600
521	1081005	2	10502	idle1_2l	1561
522	1081005	1	10503	insight_2l	1568
523	1082005	3	10504	surprise2_2l	1559
524	1082005	4	10505	laugh2_2l	1561
525	1083005	4	10506	laugh2_2l	1553
526	1083005	2	10507	sorrow2_2l	1568
530	1093005	1	10508	laugh_2l	1560
531	1094005	2	10509	shy2_2l	1562
532	1095005	3	10510	insight_2l	1560
533	1096005	4	10511	laugh_2l	1554
534	1099005	3	10512	neglect2_2l	1561
535	1099005	2	10513	insight2_2l	1569
536	1100005	1	10514	laugh_2l	1561
537	1100005	4	10515	laugh2_2l	1562
538	1101005	2	10516	idle1_2l	1024
539	1101005	1	10517	shy_2l	1569
540	1102005	3	10518	anger_2l	1562
541	1102005	4	10519	positive	1563
542	1103005	2	10520	insight2_2l	1564
543	1103005	3	10521	neglect2_2l	1569
544	1104005	4	10522	joy2_2l	1555
545	1104005	1	10523	laugh_2l	1570
546	1105005	3	10524	insight_2l	1563
547	1105005	1	10525	insight2_2l	1571
548	1106005	2	10526	joy2_2l	1565
549	1106005	4	10527	joy_2l	1564
550	1107005	4	10528	laugh_2l	1556
551	1107005	1	10529	insight_2l	1572
552	1108005	2	10530	neglect2_2l	1566
553	1108005	3	10531	joy2_2l	1570
555	1016700402	1	10532	joy_2l	1605
558	1017000405	2	10533	positive	1600
559	1017100401	5	10534	joy2_2l	1606
560	1018600401	4	10535	positive	1601
561	1017600401	5	10536	laugh2_2l	1607
563	1018100401	4	10538	laugh_2l	1602
566	1017700402	4	10539	laugh2_2l	1603
568	1018200402	1	10541	insight_2l	1606
569	1017300403	2	10542	shy2_2l	1601
571	1017800403	2	10543	positive	1603
573	1018300403	5	10545	positive	1609
575	1018900404	2	10546	shy2_2l	1602
576	1017900404	2	10547	positive	1604
578	1018400404	1	10549	insight_2l	1607
581	1018000405	4	10550	laugh2_2l	1605
583	1018500405	2	10552	panic2_2l	1605
584	1084001	2	10553	positive	1090
585	1084001	3	10554	banzai1_2l	1090
586	1084001	4	10555	positive	1090
587	1084001	5	10556	joy2_2l	1090
588	1085001	2	10557	idle1_2l	1091
589	1085001	3	10558	insight_2l	1091
590	1085001	4	10559	shy_2l	1091
591	1085001	5	10560	neglect2_2l	1091
592	1086001	2	10561	positive	1092
593	1086001	3	10562	neglect2_2l	1092
594	1086001	4	10563	laugh_2l	1092
595	1086001	5	10564	neglect2_2l	1092
596	1084002	1	10565	insight_2l	1090
597	1084002	3	10554	banzai1_2l	1090
598	1084002	4	10555	positive	1090
599	1084002	5	10556	joy2_2l	1090
600	1085002	1	10566	insight_2l	1091
601	1085002	3	10558	insight_2l	1091
602	1085002	4	10559	shy_2l	1091
603	1085002	5	10560	neglect2_2l	1091
604	1086002	1	10567	laugh_2l	1092
605	1086002	3	10562	neglect2_2l	1092
606	1086002	4	10563	laugh_2l	1092
607	1086002	5	10564	neglect2_2l	1092
608	1084003	1	10565	insight_2l	1090
609	1084003	2	10553	positive	1090
610	1084003	4	10555	positive	1090
611	1084003	5	10556	joy2_2l	1090
612	1085003	1	10566	insight_2l	1091
613	1085003	2	10557	idle1_2l	1091
614	1085003	4	10559	shy_2l	1091
615	1085003	5	10560	neglect2_2l	1091
616	1086003	1	10567	laugh_2l	1092
617	1086003	2	10561	positive	1092
618	1086003	4	10563	laugh_2l	1092
619	1086003	5	10564	neglect2_2l	1092
620	1084004	1	10565	insight_2l	1090
621	1084004	2	10553	positive	1090
622	1084004	3	10554	banzai1_2l	1090
623	1084004	5	10556	joy2_2l	1090
624	1085004	1	10566	insight_2l	1091
625	1085004	2	10557	idle1_2l	1091
626	1085004	3	10558	insight_2l	1091
627	1085004	5	10560	neglect2_2l	1091
628	1086004	1	10567	laugh_2l	1092
629	1086004	2	10561	positive	1092
630	1086004	3	10562	neglect2_2l	1092
631	1086004	5	10564	neglect2_2l	1092
632	1084005	1	10565	insight_2l	1090
633	1084005	2	10553	positive	1090
634	1084005	3	10554	banzai1_2l	1090
635	1084005	4	10555	positive	1090
636	1085005	1	10566	insight_2l	1091
637	1085005	2	10557	idle1_2l	1091
638	1085005	3	10558	insight_2l	1091
639	1085005	4	10559	shy_2l	1091
640	1086005	1	10567	laugh_2l	1092
641	1086005	2	10561	positive	1092
642	1086005	3	10562	neglect2_2l	1092
643	1086005	4	10563	laugh_2l	1092
644	1019100401	2	10568	laugh_2l	1608
645	1019200402	5	10569	laugh_2l	1612
646	1019300403	4	10570	laugh_2l	1608
647	1019400404	1	10571	laugh_2l	1610
648	1019500405	3	10572	laugh_2l	1610
649	1019600401	2	10573	뽑기에 가판대 요리, 불꽃놀이도 말이지	1609
650	1019700402	5	10574	백중맞이 춤이라도 춰볼까?	1613
651	1019800403	1	10575	계절을 즐긴다는 건 참 좋은 일 같아	1611
652	1019900404	3	10576	운치 있다는 게 딱 이런 거겠지	1611
653	1020000405	4	10577	유카타로 축제, 참말로 좋은 기라	1609
