id	name	name_text_id	type	tutorial	x	y	information	information_text_id	character_id	clothes_id	model_id	can_skip	can_continue	max_continue	play_condition	chapter_id	unlock_stage_id	secret_unlock_type	secret_member_id	secret_unlock_condition	rank_score_s	rank_score_a	rank_score_b	rank_score_c	rank_score_d	firstclear_reward_id	rank_s_reward_id	clear_reward_id	drop_reward1_id	drop_reward2_id	drop_reward3_id	exp	card_exp	ep_coefficient	publish_date	open_date	close_date
101105	ステージ5	1		6			20手以内に目標を達成しよう！	1	11	1	1	1	1			1011	101104				12500	10700	8800	6900	5000	100101101	200101101	300101105	400101105	500101105	600101105	53	7		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101106	ステージ6	1					30手以内に目標を達成しよう！	1	11	1	1	1	1			1011	101105				12500	10700	8800	6900	5000	100101101	200101101	300101106	400101106	500101106	600101106	53	7		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101107	ステージ7	1		7			25手以内に目標を達成しよう！	1	11	1	1	1	1			1011	101106				25000	21400	17600	13800	10000	100101101	200101101	300101107	400101107	500101107	600101107	54	8		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101108	ステージ8	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1011	101107				22000	19000	15000	12000	9000	100101101	200101101	300101108	400101108	500101108	600101108	54	8		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101109	ステージ9	1					20手以内に目標を達成しよう！	1	11	1	1	1	1			1011	101108				27000	23000	19000	15000	11000	100101101	200101101	300101109	400101109	500101109	600101109	55	9		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101110	ステージ10	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1011	101109				32000	27000	23000	18000	13000	100101101	200101101	300101110	400101110	500101110	600101110	56	9		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101111	ステージ11	1					22手以内に目標を達成しよう！	1	11	1	1	1	1			1011	101110				32000	27000	23000	18000	13000	100101101	200101101	300101111	400101111	500101111	600101111	56	10		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101112	ステージ12	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1011	101111				32000	27000	23000	18000	13000	100101101	200101101	300101112	400101112	500101112	600101112	57	10		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101113	ステージ13	1					30手以内に目標を達成しよう！	1	11	1	1	1	1			1011	101112				35000	30000	24000	19000	14000	100101101	200101101	300101113	400101113	500101113	600101113	58	11		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101114	ステージ14	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1011	101113				32000	27000	23000	18000	13000	100101101	200101101	300101114	400101114	500101114	600101114	58	11		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101115	ステージ15	1		8			50秒以内に目標を達成しよう！	1	11	1	1	1	1			1011	101114				27000	23000	19000	15000	11000	100101101	200101101	300101115	400101115	500101115	600101115	59	12		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101116	ステージ16	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1011	101115				32000	27000	23000	18000	13000	100101101	200101101	300101116	400101116	500101116	600101116	59	12		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101117	ステージ17	1					15手以内に目標を達成しよう！	1	11	1	1	1	1			1011	101116				25000	21000	17000	13000	10000	100101101	200101101	300101117	400101117	500101117	600101117	60	13		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101118	ステージ18	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1011	101117				30000	25000	21000	16000	12000	100101101	200101101	300101118	400101118	500101118	600101118	61	13		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101119	ステージ19	1					20手以内に目標を達成しよう！	1	11	1	1	1	1			1011	101118				30000	25000	21000	16000	12000	100101101	200101101	300101119	400101119	500101119	600101119	61	14		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101120	ステージ20	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1011	101119				32000	27000	23000	18000	13000	100101101	200101101	300101120	400101120	500101120	600101120	62	14		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101121	ステージ21	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1011	101120				32000	27000	23000	18000	13000	100101101	200101101	300101121	400101121	500101121	600101121	62	14		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101122	ステージ22	1					20手以内に目標を達成しよう！	1	11	1	1	1	1			1011	101121				32000	27000	23000	18000	13000	100101101	200101101	300101122	400101122	500101122	600101122	62	14		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101123	ステージ23	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1011	101122				32000	27000	23000	18000	13000	100101101	200101101	300101123	400101123	500101123	600101123	62	14		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101124	ステージ24	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1011	101123				32000	27000	23000	18000	13000	100101101	200101101	300101124	400101124	500101124	600101124	62	14		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101125	ステージ25	1					20手以内に目標を達成しよう！	1	11	1	1	1	1			1011	101124				27000	23000	19000	15000	11000	100101101	200101101	300101125	400101125	500101125	600101125	62	14		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101126	ステージ26	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1011	101125				30000	25000	21000	16000	12000	100101101	200101101	300101126	400101126	500101126	600101126	62	14		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101127	ステージ27	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1011	101126				32000	27000	23000	18000	13000	100101101	200101101	300101127	400101127	500101127	600101127	62	14		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101128	ステージ28	1					60秒以内に目標を達成しよう！	1	11	1	1	1	1			1011	101127				22000	19000	15000	12000	9000	100101101	200101101	300101128	400101128	500101128	600101128	62	14		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101129	ステージ29	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1011	101128				32000	27000	23000	18000	13000	100101101	200101101	300101129	400101129	500101129	600101129	62	14		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101130	ステージ30	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1011	101129				32000	27000	23000	18000	13000	100101101	200101101	300101130	400101130	500101130	600101130	62	14		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101131	ステージ31	1					20手以内に目標を達成しよう！	1	11	1	1	1	1			1011	101130				32000	27000	23000	18000	13000	100101101	200101101	300101131	400101131	500101131	600101131	62	14		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101132	ステージ32	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1011	101131				32000	27000	23000	18000	13000	100101101	200101101	300101132	400101132	500101132	600101132	62	14		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101133	ステージ33	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1011	101132				30000	25000	21000	16000	12000	100101101	200101101	300101133	400101133	500101133	600101133	62	14		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101134	ステージ34	1					20手以内に目標を達成しよう！	1	11	1	1	1	1			1011	101133				25000	21000	17000	13000	10000	100101101	200101101	300101134	400101134	500101134	600101134	62	14		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101135	ステージ35	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1011	101134				32000	27000	23000	18000	13000	100101101	200101101	300101135	400101135	500101135	600101135	62	14		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101136	ステージ36	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1011	101135				32000	27000	23000	18000	13000	100101101	200101101	300101136	400101136	500101136	600101136	62	14		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101137	ステージ37	1					20手以内に目標を達成しよう！	1	11	1	1	1	1			1011	101136				25000	21000	17000	13000	10000	100101101	200101101	300101137	400101137	500101137	600101137	62	14		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101138	ステージ38	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1011	101137				32000	27000	23000	18000	13000	100101101	200101101	300101138	400101138	500101138	600101138	62	14		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101139	ステージ39	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1011	101138				32000	27000	23000	18000	13000	100101101	200101101	300101139	400101139	500101139	600101139	62	14		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101140	ステージ40	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1011	101139				25000	21000	17000	13000	10000	100101101	200101101	300101140	400101140	500101140	600101140	62	14		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101201	ステージ1	1					10手以内に目標を達成しよう！	1	11	1	1	1	1			1012					26300	22500	18500	14500	10500	100101102	200101102	300101101	400101201	500101201	600101201	55	6		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101202	ステージ2	1					10手以内に目標を達成しよう！	1	11	1	1	1	1			1012	101201				30000	25500	21000	16500	12000	100101102	200101102	300101102	400101202	500101202	600101202	56	6		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101203	ステージ3	1					15手以内に目標を達成しよう！	1	11	1	1	1	1			1012	101202				37500	31800	26200	20600	15000	100101102	200101102	300101103	400101203	500101203	600101203	56	7		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101204	ステージ4	1					20手以内に目標を達成しよう！	1	11	1	1	1	1			1012	101203				45000	38400	31600	24800	18000	100101102	200101102	300101104	400101204	500101204	600101204	57	7		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101205	ステージ5	1					20手以内に目標を達成しよう！	1	11	1	1	1	1			1012	101204				37500	31800	26200	20600	15000	100101102	200101102	300101105	400101205	500101205	600101205	58	8		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101206	ステージ6	1					30手以内に目標を達成しよう！	1	11	1	1	1	1			1012	101205				37500	31800	26200	20600	15000	100101102	200101102	300101106	400101206	500101206	600101206	58	8		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101207	ステージ7	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1012	101206				75000	63900	52600	41300	30000	100101102	200101102	300101107	400101207	500101207	600101207	59	9		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101208	ステージ8	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1012	101207				36000	32000	29000	26000	22000	100101102	200101102	300101108	400101208	500101208	600101208	59	9		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101209	ステージ9	1					20手以内に目標を達成しよう！	1	11	1	1	1	1			1012	101208				44000	40000	36000	31000	27000	100101102	200101102	300101109	400101209	500101209	600101209	59	9		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101210	ステージ10	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1012	101209				52000	47000	42000	37000	32000	100101102	200101102	300101110	400101210	500101210	600101210	59	9		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101211	ステージ11	1					22手以内に目標を達成しよう！	1	11	1	1	1	1			1012	101210				52000	47000	42000	37000	32000	100101102	200101102	300101111	400101211	500101211	600101211	59	9		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101212	ステージ12	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1012	101211				52000	47000	42000	37000	32000	100101102	200101102	300101112	400101212	500101212	600101212	59	9		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101213	ステージ13	1					30手以内に目標を達成しよう！	1	11	1	1	1	1			1012	101212				56000	51000	45000	40000	35000	100101102	200101102	300101113	400101213	500101213	600101213	59	9		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101214	ステージ14	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1012	101213				52000	47000	42000	37000	32000	100101102	200101102	300101114	400101214	500101214	600101214	59	9		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101215	ステージ15	1					50秒以内に目標を達成しよう！	1	11	1	1	1	1			1012	101214				44000	40000	36000	31000	27000	100101102	200101102	300101115	400101215	500101215	600101215	59	9		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101216	ステージ16	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1012	101215				52000	47000	42000	37000	32000	100101102	200101102	300101116	400101216	500101216	600101216	59	9		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101217	ステージ17	1					15手以内に目標を達成しよう！	1	11	1	1	1	1			1012	101216				40000	36000	32000	28000	25000	100101102	200101102	300101117	400101217	500101217	600101217	59	9		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101218	ステージ18	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1012	101217				48000	43000	39000	34000	30000	100101102	200101102	300101118	400101218	500101218	600101218	59	9		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101219	ステージ19	1					20手以内に目標を達成しよう！	1	11	1	1	1	1			1012	101218				48000	43000	39000	34000	30000	100101102	200101102	300101119	400101219	500101219	600101219	59	9		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101220	ステージ20	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1012	101219				52000	47000	42000	37000	32000	100101102	200101102	300101120	400101220	500101220	600101220	59	9		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101221	ステージ21	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1012	101220				52000	47000	42000	37000	32000	100101102	200101102	300101121	400101221	500101221	600101221	59	9		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101222	ステージ22	1					20手以内に目標を達成しよう！	1	11	1	1	1	1			1012	101221				52000	47000	42000	37000	32000	100101102	200101102	300101122	400101222	500101222	600101222	59	9		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101223	ステージ23	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1012	101222				52000	47000	42000	37000	32000	100101102	200101102	300101123	400101223	500101223	600101223	59	9		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101224	ステージ24	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1012	101223				52000	47000	42000	37000	32000	100101102	200101102	300101124	400101224	500101224	600101224	59	9		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101225	ステージ25	1					20手以内に目標を達成しよう！	1	11	1	1	1	1			1012	101224				44000	40000	36000	31000	27000	100101102	200101102	300101125	400101225	500101225	600101225	59	9		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101226	ステージ26	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1012	101225				48000	43000	39000	34000	30000	100101102	200101102	300101126	400101226	500101226	600101226	59	9		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101227	ステージ27	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1012	101226				52000	47000	42000	37000	32000	100101102	200101102	300101127	400101227	500101227	600101227	59	9		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101228	ステージ28	1					60秒以内に目標を達成しよう！	1	11	1	1	1	1			1012	101227				36000	32000	29000	26000	22000	100101102	200101102	300101128	400101228	500101228	600101228	59	9		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101229	ステージ29	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1012	101228				52000	47000	42000	37000	32000	100101102	200101102	300101129	400101229	500101229	600101229	59	9		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101230	ステージ30	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1012	101229				52000	47000	42000	37000	32000	100101102	200101102	300101130	400101230	500101230	600101230	59	9		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101231	ステージ31	1					20手以内に目標を達成しよう！	1	11	1	1	1	1			1012	101230				52000	47000	42000	37000	32000	100101102	200101102	300101131	400101231	500101231	600101231	59	9		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101232	ステージ32	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1012	101231				52000	47000	42000	37000	32000	100101102	200101102	300101132	400101232	500101232	600101232	59	9		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101233	ステージ33	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1012	101232				48000	43000	39000	34000	30000	100101102	200101102	300101133	400101233	500101233	600101233	59	9		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101234	ステージ34	1					20手以内に目標を達成しよう！	1	11	1	1	1	1			1012	101233				40000	36000	32000	28000	25000	100101102	200101102	300101134	400101234	500101234	600101234	59	9		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101235	ステージ35	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1012	101234				52000	47000	42000	37000	32000	100101102	200101102	300101135	400101235	500101235	600101235	59	9		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101236	ステージ36	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1012	101235				52000	47000	42000	37000	32000	100101102	200101102	300101136	400101236	500101236	600101236	59	9		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101237	ステージ37	1					20手以内に目標を達成しよう！	1	11	1	1	1	1			1012	101236				40000	36000	32000	28000	25000	100101102	200101102	300101137	400101237	500101237	600101237	59	9		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101238	ステージ38	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1012	101237				52000	47000	42000	37000	32000	100101102	200101102	300101138	400101238	500101238	600101238	59	9		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101239	ステージ39	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1012	101238				52000	47000	42000	37000	32000	100101102	200101102	300101139	400101239	500101239	600101239	59	9		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101240	ステージ40	1					25手以内に目標を達成しよう！	1	11	1	1	1	1			1012	101239				40000	36000	32000	28000	25000	100101102	200101102	300101140	400101240	500101240	600101240	59	9		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101301	ステージ1	1					10手以内に目標を達成しよう！	1	11	1	1	1				1013					42000	36900	31600	26300	21000	100101103	200101103	300101101	400101301	500101301	600101301	65	7		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101302	ステージ2	1					10手以内に目標を達成しよう！	1	11	1	1	1				1013	101301				48000	42000	36000	30000	24000	100101103	200101103	300101102	400101302	500101302	600101302	66	7		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101303	ステージ3	1					15手以内に目標を達成しよう！	1	11	1	1	1				1013	101302				60000	52500	45000	37500	30000	100101103	200101103	300101103	400101303	500101303	600101303	66	8		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101304	ステージ4	1					20手以内に目標を達成しよう！	1	11	1	1	1				1013	101303				72000	63000	54000	45000	36000	100101103	200101103	300101104	400101304	500101304	600101304	68	8		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101305	ステージ5	1					20手以内に目標を達成しよう！	1	11	1	1	1				1013	101304				60000	52500	45000	37500	30000	100101103	200101103	300101105	400101305	500101305	600101305	69	9		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101306	ステージ6	1					30手以内に目標を達成しよう！	1	11	1	1	1				1013	101305				60000	52500	45000	37500	30000	100101103	200101103	300101106	400101306	500101306	600101306	69	10		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101307	ステージ7	1					25手以内に目標を達成しよう！	1	11	1	1	1				1013	101306				120000	105000	90000	75000	60000	100101103	200101103	300101107	400101307	500101307	600101307	70	10		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101308	ステージ8	1					25手以内に目標を達成しよう！	1	11	1	1	1				1013	101307				49000	46000	42000	39000	36000	100101103	200101103	300101108	400101308	500101308	600101308	70	11		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101309	ステージ9	1					20手以内に目標を達成しよう！	1	11	1	1	1				1013	101308				60000	56000	52000	48000	44000	100101103	200101103	300101109	400101309	500101309	600101309	72	11		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101310	ステージ10	1					25手以内に目標を達成しよう！	1	11	1	1	1				1013	101309				71000	66000	62000	57000	52000	100101103	200101103	300101110	400101310	500101310	600101310	73	12		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101311	ステージ11	1					22手以内に目標を達成しよう！	1	11	1	1	1				1013	101310				71000	66000	62000	57000	52000	100101103	200101103	300101111	400101311	500101311	600101311	73	13		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101312	ステージ12	1					25手以内に目標を達成しよう！	1	11	1	1	1				1013	101311				71000	66000	62000	57000	52000	100101103	200101103	300101112	400101312	500101312	600101312	74	13		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101313	ステージ13	1					30手以内に目標を達成しよう！	1	11	1	1	1				1013	101312				77000	72000	66000	61000	56000	100101103	200101103	300101113	400101313	500101313	600101313	75	14		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101314	ステージ14	1					25手以内に目標を達成しよう！	1	11	1	1	1				1013	101313				71000	66000	62000	57000	52000	100101103	200101103	300101114	400101314	500101314	600101314	75	15		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101315	ステージ15	1					50秒以内に目標を達成しよう！	1	11	1	1	1				1013	101314				60000	56000	52000	48000	44000	100101103	200101103	300101115	400101315	500101315	600101315	77	15		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101316	ステージ16	1					25手以内に目標を達成しよう！	1	11	1	1	1				1013	101315				71000	66000	62000	57000	52000	100101103	200101103	300101116	400101316	500101316	600101316	77	16		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101317	ステージ17	1					15手以内に目標を達成しよう！	1	11	1	1	1				1013	101316				55000	51000	47000	43000	40000	100101103	200101103	300101117	400101317	500101317	600101317	78	16		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101318	ステージ18	1					25手以内に目標を達成しよう！	1	11	1	1	1				1013	101317				66000	61000	57000	52000	48000	100101103	200101103	300101118	400101318	500101318	600101318	79	17		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101319	ステージ19	1					20手以内に目標を達成しよう！	1	11	1	1	1				1013	101318				66000	61000	57000	52000	48000	100101103	200101103	300101119	400101319	500101319	600101319	79	18		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101320	ステージ20	1					25手以内に目標を達成しよう！	1	11	1	1	1				1013	101319				71000	66000	62000	57000	52000	100101103	200101103	300101120	400101320	500101320	600101320	81	18		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101321	ステージ21	1					25手以内に目標を達成しよう！	1	11	1	1	1				1013	101320				71000	66000	62000	57000	52000	100101103	200101103	300101121	400101321	500101321	600101321	81	18		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101322	ステージ22	1					20手以内に目標を達成しよう！	1	11	1	1	1				1013	101321				71000	66000	62000	57000	52000	100101103	200101103	300101122	400101322	500101322	600101322	81	18		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
101323	ステージ23	1					25手以内に目標を達成しよう！	1	11	1	1	1				1013	101322				71000	66000	62000	57000	52000	100101103	200101103	300101123	400101323	500101323	600101323	81	18		2021-07-01 00:00:00	2021-07-01 00:00:00	2100-12-31 23:59:59
