id	landmark_id	type	icon_resource_id	location_category_id	location_region_id	location_prefectures_id	name_text_id	description_text_id	rarity	event_group_id	latitude	longitude	is_map_pin	url	open_date	close_date
10010083	10010083			1	7	38	10010083	20010083	2	1	34.118299	132.96	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10083	2000-01-01 00:00:00	2100-12-31 23:59:59
10010085	10010085			1	7	38	10010085	20010085	2	1	33.992959	133.610083	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10085	2000-01-01 00:00:00	2100-12-31 23:59:59
10010087	10010087			1	7	38	10010087	20010087	2	1	33.913209	133.506155	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10087	2000-01-01 00:00:00	2100-12-31 23:59:59
10010088	10010088			1	7	38	10010088	20010088	2	1	33.887455	133.483331	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10088	2000-01-01 00:00:00	2100-12-31 23:59:59
10010089	10010089			1	7	38	10010089	20010089	2	1	33.917547	132.811667	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10089	2000-01-01 00:00:00	2100-12-31 23:59:59
10010090	10010090			1	7	38	10010090	20010090	2	1	33.957698	132.622761	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10090	2000-01-01 00:00:00	2100-12-31 23:59:59
10010091	10010091			1	7	38	10010091	20010091	2	1	33.973224	132.766118	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10091	2000-01-01 00:00:00	2100-12-31 23:59:59
10010092	10010092			1	7	38	10010092	20010092	2	1	33.672043	132.936964	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10092	2000-01-01 00:00:00	2100-12-31 23:59:59
10010093	10010093			1	7	38	10010093	20010093	2	1	33.613371	132.974586	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10093	2000-01-01 00:00:00	2100-12-31 23:59:59
10010094	10010094			1	7	38	10010094	20010094	2	1	33.526391	132.966881	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10094	2000-01-01 00:00:00	2100-12-31 23:59:59
10010095	10010095			1	7	38	10010095	20010095	2	1	33.984256	133.330168	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10095	2000-01-01 00:00:00	2100-12-31 23:59:59
10010097	10010097			1	7	38	10010097	20010097	2	1	33.945439	133.35386	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10097	2000-01-01 00:00:00	2100-12-31 23:59:59
10010098	10010098			1	7	38	10010098	20010098	2	1	33.369656	132.112868	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10098	2000-01-01 00:00:00	2100-12-31 23:59:59
10010099	10010099			1	7	38	10010099	20010099	2	1	33.452836	132.263846	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10099	2000-01-01 00:00:00	2100-12-31 23:59:59
10010100	10010100			1	7	38	10010100	20010100	2	1	33.483777	132.339586	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10100	2000-01-01 00:00:00	2100-12-31 23:59:59
10010101	10010101			1	7	38	10010101	20010101	2	1	33.982704	133.06167	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10101	2000-01-01 00:00:00	2100-12-31 23:59:59
10010102	10010102			1	7	38	10010102	20010102	2	1	33.961515	133.0735	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10102	2000-01-01 00:00:00	2100-12-31 23:59:59
10010103	10010103			1	7	38	10010103	20010103	2	1	33.936302	133.027412	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10103	2000-01-01 00:00:00	2100-12-31 23:59:59
10010104	10010104			1	7	38	10010104	20010104	2	1	33.896184	133.115959	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10104	2000-01-01 00:00:00	2100-12-31 23:59:59
10010105	10010105			1	7	38	10010105	20010105	2	1	33.803922	133.148488	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10105	2000-01-01 00:00:00	2100-12-31 23:59:59
10010111	10010111			1	7	38	10010111	20010111	2	1	33.361237	132.510259	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10111	2000-01-01 00:00:00	2100-12-31 23:59:59
10010112	10010112			1	7	38	10010112	20010112	2	1	33.358351	132.617174	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10112	2000-01-01 00:00:00	2100-12-31 23:59:59
10010113	10010113			1	7	38	10010113	20010113	2	1	33.377186	132.707256	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10113	2000-01-01 00:00:00	2100-12-31 23:59:59
10010114	10010114			1	7	38	10010114	20010114	2	1	33.321028	132.431894	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10114	2000-01-01 00:00:00	2100-12-31 23:59:59
10010117	10010117			1	7	38	10010117	20010117	2	1	33.504386	132.562043	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10117	2000-01-01 00:00:00	2100-12-31 23:59:59
10010118	10010118			1	7	38	10010118	20010118	2	1	33.588944	132.4574	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10118	2000-01-01 00:00:00	2100-12-31 23:59:59
10010119	10010119			1	7	38	10010119	20010119	2	1	33.798702	132.913745	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10119	2000-01-01 00:00:00	2100-12-31 23:59:59
10010120	10010120			1	7	38	10010120	20010120	2	1	32.946274	132.457974	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10120	2000-01-01 00:00:00	2100-12-31 23:59:59
10010121	10010121			1	7	38	10010121	20010121	2	1	32.960811	132.577503	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10121	2000-01-01 00:00:00	2100-12-31 23:59:59
10010122	10010122			1	7	38	10010122	20010122	2	1	33.042165	132.486699	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10122	2000-01-01 00:00:00	2100-12-31 23:59:59
10010123	10010123			1	7	38	10010123	20010123	2	1	33.043779	132.487335	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10123	2000-01-01 00:00:00	2100-12-31 23:59:59
10010124	10010124			1	7	38	10010124	20010124	2	1	33.011619	132.601867	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10124	2000-01-01 00:00:00	2100-12-31 23:59:59
10010126	10010126			1	7	38	10010126	20010126	2	1	33.217285	132.620991	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10126	2000-01-01 00:00:00	2100-12-31 23:59:59
10010127	10010127			1	7	38	10010127	20010127	2	1	33.347749	132.876475	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10127	2000-01-01 00:00:00	2100-12-31 23:59:59
10010128	10010128			1	7	38	10010128	20010128	2	1	33.16224	132.698303	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10128	2000-01-01 00:00:00	2100-12-31 23:59:59
10010130	10010130			1	3	8	10010130	20010130	2	1	36.10819	140.065602	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10130	2000-01-01 00:00:00	2100-12-31 23:59:59
10010131	10010131			1	3	8	10010131	20010131	2	1	36.080883	140.147588	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10131	2000-01-01 00:00:00	2100-12-31 23:59:59
10010132	10010132			1	3	8	10010132	20010132	2	1	36.000298	140.102041	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10132	2000-01-01 00:00:00	2100-12-31 23:59:59
10010134	10010134			1	3	8	10010134	10010134	2	1	36.747908	140.380109	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10134	2000-01-01 00:00:00	2100-12-31 23:59:59
10010135	10010135			1	3	8	10010135	20010135	2	1	36.719677	140.379059	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10135	2000-01-01 00:00:00	2100-12-31 23:59:59
10010136	10010136			1	3	8	10010136	20010136	2	1	36.73137	140.383263	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10136	2000-01-01 00:00:00	2100-12-31 23:59:59
10010137	10010137			1	3	8	10010137	10010137	2	1	36.728457	140.376343	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10137	2000-01-01 00:00:00	2100-12-31 23:59:59
10010138	10010138			1	3	8	10010138	20010138	2	1	36.723805	140.372674	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10138	2000-01-01 00:00:00	2100-12-31 23:59:59
10010139	10010139			1	3	8	10010139	10010139	2	1	36.694761	140.388632	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10139	2000-01-01 00:00:00	2100-12-31 23:59:59
10010140	10010140			1	3	8	10010140	20010140	2	1	36.795685	140.347529	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10140	2000-01-01 00:00:00	2100-12-31 23:59:59
10010141	10010141			1	3	8	10010141	20010141	2	1	36.71649	140.660784	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10141	2000-01-01 00:00:00	2100-12-31 23:59:59
10010142	10010142			1	3	8	10010142	20010142	2	1	36.747627	140.597539	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10142	2000-01-01 00:00:00	2100-12-31 23:59:59
10010143	10010143			1	3	8	10010143	20010143	2	1	36.353394	140.054585	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10143	2000-01-01 00:00:00	2100-12-31 23:59:59
10010144	10010144			1	3	8	10010144	20010144	2	1	36.256059	140.094732	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10144	2000-01-01 00:00:00	2100-12-31 23:59:59
10010145	10010145			1	3	8	10010145	20010145	2	1	36.003691	139.925857	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10145	2000-01-01 00:00:00	2100-12-31 23:59:59
10010146	10010146			1	3	8	10010146	20010146	2	1	36.690388	140.45557	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10146	2000-01-01 00:00:00	2100-12-31 23:59:59
10010147	10010147			1	3	8	10010147	20010147	2	1	36.682367	140.474227	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10147	2000-01-01 00:00:00	2100-12-31 23:59:59
10010148	10010148			1	3	8	10010148	20010148	2	1	36.796389	140.514494	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10148	2000-01-01 00:00:00	2100-12-31 23:59:59
10010149	10010149			1	3	8	10010149	20010149	2	1	36.553364	140.295748	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10149	2000-01-01 00:00:00	2100-12-31 23:59:59
10010151	10010151			1	3	8	10010151	20010151	2	1	36.624324	140.283724	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10151	2000-01-01 00:00:00	2100-12-31 23:59:59
10010152	10010152			1	3	8	10010152	20010152	2	1	36.560163	140.286821	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10152	2000-01-01 00:00:00	2100-12-31 23:59:59
10010153	10010153			1	3	8	10010153	20010153	2	1	36.55402	140.318278	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10153	2000-01-01 00:00:00	2100-12-31 23:59:59
10010154	10010154			1	3	8	10010154	20010154	2	1	35.872307	140.735077	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10154	2000-01-01 00:00:00	2100-12-31 23:59:59
10010156	10010156			1	3	8	10010156	20010156	2	1	35.780088	140.805507	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10156	2000-01-01 00:00:00	2100-12-31 23:59:59
10010157	10010157			1	3	8	10010157	20010157	2	1	35.872559	140.733407	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10157	2000-01-01 00:00:00	2100-12-31 23:59:59
10010160	10010160			1	3	9	10010160	20010160	2	1	36.878793	139.885744	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10160	2000-01-01 00:00:00	2100-12-31 23:59:59
10010161	10010161			1	3	8	10010161	20010161	2	1	36.233328	140.125719	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10161	2000-01-01 00:00:00	2100-12-31 23:59:59
10010162	10010162			1	3	8	10010162	20010162	2	1	36.28519	140.521564	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10162	2000-01-01 00:00:00	2100-12-31 23:59:59
10010164	10010164			1	3	8	10010164	20010164	2	1	36.288199	140.501754	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10164	2000-01-01 00:00:00	2100-12-31 23:59:59
10010165	10010165			1	3	8	10010165	20010165	2	1	36.506792	140.315209	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10165	2000-01-01 00:00:00	2100-12-31 23:59:59
10010166	10010166			1	3	8	10010166	20010166	2	1	36.438926	140.355551	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10166	2000-01-01 00:00:00	2100-12-31 23:59:59
10010167	10010167			1	3	8	10010167	20010167	2	1	36.463283	140.257442	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10167	2000-01-01 00:00:00	2100-12-31 23:59:59
10010168	10010168			1	3	8	10010168	20010168	2	1	36.321433	140.583074	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10168	2000-01-01 00:00:00	2100-12-31 23:59:59
10010169	10010169			1	3	8	10010169	20010169	2	1	36.29514	140.558605	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10169	2000-01-01 00:00:00	2100-12-31 23:59:59
10010171	10010171			1	3	8	10010171	20010171	2	1	36.129764	140.561696	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10171	2000-01-01 00:00:00	2100-12-31 23:59:59
10010172	10010172			1	3	8	10010172	20010172	2	1	36.864279	140.63772	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10172	2000-01-01 00:00:00	2100-12-31 23:59:59
10010173	10010173			1	3	8	10010173	20010173	2	1	35.945713	140.216415	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10173	2000-01-01 00:00:00	2100-12-31 23:59:59
10010175	10010175			1	6	33	10010175	20010175	2	1	34.595847	133.437253	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10175	2000-01-01 00:00:00	2100-12-31 23:59:59
10010176	10010176			1	6	33	10010176	20010176	2	1	34.681454	133.574692	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10176	2000-01-01 00:00:00	2100-12-31 23:59:59
10010177	10010177			1	6	33	10010177	10010177	2	1	35.224845	134.367132	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10177	2000-01-01 00:00:00	2100-12-31 23:59:59
10010179	10010179			1	6	33	10010179	20010179	2	1	34.561079	134.1035	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10179	2000-01-01 00:00:00	2100-12-31 23:59:59
10010180	10010180			1	6	33	10010180	10010180	2	1	34.592691	133.989981	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10180	2000-01-01 00:00:00	2100-12-31 23:59:59
10010181	10010181			1	6	33	10010181	10010181	2	1	34.739346	133.792148	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10181	2000-01-01 00:00:00	2100-12-31 23:59:59
10010183	10010183			1	6	33	10010183	20010183	2	1	34.817745	133.861282	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10183	2000-01-01 00:00:00	2100-12-31 23:59:59
10010184	10010184			1	6	33	10010184	10010184	2	1	34.92324	133.80349	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10184	2000-01-01 00:00:00	2100-12-31 23:59:59
10010185	10010185			1	6	33	10010185	20010185	2	1	34.908517	133.82593	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10185	2000-01-01 00:00:00	2100-12-31 23:59:59
10010186	10010186			1	6	33	10010186	10010186	2	1	34.838055	133.764961	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10186	2000-01-01 00:00:00	2100-12-31 23:59:59
10010187	10010187			1	6	33	10010187	20010187	2	1	34.913057	133.775704	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10187	2000-01-01 00:00:00	2100-12-31 23:59:59
10010192	10010192			1	6	33	10010192	20010192	2	1	34.918351	133.912924	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10192	2000-01-01 00:00:00	2100-12-31 23:59:59
10010193	10010193			1	6	33	10010193	20010193	2	1	34.453149	133.906477	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10193	2000-01-01 00:00:00	2100-12-31 23:59:59
10010194	10010194			1	6	33	10010194	20010194	2	1	34.86154	133.469538	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10194	2000-01-01 00:00:00	2100-12-31 23:59:59
10010195	10010195			1	6	33	10010195	20010195	2	1	34.739053	133.410658	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10195	2000-01-01 00:00:00	2100-12-31 23:59:59
10010196	10010196			1	6	33	10010196	20010196	2	1	34.84602	133.362737	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10196	2000-01-01 00:00:00	2100-12-31 23:59:59
10010197	10010197			1	6	33	10010197	20010197	2	1	34.79521	133.577681	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10197	2000-01-01 00:00:00	2100-12-31 23:59:59
10010199	10010199			1	6	33	10010199	20010199	2	1	35.07939	133.345071	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10199	2000-01-01 00:00:00	2100-12-31 23:59:59
10010200	10010200			1	6	33	10010200	20010200	2	1	35.168565	133.410445	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10200	2000-01-01 00:00:00	2100-12-31 23:59:59
10010201	10010201			1	6	33	10010201	20010201	2	1	35.082099	133.54048	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10201	2000-01-01 00:00:00	2100-12-31 23:59:59
10010202	10010202			1	6	33	10010202	20010202	2	1	35.075333	133.550278	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10202	2000-01-01 00:00:00	2100-12-31 23:59:59
10010203	10010203			1	6	33	10010203	10010203	2	1	35.044781	133.551583	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10203	2000-01-01 00:00:00	2100-12-31 23:59:59
10010204	10010204			1	6	33	10010204	20010204	2	1	34.944026	133.472888	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10204	2000-01-01 00:00:00	2100-12-31 23:59:59
10010205	10010205			1	6	33	10010205	20010205	2	1	34.91533	133.396526	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10205	2000-01-01 00:00:00	2100-12-31 23:59:59
10010206	10010206			1	6	33	10010206	20010206	2	1	35.222288	133.525053	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10206	2000-01-01 00:00:00	2100-12-31 23:59:59
10010207	10010207			1	6	33	10010207	20010207	2	1	34.941168	133.629937	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10207	2000-01-01 00:00:00	2100-12-31 23:59:59
10010209	10010209			1	6	33	10010209	20010209	2	1	35.152689	133.606002	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10209	2000-01-01 00:00:00	2100-12-31 23:59:59
10010210	10010210			1	6	33	10010210	20010210	2	1	35.300986	133.679074	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10210	2000-01-01 00:00:00	2100-12-31 23:59:59
10010211	10010211			1	6	33	10010211	20010211	2	1	35.296158	133.680723	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10211	2000-01-01 00:00:00	2100-12-31 23:59:59
10010212	10010212			1	6	33	10010212	20010212	2	1	35.261922	133.793707	1	https://www.nap-camp.com/campaigns/yurucamp?campsite_id=10212	2000-01-01 00:00:00	2100-12-31 23:59:59
